mz,rt,dust11.mzXML,dust12.mzXML,dust13.mzXML,dust16.mzXML,dust19.mzXML,dust2.mzXML,dust20.mzXML,dust21.mzXML,dust22.mzXML,dust23.mzXML,dust24.mzXML,dust25.mzXML,dust26.mzXML,dust29.mzXML,dust3.mzXML,dust30.mzXML,dust33.mzXML,dust34.mzXML,dust4.mzXML,dust5.mzXML,dust6.mzXML,dust7.mzXML,dust8.mzXML,dust9.mzXML,SampleID,formula.pred,isoscore,mserror,ms1score,SMILES,DbID,Adducts,neutralscore,chracaterscore,ionmodescore,adductscore,MS2score,allscore,formulacount,mserrorcount,MS1scorecount,MS1scorefail,MS2scorecount,MS2scorefail,neutralscorecount,neutralscorefail,chascorecount,chascorefail,adductscorecount,adductscorefail,ionmodescorecount,ionmodescorefail,isoscorecount,isoscorefail,temp.scorecount,temp.scorefail,temp.scorevalues
398.017039,10.91928333,659722.0625,100,8128.977051,235839.7656,100,1559888.25,100,131116.2656,2422386.5,177636.2188,21768.2832,36333932,690948.3125,734419.6875,107093.5469,100,100,47056.07422,100,755005.4375,14452.93359,186555.7188,100,100,12,C21H12ClNO3;C21H12ClNO3,-4.60517018598809;-4.60517018598809,0.00995033085316809;0.00995033085316809,-4.50088023249341;-4.50088023249341,Clc1ccc(NC(=O)c2ccccc2)c3C(=O)c4ccccc4C(=O)c13;Clc1cccc2C(=O)c3c(NC(=O)c4ccccc4)cccc3C(=O)c12,1171;3220,[M+Cl]-;[M+Cl]-,;0;0,0,0;0,0;0,0;0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,-4.50088023249341;-4.50088023249341
398.1158447,11.09666667,2731242.25,379746.9688,435060.7188,3272725.75,232579.6094,1278833.625,244854.75,490118.625,271796.4688,2508831,844633.5625,233655.0781,852577.9375,530763.875,58685.26953,100,270122.5313,44172.18359,476872.0313,837365.25,1635109,2116732.25,605724.8125,136202.625,4,C20H24Cl2N2O2,-0.717607565,0.009950331,-0.015349541,CCCCN(CCOC(=O)Nc1ccc(Cl)c(Cl)c1)c2cccc(C)c2,37100,[M]-,;0,0,0,0.5,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0.484650459
398.1159566,11.1082,2731242.25,379746.9688,268682.625,1554101.25,211145.2031,890267,244854.75,326935.4375,147302.1563,1388048.5,634802.3125,154280.4219,679575.25,530763.875,58685.26953,100,119672.1641,44172.18359,427355.9063,742196.375,1029958.688,2116732.25,543227.3125,184047.5938,1,C20H24Cl2N2O2,-0.717607565,0.009950331,-0.015349541,CCCCN(CCOC(=O)Nc1ccc(Cl)c(Cl)c1)c2cccc(C)c2,37100,[M]-,;0,0,0,0.5,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0.484650459
398.1462809,11.1592,100,100,100,329827.75,100,224259.5313,100,100,100,189163.5938,23799.0957,100,45729.46875,22936.1543,100,100,13368.5791,25531.63672,100,64257.30078,8652.864258,164401.2188,40984.30469,100,4,C24H19N3O3;C24H19N3O3;C20H26O6;C20H26O6,-0.484219062822032;-0.484219062822032;-0.536653930952325;-0.536653930952325,0.00995033085316809;0.00995033085316809;-4.17673696984759;-4.17673696984759,-0.474268731968864;-0.474268731968864;-4.71339090079991;-4.71339090079991,COc1ccc(NC(=O)C2=Cc3ccccc3C(=N/Nc4ccccc4)/C2=O)cc1;C\C(N)=N/OC(=O)c1ccc(/C=C/c2ccc(cc2)c3oc4ccccc4n3)cc1;CCCCOC(=O)C=C.OC(=O)CC(=C)C(O)=O.C=Cc1ccccc1;C=COCCCCOC(=O)c1cccc(c1)C(=O)OCCCCOC=C,15426;32852;18180;47562,[M]-;[M]-;[M+Cl]-;[M+Cl]-,0,0,0;0;-0.5;-0.5,0.5;0.5;0;0,0,0,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,2,0.025731268031136;0.025731268031136;-5.21339090079991;-5.21339090079991
398.1510213,11.35448333,254116.0781,100,100,276125.3438,100,850078.75,100,100,100,327786.625,23799.0957,100,45729.46875,22936.1543,11105.31543,100,13368.5791,28831.93555,100,85784.46094,12288.04395,274816.9688,66626.25,24265.28125,6,C24H23N3O4,-0.023976027,0.009950331,0.435974304,CCN(CCOC(=O)c1ccc(cc1)C(=O)OC)c2ccc(C=C(C#N)C#N)c(C)c2,22997,[M-H-H2O]-,;0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0.435974304
398.1811422,10.76703333,80213.69531,47215.78906,78383.39844,21962.34961,107131.8438,75052.35156,63257.44141,50766.67188,56512.21875,62060.19531,46438.42188,85071.19531,83796.23438,43259.5625,94667.50781,100,144853.9219,79466.58594,133143.2969,112977.3828,37903.87891,93805.15625,39061.83984,65474.10938,17,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
398.2082825,11.92533333,65315.47266,88482.125,71561.70313,58911.60938,74521.09375,84185.84375,59589.12109,59036.57031,73746.38281,71098.60938,75232.9375,109582.4609,52640.82422,69301.36719,27578.04883,100,89019.10156,105923.9297,64569.15234,86355.23438,54237.15234,67905.75781,51588.80469,107917.6797,12,C21H27N3O2,-0.018495405,0.009950331,-0.008545074,CCN(CC)c1ccc(NC2=CC(=NC(=O)C(C)C)C(=O)C=C2)c(C)c1,17383,[M+CH2O2-H]-,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-0.008545074
398.2082825,11.92533333,65315.47266,88482.125,71561.70313,62040.77344,80170.25,84185.84375,66395.53125,59036.57031,73746.38281,66253.95313,44818.63281,109582.4609,59198.03906,69301.36719,64193.73438,100,89019.10156,107622.2813,64569.15234,86355.23438,54237.15234,83858.14844,59827.60938,107917.6797,12,C21H27N3O2,-0.018495405,0.009950331,-0.008545074,CCN(CC)c1ccc(NC2=CC(=NC(=O)C(C)C)C(=O)C=C2)c(C)c1,17383,[M+CH2O2-H]-,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-0.008545074
398.2295227,8.2423,12432.68652,7699.686035,6312.26123,6486.354004,11987.48047,18308.9668,8360.587891,6167.661133,9141.543945,107524.0391,6411.397461,6060.123535,8188.016113,10466.9873,7768.984375,100,12615.6748,19614.17578,6746.093262,8340.018555,6327.18457,5028.151855,8495.289063,7336.347656,10,C21H35ClN2O3,-0.085543852,0.009950331,-1.075593521,[Cl-].CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1,12289,[M-H]-,0,0,-0.5,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.575593521
398.3185425,12.42051667,58078.65625,46163.31641,32249.88477,52290.58984,108031.9297,211876.5938,44164.25391,22340.84961,20212.83789,181163.375,57308.875,17291.38281,16305.41504,283574.3125,69447.46094,100,88821.08594,80590.28125,28467.37695,47078.95703,13826.51563,45707.69531,71810.36719,103596.2109,14,C27H42O2;C24H46O2S,-0.0330919152497831;-0.485210976091164,-2.79916042651064;-3.96375512336227,-2.83225234176042;-4.44896609945344,CCCCCC1CCC(CC1)c2ccc(cc2)C(=O)OC3CCC(CCC)CC3;CCCCCCCCCCCC(=O)SC(=O)CCCCCCCCCCC,40064;15790,[M]-;[M-H]-,0,0,0;-0.5,0.5;1,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,-2.33225234176042;-3.94896609945344
398.3182882,12.39356667,72318.41406,67009.875,37391.53125,77931.97656,118656.9063,212676.375,45514.22656,31643.375,34169.73438,204996.9844,57308.875,22739.88867,63377.01172,333441.1563,73622.78125,100,342249.5,80590.28125,28467.37695,47078.95703,46503.86328,60648.73438,103124.3438,157480.25,17,C24H46O2S;C25H43N3O2;C27H42O2;C21H46ClNO3,-0.485210976091164;-0.0269062536602115;-0.0330919152497831;-0.559627170947483,0.00995033085316809;-3.67072974340768;-4.51012192352228;-4.45159822989596,-1.350260645238;-4.07263599706789;-4.54321383877206;-5.76122540084344,CCCCCCCCCCCC(=O)SC(=O)CCCCCCCCCCC;CC(C)CC(C)=NCCN(CCN=C(C)CC(C)C)CC(O)COc1ccccc1;CCCCCC1CCC(CC1)c2ccc(cc2)C(=O)OC3CCC(CCC)CC3;[Cl-].CCCCCCCCCCCCCOCCC[N+](C)(CCO)CCO,15790;29356;40064;27985,[M-H]-;[M-H-H2O]-;[M]-;[M]-,;0;0;0.5;0,0,-0.5;0;0;0,1;0;0.5;0.5,0;0.001725619913315;0;0,0,4,4,4,4,4,3,4,3,4,4,4,1,4,1,4,4,4,4,-0.850260645238;-4.07091037715457;-3.64321383877206;-5.26122540084344
398.3185425,12.42051667,1110574.75,528583.875,727813.0625,118182.6328,1152766.625,1065772.125,332200.6875,61861.52734,35238.72266,775940.4375,398657.4688,74549.64844,721248.375,1155745.5,603639.5625,100,293417.4063,302889.25,17098.52344,84010.15625,416032.25,78967.33594,23225.16406,1078878.25,14,C27H42O2;C24H46O2S,-0.0330919152497831;-0.485210976091164,-2.79916042651064;-3.96375512336227,-2.55952506903315;-4.90351155399889,CCCCCC1CCC(CC1)c2ccc(cc2)C(=O)OC3CCC(CCC)CC3;CCCCCCCCCCCC(=O)SC(=O)CCCCCCCCCCC,40064;15790,[M]-;[M-H]-,;0.5;0,0,0;-0.5,0.5;1,0;0,0,2,2,2,2,2,2,2,1,2,2,2,0,2,1,2,2,2,2,-1.65952506903315;-4.40351155399889
398.3182882,12.39356667,1110574.75,528583.875,535145.875,1179539.375,1152766.625,1014328.75,332200.6875,61861.52734,35238.72266,775940.4375,398657.4688,74549.64844,721248.375,1155745.5,603639.5625,100,1738876.75,515001.8125,17098.52344,106651.4531,228921.7344,570519.375,1016801.063,1078878.25,17,C24H46O2S;C25H43N3O2;C27H42O2;C21H46ClNO3,-0.485210976091164;-0.0269062536602115;-0.0330919152497831;-0.559627170947483,0.00995033085316809;-3.67072974340768;-4.51012192352228;-4.45159822989596,-1.350260645238;-4.19763599706789;-4.54321383877206;-5.76122540084344,CCCCCCCCCCCC(=O)SC(=O)CCCCCCCCCCC;CC(C)CC(C)=NCCN(CCN=C(C)CC(C)C)CC(O)COc1ccccc1;CCCCCC1CCC(CC1)c2ccc(cc2)C(=O)OC3CCC(CCC)CC3;[Cl-].CCCCCCCCCCCCCOCCC[N+](C)(CCO)CCO,15790;29356;40064;27985,[M-H]-;[M-H-H2O]-;[M]-;[M]-,;0;0;0.5;0,0,-0.5;0;0;0,1;0;0.5;0.5,0;0.000215551983671072;0;0,0,4,4,4,4,4,3,4,3,4,4,4,1,4,1,4,4,4,4,-0.850260645238;-4.19742044508422;-3.64321383877206;-5.26122540084344
398.3182882,12.39356667,1110574.75,487032.9063,727813.0625,1179539.375,1152766.625,1065772.125,332200.6875,61861.52734,35238.72266,775940.4375,398657.4688,74549.64844,721248.375,1155745.5,459865.2813,100,1738876.75,515001.8125,17098.52344,106651.4531,416032.25,570519.375,1016801.063,1078878.25,17,C24H46O2S;C25H43N3O2;C27H42O2;C21H46ClNO3,-0.485210976091164;-0.0269062536602115;-0.0330919152497831;-0.559627170947483,0.00995033085316809;-3.67072974340768;-4.51012192352228;-4.45159822989596,-1.350260645238;-4.19763599706789;-4.54321383877206;-5.76122540084344,CCCCCCCCCCCC(=O)SC(=O)CCCCCCCCCCC;CC(C)CC(C)=NCCN(CCN=C(C)CC(C)C)CC(O)COc1ccccc1;CCCCCC1CCC(CC1)c2ccc(cc2)C(=O)OC3CCC(CCC)CC3;[Cl-].CCCCCCCCCCCCCOCCC[N+](C)(CCO)CCO,15790;29356;40064;27985,[M-H]-;[M-H-H2O]-;[M]-;[M]-,;0;0;0.5;0,0,-0.5;0;0;0,1;0;0.5;0.5,0;0.000215551983671072;0;0,0,4,4,4,4,4,3,4,3,4,4,4,1,4,1,4,4,4,4,-0.850260645238;-4.19742044508422;-3.64321383877206;-5.26122540084344
398.4088033,12.99498333,78052.89844,66089.47656,67144.01563,79246.02344,72634.25,158631.9219,57459.61719,52122.35156,53293.64453,68590.75,60713.43359,48173.30859,62088.83203,101673.1641,58589.07031,100,70880.32813,116286.4766,56050.92578,76906.46094,52886.3125,58869.86719,88366.14063,100170.0469,6,C25H52,-0.030518393,0.009950331,-1.020568062,CCCCCCCCCCCCCCCCCCCCCCCCC,1807,[M+CH2O2-H]-,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1.020568062
398.4088033,12.99498333,78052.89844,66089.47656,52484.31641,79246.02344,72634.25,158631.9219,57459.61719,52122.35156,53293.64453,68590.75,60713.43359,48173.30859,101253.7109,101673.1641,58589.07031,100,70880.32813,116286.4766,56050.92578,76906.46094,52886.3125,58869.86719,88366.14063,46453.55469,6,C25H52,-0.030518393,0.009950331,-0.020568062,CCCCCCCCCCCCCCCCCCCCCCCCC,1807,[M+CH2O2-H]-,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-0.020568062
398.9778137,11.4405,12594.80762,100,100,12627.96582,100,100,100,100,100,100,100,100,100,100,100,100,100,135045.8906,11047.08984,100,100,19587.62109,100,100,18,C15H9Cl3N4O3;C16H15Cl4NO2;C14H12N2O6S3,-0.992411793661003;-0.93444722829907;-1.67618151735436,0.00995033085316809;-2.16870256666057;-4.2506273956953,-0.982461462807835;-3.10314979495964;-5.92680891304966,[O-][N+](=O)c1ccc(NC2=NN(C(=O)C2)c3c(Cl)cc(Cl)cc3Cl)cc1;Clc1c(Cl)c(Cl)c2C(=O)N(C3CCCCCCC3)C(=O)c2c1Cl;Cc1ccc2nc(sc2c1[S](O)(=O)=O)c3ccc(N)c(c3)[S](O)(=O)=O,21068;22476;12126,[M]-;[M]-;[M-H]-,0,0,0;0;0,0.5;0.5;1,0,0,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,0,3,3,-0.482461462807835;-2.60314979495964;-4.92680891304966
398.9863485,14.1049,84405.03906,69230.25781,62666.34766,62412.21094,58811.67969,101556.2969,68191.39063,88846.96094,72934.69531,89909.86719,102980.7031,99381.07813,93177.9375,61933.10156,45432.125,100,88803.65625,96760.6875,73334.69531,117877.1406,46238.86328,67586.64063,79395.35938,49390.71094,20,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
398.9863485,14.1049,84405.03906,69230.25781,62666.34766,62412.21094,58811.67969,101556.2969,68191.39063,88846.96094,72934.69531,89909.86719,102980.7031,14467.47461,93177.9375,61933.10156,45432.125,100,76854.45313,96760.6875,73334.69531,117877.1406,46238.86328,67586.64063,79395.35938,29023.93359,20,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
398.9863485,14.1049,60914.625,47118.06641,40936.77344,46842.65234,52708.80469,59819.875,55753.60156,70668.17188,72934.69531,89909.86719,77340.88281,99381.07813,56478.73828,61933.10156,45432.125,100,54635.95703,96760.6875,65280.99609,117877.1406,46238.86328,58563.25,70107.34375,44302.32813,20,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
398.0171204,10.91928333,118730.9063,100,11447.67188,24138.41016,100,376556.1875,100,11322.64844,507782.4688,43236.40625,100,6076339,171448.7656,222725.0938,100,100,100,185294.4219,15344.63574,106585.0391,100,78631.375,21602.27539,100,12,C21H12ClNO3;C21H12ClNO3,-4.60517018598809;-4.60517018598809,0.00995033085316809;0.00995033085316809,-4.55675831667338;-4.55675831667338,Clc1ccc(NC(=O)c2ccccc2)c3C(=O)c4ccccc4C(=O)c13;Clc1cccc2C(=O)c3c(NC(=O)c4ccccc4)cccc3C(=O)c12,1171;3220,[M+Cl]-;[M+Cl]-,;0;0,0,0;0,0;0,0;0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,-4.55675831667338;-4.55675831667338
398.0171204,10.91928333,66525.15625,14017.19043,11447.67188,43517.78125,100,60901.21875,100,11322.64844,124601.2734,43236.40625,100,2725072,59963.13672,47585.03906,100,100,100,173827.7188,15344.63574,106585.0391,100,78631.375,21602.27539,100,12,C21H12ClNO3;C21H12ClNO3,-4.60517018598809;-4.60517018598809,0.00995033085316809;0.00995033085316809,-4.53861608155002;-4.53861608155002,Clc1ccc(NC(=O)c2ccccc2)c3C(=O)c4ccccc4C(=O)c13;Clc1cccc2C(=O)c3c(NC(=O)c4ccccc4)cccc3C(=O)c12,1171;3220,[M+Cl]-;[M+Cl]-,;0;0,0,0;0,0;0,0;0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,-4.53861608155002;-4.53861608155002
399.0259399,9.51325,544405,165039.4688,37125.74609,557888.1875,99711.21875,186199.2344,14305.63281,30391.03125,100,214914.1563,280766.5313,100,168278.7344,157388.6875,30919.91016,100,112559.2969,56159.32813,2461.356689,33312.78906,140998.4844,181312.5,294540.9063,58873.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
399.0714925,9.940516667,295391.1563,324253.5,34919.625,1092142.75,145405.1406,348762.5938,55403.81641,100,100,344334,114111.4063,100,356303.5313,269677,159963.5,100,277440.2813,213113.9219,3898.332031,14458.47266,23309.04297,284907.4375,679081.5,230606.3906,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
399.0978902,10.53055,34017.3125,32074.47656,6470.528809,149322.3594,7660.974609,17716.87305,6007.88623,15033.87402,100,116142.3438,28354.77539,100,32829.78516,13755.67871,16527.49609,100,23265.39258,24726.91602,7458.305664,12464.68164,43998.42188,35365.60156,42352.37891,6975.547852,4,C26H19ClO2,-0.534112761,-4.532494981,-6.066607742,[Cl-].CC(=Cc1c(O)ccc2ccccc12)c3ccc4c(ccc5ccccc45)[o+]3,11213,[M-H]-,;0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,-5.066607742
399.10849,8.592516667,138791.2656,19272.05469,6292.705078,236973.5,23503.17383,39891.01563,14505.06934,15127.07422,10094.85645,53984.45313,19252.38477,6701.548828,63771.59375,72749.92969,14695.41797,100,30119.21289,41898.98828,10770.23535,17259.81641,16793.71875,44114.1875,27108.72656,26074.30469,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
399.10849,8.592516667,65152.53906,189312.9375,14152.73535,404751.25,49180.93359,107455.8125,47480.53516,2635.656006,100,116639.7344,43342.07422,100,161429,80309.86719,35395.07422,100,65794.49219,79638.73438,2504.539307,11799.67871,45092.61328,46561.79688,216624.0625,33925.37109,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
399.1197611,11.08811667,892704.75,32662.29102,32994.71875,708804.375,27030.74023,177716.9219,34899.375,126880.9375,17838.70898,836961.25,273327.1875,100,174636.4219,109968.4063,100,100,20472.23828,100,63817.17969,231063.1406,473080.3438,568091.75,78191.6875,100,1,C16H38Br2N2;C12H29O10P,-3.97763063101629;NA,-2.9370671588265;-3.67819184162142,-7.91469778984279;-8.65582247263771,[Br-].[Br-].C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C;OCCCOCC(COCCCO)OCCCO.O[P](O)(O)=O,412;29406,[M-H-H2O]-;[M+Cl]-,;0;0,0,0;-0.5,0;0,0;1,0,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0,2,2,-7.91469778984279;-8.15582247263771
399.1337992,8.970716667,80690.89063,27429.87305,50389.78516,82866.77344,60840.99609,107103.8594,17687.59766,2774.407959,100,155079.0938,44002.75781,100,59905.77734,81097.70313,45203.84766,100,73782.89844,38217.05469,1892.986694,11376.43848,78699.44531,130562.7734,107859.5938,129161.2109,10,C21H25N2O5S;C15H30O8P2,-0.484979522131817;-0.0032872230185129,0.00995033085316809;-3.08385686795868,-0.275029191278649;-4.08714409097719,CCOc1ccc(cc1)[NH+]=CC=C2N(C)c3ccccc3C2(C)C.[O-][S]([O-])(=O)=O;CC1(C)CO[P](=O)(OC1)OCC(C)(C)CO[P]2(=O)OCC(C)(C)CO2,35322;33926,[M-H-H2O]-;[M-H]-,0,0,0;-0.5,0;1,0;0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,-0.275029191278649;-3.58714409097719
399.1337992,8.970716667,80690.89063,53758.23828,50389.78516,114740.3047,60840.99609,107103.8594,100,100,2266.811768,155079.0938,44002.75781,100,59905.77734,81097.70313,3346.33374,100,73782.89844,100,100,100,78699.44531,130562.7734,107859.5938,129161.2109,10,C21H25N2O5S;C15H30O8P2,-0.484979522131817;-0.0032872230185129,0.00995033085316809;-3.08385686795868,-0.275029191278649;-4.08714409097719,CCOc1ccc(cc1)[NH+]=CC=C2N(C)c3ccccc3C2(C)C.[O-][S]([O-])(=O)=O;CC1(C)CO[P](=O)(OC1)OCC(C)(C)CO[P]2(=O)OCC(C)(C)CO2,35322;33926,[M-H-H2O]-;[M-H]-,0,0,0;-0.5,0;1,0;0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,-0.275029191278649;-3.58714409097719
399.142629,10.34003333,46419.80859,52415.27344,12435.85742,143210.4063,24836.55273,47478.79297,7029.640137,7113.312988,100,82086.11719,58244.70313,100,63119.96875,59949.34375,26078.03906,100,40440.8125,28929.01758,100,13398.97559,45362.44922,38732.66016,86825.9375,33067.45703,4,C16H28O9,-0.05731598,0.009950331,0.952634351,OCCCOCC(COCCCO)OCCCO.O=C1OC(=O)C=C1,22680,[M+Cl]-,0,0,-0.5,0,0.258544783,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.711179134
399.142629,10.34003333,46419.80859,52415.27344,12435.85742,147212.6094,24836.55273,47478.79297,7029.640137,7113.312988,100,82086.11719,58244.70313,100,63119.96875,59949.34375,26078.03906,100,40440.8125,28929.01758,100,13398.97559,29004.40234,38732.66016,86825.9375,33067.45703,4,C16H28O9,-0.05731598,0.009950331,-0.047365649,OCCCOCC(COCCCO)OCCCO.O=C1OC(=O)C=C1,22680,[M+Cl]-,0,0,-0.5,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.547365649
399.1813965,10.61713333,10984.4209,59473.53125,53360.02734,100,80808.27344,15747.26855,7499.657715,90178.3125,59785.73047,108897.6406,94185.29688,37878.66406,16287.19336,100,12380.92871,100,85811.57813,52758.78516,11465.23145,15258.59277,63746.23047,10631.97656,52834.30859,79154.27344,10,C22H26O4;C22H26O4,-0.0211885098219307;-0.0211885098219307,0.00995033085316809;0.00995033085316809,-0.0112381789687626;-0.0112381789687626,O=C(CCCCCCC(=O)OCc1ccccc1)OCc2ccccc2;CC(C)(Cc1ccccc1)OC(=O)C(=O)OC(C)(C)Cc2ccccc2,11013;11688,[M+CH2O2-H]-;[M+CH2O2-H]-,0,0,0;0,0;0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,-0.0112381789687626;-0.0112381789687626
