mz,rt,dust11.mzXML,dust12.mzXML,dust13.mzXML,dust16.mzXML,dust19.mzXML,dust2.mzXML,dust20.mzXML,dust21.mzXML,dust22.mzXML,dust23.mzXML,dust24.mzXML,dust25.mzXML,dust26.mzXML,dust29.mzXML,dust3.mzXML,dust30.mzXML,dust33.mzXML,dust34.mzXML,dust4.mzXML,dust5.mzXML,dust6.mzXML,dust7.mzXML,dust8.mzXML,dust9.mzXML,SampleID,formula.pred,isoscore,mserror,ms1score,SMILES,DbID,Adducts,neutralscore,chracaterscore,ionmodescore,adductscore,MS2score,allscore,formulacount,mserrorcount,MS1scorecount,MS1scorefail,MS2scorecount,MS2scorefail,neutralscorecount,neutralscorefail,chascorecount,chascorefail,adductscorecount,adductscorefail,ionmodescorecount,ionmodescorefail,isoscorecount,isoscorefail,temp.scorecount,temp.scorefail,temp.scorevalues
421.2171936,10.90101667,33437.61328,9681.676758,714161.875,54056.1875,4826.875977,8657.500977,100,100,6001.388184,17211.36523,24361.26953,100,100,18540.21875,6003.071289,100,100,100,2954.744141,7431.799316,100,38072.42188,23499.42969,10058.90527,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
422.2212219,10.90101667,100,100,1025985.125,100,14087.3916,50295.4375,100,100,100,19410.24023,100,100,100,7566.63916,100,100,19930.375,100,100,100,22432.28906,12765.9082,100,41237.39453,3,C22H34ClN3O3;C22H34ClN3O3,-4.23668222514369;-4.23668222514369,0.00995033085316809;0.00995033085316809,-3.65916432672296;-3.65916432672296,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.NCCNCCN.ClCC3CO3;CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.NCCNCCN.ClCC3CO3,19747;31073,[M-H]-;[M-H]-,;0;0,0,0;0,1;1,0.346523428620827;0.346523428620827,0,2,2,2,2,2,0,2,2,2,2,2,0,2,0,2,0,2,2,-2.31264089810213;-2.31264089810213
421.2263794,8.4762,3994.800781,100,100,3221.610352,2530.040527,262610.4375,2138.225098,100,100,262526.75,100,100,100,100,100,100,12044.50684,257748.4063,100,5059.164551,100,100,100,14701.36523,6,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
422.2337443,10.73451667,12598.28613,100,12672.44336,100,250518.6094,59508.39063,46006.67969,100,100,100,10608.87793,100,100,100,100,100,28958.78711,100,24472.34766,40260.62109,100,18862.9043,100,100,5,C27H37O3P,-0.48626737,0.009950331,-0.904888468,COP(OCC1CC2CC1C3C4CC(C=C4)C23)OCC5CC6CC5C7C8CC(C=C8)C67,37342,[M-H-H2O]-,;0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0.095111532
422.2337443,10.73451667,12598.28613,100,12672.44336,100,310938.3125,59508.39063,46006.67969,100,100,100,10608.87793,100,100,100,100,100,28958.78711,100,24472.34766,40260.62109,100,18862.9043,100,100,5,C27H37O3P,-0.48626737,0.009950331,-0.904888468,COP(OCC1CC2CC1C3C4CC(C=C4)C23)OCC5CC6CC5C7C8CC(C=C8)C67,37342,[M-H-H2O]-,;0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0.095111532
422.2499593,11.99515,100,100,100,100,100,100,100,100,100,100,100,20596.91211,106145.6797,100,100,100,100,100,100,11167.75488,100,100,13101.96387,100,13,C14H38Cl2N6O;C22H30N8O,-0.695672720968477;-0.484426566608709,0.00995033085316809;0.00995033085316809,-1.35238905678198;-1.47447623575554,[Cl-].C[N+](C)(C)CC(O)CCl.NCCNCCNCCNCCN;CCCN(CCC)c1ccc(N=N[C@@H]2N[C@@H](C#N)[C@@H](C#N)N2CC=C)c(NC(C)=O)c1,32421;46951,[M+CH2O2-H]-;[M-H]-,;0;0.5,0,0;-0.5,0;1,0;0,0,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,-1.35238905678198;-0.57447623575554
421.2596741,13.71978333,487365.1875,186100.5625,501626.4688,461487.2813,1354353.25,211634.9688,323816.0625,188438.3438,116382.0391,772046.625,236528.6875,211575.8438,149129.7969,88146.39844,102403.6641,100,1339657.625,539763,89280.96094,72031.09375,641063.4375,385398.4688,1072486.375,435265.8125,5,C23H36O4;C19H44Cl2N2O3,0.00940822004506063;-0.714194245102893,0.00995033085316809;0.00995033085316809,0.210847912600356;-0.427648169568874,CC(=C)C(=O)OC1CCC(CC1)C(C)(C)C2CCC(CC2)OC(=O)C(C)=C;[Cl-].[Cl-].CCCC(CC)COCC(C[N+](C)(C)C)OCC(O)C[N+](C)(C)C,13814;34190,[M+CH2O2-H]-;[M-H]-,;0.5;0,0,0;0,0;1,0.386646937581187;0,0,2,2,2,1,2,1,2,1,2,2,2,1,2,0,2,0,2,0,0.997494850181543;0.572351830431126
421.2596741,13.71978333,487365.1875,186100.5625,501626.4688,461487.2813,1354353.25,211634.9688,323816.0625,188438.3438,116382.0391,772046.625,236528.6875,211575.8438,149129.7969,88146.39844,102403.6641,100,1339657.625,539763,144375.7656,72031.09375,641063.4375,385398.4688,1072486.375,435265.8125,5,C23H36O4;C19H44Cl2N2O3,0.00940822004506063;-0.714194245102893,0.00995033085316809;0.00995033085316809,0.210847912600356;-0.470201361058236,CC(=C)C(=O)OC1CCC(CC1)C(C)(C)C2CCC(CC2)OC(=O)C(C)=C;[Cl-].[Cl-].CCCC(CC)COCC(C[N+](C)(C)C)OCC(O)C[N+](C)(C)C,13814;34190,[M+CH2O2-H]-;[M-H]-,;0.5;0,0,0;0,0;1,0.386646937581187;0,0,2,2,2,1,2,1,2,1,2,2,2,1,2,0,2,0,2,0,0.997494850181543;0.529798638941764
421.2596741,13.71978333,487365.1875,186100.5625,501626.4688,461487.2813,1354353.25,211634.9688,192755.4688,188438.3438,116382.0391,772046.625,236528.6875,211575.8438,149129.7969,88146.39844,102403.6641,100,1339657.625,539763,144375.7656,72031.09375,641063.4375,385398.4688,1072486.375,435265.8125,5,C23H36O4;C19H44Cl2N2O3,0.00940822004506063;-0.714194245102893,0.00995033085316809;0.00995033085316809,0.210847912600356;-0.470201361058236,CC(=C)C(=O)OC1CCC(CC1)C(C)(C)C2CCC(CC2)OC(=O)C(C)=C;[Cl-].[Cl-].CCCC(CC)COCC(C[N+](C)(C)C)OCC(O)C[N+](C)(C)C,13814;34190,[M+CH2O2-H]-;[M-H]-,;0.5;0,0,0;0,0;1,0.386646937581187;0,0,2,2,2,1,2,1,2,1,2,2,2,1,2,0,2,0,2,0,0.997494850181543;0.529798638941764
422.2828471,12.51506667,193353.0156,96400.60156,221443.6094,220472.0781,161919.0469,234026.4844,103614.9688,201716.5156,159361,129416.0625,298387.0625,182953.125,102229.375,101013.1172,191546.6719,100,156203.1563,236987.4688,99892.38281,232236.2813,187110.8438,177347.8594,191296.2188,163586.7969,11,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
421.2966919,12.88291667,30359.40234,14037.19629,37557.55469,49696.89844,41028.96094,63947.3125,100,50254.66406,43342.07422,15363.16992,43604.38281,16340.73438,105936.4688,21427.27539,100,100,24852.08008,66195.20313,67193.47656,39224.11719,8478.529297,41855.58594,65723.5,14859.47559,13,C25H44O6;C25H44O6;C25H42O5;C24H40O3,0.00777282779850699;0.00777282779850699;0.00777282779850699;0.00777282779850699,-4.31645711285013;-4.31645711285013;-4.41975603405487;-4.56909460892153,-4.30868428505162;-4.30868428505162;-4.41198320625636;-4.56132178112302,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(C)=O)OC(C)=O;CCCCC(CC)COC(=O)C=C.CC(C)CCCCCOC(=O)C=C.OC(=O)C=C;CC(/CCCCCCC(O)=O)=C\CC\C=C(C)\CCCCCCC(=O)OC[C@H]1CO1;CCCC(CC)COC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,20402;26611;43483;47111,[M-H-H2O]-;[M-H-H2O]-;[M-H]-;[M+CH2O2-H]-,0,0,0;0;0;0,0;0;1;0,0,0,4,4,4,4,4,4,4,4,4,4,4,3,4,0,4,0,4,4,-4.30868428505162;-4.30868428505162;-3.41198320625636;-4.56132178112302
421.3688354,12.36868333,32069.92969,6716.042969,38647.24219,24669.62891,42305.01172,63863.89063,29150.81641,19467.43555,39988.66016,21883.34961,31237.99805,16230.92578,34920.76563,34268.94141,41342.02344,100,22246.70313,105510.0078,25620.13867,37055.50781,3671.007813,33952.09375,21143.82422,33777.35156,18,C27H52O4;C27H52O4;C27H52O4;C27H52O4,0.00320128584839657;0.00320128584839657;0.00320128584839657;0.00320128584839657,0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809,0.346484950034898;0.346484950034898;0.346484950034898;0.346484950034898,CCCCCCCCCCOC(=O)C(C)C(C)CC(C)C(=O)OCCCCCCCC;CCCCCCCCCCOC(=O)C(C)(C)C[C@H](C)CC(=O)OCCCCCCCC;CCCCCCCCCCOC(=O)C[C@H](C)CC(C)(C)C(=O)OCCCCCCCC;CCCCCCCCCCOC(=O)C(C)CC(C)(C)CC(=O)OCCCCCCCC,14496;20550;21990;26712,[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-,;0.5;0.5;0.5;0.5,0,0;0;0;0,0;0;0;0,0.296135191546953;0.349183206034646;0.349183206034646;0.355394857309638,0,4,4,4,0,4,0,4,0,4,4,4,4,4,0,4,0,4,0,1.04262014158185;1.09566815606954;1.09566815606954;1.10187980734454
422.4088847,13.14615,106980.5859,94731.07031,104835.1094,123130.25,108897.5938,170790.6719,89001.04688,98434.39063,123613.0625,64248.40625,126604.8359,93362.32031,102168.6094,121235.2188,93352.96094,100,120608.7813,175294.25,84960.5625,111460.5625,91448.42969,96245.40625,93949.00781,92183.25781,18,C28H54O2,-0.040189937,-1.952413871,-1.992603808,CCCCCCCC\C=C/CCCCCCCC(=O)OCCCCCCCC(C)C,20749,[M-H]-,0,0,-0.5,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1.492603808
422.4088847,13.14615,106980.5859,50991.55859,84742.90625,123130.25,108897.5938,135767.6719,72061.875,66715.33594,29342.77344,40327.07422,126604.8359,93362.32031,61811.09375,83015.92969,10708.26855,100,101414.1406,256498.5469,84960.5625,47642.50781,56343.56641,71164.42188,84115.11719,64430.67969,18,C28H54O2,-0.040189937,-1.952413871,-1.992603808,CCCCCCCC\C=C/CCCCCCCC(=O)OCCCCCCCC(C)C,20749,[M-H]-,0,0,-0.5,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1.492603808
420.7905273,11.3788,12209.88965,100,100,142243.6094,100,100,100,100,100,100,100,138627.1406,100,100,100,100,100,100,9637.172852,100,100,249034.3906,100,100,22,C12H6Br4O,-0.180332838,0.009950331,-1.087049174,Brc1ccc(Oc2ccc(Br)c(Br)c2Br)cc1,22650,[M-Br+O]-,;0,0,0,0.5,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0.412950826
420.9392395,11.31383333,74028.875,12050.72656,79747.03906,73392.57031,16827.02539,61087.84766,100,40453.97266,15332.92578,24167.93555,16012.30957,34855.65234,99969.60156,46071.54688,10299.95605,100,15957.53711,170651.3594,68701.66406,68945.66406,20572.02539,89268.33594,89981.0625,25789.8457,18,C14H12BrClNO7,-4.60515071,0.009950331,-5.59520038,O[C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@H]1O)C([O-])=O)Oc2c[nH]c3ccc(Br)c(Cl)c23,46407,[M-H]-,;0.5,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,-4.19520038
420.9392395,11.31383333,74028.875,12050.72656,79747.03906,73392.57031,16827.02539,61087.84766,100,40453.97266,15332.92578,24167.93555,16012.30957,34855.65234,99969.60156,46071.54688,10299.95605,100,15957.53711,831490.0625,68701.66406,41681.47266,20572.02539,53456.11328,89981.0625,25789.8457,18,C14H12BrClNO7,-4.60515071,0.009950331,-3.59520038,O[C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@H]1O)C([O-])=O)Oc2c[nH]c3ccc(Br)c(Cl)c23,46407,[M-H]-,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,-2.59520038
420.9446411,12.9719,100,100,100,100,100,100,100,100,100,100,100,191579.4219,100,100,100,100,100,100,100,100,100,100,100,100,12,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
422.9873861,13.812,4005709.75,3077755.25,3224928.25,3265931.75,3652817,5284023,3304435,6151740,4502475,4106187.75,5430314.5,4105669.25,3443154,4226671.5,1572882.75,100,3985649,4674105.5,3567488.25,5015825,2606116.75,3035135.25,4707130.5,3016104.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
422.991038,9.081166667,46613.76953,82409.53906,54016.84766,40674.87109,87566.82031,89418.49219,91120.14063,67176.33594,84020.35938,59370.40234,83349.94531,2039.347534,79200.60156,115661.6016,60736.28516,100,70350.01563,88766.91406,79866.07031,83926.28125,59121.47266,43140.15625,58956.25,61016.8125,14,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
421.9897766,9.081166667,46613.76953,82409.53906,54016.84766,40674.87109,87566.82031,89418.49219,91120.14063,67176.33594,84020.35938,59370.40234,83349.94531,2039.347534,79200.60156,115661.6016,49707.57813,100,70350.01563,88766.91406,79866.07031,83926.28125,59121.47266,43140.15625,58956.25,61016.8125,14,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
421.9897766,9.081166667,46613.76953,82409.53906,48382.10156,40674.87109,87566.82031,89418.49219,91120.14063,67176.33594,84020.35938,59370.40234,83349.94531,2039.347534,79200.60156,115661.6016,60736.28516,100,70350.01563,88766.91406,79866.07031,83926.28125,59121.47266,43140.15625,58956.25,61016.8125,14,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
421.0654297,9.51325,63055.21484,58007.60156,11340.63672,172434.2969,38535.44922,42858.46094,14305.00293,11401.91406,100,64384.49609,81384.89844,100,66491.60156,53248.02344,8279.864258,100,31978.92578,21010.19922,100,16926.19531,64356.42188,58104.76563,87067.11719,21973.62305,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
421.0654297,9.51325,166870.2031,58007.60156,11340.63672,172434.2969,38535.44922,42858.46094,14305.00293,11401.91406,100,64384.49609,81043.79688,100,66491.60156,53248.02344,8279.864258,100,31978.92578,21010.19922,100,16926.19531,64356.42188,58104.76563,87067.11719,21973.62305,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
421.0654297,9.51325,166870.2031,58007.60156,11340.63672,172434.2969,38535.44922,42858.46094,14305.00293,11401.91406,100,64384.49609,81384.89844,100,66491.60156,53248.02344,8279.864258,100,31978.92578,21010.19922,100,16926.19531,64356.42188,58104.76563,87067.11719,21973.62305,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
423.0769857,8.724516667,76637.75781,61082.62891,2732.570801,149828.6406,49546.77734,95831.39844,8086.927246,100,100,43871.32422,16843.24219,100,136571.7656,38364.4375,5986.277344,100,145254.1719,59615.80469,100,100,100,109965.0078,86963.625,10865.60449,4,C20H16N4O5S;C28H14N2O4;C20H22N2O2S2,-0.0146045112885499;-0.0364088374208944;-0.511284784148495,0.00995033085316809;-2.7196460519172;-2.85448919763503,0.995345819564618;-2.42272155600476;-3.03244064845019,CC1=NN(c2ccc3cc(O)cc(c3c2)[S](O)(=O)=O)C(=O)C1N=Nc4ccccc4;O=C1c2ccccc2C(=O)c3c4Nc5ccc6C(=O)c7ccccc7C(=O)c6c5Nc4ccc13;CCOc1ccc2N(CC)C(=C/C=C/3SC(=S)N(CC)C3=O)/C=Cc2c1,10479;21418;25667,[M-H]-;[M-H-H2O]-;[M+Cl]-,;0.5;0;0.5,0,0;0;-0.5,1;0;0,0.456363082882317;0.833044094162072;0,0,3,3,3,2,3,1,3,1,3,3,3,2,3,1,3,3,3,2,2.85170890244693;-1.58967746184269;-3.13244064845019
422.1261292,10.34003333,500804.4688,273468.25,65265.05469,895367.4375,56939.07422,138367.1875,7855.27002,90465.49219,38678.89453,114097.7344,299382.1563,60929.21875,217394.1094,140626.5156,238798.6094,100,57318.05078,51169.29688,93040.02344,137929.2813,190089.2031,525996.75,344386.7188,94942.65625,4,C26H18N4,-0.539178471,0.009950331,-1.367065978,c1ccc(cc1)c2ccnc(c2)c3nnc(c4ccccc4)c(n3)c5ccccc5,1599,[M+Cl]-,;0,0,-0.5,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.867065978
422.1261292,10.34003333,2517256.25,1158364.875,197921.9375,3693930,190175.5313,757815.375,72004.41406,326716.5313,547504.625,741775.1875,1650168.375,235884.2813,748350.125,623783.875,923360.5625,100,240693.6094,149979.2656,341967.875,557578.0625,748804.125,2577793.75,2183029.25,415303.0625,4,C26H18N4,-0.539178471,0.009950331,-1.367065978,c1ccc(cc1)c2ccnc(c2)c3nnc(c4ccccc4)c(n3)c5ccccc5,1599,[M+Cl]-,;0,0,-0.5,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.867065978
421.1419983,8.2199,122834.9531,191130.7656,295258.9063,115311.8516,190962.5,176252.9844,254893.1406,130186.5938,200054.4688,301846.1563,149081.6094,111427.0078,208445.625,195842.6406,349364.7188,100,259492.75,243919.9375,151707.4375,216131.4688,115102.6719,129716.2031,158600.1094,284820.75,15,C22H26O6;C22H26O6;C20H25ClN4O2S;C20H25ClN4O2S,-0.0217223083588359;-0.0217223083588359;-0.549499557856593;-0.549499557856593,0.00995033085316809;0.00995033085316809;-3.42855776881517;-3.42855776881517,-0.0117719775056678;-0.0117719775056678;-3.97805732667177;-3.97805732667177,CC(C)(CCC(C)(C)OOC(=O)c1ccccc1)OOC(=O)c2ccccc2;Cc1ccc(cc1)[C@H]2OC[C@H]3O[C@H](O[C@@H]([C@H](O)CO)[C@@H]3O2)c4ccc(C)cc4;[Cl-].CCN(CC(C)O)c1ccc(cc1)N=Nc2sc3cc(OC)ccc3[n+]2C;[Cl-].CCN(C(C)CO)c1ccc(cc1)N=Nc2sc3cc(OC)ccc3[n+]2C,9219;37515;34338;38487,[M+Cl]-;[M+Cl]-;[M]-;[M]-,0,0,-0.5;-0.5;0;0,1;1;0.5;0.5,0,0,4,4,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,2,0.488228022494332;0.488228022494332;-3.47805732667177;-3.47805732667177
421.1419983,8.2199,122834.9531,191130.7656,295258.9063,115311.8516,190962.5,176252.9844,254893.1406,130186.5938,8976.580078,301846.1563,9695.688477,111427.0078,208445.625,59133.80859,349364.7188,100,259492.75,243919.9375,12590.15332,216131.4688,115102.6719,129716.2031,158600.1094,284820.75,15,C22H26O6;C22H26O6;C20H25ClN4O2S;C20H25ClN4O2S,-0.0217223083588359;-0.0217223083588359;-0.549499557856593;-0.549499557856593,0.00995033085316809;0.00995033085316809;-3.42855776881517;-3.42855776881517,-0.0117719775056678;-0.0117719775056678;-3.97805732667177;-3.97805732667177,CC(C)(CCC(C)(C)OOC(=O)c1ccccc1)OOC(=O)c2ccccc2;Cc1ccc(cc1)[C@H]2OC[C@H]3O[C@H](O[C@@H]([C@H](O)CO)[C@@H]3O2)c4ccc(C)cc4;[Cl-].CCN(CC(C)O)c1ccc(cc1)N=Nc2sc3cc(OC)ccc3[n+]2C;[Cl-].CCN(C(C)CO)c1ccc(cc1)N=Nc2sc3cc(OC)ccc3[n+]2C,9219;37515;34338;38487,[M+Cl]-;[M+Cl]-;[M]-;[M]-,0,0,-0.5;-0.5;0;0,1;1;0.5;0.5,0,0,4,4,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,2,0.488228022494332;0.488228022494332;-3.47805732667177;-3.47805732667177
423.1520386,9.243766667,440089.375,51943.50391,79340.97656,2134843.75,123291.6172,138455.2188,81387.45313,1039908,48957.25391,93847.41406,72344.58594,36158.57031,76037.71875,107427.6719,111920.1797,100,81669.00781,259908.0938,113001.9453,168796.125,51473.86719,3706354.5,281576.3438,92739.28125,22,C20H32Cl2O5,-0.962017166,0.009950331,-0.352066835,CCCCC(CC)COC(=O)C=C.CC(=C)C(=O)OCC1CO1.ClC(Cl)=C,40424,[M-H]-,;0.5,0,-0.5,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0.547933165
