mz,ms1score,,,,,,,,,,,,,,,ms1score,ms1score,Bins,,Bin,Frequency,,,
473.1624858,0.297090451,-3.68173759,,,,,,,,,,,,,,-0.814614161,-0.8,,,,,,,
473.1859639,0,,,,,,,,,,,,,,,-0.814132561,-0.8,,,,,,,
473.1859639,0,,,,,,,,,,,,,,,-0.814132561,-0.8,,,,,,,
473.1859639,0,,,,,,,,,,,,,,,-0.812145217,-0.8,,,,,,,
473.2094218,0.525798537,,,,,,,,,,,,,,,-0.812145217,-0.8,,,,,,,
473.2094218,0.525798537,,,,,,,,,,,,,,,-0.812145217,-0.8,,,,,,,
473.2235006,0.387523699,0.387523699,0.387523699,-1.570146457,,,,,,,,,,,,-0.812145217,-0.8,,,,,,,
473.2234294,0.101809413,0.101809413,0.101809413,-1.570146457,,,,,,,,,,,,-0.810413484,-0.8,,,,,,,
473.2647807,-4.521595517,,,,,,,,,,,,,,,-0.810413484,-0.8,,,,,,,
473.2647807,-4.521595517,,,,,,,,,,,,,,,-0.810413484,-0.8,,,,,,,
473.2647807,-4.521595517,,,,,,,,,,,,,,,-0.810201651,-0.8,,,,,,,
473.2823283,-0.313588344,-2.541986284,,,,,,,,,,,,,,-0.807668806,-0.8,,,,,,,
473.2821554,-0.123036719,-4.18754634,,,,,,,,,,,,,,-0.807668806,-0.8,,,,,,,
473.2822774,0.01922307,-2.670951253,,,,,,,,,,,,,,-0.807668806,-0.8,,,,,,,
473.2828979,0.219751777,-0.235897371,,,,,,,,,,,,,,-0.807460938,-0.8,,,,,,,
473.2824402,-0.313520518,-0.369250879,,,,,,,,,,,,,,-0.804285178,-0.8,,,,,,,
473.290273,-2.936472634,,,,,,,,,,,,,,,-0.797971143,-0.8,,,,,,,
473.3060913,-0.041047729,-0.474288619,-3.013737524,,,,,,,,,,,,,-0.797971143,-0.8,,,,,,,
473.347585,-5.150324631,,,,,,,,,,,,,,,-0.794129953,-0.8,,,,,,,
473.3634644,-0.985002371,-0.985002371,-0.985002371,,,,,,,,,,,,,-0.791782876,-0.8,,,,,,,
473.3634644,0.014997629,0.014997629,0.014997629,,,,,,,,,,,,,-0.791782876,-0.8,,,,,,,
471.8439636,-8.320670992,,,,,,,,,,,,,,,-0.788977655,-0.8,,,,,,,
472.9098816,-4.789074136,,,,,,,,,,,,,,,-0.788977655,-0.8,,,,,,,
471.9460754,0,,,,,,,,,,,,,,,-0.782761807,-0.8,,,,,,,
471.9460754,0,,,,,,,,,,,,,,,-0.782761807,-0.8,,,,,,,
471.9460754,0,,,,,,,,,,,,,,,-0.782761807,-0.8,,,,,,,
473.9647115,0,,,,,,,,,,,,,,,-0.777298371,-0.8,,,,,,,
473.9647115,0,,,,,,,,,,,,,,,-0.777298371,-0.8,,,,,,,
472.0862732,0.540499827,-4.769270456,-4.513323371,,,,,,,,,,,,,-0.777298371,-0.8,,,,,,,
472.0862732,0.540499827,-4.769270456,-4.513323371,,,,,,,,,,,,,-0.774955832,-0.8,,,,,,,
472.0862732,0.540499827,-4.769270456,-4.513323371,,,,,,,,,,,,,-0.774108378,-0.8,,,,,,,
474.1454366,-5.145177622,,,,,,,,,,,,,,,-0.774108378,-0.8,,,,,,,
474.1692607,-4.115325959,-4.115325959,-4.015563226,,,,,,,,,,,,,-0.773647334,-0.8,,,,,,,
474.2309977,0.269827498,0.269827498,0.269827498,-4.936554621,,,,,,,,,,,,-0.773647334,-0.8,,,,,,,
474.2309977,0.269827498,0.269827498,0.269827498,-4.936554621,,,,,,,,,,,,-0.773647334,-0.8,,,,,,,
474.2310181,0.292279414,0.292279414,0.292279414,-5.004943615,,,,,,,,,,,,-0.773647334,-0.8,,,,,,,
474.2678731,-4.600168975,,,,,,,,,,,,,,,-0.77342704,-0.8,,,,,,,
474.2678731,-4.600168975,,,,,,,,,,,,,,,-0.77342704,-0.8,,,,,,,
474.2857056,-0.147598127,-2.617702161,-0.202634051,,,,,,,,,,,,,-0.773141584,-0.8,,,,,,,
473.2822571,0.019568762,-2.860330648,,,,,,,,,,,,,,-0.761755161,-0.8,,,,,,,
473.2826843,0.219821726,-0.635933028,,,,,,,,,,,,,,-0.761755161,-0.8,,,,,,,
474.2964376,0,,,,,,,,,,,,,,,-0.75676725,-0.8,,,,,,,
474.334198,0,,,,,,,,,,,,,,,-0.75676725,-0.8,,,,,,,
474.3705139,-1.030731501,-5.113309336,-5.113309336,,,,,,,,,,,,,-0.75676725,-0.8,,,,,,,
474.3705139,-1.130731501,-5.213309336,-5.213309336,,,,,,,,,,,,,-0.75676725,-0.8,,,,,,,
474.3705139,-1.130731501,-5.213309336,-5.213309336,,,,,,,,,,,,,-0.747768765,-0.7,,,,,,,
474.3931071,0,,,,,,,,,,,,,,,-0.741886889,-0.7,,,,,,,
474.3931071,0,,,,,,,,,,,,,,,-0.741886889,-0.7,,,,,,,
474.3925578,0,,,,,,,,,,,,,,,-0.737427299,-0.7,,,,,,,
474.8783671,-5.176440335,-5.176440335,-3.815696809,-3.815696809,,,,,,,,,,,,-0.737427299,-0.7,,,,,,,
472.8812866,-3.385021643,-3.385021643,-3.848143135,-3.848143135,,,,,,,,,,,,-0.729211477,-0.7,,,,,,,
472.9098816,-5.791506096,,,,,,,,,,,,,,,-0.727222302,-0.7,,,,,,,
472.9098816,-5.791506096,,,,,,,,,,,,,,,-0.727222302,-0.7,,,,,,,
472.9287109,0,,,,,,,,,,,,,,,-0.727061841,-0.7,,,,,,,
472.9287109,0,,,,,,,,,,,,,,,-0.72646685,-0.7,,,,,,,
474.98231,-8.777776657,,,,,,,,,,,,,,,-0.72646685,-0.7,,,,,,,
474.98231,-8.777776657,,,,,,,,,,,,,,,-0.726171881,-0.7,,,,,,,
475.0220947,0,,,,,,,,,,,,,,,-0.725137587,-0.7,,,,,,,
475.0220947,0,,,,,,,,,,,,,,,-0.725137587,-0.7,,,,,,,
473.0918884,-1.566561337,,,,,,,,,,,,,,,-0.723775118,-0.7,,,,,,,
475.1001994,0,,,,,,,,,,,,,,,-0.723775118,-0.7,,,,,,,
475.1001994,0,,,,,,,,,,,,,,,-0.722351475,-0.7,,,,,,,
475.1314087,-0.252248724,-1.954617235,,,,,,,,,,,,,,-0.722351475,-0.7,,,,,,,
475.1309408,-4.170453365,,,,,,,,,,,,,,,-0.722232416,-0.7,,,,,,,
475.1314087,-0.252248724,-1.954617235,,,,,,,,,,,,,,-0.722232416,-0.7,,,,,,,
475.1651917,-1.071545474,,,,,,,,,,,,,,,-0.721381466,-0.7,,,,,,,
475.1651917,-0.071545474,,,,,,,,,,,,,,,-0.721381466,-0.7,,,,,,,
475.1658529,-1.071545474,,,,,,,,,,,,,,,-0.716939705,-0.7,,,,,,,
475.1658529,-1.071545474,,,,,,,,,,,,,,,-0.715610991,-0.7,,,,,,,
475.2131144,-5.118027109,-5.118027109,-5.164677462,,,,,,,,,,,,,-0.712005453,-0.7,,,,,,,
475.2192485,-4.44419011,-5.230142006,-5.147717894,,,,,,,,,,,,,-0.709368549,-0.7,,,,,,,
475.2192485,-4.158475824,-5.230142006,-5.147717894,,,,,,,,,,,,,-0.70738172,-0.7,,,,,,,
475.2192485,-4.158475824,-5.230142006,-5.147717894,,,,,,,,,,,,,-0.706551836,-0.7,,,,,,,
474.2310486,0.352885475,0.352885475,0.352885475,-4.733291843,,,,,,,,,,,,-0.704680781,-0.7,,,,,,,
475.234904,0.269382304,0.269382304,0.269382304,-0.541224746,-2.199405984,-3.535572238,,,,,,,,,,-0.703405644,-0.7,,,,,,,
475.234904,0.269382304,0.269382304,0.269382304,-0.541224746,-2.199405984,-3.535572238,,,,,,,,,,-0.701082815,-0.7,,,,,,,
475.2499288,0,,,,,,,,,,,,,,,-0.701047172,-0.7,,,,,,,
475.2616984,0.310139507,,,,,,,,,,,,,,,-0.698605576,-0.7,,,,,,,
475.262085,0.176806174,,,,,,,,,,,,,,,-0.695093105,-0.7,,,,,,,
475.2616984,-0.023193826,,,,,,,,,,,,,,,-0.695093105,-0.7,,,,,,,
475.2715759,0,,,,,,,,,,,,,,,-0.695093105,-0.7,,,,,,,
474.2857056,-0.313770569,-2.283874604,-0.369593838,,,,,,,,,,,,,-0.695093105,-0.7,,,,,,,
474.2859802,-0.580931577,-0.580931577,-0.63596751,,,,,,,,,,,,,-0.694001034,-0.7,,,,,,,
474.2859802,-0.480931577,-0.480931577,-0.53596751,,,,,,,,,,,,,-0.692055079,-0.7,,,,,,,
474.2850952,-4.994312678,-5.325403039,,,,,,,,,,,,,,-0.691847005,-0.7,,,,,,,
475.3270976,-3.52516586,-3.976189005,-3.976189005,-3.976189005,-3.976189005,,,,,,,,,,,-0.691241938,-0.7,,,,,,,
475.3782756,0,,,,,,,,,,,,,,,-0.691241938,-0.7,,,,,,,
475.3786723,-3.587712338,-3.587712338,-3.587712338,-3.587712338,,,,,,,,,,,,-0.68939785,-0.7,,,,,,,
475.4518331,-0.041047729,,,,,,,,,,,,,,,-0.68939785,-0.7,,,,,,,
475.4522298,-0.041047729,,,,,,,,,,,,,,,-0.688003607,-0.7,,,,,,,
475.4881083,-0.045031331,,,,,,,,,,,,,,,-0.68463135,-0.7,,,,,,,
473.8846741,-4.542848744,-4.542848744,-4.881468484,-4.881468484,,,,,,,,,,,,-0.68463135,-0.7,,,,,,,
474.8784485,-5.077046653,-5.077046653,-4.637688933,-4.637688933,,,,,,,,,,,,-0.68463135,-0.7,,,,,,,
474.9067993,0,,,,,,,,,,,,,,,-0.67970695,-0.7,,,,,,,
475.9802653,-1.227233197,,,,,,,,,,,,,,,-0.67970695,-0.7,,,,,,,
475.9802653,-1.227233197,,,,,,,,,,,,,,,-0.678188945,-0.7,,,,,,,
475.9893392,-5.588071451,,,,,,,,,,,,,,,-0.667158801,-0.7,,,,,,,
475.9903158,0,,,,,,,,,,,,,,,-0.664159294,-0.7,,,,,,,
475.1001282,0,,,,,,,,,,,,,,,-0.664159294,-0.7,,,,,,,
476.1030172,0,,,,,,,,,,,,,,,-0.659465955,-0.7,,,,,,,
476.1402384,-4.764991388,,,,,,,,,,,,,,,-0.659465955,-0.7,,,,,,,
476.1402384,-4.676102499,,,,,,,,,,,,,,,-0.657623693,-0.7,,,,,,,
476.1402384,-4.676102499,,,,,,,,,,,,,,,-0.654853844,-0.7,,,,,,,
476.1402384,-4.676102499,,,,,,,,,,,,,,,-0.654853844,-0.7,,,,,,,
476.2060242,-1.474622295,,,,,,,,,,,,,,,-0.651774185,-0.7,,,,,,,
475.2190552,-5.361381386,-3.896907933,-4.57296899,,,,,,,,,,,,,-0.650498808,-0.7,,,,,,,
475.2190552,-5.170905196,-3.944526981,-4.715826133,,,,,,,,,,,,,-0.650188331,-0.7,,,,,,,
476.2387594,-4.619501432,-0.474631217,-4.731402289,-4.731402289,-4.731402289,,,,,,,,,,,-0.648088147,-0.6,,,,,,,
476.2387594,-4.619501432,-0.474631217,-4.731402289,-4.731402289,-4.731402289,,,,,,,,,,,-0.647437186,-0.6,,,,,,,
475.2888794,0,,,,,,,,,,,,,,,-0.647437186,-0.6,,,,,,,
475.2888794,0,,,,,,,,,,,,,,,-0.647437186,-0.6,,,,,,,
476.3843384,0,,,,,,,,,,,,,,,-0.644934663,-0.6,,,,,,,
476.8424988,0,,,,,,,,,,,,,,,-0.638647841,-0.6,,,,,,,
474.8784485,-4.927657517,-4.927657517,-3.650271777,-3.650271777,,,,,,,,,,,,-0.63596751,-0.6,,,,,,,
474.8784485,-4.927657517,-4.927657517,-3.650271777,-3.650271777,,,,,,,,,,,,-0.635933028,-0.6,,,,,,,
476.9038595,0,,,,,,,,,,,,,,,-0.634794141,-0.6,,,,,,,
474.9067993,0,,,,,,,,,,,,,,,-0.634794141,-0.6,,,,,,,
474.9251404,0,,,,,,,,,,,,,,,-0.634491513,-0.6,,,,,,,
476.9617818,-7.302827218,,,,,,,,,,,,,,,-0.634380506,-0.6,,,,,,,
476.9617818,-6.636160552,,,,,,,,,,,,,,,-0.634380506,-0.6,,,,,,,
476.9970398,-2.824021804,,,,,,,,,,,,,,,-0.63407073,-0.6,,,,,,,
476.9970398,-2.824021804,,,,,,,,,,,,,,,-0.63407073,-0.6,,,,,,,
477.0013631,0,,,,,,,,,,,,,,,-0.63407073,-0.6,,,,,,,
477.0012004,0,,,,,,,,,,,,,,,-0.629522189,-0.6,,,,,,,
477.0524699,0.49367252,,,,,,,,,,,,,,,-0.627097447,-0.6,,,,,,,
477.0524699,0.49367252,,,,,,,,,,,,,,,-0.627097447,-0.6,,,,,,,
477.0978902,-4.143268584,,,,,,,,,,,,,,,-0.625479814,-0.6,,,,,,,
477.0978902,-3.476601918,,,,,,,,,,,,,,,-0.623433917,-0.6,,,,,,,
477.1082865,0.465403049,-5.044102552,-1.023594549,-5.044102552,-5.044102552,,,,,,,,,,,-0.618711552,-0.6,,,,,,,
477.1082865,0.465403049,-5.044102552,-1.023594549,-5.044102552,-5.044102552,,,,,,,,,,,-0.615445263,-0.6,,,,,,,
477.1452332,0.206281036,0.206281036,-4.718758422,,,,,,,,,,,,,-0.615445263,-0.6,,,,,,,
477.1451721,0.011836592,0.011836592,-4.38126634,,,,,,,,,,,,,-0.608010483,-0.6,,,,,,,
477.1808573,0,,,,,,,,,,,,,,,-0.608010483,-0.6,,,,,,,
477.1809896,0,,,,,,,,,,,,,,,-0.607923972,-0.6,,,,,,,
477.2858683,0,,,,,,,,,,,,,,,-0.601351863,-0.6,,,,,,,
477.2831726,1.016418506,-3.379286325,-6.003488539,,,,,,,,,,,,,-0.601351863,-0.6,,,,,,,
477.2858683,0,,,,,,,,,,,,,,,-0.593916598,-0.6,,,,,,,
477.2858683,0,,,,,,,,,,,,,,,-0.593916598,-0.6,,,,,,,
477.2858683,0,,,,,,,,,,,,,,,-0.593916598,-0.6,,,,,,,
477.2831726,1.016418506,-3.045952992,-6.003488539,,,,,,,,,,,,,-0.588300439,-0.6,,,,,,,
476.2909851,0,,,,,,,,,,,,,,,-0.588300439,-0.6,,,,,,,
476.2909851,0,,,,,,,,,,,,,,,-0.588300439,-0.6,,,,,,,
476.2909851,0,,,,,,,,,,,,,,,-0.585988767,-0.6,,,,,,,
477.3583374,0.351763048,,,,,,,,,,,,,,,-0.580931577,-0.6,,,,,,,
477.3583374,0.351763048,,,,,,,,,,,,,,,-0.580931577,-0.6,,,,,,,
477.3947449,0,,,,,,,,,,,,,,,-0.578731003,-0.6,,,,,,,
477.3947449,0,,,,,,,,,,,,,,,-0.578731003,-0.6,,,,,,,
477.4313151,0,,,,,,,,,,,,,,,-0.5781736,-0.6,,,,,,,
477.4313151,0,,,,,,,,,,,,,,,-0.573176385,-0.6,,,,,,,
477.4313151,0,,,,,,,,,,,,,,,-0.570146457,-0.6,,,,,,,
477.4676717,-0.001790948,,,,,,,,,,,,,,,-0.563861177,-0.6,,,,,,,
477.4676717,-0.001790948,,,,,,,,,,,,,,,-0.56224194,-0.6,,,,,,,
477.4678548,-0.041047729,,,,,,,,,,,,,,,-0.561679376,-0.6,,,,,,,
477.4676717,-0.001790948,,,,,,,,,,,,,,,-0.560744166,-0.6,,,,,,,
477.5043844,0,,,,,,,,,,,,,,,-0.560744166,-0.6,,,,,,,
477.5043844,0,,,,,,,,,,,,,,,-0.560744166,-0.6,,,,,,,
476.8753662,-4.615029348,-4.615029348,,,,,,,,,,,,,,-0.560286407,-0.6,,,,,,,
478.0603943,0.787864565,-5.57740363,,,,,,,,,,,,,,-0.55946318,-0.6,,,,,,,
478.0603943,0.787864565,-5.57740363,,,,,,,,,,,,,,-0.557938281,-0.6,,,,,,,
478.0603943,0.768633795,-5.601442092,,,,,,,,,,,,,,-0.557938281,-0.6,,,,,,,
478.1525472,-1.075522314,,,,,,,,,,,,,,,-0.557451816,-0.6,,,,,,,
477.1809082,0,,,,,,,,,,,,,,,-0.555135984,-0.6,,,,,,,
478.2901611,-7.375987845,,,,,,,,,,,,,,,-0.555083236,-0.6,,,,,,,
478.2899373,0,,,,,,,,,,,,,,,-0.555083236,-0.6,,,,,,,
478.2899373,0,,,,,,,,,,,,,,,-0.553327733,-0.6,,,,,,,
478.2899373,0,,,,,,,,,,,,,,,-0.550737141,-0.6,,,,,,,
478.3631083,0,,,,,,,,,,,,,,,-0.549543985,-0.5,,,,,,,
477.431488,0,,,,,,,,,,,,,,,-0.549543985,-0.5,,,,,,,
477.4681396,-0.001790948,,,,,,,,,,,,,,,-0.544630466,-0.5,,,,,,,
478.4713949,0.934286739,,,,,,,,,,,,,,,-0.544630466,-0.5,,,,,,,
478.4713949,0.934286739,,,,,,,,,,,,,,,-0.543469657,-0.5,,,,,,,
476.8753662,-3.965082588,-3.965082588,,,,,,,,,,,,,,-0.543469657,-0.5,,,,,,,
476.8753662,-3.965082588,-3.965082588,,,,,,,,,,,,,,-0.543303387,-0.5,,,,,,,
476.9038086,0,,,,,,,,,,,,,,,-0.543303387,-0.5,,,,,,,
476.9038086,0,,,,,,,,,,,,,,,-0.543303387,-0.5,,,,,,,
476.9038086,0,,,,,,,,,,,,,,,-0.542986794,-0.5,,,,,,,
476.9221497,0,,,,,,,,,,,,,,,-0.542986794,-0.5,,,,,,,
478.9593608,-4.322218297,-5.911167462,,,,,,,,,,,,,,-0.542701882,-0.5,,,,,,,
478.9593608,-4.322218297,-5.911167462,,,,,,,,,,,,,,-0.541224746,-0.5,,,,,,,
476.9708252,-3.60154571,-6.131410806,,,,,,,,,,,,,,-0.541224746,-0.5,,,,,,,
478.9800822,-4.56146459,,,,,,,,,,,,,,,-0.540324132,-0.5,,,,,,,
477.0019226,0,,,,,,,,,,,,,,,-0.538977655,-0.5,,,,,,,
477.0019226,0,,,,,,,,,,,,,,,-0.538361042,-0.5,,,,,,,
479.0641479,0.321113833,,,,,,,,,,,,,,,-0.536437846,-0.5,,,,,,,
478.0603943,0.321134207,-5.567808595,,,,,,,,,,,,,,-0.536437846,-0.5,,,,,,,
478.0603943,0.321134207,-5.567808595,,,,,,,,,,,,,,-0.53596751,-0.5,,,,,,,
478.0603943,0.321134207,-5.567808595,,,,,,,,,,,,,,-0.533912966,-0.5,,,,,,,
479.0883993,-1.334905953,,,,,,,,,,,,,,,-0.533912966,-0.5,,,,,,,
477.0982056,0,,,,,,,,,,,,,,,-0.533022291,-0.5,,,,,,,
477.0982056,0,,,,,,,,,,,,,,,-0.533022291,-0.5,,,,,,,
477.0982056,0,,,,,,,,,,,,,,,-0.532228045,-0.5,,,,,,,
477.0982056,0,,,,,,,,,,,,,,,-0.532161012,-0.5,,,,,,,
479.1220703,-3.984440927,,,,,,,,,,,,,,,-0.532161012,-0.5,,,,,,,
479.1220703,-3.984440927,,,,,,,,,,,,,,,-0.530731501,-0.5,,,,,,,
479.1600037,-4.915846394,-1.275522314,,,,,,,,,,,,,,-0.530731501,-0.5,,,,,,,
479.1600037,-4.915846394,-1.275522314,,,,,,,,,,,,,,-0.529346621,-0.5,,,,,,,
479.1603495,-1.543718964,-1.475522314,,,,,,,,,,,,,,-0.529346621,-0.5,,,,,,,
479.1603495,-1.543718964,-1.475522314,,,,,,,,,,,,,,-0.529235709,-0.5,,,,,,,
479.2293091,-4.171910868,-4.450696529,-4.914971883,-4.914971883,-4.914971883,,,,,,,,,,,-0.529235709,-0.5,,,,,,,
479.2648926,-2.648277349,,,,,,,,,,,,,,,-0.528675362,-0.5,,,,,,,
479.2657674,0,,,,,,,,,,,,,,,-0.528675362,-0.5,,,,,,,
479.2932434,-4.377828551,-4.377828551,,,,,,,,,,,,,,-0.528675362,-0.5,,,,,,,
479.3735962,-2.976059135,-3.458489594,,,,,,,,,,,,,,-0.528377521,-0.5,,,,,,,
479.3739217,-1.029958678,-1.029958678,,,,,,,,,,,,,,-0.528377521,-0.5,,,,,,,
479.3886922,-3.154474391,,,,,,,,,,,,,,,-0.528186267,-0.5,,,,,,,
479.4107463,-0.033486506,-0.033486506,,,,,,,,,,,,,,-0.528186267,-0.5,,,,,,,
479.4107463,-0.033486506,-0.033486506,,,,,,,,,,,,,,-0.528045693,-0.5,,,,,,,
479.447113,0,,,,,,,,,,,,,,,-0.528045693,-0.5,,,,,,,
479.447113,0,,,,,,,,,,,,,,,-0.528045693,-0.5,,,,,,,
479.4835409,0.351408353,0.351408353,,,,,,,,,,,,,,-0.528045693,-0.5,,,,,,,
479.4835205,-1.041047729,-1.041047729,,,,,,,,,,,,,,-0.528045693,-0.5,,,,,,,
479.4835205,-0.041047729,-0.041047729,,,,,,,,,,,,,,-0.527805506,-0.5,,,,,,,
479.4835409,1.01807502,1.01807502,,,,,,,,,,,,,,-0.527771084,-0.5,,,,,,,
477.8799438,0.00417928,0.00417928,,,,,,,,,,,,,,-0.527771084,-0.5,,,,,,,
478.872345,0,,,,,,,,,,,,,,,-0.527575786,-0.5,,,,,,,
477.9600525,0,,,,,,,,,,,,,,,-0.527575786,-0.5,,,,,,,
479.9663493,0,,,,,,,,,,,,,,,-0.527492034,-0.5,,,,,,,
479.9667358,0,,,,,,,,,,,,,,,-0.527492034,-0.5,,,,,,,
479.9664815,0,,,,,,,,,,,,,,,-0.527492034,-0.5,,,,,,,
479.9664815,0,,,,,,,,,,,,,,,-0.527445738,-0.5,,,,,,,
479.9664815,0,,,,,,,,,,,,,,,-0.527025681,-0.5,,,,,,,
478.0603943,0.76910766,-5.577158004,,,,,,,,,,,,,,-0.524705582,-0.5,,,,,,,
478.0603943,0.76910766,-5.577158004,,,,,,,,,,,,,,-0.524647303,-0.5,,,,,,,
478.0603943,0.839876891,-5.638696465,,,,,,,,,,,,,,-0.524502019,-0.5,,,,,,,
480.2374268,0,,,,,,,,,,,,,,,-0.524502019,-0.5,,,,,,,
480.2374268,0,,,,,,,,,,,,,,,-0.52446617,-0.5,,,,,,,
480.2374268,0,,,,,,,,,,,,,,,-0.52446617,-0.5,,,,,,,
479.4472656,0,,,,,,,,,,,,,,,-0.522351475,-0.5,,,,,,,
480.4503784,0,,,,,,,,,,,,,,,-0.520834365,-0.5,,,,,,,
479.4837036,0.351408353,0.351408353,,,,,,,,,,,,,,-0.520834365,-0.5,,,,,,,
480.7076721,-0.002967833,-0.002967833,,,,,,,,,,,,,,-0.519309831,-0.5,,,,,,,
480.7078857,0.017378164,0.017378164,-9.166932836,,,,,,,,,,,,,-0.519309831,-0.5,,,,,,,
478.8725586,-4.20799335,-4.20799335,,,,,,,,,,,,,,-0.519309831,-0.5,,,,,,,
480.9315796,0,,,,,,,,,,,,,,,-0.519309831,-0.5,,,,,,,
480.957194,-1.014201322,,,,,,,,,,,,,,,-0.517342387,-0.5,,,,,,,
478.9593811,-4.322211475,-5.871254745,,,,,,,,,,,,,,-0.517342387,-0.5,,,,,,,
478.9593811,-4.322211475,-5.871254745,,,,,,,,,,,,,,-0.517197687,-0.5,,,,,,,
478.9593811,-4.322211475,-5.871254745,,,,,,,,,,,,,,-0.516948725,-0.5,,,,,,,
480.972229,0,,,,,,,,,,,,,,,-0.516948725,-0.5,,,,,,,
480.972229,0,,,,,,,,,,,,,,,-0.516948725,-0.5,,,,,,,
478.9985657,0,,,,,,,,,,,,,,,-0.516743275,-0.5,,,,,,,
478.9985657,0,,,,,,,,,,,,,,,-0.516743275,-0.5,,,,,,,
479.0640564,0.788070975,,,,,,,,,,,,,,,-0.516743275,-0.5,,,,,,,
480.0581055,0.787903129,-5.443400673,,,,,,,,,,,,,,-0.516538405,-0.5,,,,,,,
481.131307,-4.496664183,,,,,,,,,,,,,,,-0.51451501,-0.5,,,,,,,
481.1402893,-0.359867066,-0.359867066,-4.150237098,-5.967800058,,,,,,,,,,,,-0.512139035,-0.5,,,,,,,
481.1399638,-0.265184278,-2.694022603,-2.531115707,-3.981000445,-4.48182585,-4.48182585,,,,,,,,,,-0.512139035,-0.5,,,,,,,
481.1399638,-0.398517612,-2.827355937,-2.66444904,-3.981000445,-4.615159184,-4.615159184,,,,,,,,,,-0.511865158,-0.5,,,,,,,
481.1399638,-0.398517612,-2.827355937,-2.66444904,-3.981000445,-4.615159184,-4.615159184,,,,,,,,,,-0.509362965,-0.5,,,,,,,
481.2018331,0,,,,,,,,,,,,,,,-0.508225632,-0.5,,,,,,,
481.2018331,0,,,,,,,,,,,,,,,-0.508225632,-0.5,,,,,,,
481.2018331,0,,,,,,,,,,,,,,,-0.508225632,-0.5,,,,,,,
481.2131856,-2.537041863,,,,,,,,,,,,,,,-0.507673632,-0.5,,,,,,,
481.2131856,-2.537041863,,,,,,,,,,,,,,,-0.505908296,-0.5,,,,,,,
481.2131856,-2.537041863,,,,,,,,,,,,,,,-0.50488199,-0.5,,,,,,,
481.2488607,0,,,,,,,,,,,,,,,-0.499689677,-0.5,,,,,,,
481.2488607,0,,,,,,,,,,,,,,,-0.496912407,-0.5,,,,,,,
481.2802734,0.479911667,0.479911667,,,,,,,,,,,,,,-0.495187622,-0.5,,,,,,,
481.295756,0,,,,,,,,,,,,,,,-0.48727508,-0.5,,,,,,,
481.2963664,0,,,,,,,,,,,,,,,-0.486945246,-0.5,,,,,,,
481.3535258,0.4712065,0.4712065,,,,,,,,,,,,,,-0.486945246,-0.5,,,,,,,
481.4263814,-3.414829415,-3.414829415,-3.414829415,,,,,,,,,,,,,-0.48614794,-0.5,,,,,,,
481.4262187,-0.033486506,-0.033486506,-0.033486506,,,,,,,,,,,,,-0.483006211,-0.5,,,,,,,
481.4266866,-0.033486506,-0.033486506,-0.033486506,,,,,,,,,,,,,-0.481623777,-0.5,,,,,,,
481.4263407,-0.033486506,-0.033486506,-0.033486506,,,,,,,,,,,,,-0.480931577,-0.5,,,,,,,
481.4625956,0,,,,,,,,,,,,,,,-0.480931577,-0.5,,,,,,,
481.4625956,0,,,,,,,,,,,,,,,-0.480764169,-0.5,,,,,,,
481.4625956,0,,,,,,,,,,,,,,,-0.480764169,-0.5,,,,,,,
481.4996033,0,,,,,,,,,,,,,,,-0.480764169,-0.5,,,,,,,
481.4996033,0,,,,,,,,,,,,,,,-0.480063543,-0.5,,,,,,,
480.9316406,0,,,,,,,,,,,,,,,-0.480063543,-0.5,,,,,,,
479.9668884,0,,,,,,,,,,,,,,,-0.476849831,-0.5,,,,,,,
479.9668884,0,,,,,,,,,,,,,,,-0.476849831,-0.5,,,,,,,
479.9668884,0,,,,,,,,,,,,,,,-0.476849831,-0.5,,,,,,,
479.9668884,0,,,,,,,,,,,,,,,-0.476849831,-0.5,,,,,,,
482.0236816,-3.690434766,-4.16662403,,,,,,,,,,,,,,-0.476849831,-0.5,,,,,,,
482.0236816,-3.686105762,-4.140650004,,,,,,,,,,,,,,-0.476849831,-0.5,,,,,,,
482.0634562,0,,,,,,,,,,,,,,,-0.476849831,-0.5,,,,,,,
481.0614014,-1.1962052,,,,,,,,,,,,,,,-0.476849831,-0.5,,,,,,,
481.0614014,-1.1962052,,,,,,,,,,,,,,,-0.476849831,-0.5,,,,,,,
481.0614014,-1.1962052,,,,,,,,,,,,,,,-0.476849831,-0.5,,,,,,,
482.0671082,0,,,,,,,,,,,,,,,-0.476406403,-0.5,,,,,,,
482.0754801,-3.982006011,,,,,,,,,,,,,,,-0.475894626,-0.5,,,,,,,
482.0764058,0,,,,,,,,,,,,,,,-0.475894626,-0.5,,,,,,,
482.0764058,0,,,,,,,,,,,,,,,-0.475815301,-0.5,,,,,,,
482.2048543,0,,,,,,,,,,,,,,,-0.475815301,-0.5,,,,,,,
482.5024923,0,,,,,,,,,,,,,,,-0.475733613,-0.5,,,,,,,
481.4996338,0,,,,,,,,,,,,,,,-0.475573411,-0.5,,,,,,,
481.4996338,0,,,,,,,,,,,,,,,-0.475470385,-0.5,,,,,,,
482.5869954,1.019112117,,,,,,,,,,,,,,,-0.475461121,-0.5,,,,,,,
482.5869954,1.019112117,,,,,,,,,,,,,,,-0.475461121,-0.5,,,,,,,
