mz,ms1score,,,,,,,,,,,,,,,ms1score,ms1score,Bins,,Bin,Frequency,,,
428.1105448,0.353450791,-6.096827053,-4.700721534,,,,,,,,,,,,,-4.271502598,-4.3,,,,,,,
428.1105448,0.353450791,-6.096827053,-4.700721534,,,,,,,,,,,,,-4.271502598,-4.3,,,,,,,
428.1108398,0.498284112,-4.265439029,-1.936328509,-3.747066775,,,,,,,,,,,,-4.271502598,-4.3,,,,,,,
428.17099,-2.266794805,-4.562202793,-4.562202793,,,,,,,,,,,,,-4.271502598,-4.3,,,,,,,
428.17099,-2.266794805,-4.562202793,-4.562202793,,,,,,,,,,,,,-4.271502598,-4.3,,,,,,,
428.1841634,-1.520742014,-5.879196929,-5.879196929,,,,,,,,,,,,,-4.265439029,-4.3,,,,,,,
428.2370911,0,,,,,,,,,,,,,,,-4.263631935,-4.3,,,,,,,
428.2922363,0,,,,,,,,,,,,,,,-4.263631935,-4.3,,,,,,,
428.2922363,0,,,,,,,,,,,,,,,-4.261886522,-4.3,,,,,,,
428.2922363,0,,,,,,,,,,,,,,,-4.261886522,-4.3,,,,,,,
428.2922363,0,,,,,,,,,,,,,,,-4.261886519,-4.3,,,,,,,
428.3297323,0,,,,,,,,,,,,,,,-4.256416623,-4.3,,,,,,,
428.3297323,0,,,,,,,,,,,,,,,-4.255776109,-4.3,,,,,,,
428.3625895,-8.073617791,-8.073617791,-8.073617791,,,,,,,,,,,,,-4.255776109,-4.3,,,,,,,
428.3625895,-7.073617791,-7.073617791,-7.073617791,,,,,,,,,,,,,-4.250848363,-4.3,,,,,,,
428.3625895,-7.073617791,-7.073617791,-7.073617791,,,,,,,,,,,,,-4.250848363,-4.3,,,,,,,
428.3625895,-7.073617791,-7.073617791,-7.073617791,,,,,,,,,,,,,-4.250848363,-4.3,,,,,,,
428.3657023,-5.634353943,-1.029906439,,,,,,,,,,,,,,-4.250848363,-4.3,,,,,,,
426.8763733,-0.982136575,-0.982136575,-5.033156006,-8.018985424,-8.018985424,,,,,,,,,,,-4.250848363,-4.3,,,,,,,
426.8763733,1.017863425,1.017863425,-3.033156006,-8.018985424,-8.018985424,,,,,,,,,,,-4.250848363,-4.3,,,,,,,
426.8763733,1.017863425,1.017863425,-3.033156006,-8.018985424,-8.018985424,,,,,,,,,,,-4.250541045,-4.3,,,,,,,
426.92276,-5.644835753,,,,,,,,,,,,,,,-4.240302796,-4.2,,,,,,,
426.9300842,0,,,,,,,,,,,,,,,-4.237804053,-4.2,,,,,,,
426.9300842,0,,,,,,,,,,,,,,,-4.237804053,-4.2,,,,,,,
426.9382629,0,,,,,,,,,,,,,,,-4.237159622,-4.2,,,,,,,
427.9307251,0,,,,,,,,,,,,,,,-4.237159622,-4.2,,,,,,,
427.9307251,0,,,,,,,,,,,,,,,-4.235279531,-4.2,,,,,,,
428.9966024,-0.393888969,,,,,,,,,,,,,,,-4.225153526,-4.2,,,,,,,
428.9966024,-0.727222302,,,,,,,,,,,,,,,-4.223528995,-4.2,,,,,,,
428.9966024,-0.727222302,,,,,,,,,,,,,,,-4.220217274,-4.2,,,,,,,
428.9991252,0,,,,,,,,,,,,,,,-4.220217274,-4.2,,,,,,,
429.085144,0,,,,,,,,,,,,,,,-4.219492775,-4.2,,,,,,,
429.085144,0,,,,,,,,,,,,,,,-4.219492775,-4.2,,,,,,,
429.1129659,-1.180374804,-3.394693533,,,,,,,,,,,,,,-4.218842334,-4.2,,,,,,,
429.1143494,-0.618711552,-7.753899665,-1.478317171,,,,,,,,,,,,,-4.218842334,-4.2,,,,,,,
429.1187337,0,,,,,,,,,,,,,,,-4.216515606,-4.2,,,,,,,
429.1187337,0,,,,,,,,,,,,,,,-4.20799335,-4.2,,,,,,,
429.1187337,0,,,,,,,,,,,,,,,-4.20799335,-4.2,,,,,,,
429.1187337,0,,,,,,,,,,,,,,,-4.206843261,-4.2,,,,,,,
429.1187337,0,,,,,,,,,,,,,,,-4.205390767,-4.2,,,,,,,
429.1187337,0,,,,,,,,,,,,,,,-4.198667024,-4.2,,,,,,,
429.1248474,1.014324143,1.014324143,1.014324143,1.014324143,,,,,,,,,,,,-4.198667024,-4.2,,,,,,,
429.1242269,-3.378714266,-3.378714266,-3.378714266,-3.378714266,,,,,,,,,,,,-4.198667024,-4.2,,,,,,,
429.1341146,-0.678188945,-3.70529179,,,,,,,,,,,,,,-4.197635997,-4.2,,,,,,,
429.1341146,-0.77342704,-3.829101314,,,,,,,,,,,,,,-4.197635997,-4.2,,,,,,,
429.1341146,-0.77342704,-3.829101314,,,,,,,,,,,,,,-4.190156787,-4.2,,,,,,,
429.1547241,-4.590719514,,,,,,,,,,,,,,,-4.190156787,-4.2,,,,,,,
429.1739197,-1.990777506,-1.990777506,,,,,,,,,,,,,,-4.190156787,-4.2,,,,,,,
429.1739197,-1.990777506,-1.990777506,,,,,,,,,,,,,,-4.188786186,-4.2,,,,,,,
429.1776123,-1.194301484,-1.141074538,-4.020728157,,,,,,,,,,,,,-4.18754634,-4.2,,,,,,,
428.1842346,-1.520353996,-5.573584348,-5.573584348,,,,,,,,,,,,,-4.172620615,-4.2,,,,,,,
428.1842346,-1.520353996,-5.573584348,-5.573584348,,,,,,,,,,,,,-4.172620615,-4.2,,,,,,,
428.1842346,-1.520353996,-5.573584348,-5.573584348,,,,,,,,,,,,,-4.171910868,-4.2,,,,,,,
429.1878357,-3.52749713,-3.52749713,-5.10077114,,,,,,,,,,,,,-4.170453365,-4.2,,,,,,,
428.1841736,-1.520528429,-5.84679729,-5.84679729,,,,,,,,,,,,,-4.169905001,-4.2,,,,,,,
429.2047017,-0.63407073,-4.909079397,,,,,,,,,,,,,,-4.169905001,-4.2,,,,,,,
429.2075195,-0.782761807,-0.782761807,-0.782761807,,,,,,,,,,,,,-4.166648427,-4.2,,,,,,,
429.3010661,1.018422809,1.018422809,,,,,,,,,,,,,,-4.166648427,-4.2,,,,,,,
429.3010661,0.018422809,0.018422809,,,,,,,,,,,,,,-4.16662403,-4.2,,,,,,,
429.3335978,0,,,,,,,,,,,,,,,-4.158475824,-4.2,,,,,,,
429.3335978,0,,,,,,,,,,,,,,,-4.158475824,-4.2,,,,,,,
429.3335978,0,,,,,,,,,,,,,,,-4.155449949,-4.2,,,,,,,
429.3335978,0,,,,,,,,,,,,,,,-4.153267647,-4.2,,,,,,,
429.3371175,-0.026458507,-0.026458507,-0.026458507,-0.026458507,-0.026458507,-0.026458507,,,,,,,,,,-4.150237098,-4.2,,,,,,,
429.3367513,-4.044948642,-3.856996095,-4.407632168,-4.407632168,-4.407632168,-4.407632168,,,,,,,,,,-4.145096213,-4.1,,,,,,,
429.3738607,0.019844701,0.019844701,0.019844701,0.019844701,,,,,,,,,,,,-4.143268584,-4.1,,,,,,,
429.3738607,0.019844701,0.019844701,0.019844701,0.019844701,,,,,,,,,,,,-4.141101747,-4.1,,,,,,,
427.8797913,-0.357712812,-0.357712812,-4.474366116,-8.53032813,-8.53032813,,,,,,,,,,,-4.140650004,-4.1,,,,,,,
428.8732605,-0.357341881,-0.357341881,-0.856160918,-2.816198902,-2.816198902,,,,,,,,,,,-4.139507146,-4.1,,,,,,,
427.9102173,0,,,,,,,,,,,,,,,-4.137766494,-4.1,,,,,,,
427.9305725,0,,,,,,,,,,,,,,,-4.137480296,-4.1,,,,,,,
427.9305725,0,,,,,,,,,,,,,,,-4.131475963,-4.1,,,,,,,
427.9305725,0,,,,,,,,,,,,,,,-4.125167166,-4.1,,,,,,,
430.025116,0,,,,,,,,,,,,,,,-4.122993772,-4.1,,,,,,,
430.1163534,-4.595219855,-2.793953553,,,,,,,,,,,,,,-4.122475175,-4.1,,,,,,,
429.1143188,0.013524415,-8.304655484,-0.553327733,,,,,,,,,,,,,-4.122475175,-4.1,,,,,,,
429.1147461,-0.55946318,-3.128743981,,,,,,,,,,,,,,-4.122099723,-4.1,,,,,,,
430.1221822,-8.173114862,,,,,,,,,,,,,,,-4.120621935,-4.1,,,,,,,
429.1188049,0,,,,,,,,,,,,,,,-4.120621935,-4.1,,,,,,,
429.1342468,-2.597422281,-3.845717615,,,,,,,,,,,,,,-4.119245127,-4.1,,,,,,,
430.1516317,-3.34413921,-4.478220983,,,,,,,,,,,,,,-4.119245127,-4.1,,,,,,,
430.1580302,-0.72646685,,,,,,,,,,,,,,,-4.115325959,-4.1,,,,,,,
430.1580302,-0.72646685,,,,,,,,,,,,,,,-4.115325959,-4.1,,,,,,,
430.1717122,-0.021023509,-0.527025681,-0.716939705,-0.474364089,-3.803292649,,,,,,,,,,,-4.113596643,-4.1,,,,,,,
430.1763204,0,,,,,,,,,,,,,,,-4.112141162,-4.1,,,,,,,
430.1763204,0,,,,,,,,,,,,,,,-4.112141162,-4.1,,,,,,,
429.2046509,-0.63407073,-5.239397604,,,,,,,,,,,,,,-4.11134784,-4.1,,,,,,,
429.2046509,-0.63407073,-5.239397604,,,,,,,,,,,,,,-4.107917732,-4.1,,,,,,,
430.2157898,-3.728698486,-3.741021247,-4.5859324,-4.5859324,,,,,,,,,,,,-4.107917732,-4.1,,,,,,,
430.2157898,-3.728698486,-3.741021247,-4.5859324,-4.5859324,,,,,,,,,,,,-4.101729507,-4.1,,,,,,,
429.3013,0.018422809,0.018422809,,,,,,,,,,,,,,-4.096924481,-4.1,,,,,,,
430.3441671,0,,,,,,,,,,,,,,,-4.096545578,-4.1,,,,,,,
430.3441671,0,,,,,,,,,,,,,,,-4.095303485,-4.1,,,,,,,
430.3461812,0,,,,,,,,,,,,,,,-4.095218808,-4.1,,,,,,,
430.3772074,0.019416793,0.019416793,0.019416793,0.019416793,-4.27931708,-4.27931708,,,,,,,,,,-4.092957136,-4.1,,,,,,,
430.3772074,0.019416793,0.019416793,0.019416793,0.019416793,-4.27931708,-4.27931708,,,,,,,,,,-4.092957136,-4.1,,,,,,,
430.4029338,0,,,,,,,,,,,,,,,-4.092957136,-4.1,,,,,,,
430.4029338,0,,,,,,,,,,,,,,,-4.087144091,-4.1,,,,,,,
428.8659668,0,,,,,,,,,,,,,,,-4.087144091,-4.1,,,,,,,
430.8704325,1.012840154,1.012840154,-0.281752962,,,,,,,,,,,,,-4.084105642,-4.1,,,,,,,
430.9365031,0,,,,,,,,,,,,,,,-4.084105642,-4.1,,,,,,,
430.9951172,0,,,,,,,,,,,,,,,-4.084105642,-4.1,,,,,,,
430.9951172,0,,,,,,,,,,,,,,,-4.084105642,-4.1,,,,,,,
430.9951172,0,,,,,,,,,,,,,,,-4.083222335,-4.1,,,,,,,
430.9951172,0,,,,,,,,,,,,,,,-4.081452581,-4.1,,,,,,,
431.0221354,0,,,,,,,,,,,,,,,-4.081452581,-4.1,,,,,,,
431.0221354,0,,,,,,,,,,,,,,,-4.081452581,-4.1,,,,,,,
431.059967,-5.643833692,-5.643833692,-4.223528995,,,,,,,,,,,,,-4.081452581,-4.1,,,,,,,
431.059967,-5.643833692,-5.643833692,-3.223528995,,,,,,,,,,,,,-4.080945083,-4.1,,,,,,,
431.0994263,-0.528045693,-2.745445223,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.0994263,-0.528045693,-2.745445223,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.0995382,-0.528045693,-0.507673632,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.0994466,-0.528045693,-2.542357974,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.0994263,-0.528045693,-2.745445223,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.1244812,-4.395217622,-4.795078591,-5.595219855,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.1392212,-0.543469657,-0.543469657,-4.568639016,-4.568639016,-4.568639016,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.1391398,-0.115166402,-0.115166402,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.1394246,-0.210131342,-0.210131342,-4.636490136,-4.636490136,-4.636490136,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.1705221,-5.119245127,-5.119245127,-4.641419748,-5.632820994,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.1703796,-3.468666521,-4.552968932,-4.552968932,-4.419560093,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.1707255,-0.980987403,-3.185279339,-3.185279339,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.1705221,-4.119245127,-4.119245127,-3.641419748,-4.632820994,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.1837972,0,,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.1838989,0,,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.1922201,0.575100151,0.575100151,-0.396388094,0.079515329,-0.638647841,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.1928914,-0.141685608,-4.225153526,-5.020172842,-4.513668168,-4.513668168,-4.850929515,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.2225138,0,,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.2345785,0,,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.2345785,0,,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.2436829,-5.566577663,-5.566577663,-5.566577663,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.3167928,0,,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.3167928,0,,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.316569,0,,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.316569,0,,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.3529867,0.973541493,,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.3529867,-0.026458507,,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.3533936,0.973541493,,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
430.3771667,0.019416793,0.019416793,0.019416793,0.019416793,-6.300450887,-6.300450887,,,,,,,,,,-4.080126531,-4.1,,,,,,,
430.3771667,0.019416793,0.019416793,0.019416793,0.019416793,-6.050450887,-6.050450887,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.3895671,0.517908086,,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
431.389974,-3.350301601,,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
430.8703308,-0.042078917,-0.042078917,-1.290991376,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
432.0167643,0.964282416,,,,,,,,,,,,,,,-4.080126531,-4.1,,,,,,,
432.0167643,0.964282416,,,,,,,,,,,,,,,-4.075656131,-4.1,,,,,,,
432.1092122,-2.0201515,-6.341739022,,,,,,,,,,,,,,-4.075656131,-4.1,,,,,,,
432.1092122,-1.0201515,-5.341739022,,,,,,,,,,,,,,-4.074305538,-4.1,,,,,,,
432.1109619,-3.056738346,,,,,,,,,,,,,,,-4.072635997,-4.1,,,,,,,
432.1092122,-1.0201515,-5.341739022,,,,,,,,,,,,,,-4.065087433,-4.1,,,,,,,
432.1092122,-1.0201515,-5.341739022,,,,,,,,,,,,,,-4.059112493,-4.1,,,,,,,
432.1424459,0,,,,,,,,,,,,,,,-4.057420506,-4.1,,,,,,,
431.1394043,-0.432458398,-0.432458398,-4.868687674,-4.868687674,-4.868687674,,,,,,,,,,,-4.057420506,-4.1,,,,,,,
431.1392212,-0.654853844,-0.654853844,-5.565018057,-5.565018057,-5.565018057,,,,,,,,,,,-4.053254774,-4.1,,,,,,,
432.1427002,-5.500434953,-5.500434953,-5.500434953,,,,,,,,,,,,,-4.052762409,-4.1,,,,,,,
431.1394348,-0.210131342,-0.210131342,-4.569296325,-4.569296325,-4.569296325,,,,,,,,,,,-4.048591407,-4,,,,,,,
431.1703491,-3.18022746,-4.486372109,,,,,,,,,,,,,,-4.048591407,-4,,,,,,,
431.1706238,-3.245413739,-3.245413739,-2.718251872,-5.017697861,,,,,,,,,,,,-4.048471283,-4,,,,,,,
431.1705933,-3.547646394,-3.547646394,-3.005910138,-4.943228492,,,,,,,,,,,,-4.048471283,-4,,,,,,,
431.1838684,0,,,,,,,,,,,,,,,-4.048471283,-4,,,,,,,
431.1838684,0,,,,,,,,,,,,,,,-4.048471283,-4,,,,,,,
432.1955872,0.574776461,0.574776461,-0.399406239,,,,,,,,,,,,,-4.047779263,-4,,,,,,,
432.1961263,-3.886909451,-3.886909451,-5.273114939,,,,,,,,,,,,,-4.047482581,-4,,,,,,,
432.3092143,0,,,,,,,,,,,,,,,-4.044948642,-4,,,,,,,
432.3092143,0,,,,,,,,,,,,,,,-4.043181506,-4,,,,,,,
432.3092143,0,,,,,,,,,,,,,,,-4.0396643,-4,,,,,,,
432.3090922,0,,,,,,,,,,,,,,,-4.039372738,-4,,,,,,,
432.320872,-5.469377574,,,,,,,,,,,,,,,-4.037972704,-4,,,,,,,
432.3203735,-8.787497329,,,,,,,,,,,,,,,-4.033865492,-4,,,,,,,
432.3203735,-8.787497329,,,,,,,,,,,,,,,-4.033542552,-4,,,,,,,
431.3165283,0,,,,,,,,,,,,,,,-4.032505217,-4,,,,,,,
432.3604431,0,,,,,,,,,,,,,,,-4.03005224,-4,,,,,,,
432.3604431,0,,,,,,,,,,,,,,,-4.029861093,-4,,,,,,,
432.3604431,0,,,,,,,,,,,,,,,-4.029357349,-4,,,,,,,
432.3933004,-2.050094337,,,,,,,,,,,,,,,-4.020728157,-4,,,,,,,
432.8673096,-3.319827465,-3.319827465,-5.572748958,,,,,,,,,,,,,-4.015563226,-4,,,,,,,
432.9655558,0,,,,,,,,,,,,,,,-4.008589688,-4,,,,,,,
432.9655558,0,,,,,,,,,,,,,,,-4.008589688,-4,,,,,,,
432.9717,-1.212525728,-0.054854096,,,,,,,,,,,,,,-4.007577189,-4,,,,,,,
432.9717,-1.212525728,-0.054854096,,,,,,,,,,,,,,-4.007577189,-4,,,,,,,
432.9836019,-5.727592428,,,,,,,,,,,,,,,-4.004348666,-4,,,,,,,
432.9836019,-5.727592428,,,,,,,,,,,,,,,-4.000180981,-4,,,,,,,
433.0004883,0,,,,,,,,,,,,,,,-3.999016824,-4,,,,,,,
431.0227661,0,,,,,,,,,,,,,,,-3.999016824,-4,,,,,,,
431.0227661,0,,,,,,,,,,,,,,,-3.989259538,-4,,,,,,,
431.0597229,-1.528675362,-1.528675362,-1.528675362,,,,,,,,,,,,,-3.989259538,-4,,,,,,,
431.0597229,-0.528675362,-0.528675362,-0.528675362,,,,,,,,,,,,,-3.984440927,-4,,,,,,,
433.0712077,-0.290785149,-1.57015192,,,,,,,,,,,,,,-3.984440927,-4,,,,,,,
433.0712077,-0.557451816,-1.636818587,,,,,,,,,,,,,,-3.982006011,-4,,,,,,,
433.0821126,-1.05943647,,,,,,,,,,,,,,,-3.981000445,-4,,,,,,,
433.0821126,-1.05943647,,,,,,,,,,,,,,,-3.981000445,-4,,,,,,,
433.0819092,-1.05943647,,,,,,,,,,,,,,,-3.981000445,-4,,,,,,,
433.103363,-4.595219855,,,,,,,,,,,,,,,-3.980444533,-4,,,,,,,
433.1183167,-1.293442463,-1.111624282,-0.698605576,,,,,,,,,,,,,-3.97983524,-4,,,,,,,
433.1187948,-1.308593979,-0.56224194,-3.796880466,,,,,,,,,,,,,-3.978057327,-4,,,,,,,
433.1433004,0,,,,,,,,,,,,,,,-3.978057327,-4,,,,,,,
433.1439412,-9.504255052,,,,,,,,,,,,,,,-3.978057327,-4,,,,,,,
432.1426392,-5.351730154,-5.351730154,-5.351730154,,,,,,,,,,,,,-3.978057327,-4,,,,,,,
432.1428833,-4.321670769,-4.321670769,-4.321670769,,,,,,,,,,,,,-3.976189005,-4,,,,,,,
433.1545614,-7.141991823,,,,,,,,,,,,,,,-3.976189005,-4,,,,,,,
433.1545614,-7.141991823,,,,,,,,,,,,,,,-3.976189005,-4,,,,,,,
433.1545614,-7.141991823,,,,,,,,,,,,,,,-3.976189005,-4,,,,,,,
433.1722209,-5.170322371,,,,,,,,,,,,,,,-3.973557405,-4,,,,,,,
433.1722209,-4.770322371,,,,,,,,,,,,,,,-3.970219855,-4,,,,,,,
433.1721903,-5.241439218,,,,,,,,,,,,,,,-3.966327889,-4,,,,,,,
432.1736145,0,,,,,,,,,,,,,,,-3.965082588,-4,,,,,,,
432.1736145,0,,,,,,,,,,,,,,,-3.965082588,-4,,,,,,,
432.1738586,-4.219492775,-4.219492775,-3.778352758,,,,,,,,,,,,,-3.965082588,-4,,,,,,,
433.1805522,0.159539317,-3.635975491,,,,,,,,,,,,,,-3.965082588,-4,,,,,,,
432.1873779,-4.590505827,,,,,,,,,,,,,,,-3.962877651,-4,,,,,,,
432.1873779,-4.590505827,,,,,,,,,,,,,,,-3.962877651,-4,,,,,,,
432.1873779,-4.590505827,,,,,,,,,,,,,,,-3.959468478,-4,,,,,,,
433.2176005,0,,,,,,,,,,,,,,,-3.959468478,-4,,,,,,,
433.2593384,-0.087077245,-0.496912407,,,,,,,,,,,,,,-3.958899015,-4,,,,,,,
433.2593384,-0.087077245,-0.549543985,,,,,,,,,,,,,,-3.955217323,-4,,,,,,,
433.2593384,-0.087077245,-0.549543985,,,,,,,,,,,,,,-3.955217323,-4,,,,,,,
433.2960714,0.926785159,,,,,,,,,,,,,,,-3.953456736,-4,,,,,,,
433.2960714,0.835876068,,,,,,,,,,,,,,,-3.948357535,-3.9,,,,,,,
433.3112691,-0.033486506,-0.033486506,,,,,,,,,,,,,,-3.947654716,-3.9,,,,,,,
433.3112691,-0.033486506,-0.033486506,,,,,,,,,,,,,,-3.945805487,-3.9,,,,,,,
433.3109233,0.966513494,0.966513494,,,,,,,,,,,,,,-3.945805487,-3.9,,,,,,,
433.3109233,-0.033486506,-0.033486506,,,,,,,,,,,,,,-3.945624406,-3.9,,,,,,,
433.3326111,0,,,,,,,,,,,,,,,-3.944987705,-3.9,,,,,,,
433.3323669,0,,,,,,,,,,,,,,,-3.944526981,-3.9,,,,,,,
433.3324178,0,,,,,,,,,,,,,,,-3.943294124,-3.9,,,,,,,
433.3690796,-1.026458507,-1.026458507,-1.026458507,-1.026458507,,,,,,,,,,,,-3.942749332,-3.9,,,,,,,
433.3688354,-0.026458507,-0.026458507,-0.026458507,-0.026458507,,,,,,,,,,,,-3.941473788,-3.9,,,,,,,
433.4049174,0,,,,,,,,,,,,,,,-3.941473788,-3.9,,,,,,,
433.4049174,0,,,,,,,,,,,,,,,-3.941375951,-3.9,,,,,,,
433.4412537,-0.033486506,-0.033486506,-0.033486506,-0.033486506,,,,,,,,,,,,-3.941375951,-3.9,,,,,,,
433.4414063,-0.033486506,-0.033486506,-0.033486506,-0.033486506,,,,,,,,,,,,-3.938295786,-3.9,,,,,,,
431.8737488,0.014539493,0.014539493,,,,,,,,,,,,,,-3.938295786,-3.9,,,,,,,
433.9470418,-2.945947908,,,,,,,,,,,,,,,-3.936472519,-3.9,,,,,,,
432.9720154,-0.009968663,-1.314272544,,,,,,,,,,,,,,-3.928553188,-3.9,,,,,,,
432.9720154,-0.098203957,-1.365743132,,,,,,,,,,,,,,-3.928553188,-3.9,,,,,,,
433.9912821,0,,,,,,,,,,,,,,,-3.923457044,-3.9,,,,,,,
433.9912821,0,,,,,,,,,,,,,,,-3.923457044,-3.9,,,,,,,
432.0168152,0.297615749,,,,,,,,,,,,,,,-3.913459864,-3.9,,,,,,,
432.0168152,0.964282416,,,,,,,,,,,,,,,-3.902423424,-3.9,,,,,,,
434.0469259,0.739527106,-4.449573167,-4.449573167,,,,,,,,,,,,,-3.896907933,-3.9,,,,,,,
434.0789388,-4.851999823,,,,,,,,,,,,,,,-3.893333827,-3.9,,,,,,,
434.0789388,-4.751999823,,,,,,,,,,,,,,,-3.887824066,-3.9,,,,,,,
434.0789388,-4.751999823,,,,,,,,,,,,,,,-3.887824066,-3.9,,,,,,,
434.085317,-1.527160116,-4.666492678,,,,,,,,,,,,,,-3.887824066,-3.9,,,,,,,
434.085317,-1.527160116,-4.833159345,,,,,,,,,,,,,,-3.886909451,-3.9,,,,,,,
434.1109924,-0.283339982,-0.13528765,-0.13528765,-1.096214322,-1.096214322,,,,,,,,,,,-3.886909451,-3.9,,,,,,,
434.1109924,-0.269817331,-0.247525649,-0.247525649,-1.122583491,-1.122583491,,,,,,,,,,,-3.886516004,-3.9,,,,,,,
434.1112366,-3.501567288,-3.501567288,-3.656503827,-4.237159622,-4.237159622,,,,,,,,,,,-3.883926643,-3.9,,,,,,,
434.1112671,-3.62222767,-3.878697242,-3.878697242,-5.114134555,-5.114134555,,,,,,,,,,,-3.883452391,-3.9,,,,,,,
433.1186829,-1.475105175,-0.035827968,-1.475105175,,,,,,,,,,,,,-3.881685018,-3.9,,,,,,,
433.1186829,-1.475105175,-1.475105175,-1.035827968,,,,,,,,,,,,,-3.881685018,-3.9,,,,,,,
433.1186829,-1.475105175,-1.475105175,-1.035827968,,,,,,,,,,,,,-3.879627864,-3.9,,,,,,,
433.1186829,-1.475105175,-1.475105175,-1.035827968,,,,,,,,,,,,,-3.878697242,-3.9,,,,,,,
434.1576843,-8.595698189,,,,,,,,,,,,,,,-3.878697242,-3.9,,,,,,,
434.1578064,-8.840091471,,,,,,,,,,,,,,,-3.875102357,-3.9,,,,,,,
434.1578064,-7.840091471,,,,,,,,,,,,,,,-3.873963116,-3.9,,,,,,,
434.175649,-4.592752286,,,,,,,,,,,,,,,-3.873645244,-3.9,,,,,,,
433.1720276,0,,,,,,,,,,,,,,,-3.8711171,-3.9,,,,,,,
434.1780192,-4.595219855,-6.537417179,-6.537417179,,,,,,,,,,,,,-3.861886522,-3.9,,,,,,,
433.1757813,-6.593249352,-4.459984178,,,,,,,,,,,,,,-3.861595213,-3.9,,,,,,,
433.1757813,-6.593249352,-4.459984178,,,,,,,,,,,,,,-3.861595213,-3.9,,,,,,,
433.1757813,-6.593249352,-4.459984178,,,,,,,,,,,,,,-3.861595213,-3.9,,,,,,,
434.184021,0.504373487,-4.782374174,,,,,,,,,,,,,,-3.861595213,-3.9,,,,,,,
434.2625732,0.578037059,,,,,,,,,,,,,,,-3.861595213,-3.9,,,,,,,
434.2626241,0.563713169,,,,,,,,,,,,,,,-3.861595213,-3.9,,,,,,,
434.2888997,0.18147954,,,,,,,,,,,,,,,-3.861595213,-3.9,,,,,,,
434.2994893,0.921704026,,,,,,,,,,,,,,,-3.861595213,-3.9,,,,,,,
433.2963257,0.827218059,,,,,,,,,,,,,,,-3.861595213,-3.9,,,,,,,
434.3189901,-0.092375029,,,,,,,,,,,,,,,-3.861595213,-3.9,,,,,,,
434.3365377,0,,,,,,,,,,,,,,,-3.856996095,-3.9,,,,,,,
434.3388672,-1.016955923,,,,,,,,,,,,,,,-3.8493573,-3.8,,,,,,,
434.400411,0,,,,,,,,,,,,,,,-3.848143135,-3.8,,,,,,,
434.3998108,0,,,,,,,,,,,,,,,-3.848143135,-3.8,,,,,,,
434.400411,0,,,,,,,,,,,,,,,-3.847534195,-3.8,,,,,,,
434.4096069,0,,,,,,,,,,,,,,,-3.847534195,-3.8,,,,,,,
434.4096069,0,,,,,,,,,,,,,,,-3.845717615,-3.8,,,,,,,
434.4096069,0,,,,,,,,,,,,,,,-3.845333476,-3.8,,,,,,,
432.8670959,-4.122475175,-4.122475175,-8.314392159,,,,,,,,,,,,,-3.845333476,-3.8,,,,,,,
432.9394836,-3.782111814,,,,,,,,,,,,,,,-3.842462019,-3.8,,,,,,,
432.9394836,-3.782111814,,,,,,,,,,,,,,,-3.842462019,-3.8,,,,,,,
434.9547831,-4.57737733,,,,,,,,,,,,,,,-3.842462019,-3.8,,,,,,,
434.9547831,-4.910710663,,,,,,,,,,,,,,,-3.842462019,-3.8,,,,,,,
