mz,rt,X300_500_Neg_jgu1.mzXML,X300_500_Neg_jgu2.mzXML,X300_500_Neg_jgw1.mzXML,X300_500_Neg_jgw2.mzXML,X300_500_Neg_nju1.mzXML,X300_500_Neg_nju2.mzXML,X300_500_Neg_njw1.mzXML,X300_500_Neg_njw2.mzXML,X300_500_Neg_oju2.mzXML,X300_500_Neg_ojw1.mzXML,formula.pred,SMILES,allscore
325.311381,10.2933,100,100,100,100,853793,1089737,2900717.75,1676024.25,100,517296.8125,C21H44O3,CCCCCCCCCCCCCCCCO.CC1CO1.C2CO2,0.01990062
325.311381,10.2933,100,100,100,100,853793,1089737,2900717.75,1676024.25,100,517296.8125,C21H44O3,CCCCCCCCCCCCCCCCCCOCC(O)CO,0.01990062
325.311381,10.2933,100,100,100,100,853793,1089737,2900717.75,1676024.25,100,517296.8125,C20H40,CCCCCCCCCCCCCCC1CCCCC1,0.01990062
325.311381,10.2933,100,100,100,100,853793,1089737,2900717.75,1676024.25,100,517296.8125,C20H40,CCCCCCCCCCCCCCCCCCC=C,0.01990062
325.311381,10.2933,100,100,100,100,853793,1089737,2900717.75,1676024.25,100,517296.8125,C20H40,CCCCCCCCCCCCCCCCCCC=C,0.01990062
307.2645365,8.7973,29139606.38,40071558.38,37218234.38,34559586.38,100,100,2109556.375,295267.625,100,4059575.75,C20H38O3,CCCCCCCC\C=C/CCCCCCCC(=O)OCCO,0.019899309
307.2645569,8.7973,3364339.375,5681384.375,5337738.375,4757696.375,100,100,100,100,100,870305.125,C20H38O3,CCCCCCCC\C=C/CCCCCCCC(=O)OCCO,0.019899309
310.2834167,9.171433333,964087,133062.25,100,100,100,100,100,100,100,169651.0313,C20H40O3,CCCCCCCCCCCCCCCCCC(=O)OCCO,0.019898642
310.2834167,9.171433333,964087,133062.25,100,100,100,100,100,100,100,169651.0313,C20H40O3,CCCCCCCCCCCC(=O)OCCOCCCCCC,0.019898642
310.2834167,9.171433333,964087,133062.25,100,100,100,100,100,100,100,169651.0313,C19H36,CCCCCCCCCCC#CCCCCC(C)C,0.019898642
325.3112793,10.24765,13593230.75,11135085.75,6928599.75,4222453.75,32044860.75,40849592.75,39563104.75,31473364.75,100,3173765,C21H44O3,CCCCCCCCCCCCCCCCCCOCC(O)CO,0.019897693
325.3112793,10.24765,13593230.75,11135085.75,6928599.75,4222453.75,32044860.75,40849592.75,39563104.75,31473364.75,100,3173765,C21H44O3,CCCCCCCCCCCCCCCCCCOC(CO)CO,0.019897693
325.3112793,10.24765,13593230.75,11135085.75,6928599.75,4222453.75,32044860.75,40849592.75,39563104.75,31473364.75,100,3173765,C21H44O3,CCCCCCCCCCCCCCCCO.CC1CO1.C2CO2,0.019897693
325.3112793,10.24765,13593230.75,11135085.75,6928599.75,4222453.75,32044860.75,40849592.75,39563104.75,31473364.75,100,3173765,C21H44O3,CCCCCCCCCCCCCCCCCCOCC(O)CO,0.019897693
325.3112793,10.24765,13593230.75,11135085.75,6928599.75,4222453.75,32044860.75,40849592.75,39563104.75,31473364.75,100,3173765,C20H40,CCCCCCCCCCCCCCC1CCCCC1,0.019897693
325.3112793,10.24765,13593230.75,11135085.75,6928599.75,4222453.75,32044860.75,40849592.75,39563104.75,31473364.75,100,3173765,C20H40,CCCCCCCCCCCCCCCCCCC=C,0.019897693
325.3112793,10.24765,13593230.75,11135085.75,6928599.75,4222453.75,32044860.75,40849592.75,39563104.75,31473364.75,100,3173765,C20H40,CCCCCCCCCCCCCCCCCCC=C,0.019897693
311.2957153,9.892716667,100,100,100,100,14070393,9185109,51098347,10289413,100,5863873,C19H38,CCCCCCCCCCCCCC1CCCCC1,0.019895003
311.2957153,9.892716667,100,100,100,100,14070393,9185109,51098347,10289413,100,5863873,C19H38,CCCCCCCCCCCCCCCCCC=C,0.019895003
311.2958069,9.82095,100,111835471,100,76778503,277921599,100,100,202256991,100,1290657.625,C19H38,CCCCCCCCCCCCCC1CCCCC1,0.019893895
311.2958069,9.82095,100,111835471,100,76778503,277921599,100,100,202256991,100,1290657.625,C19H38,CCCCCCCCCCCCCCCCCC=C,0.019893895
339.326711,10.8076,78001681,79017705,69764801,70126401,964280073,1034704457,1457973833,816135497,100,194174976,C21H42,CCCCCCCCCCCCCCCC1CCCCC1,0.019893238
367.3581136,11.78908333,67426470.5,55344430.5,94411278.5,64258190.5,448722958.5,451564366.5,140021966.5,283508558.5,3556549.5,14504170,C23H46,CCCCCCCCCCCCC\C=C/CCCCCCCC,0.019891911
367.3581136,11.78908333,67426470.5,55344430.5,94411278.5,64258190.5,448722958.5,451564366.5,345493262.5,349953230.5,100,157390176,C23H46,CCCCCCCCCCCCC\C=C/CCCCCCCC,0.019891911
339.3266296,10.8076,12208959,13131861,10904083,10560489,227300345,242839945,344309193,187294777,100,44146364,C21H42,CCCCCCCCCCCCCCCC1CCCCC1,0.019890654
342.3014832,7.808266667,166371.4043,100,450990.5137,100,7327562.92,6916239.92,22881213.42,14561566.42,100,10650962,C20H43NO4,CCCCCCCCCCCCCCC(O)C[N+]([O-])(CCO)CCO,0.01988856
342.3014832,7.808266667,166371.4043,100,450990.5137,100,7327562.92,6916239.92,22881213.42,14561566.42,100,10650962,C20H43NO4,CCCCCCCCCCCCCOCCC[N+]([O-])(CCO)CCO,0.01988856
342.3014526,7.808266667,316421.0137,113865.4512,100,100,100,100,1397462.67,101412.9043,100,100,C20H43NO4,CCCCCCCCCCCCCCC(O)C[N+]([O-])(CCO)CCO,0.01988856
342.3014526,7.808266667,316421.0137,113865.4512,100,100,100,100,1397462.67,101412.9043,100,100,C20H43NO4,CCCCCCCCCCCCCOCCC[N+]([O-])(CCO)CCO,0.01988856
308.2677307,8.7973,100,149716.9063,100,100,100,100,100,100,100,125408.2109,C20H38O3,CCCCCCCC\C=C/CCCCCCCC(=O)OCCO,0.019885624
368.3615723,11.78908333,138797.3125,100,945750.8125,100,13096713.56,13713949.56,10391865.56,9861696.563,100,4363675,C23H46,CCCCCCCCCCCCC\C=C/CCCCCCCC,0.019885563
368.3615723,11.78908333,138797.3125,100,945750.8125,100,13096713.56,13713949.56,100,100,100,5251558,C23H46,CCCCCCCCCCCCC\C=C/CCCCCCCC,0.019885563
355.3218486,8.36185,3916060.938,3911940.438,3825056.938,4339766.438,8214355.938,5665151.438,8167940.938,3584223.438,100,2085658.5,C22H44O3,CCCCCCCCCCCCCCCCCC(=O)OCCCCO,0.019884257
355.3217773,8.36185,100,157901.9375,100,166633.5625,1174496.688,470182.1875,1105830.688,100,100,442495.3438,C22H44O3,CCCCCCCCCCCCCCCCCC(=O)OCCCCO,0.019884257
326.3146973,10.24765,1398380.781,1239521.281,602886.5313,648096.5313,3265395.656,4262210.406,4115294.906,3371991.656,100,496064.6563,C21H44O3,CCCCCCCCCCCCCCCCCCOCC(O)CO,0.019880587
326.3146973,10.24765,1398380.781,1239521.281,602886.5313,648096.5313,3265395.656,4262210.406,4115294.906,3371991.656,100,496064.6563,C21H44O3,CCCCCCCCCCCCCCCCCCOC(CO)CO,0.019880587
326.3146973,10.24765,1398380.781,1239521.281,602886.5313,648096.5313,3265395.656,4262210.406,4115294.906,3371991.656,100,496064.6563,C21H44O3,CCCCCCCCCCCCCCCCO.CC1CO1.C2CO2,0.019880587
326.3146973,10.24765,1398380.781,1239521.281,602886.5313,648096.5313,3265395.656,4262210.406,4115294.906,3371991.656,100,496064.6563,C21H44O3,CCCCCCCCCCCCCCCCCCOCC(O)CO,0.019880587
326.3146973,10.24765,1398380.781,1239521.281,602886.5313,648096.5313,3265395.656,4262210.406,4115294.906,3371991.656,100,496064.6563,C20H40,CCCCCCCCCCCCCCC1CCCCC1,0.019880587
326.3146973,10.24765,1398380.781,1239521.281,602886.5313,648096.5313,3265395.656,4262210.406,4115294.906,3371991.656,100,496064.6563,C20H40,CCCCCCCCCCCCCCCCCCC=C,0.019880587
326.3146973,10.24765,1398380.781,1239521.281,602886.5313,648096.5313,3265395.656,4262210.406,4115294.906,3371991.656,100,496064.6563,C20H40,CCCCCCCCCCCCCCCCCCC=C,0.019880587
326.3146973,10.24765,1398380.781,1239521.281,602886.5313,648096.5313,3265395.656,4262210.406,2777849.656,1168162.906,100,100,C21H44O3,CCCCCCCCCCCCCCCCCCOCC(O)CO,0.019880587
326.3146973,10.24765,1398380.781,1239521.281,602886.5313,648096.5313,3265395.656,4262210.406,2777849.656,1168162.906,100,100,C21H44O3,CCCCCCCCCCCCCCCCCCOC(CO)CO,0.019880587
326.3146973,10.24765,1398380.781,1239521.281,602886.5313,648096.5313,3265395.656,4262210.406,2777849.656,1168162.906,100,100,C21H44O3,CCCCCCCCCCCCCCCCO.CC1CO1.C2CO2,0.019880587
326.3146973,10.24765,1398380.781,1239521.281,602886.5313,648096.5313,3265395.656,4262210.406,2777849.656,1168162.906,100,100,C21H44O3,CCCCCCCCCCCCCCCCCCOCC(O)CO,0.019880587
326.3146973,10.24765,1398380.781,1239521.281,602886.5313,648096.5313,3265395.656,4262210.406,2777849.656,1168162.906,100,100,C20H40,CCCCCCCCCCCCCCC1CCCCC1,0.019880587
326.3146973,10.24765,1398380.781,1239521.281,602886.5313,648096.5313,3265395.656,4262210.406,2777849.656,1168162.906,100,100,C20H40,CCCCCCCCCCCCCCCCCCC=C,0.019880587
326.3146973,10.24765,1398380.781,1239521.281,602886.5313,648096.5313,3265395.656,4262210.406,2777849.656,1168162.906,100,100,C20H40,CCCCCCCCCCCCCCCCCCC=C,0.019880587
342.3012187,7.607066667,3535064.92,205667.0762,326601.8262,740592.8574,7327562.92,6916239.92,22881213.42,14561566.42,83828269.42,2414302.75,C20H43NO4,CCCCCCCCCCCCCCC(O)C[N+]([O-])(CCO)CCO,0.019878477
342.3012187,7.607066667,3535064.92,205667.0762,326601.8262,740592.8574,7327562.92,6916239.92,22881213.42,14561566.42,83828269.42,2414302.75,C20H43NO4,CCCCCCCCCCCCCOCCC[N+]([O-])(CCO)CCO,0.019878477
311.2957662,9.789616667,127476751,100,101961567,100,100,318358943,301599583,94645335,100,47851288,C19H38,CCCCCCCCCCCCCC1CCCCC1,0.019876704
311.2957662,9.789616667,127476751,100,101961567,100,100,318358943,301599583,94645335,100,47851288,C19H38,CCCCCCCCCCCCCCCCCC=C,0.019876704
354.3459778,11.27496667,211951.0625,273300.625,123716.0313,252433.625,7023419.563,7756872.563,100,186903.875,100,741350,C22H44,CCCCCCCCCCCCCCCCCCCCC=C,0.019875327
354.3459778,11.27496667,211951.0625,273300.625,123716.0313,252433.625,7023419.563,7756872.563,100,186903.875,100,741350,C22H44,CCCCCCCCCCCCCCCCCCCCC=C,0.019875327
354.3459778,11.27496667,211951.0625,273300.625,123716.0313,252433.625,7023419.563,7756872.563,100,186903.875,100,741350,C22H44,CCCCCCCCCCCCCCCCCCCCC=C,0.019875327
353.3426819,11.19246667,15992782.19,16683790.19,16225358.19,18712300.19,277481352.2,256571144.2,207050856.2,236917640.2,100,64447620,C22H44,CCCCCCCCCCCCCCCCCCCCC=C,0.019873623
353.3426819,11.19246667,15992782.19,16683790.19,16225358.19,18712300.19,277481352.2,256571144.2,207050856.2,236917640.2,100,64447620,C22H44,CCCCCCCCCCCCCCCCCCCCC=C,0.019873623
353.3426819,11.19246667,15992782.19,16683790.19,16225358.19,18712300.19,277481352.2,256571144.2,207050856.2,236917640.2,100,64447620,C22H44,CCCCCCCCCCCCCCCCCCCCC=C,0.019873623
353.3426514,11.19246667,3058433.688,2947054.688,2870106.188,3777518.188,67554176.19,63009572.19,51980152.19,58149200.19,100,15309644,C22H44,CCCCCCCCCCCCCCCCCCCCC=C,0.019870417
353.3426514,11.19246667,3058433.688,2947054.688,2870106.188,3777518.188,67554176.19,63009572.19,51980152.19,58149200.19,100,15309644,C22H44,CCCCCCCCCCCCCCCCCCCCC=C,0.019870417
353.3426514,11.19246667,3058433.688,2947054.688,2870106.188,3777518.188,67554176.19,63009572.19,51980152.19,58149200.19,100,15309644,C22H44,CCCCCCCCCCCCCCCCCCCCC=C,0.019870417
315.1966553,6.901216667,2360752.223,2567849.223,2583118.723,2253263.223,100,100,100,100,100,61313.61328,C20H30O4,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,0.01986136
315.1966553,6.901216667,2360752.223,2567849.223,2583118.723,2253263.223,100,100,100,100,100,61313.61328,C20H30O4,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCC,0.01986136
315.1966553,6.901216667,2360752.223,2567849.223,2583118.723,2253263.223,100,100,100,100,100,61313.61328,C20H30O4,CCCCOC(=O)c1ccccc1C(=O)OCC(CC)CCCC,0.01986136
315.1966553,6.901216667,2360752.223,2567849.223,2583118.723,2253263.223,100,100,100,100,100,61313.61328,C20H30O4,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(C)C,0.01986136
315.1966553,6.901216667,2360752.223,2567849.223,2583118.723,2253263.223,100,100,100,100,100,61313.61328,C20H30O4,CC(C)CCCOC(=O)c1ccccc1C(=O)OCCCC(C)C,0.01986136
315.1966553,6.901216667,2360752.223,2567849.223,2583118.723,2253263.223,100,100,100,100,100,61313.61328,C20H30O4,CC(C)CCCCCCCCCOC(=O)c1ccccc1C(O)=O,0.01986136
315.1966553,6.901216667,2360752.223,2567849.223,2583118.723,2253263.223,100,100,100,100,100,61313.61328,C20H30O4,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,0.01986136
315.1966553,6.901216667,2360752.223,2567849.223,2583118.723,2253263.223,100,100,100,100,100,61313.61328,C19H26O,CCCCCCCCCc1cc(O)cc2ccccc12,0.01986136
377.2827454,10.6278,19338900.13,22542808.13,44666656.13,54422728.13,100,100,100,100,100,100,C20H43O4P,CCCCCCCCCCO[P](O)(=O)OCCCCCCCCCC,0.019847811
377.2827454,10.6278,19338900.13,22542808.13,44666656.13,54422728.13,100,100,100,100,100,100,C20H43O4P,CCCC[P+](CCCC)(CCCC)CCCC.CC(O)=O.CC([O-])=O,0.019847811
377.2827454,10.6278,19338900.13,22542808.13,44666656.13,54422728.13,100,100,100,100,100,100,C20H43O4P,CCCCCCCCCCCCCCCCCCCCO[P](O)(O)=O,0.019847811
377.2827454,10.6278,19338900.13,22542808.13,44666656.13,54422728.13,100,100,100,100,100,100,C20H43O4P,CCCCCCCCCCCCCCCCCCCCO[P](O)(O)=O,0.019847811
411.4207153,11.59095,100,100,100,100,1628621.5,2459633,2766319.5,2832535.75,100,1182751.25,C26H54,CCCCCCCCCCCCCCCCCCCCCCCCCC,0.019842131
357.2071838,8.61975,100,100,9191839.107,196096.5293,100,100,100,100,100,100,C21H28O2,Cc1ccccc1C.Oc2ccc(cc2)C3CCCCC3.C=O,0.019840948
357.2071838,8.61975,100,100,9191839.107,196096.5293,100,100,100,100,100,100,C21H28O2,CC(C)c1ccc(cc1)C(C)(C)OOC(C)(C)c2ccccc2,0.019840948
314.2702535,7.379116667,102076.7627,100,100,107849.5752,536009.0283,509020.3408,584433.6533,924159.5908,29643654.4,4853100.5,C18H37NO3,CCCCCCCCCCCCCC(=O)N(CCO)CCO,0.019834119
314.2702535,7.379116667,102076.7627,100,100,107849.5752,536009.0283,509020.3408,584433.6533,924159.5908,29643654.4,4853100.5,C18H37NO3,CCCCCCCCCCCCCC(=O)N(CCO)CCO,0.019834119
314.2702535,7.379116667,102076.7627,100,100,107849.5752,536009.0283,509020.3408,584433.6533,924159.5908,29643654.4,4853100.5,C18H39NO4,[NH4+].CCCCCCCCC(O)C(O)CCCCCCCC([O-])=O,0.019834119
314.2702637,7.379116667,100,100,100,100,107649.9033,100,100,186572.4189,5504404.903,1022692.938,C18H37NO3,CCCCCCCCCCCCCC(=O)N(CCO)CCO,0.019834119
314.2702637,7.379116667,100,100,100,100,107649.9033,100,100,186572.4189,5504404.903,1022692.938,C18H37NO3,CCCCCCCCCCCCCC(=O)N(CCO)CCO,0.019834119
314.2702637,7.379116667,100,100,100,100,107649.9033,100,100,186572.4189,5504404.903,1022692.938,C18H39NO4,[NH4+].CCCCCCCCC(O)C(O)CCCCCCCC([O-])=O,0.019834119
367.3581238,11.82093333,10373496.5,7214162.5,16733758.5,9519310.5,112683118.5,109895078.5,82471390.5,84305358.5,100,41307448,C23H46,CCCCCCCCCCCCC\C=C/CCCCCCCC,0.019832496
315.2541911,7.0303,5573305.078,5627622.578,7805615.078,10839955.58,4090393.078,4296886.078,118898.1406,129661.9531,505091.7656,574990.875,C17H34O2,CCCCCCCCCCCCCCOCC1CO1,0.019825435
315.2542114,7.0303,786517.9531,938562.8281,1377536.828,1933098.328,553752.8281,545125.1406,100,100,100,176243.625,C17H34O2,CCCCCCCCCCCCCCCC(=O)OC,0.019825435
315.2542114,7.0303,786517.9531,938562.8281,1377536.828,1933098.328,553752.8281,545125.1406,100,100,100,176243.625,C17H34O2,CCCCCCCCCCCCCCOC(=O)CC,0.019825435
315.2542114,7.0303,786517.9531,938562.8281,1377536.828,1933098.328,553752.8281,545125.1406,100,100,100,176243.625,C17H34O2,CCCCCCCCCCCC(=O)OCCC(C)C,0.019825435
315.2542114,7.0303,786517.9531,938562.8281,1377536.828,1933098.328,553752.8281,545125.1406,100,100,100,176243.625,C17H34O2,CCCCCCCCCCCCCCC(C)C(O)=O,0.019825435
315.2542114,7.0303,786517.9531,938562.8281,1377536.828,1933098.328,553752.8281,545125.1406,100,100,100,176243.625,C17H34O2,CCCCCCCCCCCCCCOCC1CO1,0.019825435
315.2542114,7.0303,786517.9531,938562.8281,1377536.828,1933098.328,553752.8281,545125.1406,100,100,100,176243.625,C17H34O2,CCCCCCCCCCCCCCCCC(O)=O,0.019825435
315.2542114,7.0303,786517.9531,938562.8281,1377536.828,1933098.328,553752.8281,545125.1406,100,100,100,176243.625,C17H34O2,CCCCCCCCCCCCCC(CC)C(O)=O,0.019825435
315.2542114,7.0303,786517.9531,938562.8281,1377536.828,1933098.328,553752.8281,545125.1406,100,100,100,176243.625,C17H34O2,CCCCC(CC)COC(=O)CC(C)CC(C)(C)C,0.019825435
315.2542114,7.0303,786517.9531,938562.8281,1377536.828,1933098.328,553752.8281,545125.1406,100,100,100,176243.625,C17H34O2,CCCCC(CC)COC(=O)CCCCCC(C)C,0.019825435
353.3427938,10.99905,156135.5625,273335.8125,100,1574288.188,100,100,879168.4375,100,100,669198.4375,C22H44,CCCCCCCCCCCCCCCCCCCCC=C,0.01982343
353.3427938,10.99905,156135.5625,273335.8125,100,1574288.188,100,100,879168.4375,100,100,669198.4375,C22H44,CCCCCCCCCCCCCCCCCCCCC=C,0.01982343
353.3427938,10.99905,156135.5625,273335.8125,100,1574288.188,100,100,879168.4375,100,100,669198.4375,C22H44,CCCCCCCCCCCCCCCCCCCCC=C,0.01982343
321.2103678,8.860033333,100,100,100,100,100,100,1868664.695,100,7512723.695,95292.09375,C15H32O2S,CCCCCCCCCCCCSCC(O)CO,0.019813254
340.3300781,10.8076,838398.0625,585069.5625,398557.8125,248214.8125,25569189.56,29391307.56,39789859.56,21373977.56,100,5458770,C21H42,CCCCCCCCCCCCCCCC1CCCCC1,0.019803237
473.3996887,11.13681667,1601801.75,2165784.25,866430.125,1073856.375,100,100,100,123257.0156,100,100,C30H52O,CC(\CC[C@@H]1C(=C)CCCC1(C)C)=C/CCC2[C@](C)(O)CCC3C(C)(C)CCC[C@]23C,0.019784313
461.3636983,9.50305,131489.168,137959.3086,368878.8242,178622.0742,13354900.26,18580867.26,9849556.262,3527888.762,100,1679533,C29H52O5,CCCCCCCCCCCCCCCC(O)=O.CC(C)(C)c1ccc(O)cc1.C=O.C2CO2,0.019763903
461.3636983,9.50305,131489.168,137959.3086,368878.8242,178622.0742,13354900.26,18580867.26,9849556.262,3527888.762,100,1679533,C28H48O2,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2cc(O)c(C)c(C)c2O1,0.019763903
461.3636983,9.50305,131489.168,137959.3086,368878.8242,178622.0742,13354900.26,18580867.26,9849556.262,3527888.762,100,1679533,C28H48O2,CC(C)CCCC(C)CCCC(C)CCC[C@]1(C)CCc2c(C)c(O)cc(C)c2O1,0.019763903
461.3636983,9.50305,131489.168,137959.3086,368878.8242,178622.0742,13354900.26,18580867.26,9849556.262,3527888.762,100,1679533,C28H48O2,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2cc(O)c(C)c(C)c2O1,0.019763903
360.1145426,5.859566667,100,100,100,100,1430517.625,1496942.125,1145749.75,1659650.5,6866921.5,2415289.25,C24H17N3O2,Cc1nn(nc1c2ccccc2)c3ccc4C=C(C(=O)Oc4c3)c5ccccc5,0.019760126
360.114563,5.859566667,100,100,100,134239.3438,363190.7188,451853.3438,468866.7188,477985.75,1725199.5,567390.125,C24H17N3O2,Cc1nn(nc1c2ccccc2)c3ccc4C=C(C(=O)Oc4c3)c5ccccc5,0.019760126
381.373881,8.130416667,100,100,1603367.609,100,5242182.359,6867908.859,1922815.109,4487180.359,1532780.359,63843.65625,C24H48,CCCCCCCCCCCCCCCCCCC1CCCCC1,0.019755191
381.373881,8.130416667,100,100,1603367.609,100,5242182.359,6867908.859,1922815.109,4487180.359,1532780.359,63843.65625,C24H48,CCCCCCCCCCCCCCCCCCCCCCC=C,0.019755191
381.3739624,8.130416667,100,100,100,100,440775.8594,1017633.359,100,166489.8594,100,32926.44141,C24H48,CCCCCCCCCCCCCCCCCCC1CCCCC1,0.019755191
381.3739624,8.130416667,100,100,100,100,440775.8594,1017633.359,100,166489.8594,100,32926.44141,C24H48,CCCCCCCCCCCCCCCCCCCCCCC=C,0.019755191
461.3636475,9.50305,100,100,100,100,4055804.262,5655118.762,3147912.012,1111809.137,100,152363.4844,C29H52O5,CCCCCCCCCCCCCCCC(O)=O.CC(C)(C)c1ccc(O)cc1.C=O.C2CO2,0.019747027
461.3636475,9.50305,100,100,100,100,4055804.262,5655118.762,3147912.012,1111809.137,100,152363.4844,C28H48O2,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2cc(O)c(C)c(C)c2O1,0.019747027
461.3636475,9.50305,100,100,100,100,4055804.262,5655118.762,3147912.012,1111809.137,100,152363.4844,C28H48O2,CC(C)CCCC(C)CCCC(C)CCC[C@]1(C)CCc2c(C)c(O)cc(C)c2O1,0.019747027
461.3636475,9.50305,100,100,100,100,4055804.262,5655118.762,3147912.012,1111809.137,100,152363.4844,C28H48O2,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2cc(O)c(C)c(C)c2O1,0.019747027
390.1460164,4.127866667,100,100,100,100,100,100,100,100,265935.1563,929155.3125,C22H23N3O5,CCCOCCCN1C(=O)c2c(N)c3C(=O)[C@H]4C=CC=C[C@@H]4C(=O)c3c(N)c2C1=O,0.019746892
365.342336,10.6278,4627303.078,5609404.578,4000553.578,6078000.578,1537335.078,1289197.078,3461001.828,2725333.578,100,1730049,C23H44,CCCCCCCCCCCCCC#CCCCCCCCC,0.019742225
365.342336,10.6278,4627303.078,5609404.578,3842703.328,6078000.578,1537335.078,1289197.078,3461001.828,2725333.578,100,1730049,C23H44,CCCCCCCCCCCCCC#CCCCCCCCC,0.019742225
319.0726013,4.6159,100,100,100,100,111887.0781,150926.2188,111511.1016,100,194799.8594,206783.0625,C18H14N2O5,OC(=O)C=Cc1ccc([N-][N+](=O)c2ccc(\C=C/C(O)=O)cc2)cc1,0.019736069
369.3483378,7.692483333,100,100,100,100,100,100,627003.2598,100,53297737.63,100,C22H48N2O3,CCCCCCCCCCCCCCOCCCNCCCN.CC(O)=O,0.019729052
369.3483378,7.692483333,100,100,100,100,100,100,627003.2598,100,53297737.63,100,C22H48N2O3,CCCCCCCCCCCCCCCCCC(O)=O.NCCNCCO,0.019729052
369.3483378,7.692483333,100,100,100,100,100,100,627003.2598,100,53297737.63,100,C22H48N2O3,CCCCCCCCCCCCCCCCCC(O)=O.NCCNCCO,0.019729052
369.3483378,7.692483333,100,100,100,100,100,100,627003.2598,100,53297737.63,100,C22H48N2O3,CCCCCCCCCCCCCCCCCC(O)=O.NCCNCCO,0.019729052
369.3483378,7.692483333,100,100,100,100,100,100,627003.2598,100,53297737.63,100,C21H44N2,CCCCCCCC\C=C/CCCCCCCCNCCCN,0.019729052
369.3483276,7.692483333,100,100,100,100,100,100,100,100,11981964.63,57527.67188,C22H48N2O3,CCCCCCCCCCCCCCOCCCNCCCN.CC(O)=O,0.019729052
369.3483276,7.692483333,100,100,100,100,100,100,100,100,11981964.63,57527.67188,C22H48N2O3,CCCCCCCCCCCCCCCCCC(O)=O.NCCNCCO,0.019729052
369.3483276,7.692483333,100,100,100,100,100,100,100,100,11981964.63,57527.67188,C22H48N2O3,CCCCCCCCCCCCCCCCCC(O)=O.NCCNCCO,0.019729052
369.3483276,7.692483333,100,100,100,100,100,100,100,100,11981964.63,57527.67188,C22H48N2O3,CCCCCCCCCCCCCCCCCC(O)=O.NCCNCCO,0.019729052
369.3483276,7.692483333,100,100,100,100,100,100,100,100,11981964.63,57527.67188,C21H44N2,CCCCCCCC\C=C/CCCCCCCCNCCCN,0.019729052
327.2179565,5.83245,100,100,100,134938.0313,418578.0938,663159.9688,100,100,100,531569,C18H34O6,CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,0.019696114
327.2179565,5.83245,100,100,100,134938.0313,418578.0938,663159.9688,100,100,100,531569,C18H34O6,CCCCOCCOC(=O)CCCCC(=O)OCCOCCCC,0.019696114
327.2179565,5.83245,100,100,100,134938.0313,418578.0938,663159.9688,100,100,100,531569,C18H34O6,CCCCCCCCCCCC(=O)OCC(O)[C@H]1OC[C@@H](O)[C@@H]1O,0.019696114
327.2179565,5.83245,100,100,100,134938.0313,418578.0938,663159.9688,100,100,100,531569,C18H34O6,CCCCOCCOCCOC(=O)CCCCCCCCC(O)=O,0.019696114
343.2853292,7.501233333,100,100,100,100,464653.8477,745705.5352,132044.4414,100,100,100,C20H42O5,CCCCCCCCCCCCOCCOCCOCCOCCO,0.0196722
343.2853292,7.501233333,100,100,100,100,464653.8477,745705.5352,132044.4414,100,100,100,C19H38O2,CCCCCCCCCCCCCCCCCC(=O)OC,0.0196722
343.2853292,7.501233333,100,100,100,100,464653.8477,745705.5352,132044.4414,100,100,100,C19H38O2,CCCCCCCCC(=O)OCCCCCCCC(C)C,0.0196722
343.2853292,7.501233333,100,100,100,100,464653.8477,745705.5352,132044.4414,100,100,100,C19H38O2,CCCCCCCCCCCCCCCC(=O)OC(C)C,0.0196722
343.2853292,7.501233333,100,100,100,100,464653.8477,745705.5352,132044.4414,100,100,100,C19H38O2,CCCCCCCCCCCCCCCCCCC(O)=O,0.0196722
343.2853292,7.501233333,100,100,100,100,464653.8477,745705.5352,132044.4414,100,100,100,C19H38O2,CCCCCCCCCCCCCCCCOCC1CO1,0.0196722
343.2853292,7.501233333,100,100,100,100,464653.8477,745705.5352,132044.4414,100,100,100,C19H38O2,CCCCCCCCCCCCCCCCC(C)C(O)=O,0.0196722
343.2853292,7.501233333,100,100,100,100,464653.8477,745705.5352,132044.4414,100,100,100,C19H38O2,CC(C)CCCCCCCOC(=O)CC(C)CC(C)(C)C,0.0196722
343.2853292,7.501233333,100,100,100,100,464653.8477,745705.5352,132044.4414,100,100,100,C19H38O2,COC(=O)CCCCCCCCCCCCCCC(C)C,0.0196722
343.2853292,7.501233333,100,100,100,100,464653.8477,745705.5352,132044.4414,100,100,100,C19H38O2,CCCCCCCCCCCCCCCC(CC)C(O)=O,0.0196722
343.2853292,7.501233333,100,100,100,100,464653.8477,745705.5352,132044.4414,100,100,100,C19H38O2,CC(C)(C)CCCCCCCCCCCCCCC(O)=O,0.0196722
343.2853292,7.501233333,100,100,100,100,464653.8477,745705.5352,132044.4414,100,100,100,C19H38O2,CC[C@@H](C)CCCC/C=C/CCCCCCC(OC)OC,0.0196722
