mz,rt,X500_700_Neg_jgu1.mzXML,X500_700_Neg_jgu2.mzXML,X500_700_Neg_jgw1.mzXML,X500_700_Neg_jgw2.mzXML,X500_700_Neg_nju1.mzXML,X500_700_Neg_nju2.mzXML,X500_700_Neg_njw1.mzXML,X500_700_Neg_njw2.mzXML,X500_700_Neg_oju2.mzXML,X500_700_Neg_ojw1.mzXML,formula.pred,SMILES,allscore
529.4626261,9.606416667,49602916.5,7133016.5,100,100,100,100,100,100,100,100,C35H62O3,CCCCCCCCCCCCCCCCCCOC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,1.019810185
564.5075073,8.626383333,41646489.75,60101801.75,43345521.75,53187329.75,11527449.75,8427457.75,5766515.25,6444463.25,2370110.25,6501837,C36H68O4,CCCCCCCCC(CCCCCCCCC(O)=O)C(CCCCCCCC(O)=O)CC\C=C/CCCCC,1.019784646
564.5075684,8.626383333,7706640.75,11507199.75,8044348.75,10509367.75,1536805,934356.875,101158.5,427990.25,100,1415013.75,C36H68O4,CCCCCCCCC(CCCCCCCCC(O)=O)C(CCCCCCCC(O)=O)CC\C=C/CCCCC,1.019784361
559.4728597,8.285916667,20209186.5,17105370.5,8549350.5,33018762.5,7381556.5,100,100,100,100,2252138.75,C36H64O4,CCCCC/C=C\C\C=C/CCCCCCCC(O)=O.CCCCC/C=C\C\C=C/CCCCCCCC(O)=O,1.019720364
559.4728597,8.285916667,20209186.5,17105370.5,8549350.5,33018762.5,7381556.5,100,100,100,100,2252138.75,C36H64O4,CCCCC/C=C\C\C=C/CCCCCCCC(O)=O.CCCCC/C=C\C\C=C/CCCCCCCC(O)=O,1.019720364
636.6131592,11.41215,100,100,100,100,100,101129.5,1777994,100,100,100,C40H80N2O3,CCCCCCCCCCCCCCCCCC(=O)NCCN(CCO)C(=O)CCCCCCCCCCCCCCCCC,1.019670806
530.4655762,9.606416667,17652551.19,8200877.188,100,100,100,100,100,100,100,100,C35H62O3,CCCCCCCCCCCCCCCCCCOC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,1.019619124
530.4655762,9.606416667,18904647.19,8200877.188,100,100,100,100,100,100,100,100,C35H62O3,CCCCCCCCCCCCCCCCCCOC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,1.019619124
529.4623413,9.922883333,100,18935160.5,100,100,100,100,100,100,100,100,C35H62O3,CCCCCCCCCCCCCCCCCCOC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,1.01921904
651.5203857,11.88736667,219385.9775,189130.1025,178718.79,100,100,100,100,100,100,100,C39H72O7,CCCCCCC(O)C/C=C/CCCCCCCC(=O)OCC(O)COC(=O)CCCCCCC\C=C\CC(O)CCCCCC,1.015556915
585.343099,9.5195,503846,5684594,100,100,100,100,100,100,100,4521671.5,C34H50O8,Cc1cc(CCC(=O)OCCOCCOCCOC(=O)CCc2cc(C)c(O)c(c2)C(C)(C)C)cc(c1O)C(C)(C)C,1.012784256
589.3899129,7.875933333,34061693.43,8688364.43,10409920.43,15694332.43,100,100,100,100,100,190513.9375,C37H52O3,CC(CC(c1cc(c(O)cc1C)C(C)(C)C)c2cc(c(O)cc2C)C(C)(C)C)c3cc(c(O)cc3C)C(C)(C)C,1.012735361
589.3899536,7.875933333,13156923.43,3722504.93,4411321.93,6091027.43,100,100,100,100,100,100,C37H52O3,CC(CC(c1cc(c(O)cc1C)C(C)(C)C)c2cc(c(O)cc2C)C(C)(C)C)c3cc(c(O)cc3C)C(C)(C)C,1.012644912
590.3930054,7.875933333,3063383.367,779100.8672,983662.6172,1510934.742,100,100,100,100,100,100,C37H52O3,CC(CC(c1cc(c(O)cc1C)C(C)(C)C)c2cc(c(O)cc2C)C(C)(C)C)c3cc(c(O)cc3C)C(C)(C)C,1.009648244
683.6131388,11.33828333,717623.1875,710273.5,347658.7813,522051,100,100,507624.875,100,100,100,C39H79N3O3,CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)([O-])CCCNC(=O)CCCCCCCCCCCCCCC,1.009198413
637.6167603,11.41215,100,100,100,100,100,101129.5,1634271,100,100,100,C40H80N2O3,CCCCCCCCCCCCCCCCCC(=O)NCCN(CCO)C(=O)CCCCCCCCCCCCCCCCC,1.008755837
645.3639323,7.7028,6756626.748,2932141.748,2990521.498,4473915.248,100,100,100,100,126686.2793,88902.74219,C35H52O8,CCCCOCC(COc1ccc(cc1)C(C)(C)c2ccc(OCC(COCCCC)OCC3CO3)cc2)OCC4CO4,0.998619028
505.4023031,9.006933333,380336.8867,100,100,653269.0117,100,100,100,100,100,100,C28H59O5P,CCCCCCCCCCCCCCCCCCCCCCCCCC[C@@H](O)CO[P](O)(O)=O,0.973489253
635.6094971,11.41215,100,100,100,100,100,100,7175963.201,100,100,100,C40H80N2O3,CCCCCCCCCCCCCCCCCC(=O)NCCN(CCO)C(=O)CCCCCCCCCCCCCCCCC,0.972093002
595.4058634,7.846966667,267752.0313,100,100,100,100,100,100,100,100,51564.25391,C30H60O11,CCCCCCCCCCCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.94924492
654.5344849,9.922883333,903030.8125,3025824.75,813960.125,2174931.25,100,100,100,100,100,100,C39H72O7,CCCCCCC(O)C/C=C/CCCCCCCC(=O)OCC(O)COC(=O)CCCCCCC\C=C\CC(O)CCCCCC,0.936251179
639.5200195,9.42075,100,155084.457,100,100,100,100,231615.3477,100,100,100,C38H72O7,CCCCCCCCCCCCCCCC(=O)O[C@H](CO)[C@H]1OC[C@H](O)[C@H]1OC(=O)CCCCCCCCCCCCCCC,0.932809611
522.3105672,10.7886,220542.7969,277099.6875,209913.9844,220907.4375,100,100,100,100,100,100,C28H46ClN3O4,CC(C)CC(C)=O.CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.NCCNCCN.ClCC3CO3,0.918098041
522.3105672,10.7886,220542.7969,277099.6875,209913.9844,220907.4375,100,100,100,100,100,100,C28H46ClN3O4,CC(C)CC(C)=O.CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.NCCNCCN.ClCC3CO3,0.918098041
639.4995524,11.00793333,100,100,256464.4531,100,406505.0938,479263.2813,552545.25,359127.6875,100,197382.0469,C41H68O5,CC(C)CCC[C@@H](C)[C@@H]1C[C@@H](O)[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@@]4(C)[C@@H]3C[C@@H](CCCCCCCCCCC(=O)OC(=O)C=C)[C@@]12C,0.917908902
639.4995524,11.00793333,100,100,256464.4531,100,406505.0938,479263.2813,552545.25,359127.6875,100,197382.0469,C41H68O5,CC(C)CCC[C@@H](C)[C@@H]1C[C@@H](O)[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@@]4(C)[C@@H]3C[C@@H](CCCCCCCCCCC(=O)OC(=O)C=C)[C@@]12C,0.917908902
537.1138509,6.026033333,1509780,468729.625,990935.5,847127.75,100,100,100,100,100,80386.41406,C26H21ClN4O7,COc1cc(OC)c(NC(=O)C2=Cc3ccccc3C(=N/Nc4cc(ccc4OC)[N+]([O-])=O)/C2=O)cc1Cl,0.854941412
575.4676921,9.564733333,166592.9941,230567.541,172177.3066,190656.416,891484.5723,656702.1973,632137.3223,663355.3223,100,100,C35H62O3,CCCCCCCCCCCCCCCCCCOC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,0.845502515
537.1138916,6.059383333,26957085.25,22239455.25,27331059.25,32457239.25,100,100,100,100,100,284773.6875,C26H21ClN4O7,COc1cc(OC)c(NC(=O)C2=Cc3ccccc3C(=N/Nc4cc(ccc4OC)[N+]([O-])=O)/C2=O)cc1Cl,0.839622325
674.4121094,9.397483333,100,100,100,100,1068248,341393.3438,1018708.313,1509197,100,100,C31H58Cl2N8O,CC1(C)CC(CC(C)(C)N1)NCCCCCCNC2CC(C)(C)NC(C)(C)C2.Clc3nc(Cl)nc(n3)N4CCOCC4,0.786673608
543.3843994,7.875933333,35619059.5,3462365,4167068,11269510.5,100,100,100,100,100,100,C37H52O3,CC(CC(c1cc(c(O)cc1C)C(C)(C)C)c2cc(c(O)cc2C)C(C)(C)C)c3cc(c(O)cc3C)C(C)(C)C,0.769764514
503.1530355,5.4532,605523.0186,630135.3311,411539.1748,759290.3936,100,100,100,100,100,100,C21H23BrN6O8,CCOC(=O)CC(C)Nc1cc(NC(C)=O)c(cc1OC)N=Nc2c(Br)cc(cc2[N+]([O-])=O)[N+]([O-])=O,0.767453348
586.3467611,7.1007,34564477.5,30359801.5,12924237.5,50162697.5,100,100,100,100,24806185.5,5792889,C34H52O9,CCCCOC(=O)C=C.CCCCC(CC)COC(=O)C=C.OCCOC(=O)C=C.OC(=O)C=C.C=Cc1ccccc1,0.748309012
673.6082357,11.04853333,5795290.676,9554172.676,3591236.176,4685450.676,100,100,100,100,100,100,C42H78BN3O3,C1CCC(CC1)N(CCOB(OCCN(C2CCCCC2)C3CCCCC3)OCCN(C4CCCCC4)C5CCCCC5)C6CCCCC6,0.60079011
672.6052043,11.07743333,11980880.99,20936935.99,7760094.988,10853520.99,100,100,100,100,100,100,C42H78BN3O3,C1CCC(CC1)N(CCOB(OCCN(C2CCCCC2)C3CCCCC3)OCCN(C4CCCCC4)C5CCCCC5)C6CCCCC6,0.585848385
673.6082153,11.04853333,1298901.676,2302379.676,857615.1133,1271950.801,100,100,100,100,100,100,C42H78BN3O3,C1CCC(CC1)N(CCOB(OCCN(C2CCCCC2)C3CCCCC3)OCCN(C4CCCCC4)C5CCCCC5)C6CCCCC6,0.580467715
674.611145,11.04853333,1339720,2343198,898433.4375,1232574.75,100,100,100,100,100,100,C42H78BN3O3,C1CCC(CC1)N(CCOB(OCCN(C2CCCCC2)C3CCCCC3)OCCN(C4CCCCC4)C5CCCCC5)C6CCCCC6,0.577577048
597.4524536,9.73905,463091.3262,662675.0137,353062.9199,420874.7637,1529158.014,1760376.139,1702543.264,1682258.514,100,323024,C34H61NO7,CCCCCCCCCCCCCCCCCCCN(C(C(=O)OCC(C)C)C(=O)OCC(C)C)C(=O)\C=C/C(O)=O,0.55851463
577.4838867,9.433083333,58317150.7,64711962.7,58380546.7,50423110.7,100,100,100,100,100,953189.25,C36H68O6,CCCCCCCCCC(=O)OCC(CC)(COC(=O)CCCCCCCCC)COC(=O)CCCCCCCCC,0.557421312
648.6057739,11.62621667,32269067.22,39333271.22,14591213.22,23015759.22,100,100,229507.5938,100,100,100,C42H80O4,CCCCCCCCCCCCCCCCCCOC(=O)C(C)=C.CCCCCCCCCCCCCCCCOC(=O)C(C)=C,0.519879177
648.6057739,11.62621667,73667151.22,86507503.22,33229915.22,51233099.22,100,100,100,100,100,100,C42H80O4,CCCCCCCCCCCCCCCCCCOC(=O)C(C)=C.CCCCCCCCCCCCCCCCOC(=O)C(C)=C,0.519776681
545.2752075,6.426,814723.1523,1029420.777,724018.7148,636771.1523,100,100,100,100,942697.5273,621946.8125,C30H44O10,CC(C)(CO)CO.CC(C)(c1ccc(OCCCO)cc1)c2ccc(OCCCO)cc2.OC(=O)\C=C\C(O)=O,0.483409685
543.3845215,7.875933333,89786783.5,9283403.5,11624244.5,27348055.5,100,100,100,100,100,100,C37H52O3,CC(CC(c1cc(c(O)cc1C)C(C)(C)C)c2cc(c(O)cc2C)C(C)(C)C)c3cc(c(O)cc3C)C(C)(C)C,0.48138694
617.2890422,7.416933333,1134088.5,457095.875,1622708,1000553.25,100,100,100,100,2470384.5,74589272,C35H49ClO5S,CCCCCCCCCc1ccccc1.CC(C)(c2ccc(O)cc2)c3ccc(O)cc3.OC(=O)CS.ClCC4CO4,0.475970434
549.4283854,9.006933333,593300.9141,100,100,788506.7891,100,100,100,100,100,100,C30H60O8,CCCCCCCC\C=C/CCCCCCCC(O)=O.CCCCCCC(O)=O.OCC(CO)(CO)CO,0.473955291
547.1052246,7.505533333,629914.875,528069.5625,539858.125,1208271.75,100,100,100,100,142224.6563,99555.4375,C31H18N2O8,OC(=O)c1ccc2C(=O)N(C(=O)c2c1)c3ccc(Cc4ccc(cc4)N5C(=O)c6ccc(cc6C5=O)C(O)=O)cc3,0.470204446
547.1052246,7.505533333,562025.25,184731.3125,539858.125,1208271.75,100,100,100,100,100,99555.4375,C31H18N2O8,OC(=O)c1ccc2C(=O)N(C(=O)c2c1)c3ccc(Cc4ccc(cc4)N5C(=O)c6ccc(cc6C5=O)C(O)=O)cc3,0.470204446
570.1822917,11.3435,669818.2393,607272.4893,701003.3018,843762.8018,100,100,100,100,100,100,C29H25BrN6O6,COc1cc(N=Nc2c(Br)cc(cc2[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)cc1N(Cc3ccccc3)Cc4ccccc4,0.46301474
673.4654134,8.2373,192093.375,124743.3516,100,104753.3516,540062.5625,792911.125,692983.625,443029.5938,100,100,C33H68O13,CCCCCCCCCC(O)=O.CCCCCCCC(O)=O.CCCCC(O)=O.OCC(CO)(CO)COCC(CO)(CO)CO,0.463002849
669.5072428,10.09583333,549768.375,674001.625,409450.375,554110.875,100,100,100,100,100,100,C35H72O11,CCCCCCCCCCCCCCCCCC(O)=O.CCCCCCC(O)=O.OCC(CO)(CO)COCC(CO)(CO)CO,0.454706821
617.2893066,7.416933333,187145.875,100,242445.125,133495.3125,100,100,100,100,770240.75,27858230,C35H49ClO5S,CCCCCCCCCc1ccccc1.CC(C)(c2ccc(O)cc2)c3ccc(O)cc3.OC(=O)CS.ClCC4CO4,0.452048478
569.1790365,11.40113333,1240961.643,1318874.768,839840.0801,1480876.643,100,100,100,100,100,100,C29H25BrN6O6,COc1cc(N=Nc2c(Br)cc(cc2[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)cc1N(Cc3ccccc3)Cc4ccccc4,0.444148311
569.1790365,11.40113333,1515572.393,1318874.768,1714898.143,2060605.518,100,100,100,100,100,100,C29H25BrN6O6,COc1cc(N=Nc2c(Br)cc(cc2[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)cc1N(Cc3ccccc3)Cc4ccccc4,0.444148311
617.2890422,7.416933333,1134088.5,457095.875,1622708,1000553.25,100,100,100,100,2470384.5,74589272,C35H49ClO5S,CCCCCCCCCc1ccccc1.CC(C)(c2ccc(O)cc2)c3ccc(O)cc3.OC(=O)CS.ClCC4CO4,0.441824093
586.3467611,7.106566667,90932033.5,30359801.5,29145077.5,50162697.5,100,100,100,100,123322233.5,127628504,C34H52O9,CCCCOC(=O)C=C.CCCCC(CC)COC(=O)C=C.OCCOC(=O)C=C.OC(=O)C=C.C=Cc1ccccc1,0.415215503
577.4833781,9.396816667,1759101.203,2261974.953,58380546.7,50423110.7,898992.0781,469553.3281,1025423.328,768363.0781,100,200753.3438,C36H68O6,CCCCCCCCCC(=O)OCC(CC)(COC(=O)CCCCCCCCC)COC(=O)CCCCCCCCC,0.414554643
630.4870605,9.681033333,100,100,100,100,450303.4229,397328.7666,1020916.735,315836.5166,100,172450.9063,C39H66O6,CCCCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCCCC)c(c1)C(=O)OCCCCCCCCCC,0.408616718
630.4870605,9.681033333,100,100,100,100,450303.4229,397328.7666,1020916.735,315836.5166,100,172450.9063,C39H66O6,CC(C)CCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC(C)C)c(c1)C(=O)OCCCCCCCC(C)C,0.408616718
526.0795085,7.361316667,245840.5156,165206.2813,227392.5156,281273.4688,100,100,100,100,100,100,C18H27N3O9S3,SCCC(=O)OCCN1C(=O)N(CCOC(=O)CCS)C(=O)N(CCOC(=O)CCS)C1=O,0.398950628
587.4340617,9.542183333,100,100,100,100,312198.25,283817.5,129593.5469,385055.7188,100,100,C34H56N2O3,CCCCCCCC\C=C/CCCCCCCC(O)=O.CNc1ccccc1.CN(C)c2ccccc2.C=O,0.396533859
630.4869385,9.681033333,100,100,100,100,100,100,197300.9229,100,100,100,C39H66O6,CCCCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCCCC)c(c1)C(=O)OCCCCCCCCCC,0.384762776
630.4869385,9.681033333,100,100,100,100,100,100,197300.9229,100,100,100,C39H66O6,CC(C)CCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC(C)C)c(c1)C(=O)OCCCCCCCC(C)C,0.384762776
673.4086507,9.426433333,100,100,100,100,2528971.75,2524227.25,2500900.5,3884140,100,100,C31H58Cl2N8O,CC1(C)CC(CC(C)(C)N1)NCCCCCCNC2CC(C)(C)NC(C)(C)C2.Clc3nc(Cl)nc(n3)N4CCOCC4,0.359237607
585.3430786,7.106566667,242904326,81700350,80416670,135390166,100,100,100,100,333289382,337594208,C34H52O9,CCCCOC(=O)C=C.CCCCC(CC)COC(=O)C=C.OCCOC(=O)C=C.OC(=O)C=C.C=Cc1ccccc1,0.304156169
586.3470459,7.106566667,11064929.5,100,100,2228666.5,100,100,100,100,18510595.5,27554082,C34H52O9,CCCCOC(=O)C=C.CCCCC(CC)COC(=O)C=C.OCCOC(=O)C=C.OC(=O)C=C.C=Cc1ccccc1,0.304103126
674.4121094,9.397483333,100,100,100,100,1068248,1134292.875,1018708.313,1509197,100,100,C31H58Cl2N8O,CC1(C)CC(CC(C)(C)N1)NCCCCCCNC2CC(C)(C)NC(C)(C)C2.Clc3nc(Cl)nc(n3)N4CCOCC4,0.286673608
616.2904867,9.318216667,1564919.771,1255983.146,810828.5205,839861.7705,100,100,100,100,100,100,C32H48ClN5O4S,CCCCCCCCNCCCCCCCC.CC1=NN(C(=O)C1N=Nc2ccccc2)c3cc(ccc3Cl)[S](O)(=O)=O,0.268594524
616.2904867,9.318216667,1564919.771,1255983.146,810828.5205,839861.7705,100,100,100,100,100,100,C32H48ClN5O4S,CCCCC(CC)CNCC(CC)CCCC.CC1=NN(C(=O)C1N=Nc2ccccc2)c3cc(ccc3Cl)[S](O)(=O)=O,0.268594524
616.6147664,9.449716667,100,100,100,100,100,100,1122392.875,100,100,100,C40H81N3O2,CCCCCCCCCCCCCCCCCC(=O)NCCNCCNC(=O)CCCCCCCCCCCCCCCCC,0.256401157
616.6147664,9.449716667,100,100,100,100,100,100,1122392.875,100,100,100,C40H81N3O2,CCCCCCCCCCCCCCCCCC(=O)NCCNCCNC(=O)CCCCCCCCCCCCCCCCC,0.256401157
616.6147664,9.449716667,100,100,100,100,100,100,1122392.875,100,100,100,C40H81N3O2,CCCCCCCCCCCCCCCCCC(=O)NCCN(CCN)C(=O)CCCCCCCCCCCCCCCCC,0.256401157
546.2786458,6.402133333,347356.8916,291160.2666,188622.6729,221304.0791,100,100,100,100,323476.2666,233551.5156,C30H44O10,CC(C)(CO)CO.CC(C)(c1ccc(OCCCO)cc1)c2ccc(OCCCO)cc2.OC(=O)\C=C\C(O)=O,0.250729113
582.5464884,11.53468333,100,100,100,100,3109213,3147987,3121712.25,4098780,100,1035674.188,C35H71NO2,CCCCCCCCCCCCCCCCCC(O)=O.CCCCCCCCCCCCN1CCCCC1,0.250624246
596.5618083,8.7005,100,100,100,100,217738.7344,210334.5625,662786.0625,149793.6563,100,109535.4297,C37H75NO4,CCCCCCCCCCCCCCCCOCC(O)CN(CCO)C(=O)CCCCCCCCCCCCCCC,0.245342934
621.4312134,11.44241667,100,100,100,100,332017.125,416243.7813,364392.8125,356817.625,100,100,C43H58O3,C[C@@H](C[C@H](c1cc(C2CCCCC2)c(O)cc1C)c3cc(C4CCCCC4)c(O)cc3C)c5cc(C6CCCCC6)c(O)cc5C,0.196098701
583.5497843,11.53468333,100,100,100,100,1213943.625,1263120.5,1347387.25,1568333,100,458244.5,C35H71NO2,CCCCCCCCCCCCCCCCCC(O)=O.CCCCCCCCCCCCN1CCCCC1,0.16244654
674.6213379,11.82833333,17718924.77,20265580.77,15410704.77,18935126.77,100,100,100,100,100,100,C44H82O4,CCCCCCCC/C=C/CCCCCCCCC(=O)OC(C)(C)C(OC(=O)CCCCCCC\C=C/CCCCCCCC)C(C)C,0.15066444
542.4435628,9.449716667,100,100,100,100,217076.2188,129458.3438,511180.625,291120.8125,100,100,C37H55N3,CCCN(CCC)c1ccc(cc1)C(c2ccc(cc2)N(CCC)CCC)c3ccc(cc3)N(CCC)CCC,0.02001658
563.5046794,8.626383333,104956403.3,154707139.3,113192963.3,133830547.3,29301399.25,20964483.25,13907717.25,16746949.25,9061437.25,16961618,C36H68O4,CCCCCCCCC(CCCCCCCCC(O)=O)C(CCCCCCCC(O)=O)CC\C=C/CCCCC,0.019855958
511.4727681,8.4992,46043648,40280964,48655308,62083152,139788400,142761904,326684768,177867248,29771464,75098336,C31H62O2,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCC,0.019806875
511.4727681,8.4992,46043648,40280964,48655308,62083152,139788400,142761904,326684768,177867248,29771464,75098336,C31H62O2,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCC(C)C,0.019806875
511.4727681,8.4992,46043648,40280964,48655308,62083152,139788400,142761904,326684768,177867248,29771464,75098336,C31H62O2,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCC,0.019806875
511.4727681,8.4992,46043648,40280964,48655308,62083152,139788400,142761904,326684768,177867248,29771464,75098336,C31H62O2,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCC,0.019806875
511.4727681,8.4992,46043648,40280964,48655308,62083152,139788400,142761904,326684768,177867248,29771464,75098336,C31H62O2,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCC(C)C,0.019806875
511.4727681,8.4992,46043648,40280964,48655308,62083152,139788400,142761904,326684768,177867248,29771464,75098336,C31H62O2,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCC,0.019806875
511.4728394,8.4992,13469066,10626992,14676474,18747250,45794868,49300052,110543656,58518476,7768838,25540706,C31H62O2,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCC,0.0197608
511.4728394,8.4992,13469066,10626992,14676474,18747250,45794868,49300052,110543656,58518476,7768838,25540706,C31H62O2,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCC(C)C,0.0197608
511.4728394,8.4992,13469066,10626992,14676474,18747250,45794868,49300052,110543656,58518476,7768838,25540706,C31H62O2,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCC,0.0197608
539.504069,8.84255,1645899.852,1199015.977,2014689.852,1717563.227,20963806.1,16901030.1,1988865.852,8854952.102,100,587548.625,C33H66O2,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCCC,0.019627312
679.6605225,10.74891667,100,100,100,100,20140661.36,11117859.36,11019574.36,8727715.359,100,1264024.125,C43H86O2,CCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCCC,0.019367097
679.6606649,10.74891667,352255.6094,100,100,100,41745821.36,22643837.36,22936339.36,18470967.36,100,2236606.5,C43H86O2,CCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCCC,0.019251725
