mz,rt,X100_300_Neg_jgu1.mzXML,X100_300_Neg_jgu2.mzXML,X100_300_Neg_jgw1.mzXML,X100_300_Neg_jgw2.mzXML,X100_300_Neg_nju1.mzXML,X100_300_Neg_nju2.mzXML,X100_300_Neg_njw1.mzXML,X100_300_Neg_njw2.mzXML,X100_300_Neg_oju2.mzXML,X100_300_Neg_ojw1.mzXML,formula.pred,SMILES,allscore,
297.2436625,7.3249,243032953.3,223480665.3,233450601.3,202734345.3,75670097.25,70153425.25,44711553.25,37524409.25,187697225.3,156889840,C18H34O3,CCCCCC[C@@H](O)C\C=C/CCCCCCCC(O)=O,2.41989573,
297.2436625,7.3249,243032953.3,223480665.3,233450601.3,202734345.3,75670097.25,70153425.25,44711553.25,37524409.25,187697225.3,156889840,C18H34O3,CCCCCC[C@H](O)C/C=C/CCCCCCCC(O)=O,2.41989573,
163.040095,5.404483333,100,100,100,100,100,100,100,100,16575972.69,3530310.75,C9H8O3,OC(=O)/C=C/c1ccccc1O,2.41988492,
163.040095,5.404483333,100,100,100,100,100,100,100,100,16575972.69,3530310.75,C9H8O3,OC(=O)C(=O)Cc1ccccc1,2.41988492,
163.040095,5.404483333,100,100,100,100,100,100,100,100,16575972.69,3530310.75,C9H8O3,OC(=O)/C=C/c1ccc(O)cc1,2.41988492,
195.0662587,3.700033333,15387431.57,18220027.57,11935094.57,15474082.57,100,100,100,100,8994930.574,1834337.75,C10H12O4,COc1ccc(CC(O)=O)cc1OC,2.419839499,
195.0662587,3.700033333,15387431.57,18220027.57,11935094.57,15474082.57,100,100,100,100,8994930.574,1834337.75,C10H12O4,CCCC(=O)c1cc(O)c(O)cc1O,2.419839499,
195.0662587,3.700033333,15387431.57,18220027.57,11935094.57,15474082.57,100,100,100,100,8994930.574,1834337.75,C10H12O4,COc1ccc(OC)c(CC(O)=O)c1,2.419839499,
195.0662587,3.700033333,15387431.57,18220027.57,11935094.57,15474082.57,100,100,100,100,8994930.574,1834337.75,C10H12O4,OCCOC(=O)COc1ccccc1,2.419839499,
195.0662587,3.700033333,15387431.57,18220027.57,11935094.57,15474082.57,100,100,100,100,8994930.574,1834337.75,C10H12O4,COC(=O)C1C2CC(C=C2)C1C(O)=O,2.419839499,
195.0662587,3.700033333,15387431.57,18220027.57,11935094.57,15474082.57,100,100,100,100,8994930.574,1834337.75,C10H12O4,CCOC(=O)Cc1ccc(O)cc1O,2.419839499,
195.0662587,3.700033333,15387431.57,18220027.57,11935094.57,15474082.57,100,100,100,100,8994930.574,1834337.75,C10H12O4,CC(=O)OCCOc1cccc(O)c1,2.419839499,
195.0662587,3.700033333,15387431.57,18220027.57,11935094.57,15474082.57,100,100,100,100,8994930.574,1834337.75,C10H12O4,CCOC(=O)C(O)c1ccc(O)cc1,2.419839499,
155.026947,5.691083333,925516.1758,151573.2852,727309.7383,736154.6133,207629.0196,208173.2071,782243.5508,620413.0508,2750316.676,1806010.125,C8H9ClO,CC(O)c1ccc(Cl)cc1,2.419354135,
155.026947,5.691083333,925516.1758,151573.2852,727309.7383,736154.6133,207629.0196,208173.2071,782243.5508,620413.0508,2750316.676,1806010.125,C8H9ClO,Cc1cc(C)c(Cl)c(O)c1,2.419354135,
235.1340027,11.91406667,170359.0625,100,100,100,100,100,100,100,100,259266.4531,C14H20O3,CCCCCCCC(=O)c1cc(O)ccc1O,2.419245972,
166.0509491,5.022216667,869694.8672,473853.8672,960065.7422,740071.5547,144411.4922,244381.0547,100,100,514440.5547,1570652.875,C8H9NO3,OC(=O)CNc1ccc(O)cc1,2.416194434,
166.0509491,5.022216667,869694.8672,473853.8672,960065.7422,740071.5547,144411.4922,244381.0547,100,100,514440.5547,1570652.875,C8H9NO3,N[C@@H](C(O)=O)c1ccc(O)cc1,2.416194434,
166.0509491,5.022216667,869694.8672,473853.8672,960065.7422,740071.5547,144411.4922,244381.0547,100,100,514440.5547,1570652.875,C8H9NO3,N[C@H](C(O)=O)c1ccc(O)cc1,2.416194434,
185.0819244,3.1704,100,2142602.781,2731393.281,2249103.781,100,100,100,100,100,757486.3125,C9H14O4,COC(=O)C(C)=C.CC(=C)C(O)=O,2.415576743,
185.0819244,3.1704,100,2142602.781,2731393.281,2249103.781,100,100,100,100,100,757486.3125,C9H14O4,CCOC(=O)C=C.CC(=C)C(O)=O,2.415576743,
185.0819244,3.1704,100,2142602.781,2731393.281,2249103.781,100,100,100,100,100,757486.3125,C9H14O4,CCCCOC(=O)CC(=C)C(O)=O,2.415576743,
185.0819244,3.1704,100,2142602.781,2731393.281,2249103.781,100,100,100,100,100,757486.3125,C9H14O4,COC(=O)C=C.OC(=O)C=C.C=C,2.415576743,
187.051295,3.79125,100,100,100,100,100,100,100,100,109024.6846,97723.82031,C10H8N2O2,Nc1cccc2c1cccc2[N+]([O-])=O,2.019895891,
187.051295,3.79125,100,100,100,100,224387.0284,252969.0596,328628.0596,324751.9346,921038.6221,397355,C10H8N2O2,Nc1cccc2c1cccc2[N+]([O-])=O,2.019895891,
203.1289266,4.391016667,362703.043,346414.8867,1476097.074,1253161.449,455150.1992,488977.5117,319052.5742,567898.1992,2577969.074,9000612,C10H20O4,CC(C)(CO)COC(=O)C(C)(C)CO,2.019894944,
203.1289266,4.391016667,362703.043,346414.8867,1476097.074,1253161.449,455150.1992,488977.5117,319052.5742,567898.1992,2577969.074,9000612,C10H20O4,CC(O)CC(C)(C)O.CC(=O)OC=C,2.019894944,
203.1289266,4.391016667,362703.043,346414.8867,1476097.074,1253161.449,455150.1992,488977.5117,319052.5742,567898.1992,2577969.074,9000612,C10H20O4,CCCCOC(O)C(=O)OCCCC,2.019894944,
233.1548055,6.606266667,100,100,100,100,100,100,100,100,550998.375,1268519.375,C15H22O2,CCCCCCCCc1ccc(cc1)C(O)=O,2.019892613,
233.1548055,6.606266667,100,100,100,100,100,100,100,100,550998.375,1268519.375,C15H22O2,CCCCCCCCOc1ccc(C=O)cc1,2.019892613,
163.040095,5.404483333,100,100,100,100,100,100,100,100,16575972.69,3530310.75,C9H8O3,COc1ccc(cc1)C(=O)C=O,2.01988492,
163.040095,5.404483333,100,100,100,100,100,100,100,100,16575972.69,3530310.75,C9H8O3,CC(=O)Oc1ccc(C=O)cc1,2.01988492,
163.040095,5.404483333,100,100,100,100,100,100,100,100,16575972.69,3530310.75,C9H8O3,COC(=O)c1ccc(C=O)cc1,2.01988492,
163.040095,5.404483333,100,100,100,100,100,100,100,100,16575972.69,3530310.75,C9H8O3,Oc1ccc2OC(=O)CCc2c1,2.01988492,
297.1530965,9.625716667,36392610.75,59791762.75,226593874.8,135758850.8,18070334.75,39583558.75,100,32973650.75,100,268943040,C16H26O3S,CCCCCCCCCCc1ccc(cc1)[S](O)(=O)=O,2.01984249,
195.0662587,3.700033333,15387431.57,18220027.57,11935094.57,15474082.57,100,100,100,100,8994930.574,1834337.75,C10H12O4,COc1cc(C=O)cc(OC)c1OC,2.019839499,
195.0662587,3.700033333,15387431.57,18220027.57,11935094.57,15474082.57,100,100,100,100,8994930.574,1834337.75,C10H12O4,CCOC(=O)c1ccc(O)c(OC)c1,2.019839499,
195.0662587,3.700033333,15387431.57,18220027.57,11935094.57,15474082.57,100,100,100,100,8994930.574,1834337.75,C10H12O4,COc1ccc(C=O)c(OC)c1OC,2.019839499,
195.0662587,3.700033333,15387431.57,18220027.57,11935094.57,15474082.57,100,100,100,100,8994930.574,1834337.75,C10H12O4,CCOC(=O)c1c(C)cc(O)cc1O,2.019839499,
195.0662587,3.700033333,15387431.57,18220027.57,11935094.57,15474082.57,100,100,100,100,8994930.574,1834337.75,C10H12O4,COc1cc(OC)c(C=O)cc1OC,2.019839499,
195.0662587,3.700033333,15387431.57,18220027.57,11935094.57,15474082.57,100,100,100,100,8994930.574,1834337.75,C10H12O4,COC(=O)c1c(C)cc(O)c(C)c1O,2.019839499,
275.1654256,6.800216667,531129.8032,558926.0532,676761.8657,525861.7407,100,100,100,100,2351132.491,2779244.75,C17H24O3,CC(C)C1CCC(C)CC1OC(=O)c2ccccc2O,2.01967223,
275.1654256,6.800216667,531129.8032,558926.0532,676761.8657,525861.7407,100,100,100,100,2351132.491,2779244.75,C17H24O3,CC1CC(CC(C)(C)C1)OC(=O)C(O)c2ccccc2,2.01967223,
275.1654256,6.800216667,559335.4282,646247.1782,108341.2485,446202.5532,100,100,100,112421.9751,435125.022,1106497.25,C17H24O3,CC(C)C1CCC(C)CC1OC(=O)c2ccccc2O,2.01967223,
275.1654256,6.800216667,559335.4282,646247.1782,108341.2485,446202.5532,100,100,100,112421.9751,435125.022,1106497.25,C17H24O3,CC1CC(CC(C)(C)C1)OC(=O)C(O)c2ccccc2,2.01967223,
203.0826009,1.398315,100,100,703620.9604,838310.1479,100,100,100,100,100,10988.82031,C11H12N2O2,NC(Cc1c[nH]c2ccccc12)C(O)=O,2.019524601,
203.0826009,1.398315,100,100,703620.9604,838310.1479,100,100,100,100,100,10988.82031,C11H12N2O2,N[C@H](Cc1c[nH]c2ccccc12)C(O)=O,2.019524601,
205.1233673,6.050016667,3878087.988,3819176.238,4810283.988,4780821.988,517693.6758,718745.3633,164870.0196,225103.4258,2881103.988,1066914.25,C13H18O2,CCCCCCOc1ccc(C=O)cc1,2.019412422,
205.1233673,6.050016667,3878087.988,3819176.238,4810283.988,4780821.988,517693.6758,718745.3633,164870.0196,225103.4258,2881103.988,1066914.25,C13H18O2,CCCCCCc1ccc(cc1)C(O)=O,2.019412422,
205.1233673,6.050016667,3878087.988,3819176.238,4810283.988,4780821.988,517693.6758,718745.3633,164870.0196,225103.4258,2881103.988,1066914.25,C13H18O2,CCCc1ccc(cc1)C(=O)C(C)(C)O,2.019412422,
205.1233673,6.050016667,3878087.988,3819176.238,4810283.988,4780821.988,517693.6758,718745.3633,164870.0196,225103.4258,2881103.988,1066914.25,C13H18O2,CCCCC=O.O=CCc1ccccc1,2.019412422,
205.1233673,6.050016667,3878087.988,3819176.238,4810283.988,4780821.988,517693.6758,718745.3633,164870.0196,225103.4258,2881103.988,1066914.25,C13H18O2,CC(C)c1ccc(cc1)C(=O)C(C)(C)O,2.019412422,
235.1340027,11.91406667,170359.0625,100,100,100,100,100,100,100,100,259266.4531,C14H20O3,CCCCCCCOC(=O)c1ccc(O)cc1,2.019245972,
205.9417674,5.950583333,7353270.638,10890343.64,8905309.638,8986234.638,885609.0127,1226081.013,215832.919,304819.4502,100,65041.09375,C6H3Cl2NO3,Oc1c(Cl)cc(cc1Cl)[N+]([O-])=O,2.018724039,
154.9906006,3.996016667,100,100,100,100,3391448.732,4806410.482,520824.9824,492439.6699,100,192355.4531,C7H5ClO2,Oc1ccc(Cl)cc1C=O,2.016747267,
154.9906006,3.996016667,100,100,100,100,3391448.732,4806410.482,520824.9824,492439.6699,100,192355.4531,C7H5ClO2,OC(=O)c1ccccc1Cl,2.016747267,
154.9906006,3.996016667,100,100,100,100,3391448.732,4806410.482,520824.9824,492439.6699,100,192355.4531,C7H5ClO2,OC(=O)c1cccc(Cl)c1,2.016747267,
166.0509491,5.022216667,869694.8672,473853.8672,960065.7422,740071.5547,144411.4922,244381.0547,100,100,514440.5547,1570652.875,C8H9NO3,COC(=O)c1ccc(O)c(N)c1,2.016194434,
166.0509491,5.022216667,869694.8672,473853.8672,960065.7422,740071.5547,144411.4922,244381.0547,100,100,514440.5547,1570652.875,C8H9NO3,OCCc1cccc(c1)[N+]([O-])=O,2.016194434,
166.0509491,5.022216667,869694.8672,473853.8672,960065.7422,740071.5547,144411.4922,244381.0547,100,100,514440.5547,1570652.875,C8H9NO3,OCCc1ccccc1[N+]([O-])=O,2.016194434,
162.9537354,5.86445,100,100,100,100,139472.8135,171159.8135,100,100,100,63142.55859,C6H4Cl2O,Oc1cccc(Cl)c1Cl,2.015533396,
162.9537354,5.86445,100,100,100,100,139472.8135,171159.8135,100,100,100,63142.55859,C6H4Cl2O,Oc1ccc(Cl)c(Cl)c1,2.015533396,
162.9537354,5.86445,100,100,100,100,139472.8135,171159.8135,100,100,100,63142.55859,C6H4Cl2O,Oc1ccc(Cl)cc1Cl,2.015533396,
162.9537354,5.86445,100,100,100,100,139472.8135,171159.8135,100,100,100,63142.55859,C6H4Cl2O,Oc1cc(Cl)cc(Cl)c1,2.015533396,
162.9537354,5.86445,100,100,100,100,139472.8135,171159.8135,100,100,100,63142.55859,C6H4Cl2O,Oc1cccc(Cl)c1Cl,2.015533396,
157.0239563,5.691083333,314548.625,138235.0313,286052.6563,319239.75,100,100,191777.1563,238740.6406,925334.1875,580247.9375,C8H9ClO,CC(O)c1ccc(Cl)cc1,2.014456566,
157.0239563,5.691083333,314548.625,138235.0313,286052.6563,319239.75,100,100,191777.1563,238740.6406,925334.1875,580247.9375,C8H9ClO,Cc1cc(C)c(Cl)c(O)c1,2.014456566,
234.1944834,7.494033333,268992.7813,147380.4688,100,186531.7188,100,100,313381.9688,253106.1875,253123.5469,275895.6875,C16H26O,CCC(C)(C)c1ccc(O)c(c1)C(C)(C)CC,2.014124369,
234.1944834,7.494033333,268992.7813,147380.4688,100,186531.7188,100,100,313381.9688,253106.1875,253123.5469,275895.6875,C16H26O,CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,2.014124369,
234.1944834,7.494033333,268992.7813,147380.4688,100,186531.7188,100,100,313381.9688,253106.1875,253123.5469,275895.6875,C16H26O,Cc1cc(C)c(O)c(c1)C(C)(C)CC(C)(C)C,2.014124369,
234.1944834,7.494033333,268992.7813,147380.4688,100,186531.7188,100,100,313381.9688,253106.1875,253123.5469,275895.6875,C16H26O,CCc1cc(O)c(cc1C(C)(C)C)C(C)(C)C,2.014124369,
234.1944834,7.494033333,268992.7813,147380.4688,100,186531.7188,100,100,313381.9688,253106.1875,253123.5469,275895.6875,C16H26O,CCCCCCCCCCc1ccccc1O,2.014124369,
234.1944834,7.494033333,268992.7813,147380.4688,100,186531.7188,100,100,313381.9688,253106.1875,253123.5469,275895.6875,C16H26O,CC(C)CCCCCCc1cc(C)ccc1O,2.014124369,
234.1944834,7.494033333,268992.7813,147380.4688,100,186531.7188,100,100,313381.9688,253106.1875,253123.5469,275895.6875,C16H26O,CC1(C)C2CC(C3CCCC(O)C3)C(C2)C1=C,2.014124369,
234.1944834,7.494033333,268992.7813,147380.4688,100,186531.7188,100,100,313381.9688,253106.1875,253123.5469,275895.6875,C16H26O,Cc1cc(c(C)c(c1O)C(C)(C)C)C(C)(C)C,2.014124369,
234.1944834,7.494033333,268992.7813,147380.4688,100,186531.7188,100,100,313381.9688,253106.1875,253123.5469,275895.6875,C16H26O,Cc1c(C)c(cc(c1O)C(C)(C)C)C(C)(C)C,2.014124369,
234.1944834,7.494033333,268992.7813,147380.4688,100,186531.7188,100,100,313381.9688,253106.1875,253123.5469,275895.6875,C16H26O,C[C@@H]1CCC(=C/CC\C=C(\CC[C@@H]1C)C=O)/C,2.014124369,
234.1944834,7.494033333,268992.7813,147380.4688,100,186531.7188,100,100,313381.9688,253106.1875,253123.5469,275895.6875,C16H26O,CC1=C[C@H](O)C[C@H](C[C@@H]2CC=C(C)C2(C)C)C1,2.014124369,
234.1944834,7.494033333,268992.7813,147380.4688,100,186531.7188,100,100,313381.9688,253106.1875,253123.5469,275895.6875,C16H26O,CC[C@@H](C)Cc1ccc(O)c(C[C@H](C)CC)c1,2.014124369,
207.0663656,3.8491,1322747.049,1204225.049,1005604.799,1511301.299,100,100,100,100,100,54058.45703,C11H12O4,CCCOC(=O)Oc1ccc(C=O)cc1,2.012893691,
207.0663656,3.8491,1322747.049,1204225.049,1005604.799,1511301.299,100,100,100,100,100,54058.45703,C11H12O4,CC(C)OC(=O)c1ccccc1C(O)=O,2.012893691,
207.0663656,3.8491,1322747.049,1204225.049,1005604.799,1511301.299,100,100,100,100,100,54058.45703,C11H12O4,CCOC(=O)C1OC1c2ccccc2O,2.012893691,
207.0663656,3.8491,1322747.049,1204225.049,1005604.799,1511301.299,100,100,100,100,100,54058.45703,C11H12O4,CCOc1cc(C=O)ccc1OC(C)=O,2.012893691,
205.9595184,6.322183333,606466.0532,566552.8032,543506.3657,629158.2407,2870621.928,3568359.678,100,100,100,18064.70898,C7H5Cl2NO2,Nc1cc(Cl)cc(C(O)=O)c1Cl,2.011756568,
254.1187032,4.944766667,100,100,100,100,100,100,100,100,119648.251,55427.42969,C16H17NO2,CN(C)c1ccc(cc1)C(=O)C(O)c2ccccc2,2.004979044,
254.1187032,4.944766667,100,100,100,100,100,100,100,100,119648.251,55427.42969,C16H17NO2,Oc1c(ccc2ccccc12)C(=O)N3CCCCC3,2.004979044,
194.0458832,3.157183333,16000769.12,17955000.12,17582902.12,17905280.12,364606.5899,373019.6211,475435.5586,503695.2461,592880.3711,7587557.5,C9H9NO4,OC(=O)CNc1ccccc1C(O)=O,1.949294523,
195.0662537,3.706666667,411722.3242,215871.0117,275941.1055,453813.8242,100,100,100,100,100,42857.49609,C10H12O4,COc1ccc(CC(O)=O)cc1OC,1.919887551,
195.0662537,3.706666667,411722.3242,215871.0117,275941.1055,453813.8242,100,100,100,100,100,42857.49609,C10H12O4,CCCC(=O)c1cc(O)c(O)cc1O,1.919887551,
195.0662537,3.706666667,411722.3242,215871.0117,275941.1055,453813.8242,100,100,100,100,100,42857.49609,C10H12O4,COc1ccc(OC)c(CC(O)=O)c1,1.919887551,
195.0662537,3.706666667,411722.3242,215871.0117,275941.1055,453813.8242,100,100,100,100,100,42857.49609,C10H12O4,OCCOC(=O)COc1ccccc1,1.919887551,
195.0662537,3.706666667,411722.3242,215871.0117,275941.1055,453813.8242,100,100,100,100,100,42857.49609,C10H12O4,COC(=O)C1C2CC(C=C2)C1C(O)=O,1.919887551,
195.0662537,3.706666667,411722.3242,215871.0117,275941.1055,453813.8242,100,100,100,100,100,42857.49609,C10H12O4,CCOC(=O)Cc1ccc(O)cc1O,1.919887551,
195.0662537,3.706666667,411722.3242,215871.0117,275941.1055,453813.8242,100,100,100,100,100,42857.49609,C10H12O4,CC(=O)OCCOc1cccc(O)c1,1.919887551,
195.0662537,3.706666667,411722.3242,215871.0117,275941.1055,453813.8242,100,100,100,100,100,42857.49609,C10H12O4,CCOC(=O)C(O)c1ccc(O)cc1,1.919887551,
194.0458832,3.157183333,100,17955000.12,17582902.12,100,100,100,100,100,100,849705.4375,C9H9NO4,OC(=O)CNc1ccccc1C(O)=O,1.919882759,
194.0459137,3.163883333,1442574.621,1653231.496,1514447.371,1770812.246,100,100,100,100,100,726030.1875,C9H9NO4,OC(=O)CNc1ccccc1C(O)=O,1.919873652,
243.1964874,8.52725,2304793.5,100,2101187,2432589.5,744412,787892.25,100,100,100,300897.3125,C14H28O3,CCCCCCCCCCCC(=O)OCCO,1.91983333,
243.1964874,8.52725,2304793.5,100,2101187,2432589.5,744412,787892.25,100,100,100,300897.3125,C14H28O3,CCCCCCCCCCCC(=O)OCCO,1.91983333,
265.1639099,7.3484,100,100,100,100,100,100,100,100,2904258.321,2193799.75,C15H23NO3,CC(C)(N)CO.OC(=O)C=C.C=Cc1ccccc1,1.918859152,
265.1639099,7.3484,100,100,100,100,100,100,100,100,2904258.321,2193799.75,C15H23NO3,CN(C)CCO.OC(=O)C=C.C=Cc1ccccc1,1.918859152,
205.941803,5.950583333,411721.8252,722145.0752,598421.1377,594230.3877,100,100,100,100,100,100,C6H3Cl2NO3,Oc1c(Cl)cc(cc1Cl)[N+]([O-])=O,1.812210871,
166.0590057,3.678166667,1131295.223,1235678.598,1220095.598,1580735.473,100,100,100,100,100,23127.34961,C9H10O3,COc1ccc(CC(O)=O)cc1,1.749070175,
166.0590057,3.678166667,1131295.223,1235678.598,1220095.598,1580735.473,100,100,100,100,100,23127.34961,C9H10O3,COc1ccccc1CC(O)=O,1.749070175,
166.0590057,3.678166667,1131295.223,1235678.598,1220095.598,1580735.473,100,100,100,100,100,23127.34961,C9H10O3,COc1cc(ccc1O)C(C)=O,1.749070175,
166.0590057,3.678166667,1131295.223,1235678.598,1220095.598,1580735.473,100,100,100,100,100,23127.34961,C9H10O3,OCC(C(O)=O)c1ccccc1,1.749070175,
166.0590057,3.678166667,1131295.223,1235678.598,1220095.598,1580735.473,100,100,100,100,100,23127.34961,C9H10O3,OC(Cc1ccccc1)C(O)=O,1.749070175,
166.0590057,3.678166667,1131295.223,1235678.598,1220095.598,1580735.473,100,100,100,100,100,23127.34961,C9H10O3,COC(=O)C(O)c1ccccc1,1.749070175,
166.0590057,3.678166667,1131295.223,1235678.598,1220095.598,1580735.473,100,100,100,100,100,23127.34961,C9H10O3,COC(C(O)=O)c1ccccc1,1.749070175,
166.0590057,3.678166667,1131295.223,1235678.598,1220095.598,1580735.473,100,100,100,100,100,23127.34961,C9H10O3,COc1ccc(OCC=O)cc1,1.749070175,
203.9624837,6.322183333,100,100,100,100,4628786.543,5646821.043,100,145162.5899,100,100,C7H5Cl2NO2,Nc1cc(Cl)cc(C(O)=O)c1Cl,1.745130147,
275.1654256,6.800216667,559335.4282,646247.1782,312546.2095,446202.5532,100,100,100,112421.9751,435125.022,1106497.25,C17H24O3,CC(C)C1CCC(C)CC1OC(=O)c2ccccc2O,1.733957944,
275.1654256,6.800216667,559335.4282,646247.1782,312546.2095,446202.5532,100,100,100,112421.9751,435125.022,1106497.25,C17H24O3,CC1CC(CC(C)(C)C1)OC(=O)C(O)c2ccccc2,1.733957944,
261.9293213,5.13125,10789673.85,10270129.85,10574372.85,11170524.85,100,100,100,100,100,133893.7344,C6H4BrN3O4,Nc1c(Br)cc(cc1[N+]([O-])=O)[N+]([O-])=O,1.719604685,
264.1606344,7.3484,1944216.855,100,100,270754.1993,328143.9805,100,1149818.73,429026.3555,17437323.23,14312846,C15H23NO3,CC(C)(N)CO.OC(=O)C=C.C=Cc1ccccc1,1.669405899,
264.1606344,7.3484,1944216.855,100,100,270754.1993,328143.9805,100,1149818.73,429026.3555,17437323.23,14312846,C15H23NO3,CN(C)CCO.OC(=O)C=C.C=Cc1ccccc1,1.669405899,
262.9326172,5.1095,988834.1289,1149656.504,1153162.754,1097495.379,100,100,100,100,100,100,C6H4BrN3O4,Nc1c(Br)cc(cc1[N+]([O-])=O)[N+]([O-])=O,1.660899439,
177.0920817,6.135666667,16497191.45,66268315.45,172986059.5,146811083.5,263454.0781,466333.5781,100,156676.3906,1721019.703,1014207,C11H14O2,CCCCC(=O)c1ccc(O)cc1,1.619878721,
177.0920817,6.135666667,16497191.45,66268315.45,172986059.5,146811083.5,263454.0781,466333.5781,100,156676.3906,1721019.703,1014207,C11H14O2,COc1ccc(CC(C)C=O)cc1,1.619878721,
164.0716705,1.024146667,100,100,715288.9961,791718.5586,100,100,100,100,100,100,C9H11NO2,NC(Cc1ccccc1)C(O)=O,1.599213857,
164.0716705,1.024146667,100,100,715288.9961,791718.5586,100,100,100,100,100,100,C9H11NO2,N[C@H](Cc1ccccc1)C(O)=O,1.599213857,
164.0716705,1.024146667,100,100,715288.9961,791718.5586,100,100,100,100,100,100,C9H11NO2,NC(Cc1ccccc1)C(O)=O,1.599213857,
164.0716705,1.024146667,100,100,715288.9961,791718.5586,100,100,100,100,100,100,C9H11NO2,CC(=O)Nc1cc(C)ccc1O,1.599213857,
164.0716705,1.024146667,100,100,715288.9961,791718.5586,100,100,100,100,100,100,C9H11NO2,CC(=O)Nc1ccc(C)c(O)c1,1.599213857,
164.0716705,1.024146667,100,100,715288.9961,791718.5586,100,100,100,100,100,100,C9H11NO2,CC(=O)Nc1ccc(C)cc1O,1.599213857,
164.0716705,1.024146667,100,100,715288.9961,791718.5586,100,100,100,100,100,100,C9H11NO2,C\C(NO)=C/1C=CC(=CC1=O)C,1.599213857,
225.0266317,3.30695,6957863.943,8005163.443,9127438.443,9557710.443,100,100,100,100,100,100,C7H6N4O5,O[N+]([O-])=O.[O-][N+](=O)c1ccc2nc[nH]c2c1,1.585466321,
194.0458832,3.157183333,16000769.12,17955000.12,17582902.12,17905280.12,364606.5899,373019.6211,475435.5586,503695.2461,592880.3711,7587557.5,C9H9NO4,CCc1cnc(C(O)=O)c(c1)C(O)=O,1.549294523,
297.2436625,7.3249,243032953.3,223480665.3,233450601.3,202734345.3,75670097.25,70153425.25,44711553.25,37524409.25,187697225.3,156889840,C18H33BO3,C1CCC(CC1)OB(OC2CCCCC2)OC3CCCCC3,1.51989573,
195.0662537,3.706666667,411722.3242,215871.0117,275941.1055,453813.8242,100,100,100,100,100,42857.49609,C10H12O4,COc1cc(C=O)cc(OC)c1OC,1.519887551,
195.0662537,3.706666667,411722.3242,215871.0117,275941.1055,453813.8242,100,100,100,100,100,42857.49609,C10H12O4,CCOC(=O)c1ccc(O)c(OC)c1,1.519887551,
195.0662537,3.706666667,411722.3242,215871.0117,275941.1055,453813.8242,100,100,100,100,100,42857.49609,C10H12O4,COc1ccc(C=O)c(OC)c1OC,1.519887551,
195.0662537,3.706666667,411722.3242,215871.0117,275941.1055,453813.8242,100,100,100,100,100,42857.49609,C10H12O4,CCOC(=O)c1c(C)cc(O)cc1O,1.519887551,
195.0662537,3.706666667,411722.3242,215871.0117,275941.1055,453813.8242,100,100,100,100,100,42857.49609,C10H12O4,COc1cc(OC)c(C=O)cc1OC,1.519887551,
195.0662537,3.706666667,411722.3242,215871.0117,275941.1055,453813.8242,100,100,100,100,100,42857.49609,C10H12O4,COC(=O)c1c(C)cc(O)c(C)c1O,1.519887551,
194.0458832,3.157183333,100,17955000.12,17582902.12,100,100,100,100,100,100,849705.4375,C9H9NO4,CCc1cnc(C(O)=O)c(c1)C(O)=O,1.519882759,
194.0459137,3.163883333,1442574.621,1653231.496,1514447.371,1770812.246,100,100,100,100,100,726030.1875,C9H9NO4,CCc1cnc(C(O)=O)c(c1)C(O)=O,1.519873652,
265.1639099,7.3484,100,100,100,100,100,100,100,100,2904258.321,2193799.75,C15H23NO3,CC(C)(C)c1ccc(cc1)C(=O)N(CCO)CCO,1.518859152,
195.0855815,5.92015,100,100,100,100,100,100,100,100,556508.3359,271835.1875,C10H13NO3,CC(C)(C)c1ccc(O)c(c1)[N+]([O-])=O,1.518366031,
195.0855815,5.92015,100,100,100,100,100,100,100,100,556508.3359,271835.1875,C10H13NO3,CC(N)(Cc1cccc(O)c1)C(O)=O,1.518366031,
195.0855815,5.92015,100,100,100,100,100,100,100,100,556508.3359,271835.1875,C10H13NO3,C[C@]([NH3+])(Cc1ccc(O)cc1)C([O-])=O,1.518366031,
195.0855815,5.92015,100,100,100,100,100,100,100,100,556508.3359,271835.1875,C10H13NO3,[NH3+][C@@H](COCc1ccccc1)C([O-])=O,1.518366031,
195.0855815,5.92015,100,100,100,100,100,100,100,100,556508.3359,271835.1875,C10H13NO3,CC(=O)Nc1ccc(OCCO)cc1,1.518366031,
245.1007792,0.792111667,807806.4375,1505338.625,1000500.063,809045.75,100,100,100,100,100,164273.2656,C9H22Cl2N2O,[Cl-].C[N+](C)(C)CCCN.ClCC1CO1,1.51642802,
187.051295,3.79125,100,100,100,100,224387.0284,252969.0596,328628.0596,324751.9346,921038.6221,397355,C10H10N2O3,CC(=O)N1CCc2cc(ccc12)[N+]([O-])=O,1.419895891,
163.040095,5.404483333,100,100,100,100,100,100,100,100,16575972.69,3530310.75,C9H10O4,COc1ccc(C(O)=O)c(OC)c1,1.41988492,
163.040095,5.404483333,100,100,100,100,100,100,100,100,16575972.69,3530310.75,C9H10O4,COc1cc(CC(O)=O)ccc1O,1.41988492,
163.040095,5.404483333,100,100,100,100,100,100,100,100,16575972.69,3530310.75,C9H10O4,COc1ccc(cc1OC)C(O)=O,1.41988492,
163.040095,5.404483333,100,100,100,100,100,100,100,100,16575972.69,3530310.75,C9H10O4,COc1cc(OC)cc(c1)C(O)=O,1.41988492,
