"mz","rt","X500_700_Pos_jgu1.mzXML","X500_700_Pos_jgu2.mzXML","X500_700_Pos_jgw1.mzXML","X500_700_Pos_jgw2.mzXML","X500_700_Pos_nju1.mzXML","X500_700_Pos_nju2.mzXML","X500_700_Pos_njw1.mzXML","X500_700_Pos_njw2.mzXML","X500_700_Pos_oju2.mzXML","X500_700_Pos_ojw1.mzXML","SampleID","formula.pred","isoscore","mserror","ms1score","SMILES","DbID","Adducts","neutralscore","chracaterscore","ionmodescore","adductscore","MS2score","allscore","temp.scorevalues"
503.2968241,7.385166667,305871.97265625,369185.72265625,443770.03515625,340038.87895625,100,100,100,100,100,100,3,"C24H42N2O9;C23H38N2O8;C23H38N2O8;C23H38N2O8;C34H32N2","-0.76277812178943;-0.76277812178943;-0.76277812178943;-0.76277812178943;-0.557663821793303","-2.02167990109469;-2.29181982556053;-2.29181982556053;-2.29181982556053;0.00995033085316809","-3.42082165924776;-3.81217370492571;-3.81217370492571;-3.81217370492571;-1.54771349094014","CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O.OCCCOCCCO.OC(=O)CCCCC(O)=O;CC(CCNC(=O)OCCOC(=O)C(C)=C)CC(C)(C)CNC(=O)OCCOC(=O)C(C)=C;OCCO.OC(=O)CCCCC(O)=O.O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O;CC(CCNC(=O)OCCOC(=O)C(C)=C)CC(C)(C)CNC(=O)OCCOC(=O)C(C)=C;C(N(Cc1ccccc1)c2cccc(c2)N(Cc3ccccc3)Cc4ccccc4)c5ccccc5","38716;22964;23647;36464;18545","[M+H]+;[M+CH3OH+H]+;[M+CH3OH+H]+;[M+CH3OH+H]+;[M+CH3OH+H]+","0;0;0;0;0",0,"0;0;0;0;0","0;0;0;0;0","0;0;0;0;0","0;0;0;0;-1.54771349094014",0
503.2972616,5.2242,100,117124.22265625,100,136933.87895625,100,100,100,100,100,2972672.75,10,"C34H32N2;C24H42N2O9","-0.554277084594757;0.00893579961159319","-2.27018973192458;-4.53222501797301","-3.51677450882703;-4.60021229528449","C(N(Cc1ccccc1)c2cccc(c2)N(Cc3ccccc3)Cc4ccccc4)c5ccccc5;CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O.OCCCOCCCO.OC(=O)CCCCC(O)=O","18545;38716","[M+CH3OH+H]+;[M+H]+","0;0",0,"0;0","0;0","0;0","-3.51677450882703;-4.60021229528449",0
503.305481,3.794816667,31370084.2158203,29612822.2158203,21262210.2158203,23079138.2158203,244858.778320312,388185.622120312,100,100,196577.622120313,820040.125,1,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
503.3109843,4.590266667,493261.6563,637708.375,411893.4688,233724.9219,125080.4453,175055.7188,140873.8594,162208.75,137813.7344,730618,10,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
503.3181254,6.903883333,41885752.1640625,39531784.1640625,19822556.1640625,30236106.1640625,100,100,100,100,100,654046.375,1,"C33H40N3","-4.090076862","0.009950331","-5.080126531","CCNc1cc(cc2ccccc12)[C+](c3ccc(cc3)N(CC)CC)c4ccc(cc4)N(CC)CC","450","[M+Na]+","0",0,"0","0","0","0",0
503.335083,8.213283333,885799.009765625,943579.572265625,750217.634765625,340668.041065625,2626757.07226562,3388443.32226562,1675457.69726562,1065318.82226562,528976.447265625,1637924.125,6,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
503.335083,8.213283333,115159.978565625,221479.791065625,100,112858.416065625,3078572.82226562,3388443.32226562,919019.572265625,1926010.07226562,771208.509765625,1219024.375,6,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
503.3499146,9.81815,100,100,100,100,1044902.125,1054047.25,2170087.75,1194133.625,100,52010.23438,7,"C32H48O3;C32H48O3","-4.09007686187871;-4.09007686187871","0.00995033085316809;0.00995033085316809","-4.08012653102554;-4.08012653102554","O=C(CCCCCCCCCCCCCCCCCc1ccccc1)OCCOc2ccccc2;CCCCCCCCCCCCCCOc1ccc(cc1)C(=O)Oc2ccc(CC(C)CC)cc2","24359;45546","[M+Na]+;[M+Na]+","0;0",0,"0;0","0;0","0;0","0;0",0
503.3537191,7.425816667,11241033.2578125,12879419.2578125,9682501.2578125,5966548.2578125,4093155.2578125,5353310.7578125,4553780.7578125,3198523.0078125,2181184.5078125,11197520,2,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
503.3537191,7.425816667,3877489.5078125,5189662.2578125,2169556.5078125,1937430.2578125,100,100,100,100,2181184.5078125,4383886,2,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
503.3914693,7.031833333,100,100,100,100,253904.63671875,315304.19921875,153305.21481875,194361.68361875,100,100,6,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
503.3914693,7.031833333,100,100,100,100,253904.63671875,315304.19921875,153305.21481875,100,100,100,6,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
503.3927205,8.479816667,1360835.19921875,1340737.07421875,2741069.32421875,1348877.57421875,100,100,100,100,260429.60551875,100,3,"C26H57NO4S","-4.090076862","-3.613305362","-7.560525081","[NH4+].CCCCCCCCCCCCCCCCCCCCCCCCCCO[S]([O-])(=O)=O","38618","[M+Na]+","0",0,"-0.5","0","0","0",0
503.4295451,9.6319,4713986.82910156,9053425.32910156,13836669.3291016,12864900.3291016,100,100,100,100,188532.204101562,102582.2422,3,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
503.4292196,9.6188,4713986.82910156,9053425.32910156,13836669.3291016,20768906.3291016,100,100,100,100,188532.204101562,102582.2422,4,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
503.4602153,6.903883333,2397105.24609375,1599691.87109375,2121984.49609375,2235427.49609375,100,100,100,100,218444.90239375,100,1,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
503.4656881,10.61083333,100,100,100,100,100,100,100,100,1056233.625,241473.1875,9,"C33H56O2","-0.488996564","0.009950331","-0.479046234","CCCCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CC=C2C1)[C@H](C)CCCC(C)C","1601","[M+NH4]+","0",0,"0","0","0","-0.479046234",0
503.7536723,5.149983333,3012201.25,3703296,1845206.875,1413832,100,100,100,100,100,100,2,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
503.8367513,8.270816667,100,114183.653345313,100,100,1941262.41894531,2159577.66894531,300868.825245312,997148.668945312,100,64140.67969,6,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
503.8512573,9.846916667,100,100,100,100,192439.2421875,213811.1640875,498723.6796875,367625.9921875,100,100,7,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
503.8619792,5.239933333,100,648937.296875,6729556.671875,14760445.671875,100,100,100,100,100,100,4,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
503.9453939,5.291016667,478668.625,454501.5313,100,100,100,100,100,100,100,100,1,"C16H16Cl6O4","-0.707426777","-2.112892362","-3.820319139","CC(=C)C(=O)OCC1C(COC(=O)C(C)=C)C(Cl)(Cl)C(=C(Cl)C1(Cl)Cl)Cl","22428","[M+NH4]+","0",0,"0","0","0","0",0
503.1199646,3.826433333,4216002.12890625,5197071.62890625,4794055.12890625,4493785.12890625,100,100,100,100,100,100,2,"C22H25ClN2O8","-4.090076862","-4.266401754","-7.356478616","[Cl-].CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O.[H+]","279","[M+Na]+","0",0,"0","0","0","0",0
504.1299438,6.305533333,198793.0469,242371.375,198155.7344,478185.1563,497433.9063,439283.4375,572816,677237.75,363345.5625,283044.0313,8,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
504.1597392,5.6149,100,147254.4219,100,124767.7422,493078.7188,595218.5,460574.75,451696.8125,100,100,6,"C22H23N7O6;C34H17NO2","-4.09007686187871;-0.063361253705442","0.00995033085316809;0.00995033085316809","-4.08012653102554;-1.05341092285227","COc1cc(N=Nc2c(cc(cc2[N+]([O-])=O)[N+]([O-])=O)C","","","",NA,"","","","",NA
503.2818604,5.05145,2276838.44921875,1943639.32421875,15803899.1992188,14773612.1992188,100,100,100,100,100,97849.04688,3,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
504.3007202,3.840916667,254853.037109375,260262.662109375,1355796.03710938,1119514.03710938,273055.818409375,287252.318409375,372157.724609375,416141.380909375,125942.802709375,8503826,10,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
504.3135173,4.792116667,100,192611.3438,100,100,100,100,100,100,167533.9688,1639274.5,10,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
504.3186137,4.4461,100,159195.845753125,100,100,184970.798853125,253587.720753125,102491.798853125,100,134118.470753125,1665919.375,10,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
503.3170471,6.87785,9984997.1640625,10404945.1640625,7536341.6640625,6959559.1640625,100,100,100,100,100,100,2,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
504.3256531,8.074983333,269309.892578125,106282.080078125,100,100,3741408.95507812,3562932.45507812,1523581.20507812,2994162.70507812,8040574.70507812,12955070,10,"C25H42O8","-0.484526458","-4.437040072","-5.92156653","CCCCOC(=O)C=C.CCCCC(CC)COC(=O)C=C.CC(=O)OC=C.OC(=O)C=C","21261","[M+CH3OH+H]+","0",0,"0","0","0","-5.92156653",0
504.3368937,3.65385,6209632.22753906,6259470.22753906,5508933.72753906,5766613.72753906,100,123320.836939062,100,100,100,275130.5313,2,"C22H46O11;C24H42N2O7","-0.018688845331944;-0.48438597144273","-4.55535261345596;-4.45404393738093","-4.90737479212124;-5.93842990882366","CCCCCCC(O)=O.CCCCC(O)=O.OCC(CO)(CO)COCC(CO)(CO)CO;CCC(CO)(CO)CO.CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O.O=C2CCCCCO2","27836;34478","[M+NH4]+;[M+CH3OH+H]+","0;0",0,"0;0","0;0","0;0","-4.90737479212124;-5.93842990882366",0
504.3391317,7.378233333,130373.14450625,100,292980.47270625,211119.01950625,779121.50390625,427893.69140625,459767.84770625,317304.28520625,100,100,5,"C22H47NO8S;C30H46O6","-0.0268201419832679;-0.0026132001985475","0.00995033085316809;-4.51551302956755","-0.0168698111300998;-4.51812622976609","CCCCCCCCCC(CCCCCCCC(O)=O)O[S](O)(=O)=O.OCCNCCO;CC(C)C1CC[C@H]2C(CC[C@H]3[C@](C)(CO)CCC[C@]23C)C1.OCCO.O=C4OC(=O)c5ccccc45","24854;37355","[M+NH4]+;[M+H]+","0;0",0,"0;0","0;0","0;0","-0.0168698111300998;-4.51812622976609",0
504.3570353,7.397133333,3060436.859375,3838566.359375,2604923.359375,1896954.109375,1167504.359375,1597305.734375,1042855.109375,897244.796875,450297.109375,2972692.5,2,"C22H49NO7S","-4.297597611","-2.744688507","-8.042286119","CCCCCCCCCCCCCCCCO[S](O)(=O)=O.OCCN(CCO)CCO","11314","[M+CH3OH+H]+","0",0,"0","0","0","0",0
504.380778,10.32286667,226160.979053906,356468.885253906,489248.697753906,408676.135253906,100,100,100,100,100,55769.46875,3,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
503.3811951,8.247033333,645709.5625,380627.3125,771027.5,627304.6875,2496150.0625,1989849.1875,1457327.8125,2582299.3125,2809552.3125,1821879.25,9,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
504.424703,6.376416667,100,100,100,100,100,100,100,100,289027.965870312,3015473.25,10,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
504.4324748,9.6188,1568291.25,2358649.5,3079325.25,6502606,100,100,100,100,100,100,4,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
504.4324748,9.6188,1568291.25,2358649.5,3932925,6502606,100,100,100,100,100,100,4,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
504.4363098,6.433516667,483596.6563,375314.0938,641093,612831.9375,100,100,100,100,248233.5625,100,3,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
504.4438782,6.87785,1559514.25,1849658,1657958.375,1752402.125,100,100,100,100,248233.5625,100,2,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
504.4443665,6.88175,1559514.25,223338.7031,1657958.375,1752402.125,100,100,100,100,100,100,4,"C27H54N2O4","-4.604653156","-4.43958395","-9.103060635","CCCCCCCC\C=C/CCCCCCCCNCCCN.OC(=O)CCCCC(O)=O","32349","[M+CH3OH+H]+","0.5",0,"0","0","0","0",0
504.4615275,7.031833333,374657.701221875,271586.888721875,379766.794921875,319364.607421875,366990.169921875,450896.607421875,188257.513721875,354104.138721875,100,100,6,"C30H63O3P;C30H63O3P","-0.484920919744014;-0.484920919744014","-2.56090361367021;-2.56090361367021","-4.04582453341423;-4.04582453341423","CCCCCCCCCCOP(OCCCCCCCCCC)OCCCCCCCCCC;CC(C)CCCCCCCOP(OCCCCCCCC(C)C)OCCCCCCCC(C)C","9558;17519","[M+H]+;[M+H]+","0;0",0,"-0.5;-0.5","0;0","0;0","0;0",0
504.4606934,10.3518,291174.732421875,542469.669921875,547423.294921875,396392.294921875,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
504.4615275,7.031833333,374657.701221875,271586.888721875,379766.794921875,319364.607421875,366990.169921875,450896.607421875,202111.498021875,354104.138721875,100,100,6,"C30H63O3P;C30H63O3P","-0.484920919744014;-0.484920919744014","-2.56090361367021;-2.56090361367021","-4.04582453341423;-4.04582453341423","CCCCCCCCCCOP(OCCCCCCCCCC)OCCCCCCCCCC;CC(C)CCCCCCCOP(OCCCCCCCC(C)C)OCCCCCCCC(C)C","9558;17519","[M+H]+;[M+H]+","0;0",0,"-0.5;-0.5","0;0","0;0","0;0",0
504.4694621,10.61083333,100,100,100,100,100,100,100,100,401006.1563,69918.28125,9,"C33H56O2","-0.521352274","-4.499134154","-5.020486428","CCCCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CC=C2C1)[C@H](C)CCCC(C)C","1601","[M+NH4]+","0",0,"0","0","0","-5.020486428",0
504.6615397,5.642916667,100,100,100,100,299931.9063,205690.0938,216781.5,178554.0938,100,100,5,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
504.7525838,5.11835,1204826,1158359.625,754585.375,671935.8125,100,100,100,100,100,100,1,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
504.8275553,8.074983333,100,100,100,100,1796190.72460938,1645116.09960938,706876.787109375,1382864.34960938,3896989.09960938,6804496,10,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
504.8973083,11.04363333,531291.006835938,467168.194335938,592821.756835938,540277.944335938,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
503.0283813,4.657833333,4443974.97949219,3416530.22949219,3438512.22949219,2902606.72949219,100,100,100,100,100,100,1,"C20H19Cl3N4O6","-4.090076862","-2.14707904","-5.998217849","CC(=O)OCCN(CCOC(C)=O)c1ccc(N=Nc2c(Cl)cc(cc2Cl)[N+]([O-])=O)c(Cl)c1","34182","[M+H-H2O]+","0.5",0,"0","1","0","0",0
505.0725301,6.04575,6338158.2734375,5351911.2734375,3943155.2734375,7467406.7734375,100,100,100,100,100,974848.1875,4,"C21H16N2O7S2","-0.020736244","-4.475410804","-4.829480381","Cc1ccc(cc1)[S](=O)(=O)Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S](O)(=O)=O","42893","[M+CH3OH+H]+","0",0,"0","0","0","-4.829480381",0
505.1300456,5.7004,674459,564738.875,640960.625,700505.625,100,100,100,100,152847.8125,133674.2188,4,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
505.1476644,5.787016667,100,100,191125.2188,140286.3594,477637.7813,377220.2813,961896.0625,1779738.25,100,100,8,"C24H26N2O3S3","-0.496300743","0.009950331","-0.21362314","CC[n+]1c(sc2ccccc12)C=C(C)C=C3Sc4ccccc4N3CCC(C)[S]([O-])(=O)=O","20138","[M+NH4]+","0",0,"-0.5","0","0","0",0
505.1618551,6.290083333,485766.7813,342950.6563,206054.5469,255912.1875,421084.4063,473914.2188,356606.2813,448133.3438,476269.7813,685673.1875,10,"C26H29ClO8;C34H17NO2","-4.09007686187871;-4.09007686187871","-2.04223517816142;-4.55634540197991","-6.13231204004013;-8.64642226385862","CC(=C)C(O)=O.CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.ClCC3CO3.O=C4OC(=O)C=C4;Nc1ccc2C(=O)c3ccc4c5ccc6C(=O)c7ccccc7c8ccc(c9ccc(c2c1)c3c49)c5c68","21487;18203","[M+H]+;[M+CH3OH+H]+","0;0",0,"0;0","0;0","0;0","0;0",0
505.1670125,5.4254,1901284.625,1931608,2188293,2107269.5,177264.5313,115389.5703,128830.7422,121792.3359,104138.6172,100,3,"C24H31ClN4O5S;C24H25ClN4O3S","-4.09007686187871;-0.582981968099886","0.00995033085316809;-4.26278982650603","-3.19280258736357;-4.24013799178901","CN(C)CCCNC(=O)CC[S](=O)(=O)c1ccc(cc1)N2CCC(=N2)c3ccc(Cl)cc3.OC=O;CCN(Cc1ccccc1)c2cccc(NC(=O)CN=Nc3ccc(cc3Cl)[S](C)(=O)=O)c2","34697;20510","[M+H-H2O]+;[M+NH4]+","0;0",0,"0;0","1;0","0;0","0;-4.24013799178901",0
505.1618551,6.290083333,485766.7813,529231.1875,365463.0938,385948,421084.4063,473914.2188,356606.2813,448133.3438,378112.7188,685673.1875,10,"C26H29ClO8;C34H17NO2","-4.09007686187871;-4.09007686187871","-2.04223517816142;-4.55634540197991","-6.13231204004013;-8.64642226385862","CC(=C)C(O)=O.CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.ClCC3CO3.O=C4OC(=O)C=C4;Nc1ccc2C(=O)c3ccc4c5ccc6C(=O)c7ccccc7c8ccc(c9ccc(c2c1)c3c49)c5c68","21487;18203","[M+H]+;[M+CH3OH+H]+","0;0",0,"0;0","0;0","0;0","0;0",0
505.1670125,5.4254,1901284.625,1931608,2188293,2107269.5,177264.5313,115389.5703,128830.7422,121792.3359,104138.6172,100,3,"C24H31ClN4O5S;C24H25ClN4O3S","-4.09007686187871;-0.582981968099886","0.00995033085316809;-4.26278982650603","-3.16584081673983;-4.21720036603448","CN(C)CCCNC(=O)CC[S](=O)(=O)c1ccc(cc1)N2CCC(=N2)c3ccc(Cl)cc3.OC=O;CCN(Cc1ccccc1)c2cccc(NC(=O)CN=Nc3ccc(cc3Cl)[S](C)(=O)=O)c2","34697;20510","[M+H-H2O]+;[M+NH4]+","0;0",0,"0;0","1;0","0;0","0;-4.21720036603448",0
505.1857707,6.030866667,296431.5313,386013.9063,242243.4688,230356.8438,115304.2109,100,100,140866.1094,100,3424573.5,10,"C23H32N6O4S2;C22H28N6O6S","-4.09007686187871;-0.0092140054382755","-2.64299149333027;-2.76243139802349","-6.73306835520898;-2.77164540346177","CCN(CC[N+](C)(C)C)c1ccc(N=Nc2snc(n2)c3ccccc3)c(C)c1.CO[S]([O-])(=O)=O;CCN(CCOC(=O)c1ccccc1)c2ccc(cc2)N=Nc3nn(C)c[n+]3C.CO[S]([O-])(=O)=O","18710;41751","[M+H-H2O]+;[M+H]+","0;0",0,"0;0","1;0","0;0","0;-2.77164540346177",0
505.261322,4.5716,2908599.80761719,830421.995117188,2596180.30761719,1106113.93261719,100,100,100,100,100,89764.28906,1,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
505.2748413,3.020833333,966904.466796875,1508288.09179688,898946.341796875,1016879.59179688,100,100,100,100,100,100,2,"C27H36ClN3O3;C27H36ClN3O3","-0.526946548641103;-0.526946548641103","-2.46190638792471;-2.46190638792471","-2.48885293656581;-2.48885293656581","CCCCCCCCOC(=O)CCc1cc(n2nc3ccc(Cl)cc3n2)c(O)c(c1)C(C)(C)C;CCCCC(CC)COC(=O)CCc1cc(n2nc3ccc(Cl)cc3n2)c(O)c(c1)C(C)(C)C","43941;43942","[M+NH4]+;[M+NH4]+","0.5;0.5",0,"0;0","0;0","0;0","-2.08885293656581;-2.08885293656581",0
504.2853394,5.038633333,627329.487304688,919069.737304688,2758440.54980469,2967716.79980469,100,100,100,100,100,100,4,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
505.2975566,5.32635,729236.932617188,769149.245117188,1454434.37011719,1581728.37011719,100,174981.948217188,116734.229517188,100,100,170563.4531,4,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
505.3254089,7.8966,100,100,100,100,3648398,4798228,1720173.375,4241102,1457817.125,2308029.75,6,"C31H38N2O3","-0.489061668","0.009950331","-1.479111337","CCN(CC)C1=C[C@@H]2Oc3cc(N(CC)CC)c(C)cc3C(=C2C=C1C)c4ccccc4C(=O)OC","44334","[M+NH4]+","0",0,"0","0","0","-1.479111337",0
505.3338013,6.617916667,11639553.9648438,13786746.9648438,6904031.46484375,10055291.9648438,653875.71484375,877454.77734375,464458.46484375,1011191.71484375,440985.18364375,2789931.5,2,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
505.3405151,8.846316667,100,100,100,100,2557273.82226562,1811231.32226562,501348.166065625,1162904.82226562,100,100,5,"C22H46O11","-0.493178346","-3.496965808","-4.990144154","CCCCCCC(O)=O.CCCCC(O)=O.OCC(CO)(CO)COCC(CO)(CO)CO","27836","[M+NH4]+","0",0,"0","0","0","-4.990144154",0
505.3477071,3.596316667,5436911.24609375,5965214.74609375,143890.55859375,166603.66799375,100,100,100,100,100,100,2,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
505.3705139,9.66075,239513.140675,235025.359375,780001.234375,601457.046875,100,100,100,100,240103.578175,69396.48438,3,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
505.3872986,7.980416667,180776.629907812,235749.833007812,157573.848607813,172192.051807813,138426.879907812,100,223941.770507812,262319.833007812,100,100,8,"C26H53N3O4S;C23H53O7P","-0.48547979919403;-0.0240503343517937","-4.56054376321225;-4.55257426113235","-4.04602356240628;-5.57662459548414","CCCCCCCCCCCCCCC/C=C/C1=NCCN1CCN.CCO[S](=O)(=O)OCC;CCCCCCCCCCCCCOCCO.CCCCC(CC)CO.O[P](O)(O)=O","24281;33748","[M+H]+;[M+CH3OH+H]+","0;0",0,"0;0","0;0","0;0","-4.04602356240628;-5.57662459548414",0
505.3991597,11.04363333,407609.9063,211003.9375,512308.875,319933.5625,100,100,100,100,100,23698.97852,3,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
505.4089152,7.598566667,1148930.39941406,35623286.7744141,2041255.64941406,7597622.77441406,100,100,100,100,1417787.27441406,2860121,2,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
505.4203389,6.416516667,2053453.04980469,2087979.17480469,1474946.79980469,1556662.04980469,100,100,100,100,100,100,2,"C26H52N2O5","0.008053917","-4.229253662","-4.554533078","CCCCCCCC\C=C/CCCCCCCC(O)=O.COC(=O)C=C.NCCNCCO","36688","[M+CH3OH+H]+","0",0,"0","0","0","-4.554533078",0
