"mz","rt","X300_500_Neg_jgu1.mzXML","X300_500_Neg_jgu2.mzXML","X300_500_Neg_jgw1.mzXML","X300_500_Neg_jgw2.mzXML","X300_500_Neg_nju1.mzXML","X300_500_Neg_nju2.mzXML","X300_500_Neg_njw1.mzXML","X300_500_Neg_njw2.mzXML","X300_500_Neg_oju2.mzXML","X300_500_Neg_ojw1.mzXML","SampleID","formula.pred","isoscore","mserror","ms1score","SMILES","DbID","Adducts","neutralscore","chracaterscore","ionmodescore","adductscore","MS2score","allscore","temp.scorevalues"
302.872131347656,0.99404,100,103678.755126953,100,100,100,100,100,100,100,17642.361328125,2,"C9H5Br2NO","-0.244637330968444","0.00995033085316809","-0.234687000115276","Oc1c(Br)cc(Br)c2cccnc12","1397","[M]-","0","0","0","0.5","0","0.265312999884724",0
302.973327636719,5.97461666666667,100,100,100,100,139384.765625,121103.4609375,153336.84375,176544.09375,100,49202.95703125,8,"C7H7BrN4O2;C14H8Cl2N2O3","-0.00430784579866209;-0.0731304239755277","0.00995033085316809;0.00995033085316809","-0.994357514945494;-1.06318009312236","CN1C(=O)N(C)c2nc(Br)[nH]c2C1=O;ClC(=O)c1ccc([N-][N+](=O)c2ccc(cc2)C(Cl)=O)cc1","11455;23579","[M+CH2O2-H]-;[M-H-H2O]-","0;0","0","0;0","0;0","0;0","-0.994357514945494;-1.06318009312236",0
303.009287516276,6.92673333333333,100,100,100,100,548517.75,514895.59375,548200.0625,762906.625,155575.375,358444.4375,8,"C13H11N3O3S2","-1.82396521756233","-3.01498850327696","-5.83895372083929","Cc1ccc(cc1)[S](=O)(=O)/C(=C/N2CC(=O)NC2=S)C#N","11480","[M-H-H2O]-","0","0","0","0","0","0",0
303.010162353516,4.73813333333333,100,100,100,100,827134.625,813241.625,711252.375,763413.5625,100,67984.3359375,5,"C13H11N3O3S2","-0.49107820395512","-3.66855762207756","-4.65963582603268","Cc1ccc(cc1)[S](=O)(=O)/C(=C/N2CC(=O)NC2=S)C#N","11480","[M-H-H2O]-","0","0","0","0","0","-4.65963582603268",0
303.031443277995,4.822,420957.5,504030.21875,439243.53125,456542.09375,100,115137.78125,100,100,100,36285.8046875,2,"C13H12N3O5S;C18H11NO3S","-4.21655517312418;-0.683502758915113","-3.86028949694459;0.00995033085316809","-8.07684467006877;-1.67355242806194","COc1cc(Nc2ccccc2)ccc1[N+]#N.[O-][S]([O-])(=O)=O;Nc1ccccc1Sc2ccc3C(=O)OC(=O)c4cccc2c34","20156;23023","[M-H-H2O]-;[M-H-H2O]-","0;0","0","0;0","0;0","0;0","0;-1.67355242806194",0
303.037384033203,5.80011666666667,269649.010742188,349356.573242188,149138.182617188,803733.729492188,100,100,100,100,100,100,4,"C14H15ClO3","-0.500504584590473","0.00995033085316809","-0.490554253737305","Cc1cc(Cl)cc(C)c1O.Oc2cccc(O)c2","27212","[M+Cl]-","0","0","0","0","0","-0.490554253737305",0
303.037363688151,5.72736666666667,71628615.7294922,78749703.7294922,79078647.7294922,77257127.7294922,100,100,100,100,100,100,3,"C14H15ClO3","-0.500511290611616","0.00995033085316809","-1.49056095975845","Cc1cc(Cl)cc(C)c1O.Oc2cccc(O)c2","27212","[M+Cl]-","0","0","0","0","0","-1.49056095975845",0
303.055185953776,6.37665,100,100,100,115855.09375,382759.875,431545.84375,501033.90625,473935.4375,604615.75,561713.625,9,"C14H16Cl2;C11H23BrO2","-0.703003095052874;-0.539352812876","0.00995033085316809;-2.56337598522183","-0.693052764199706;-3.10272879809783","ClC(Cl)=C.C=CC=C.C=Cc1ccccc1;COC(CCCC(C)CO)C(C)(C)Br","19856;29261","[M+CH2O2-H]-;[M+Cl]-","0;0","0","0;-0.5","0;0","0;0","0;0",0
303.055328369141,6.37066666666667,100,100,100,115855.09375,273169.28125,385823.40625,267972.78125,411843.03125,430386.90625,510362.9375,10,"C11H23BrO2;C14H16Cl2","-0.552467257064159;-0.702989784525898","0.00995033085316809;0.00995033085316809","-0.542516926210991;-0.69303945367273","COC(CCCC(C)CO)C(C)(C)Br;ClC(Cl)=C.C=CC=C.C=Cc1ccccc1","29261;19856","[M+Cl]-;[M+CH2O2-H]-","0;0","0","-0.5;0","0;0","0;0","0;0",0
303.073537190755,5.8779,100,1711509.8359375,867195.2109375,184142.9609375,100,100,100,100,100,26685.521484375,2,"C15H14ClN3O2;C12H24Cl2S2;C15H16ClN3O3;C16H18ClN3S","-0.535560099827823;-0.762060522188466;NA;-0.535560099827823","0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809","-0.725609768974655;-1.7521101913353;-0.352110191335298;-1.52560976897465","[Cl-].COc1cc(NC(=O)c2ccccc2)c(C)cc1[N+]#N;CCCCC(Cl)CSSCC(Cl)CCCC;Cc1cc(C)c(Oc2nc(Cl)nc(OCC3CO3)n2)c(C)c1;[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C","18501;34302;47010;240","[M-H]-;[M]-;[M-H-H2O]-;[M-H-H2O]-","0;0;0;0","0","-0.5;0;0;0","1;0.5;0;0","0;0;0;0","0;0;-0.352110191335298;-1.52560976897465",0
303.075887044271,0.769738333333333,4405999.41455078,3549009.91455078,3885936.66455078,4919529.91455078,100,100,100,100,100,100,4,"0","0","0","0","0","0","0","0","0","0","0","0","0",0
303.07773844401,5.85956666666667,100,100,100,100,161774.5,147789.84375,244724.875,221123.9375,507752.15625,244853.65625,9,"C15H14ClN3O2;C18H14N2O4;C18H14N2O4","-0.0467344258913063;0.00855323963103419;0.00855323963103419","0.00995033085316809;0.00995033085316809;0.00995033085316809","-0.0367840950381382;0.0185035704842023;0.0185035704842023","[Cl-].COc1cc(NC(=O)c2ccccc2)c(C)cc1[N+]#N;CC(=O)Nc1cccc2C(=O)c3cccc(NC(C)=O)c3C(=O)c12;CC(=O)Nc1cccc2C(=O)c3c(NC(C)=O)cccc3C(=O)c12","18501;1214;3669","[M]-;[M-H-H2O]-;[M-H-H2O]-","0;0;0","0","0;0;0","0.5;0;0","0;0;0","0.463215904961862;0.0185035704842023;0.0185035704842023",0
303.084767659505,4.93618333333333,6533030.5,8839940,8618494,8720710,100,100,100,100,100,100,2,"C20H16OS;C9H19ClO6","-0.0636288624325246;-0.101155985753834","0.00995033085316809;-4.39368197792737","-1.05367853157936;-5.4948379636812","Cc1ccc(Sc2ccc(cc2)C(=O)c3ccccc3)cc1;OCC(O)COCC(O)CO.ClCC1CO1","19217;28512","[M-H]-;[M+CH2O2-H]-","0;0","0","-0.5;0","1;0","0;0","0;-5.4948379636812",0
303.089101155599,4.64885,100,100,100,100,100,100,107871.912109375,112279.013671875,171139.005859375,37438.5234375,9,"C17H14N4O3;C17H14N4O3","-0.00701548115162105;-0.00701548115162105","-2.27982643663369;-2.27982643663369","-2.28684191778531;-2.28684191778531","CC1=NN(c2ccccc2)C(=O)C1N=Nc3ccccc3C(O)=O;CC1=NN(c2ccccc2)C(=O)C1N=Nc3ccc(cc3)C(O)=O","19217;28512","[M-H-H2O]-;[M-H-H2O]-","0;0","0","0;0","0;0","0;0","-2.28684191778531;-2.28684191778531",0
