mz,rt,X300_500_Pos_jgu1.mzXML,X300_500_Pos_jgu2.mzXML,X300_500_Pos_jgw1.mzXML,X300_500_Pos_jgw2.mzXML,X300_500_Pos_nju1.mzXML,X300_500_Pos_nju2.mzXML,X300_500_Pos_njw1.mzXML,X300_500_Pos_njw2.mzXML,X300_500_Pos_oju2.mzXML,X300_500_Pos_ojw1.mzXML,formula.pred,SMILES,allscore
303.0729065,5.02535,172758.2813,100,100,116000.3281,3200735.5,2876261,3521634.75,2612252.25,2488095.5,22139964,C19H15Cl,ClC(c1ccccc1)(c2ccccc2)c3ccccc3,0
303.0729065,5.02535,172758.2813,100,100,116000.3281,3200735.5,2876261,3521634.75,2612252.25,2488095.5,22139964,C14H14N4S2,NC(SSC(N)=Nc1ccccc1)=Nc2ccccc2,-3.544002244
303.0729065,5.02535,172758.2813,100,100,116000.3281,3200735.5,2876261,3521634.75,2612252.25,2488095.5,22139964,C13H10N4O5,[O-][N+](=O)c1ccc(NC(=O)Nc2ccc(cc2)[N+]([O-])=O)cc1,-4.986766943
303.0729065,5.02535,100,100,100,100,5766754,6260943.5,5617983.5,6493280,2488095.5,9987343,C19H15Cl,ClC(c1ccccc1)(c2ccccc2)c3ccccc3,0
303.0729065,5.02535,100,100,100,100,5766754,6260943.5,5617983.5,6493280,2488095.5,9987343,C14H14N4S2,NC(SSC(N)=Nc1ccccc1)=Nc2ccccc2,-3.538154291
303.0729065,5.02535,100,100,100,100,5766754,6260943.5,5617983.5,6493280,2488095.5,9987343,C13H10N4O5,[O-][N+](=O)c1ccc(NC(=O)Nc2ccc(cc2)[N+]([O-])=O)cc1,-4.969223084
303.0727437,4.091033333,100,100,100,118704.3828,2059575.25,2652093.75,3568746.25,2957016,669808.625,2606903.25,C19H15Cl,ClC(c1ccccc1)(c2ccccc2)c3ccccc3,0
303.0727437,4.091033333,100,100,100,118704.3828,2059575.25,2652093.75,3568746.25,2957016,669808.625,2606903.25,C13H10N4O5,[O-][N+](=O)c1ccc(NC(=O)Nc2ccc(cc2)[N+]([O-])=O)cc1,-2.49145989
303.0727437,4.091033333,100,100,100,118704.3828,2059575.25,2652093.75,3568746.25,2957016,669808.625,2606903.25,C14H14N4S2,NC(SSC(N)=Nc1ccccc1)=Nc2ccccc2,-5.367624542
303.1086528,5.292016667,100,130221.1875,135146.9063,100,342098.75,312514.4688,793178.125,387748.4375,533710.8125,561400.875,C16H13ClN2O,CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13,0
303.1086528,5.292016667,100,130221.1875,135146.9063,100,342098.75,312514.4688,793178.125,387748.4375,533710.8125,561400.875,C12H15NO4S,Cc1ccc2oc(C)[n+](CCC[S]([O-])(=O)=O)c2c1,0
303.1086528,5.292016667,100,130221.1875,135146.9063,100,342098.75,312514.4688,793178.125,387748.4375,533710.8125,561400.875,C17H21ClN2S,[H+].[Cl-].CN(C)CCCN1c2ccccc2Sc3ccccc13,0
303.1086528,5.292016667,100,130221.1875,135146.9063,100,342098.75,312514.4688,793178.125,387748.4375,533710.8125,561400.875,C17H21ClN2S,[H+].[Cl-].CC(CN1c2ccccc2Sc3ccccc13)N(C)C,0
303.112203,5.082416667,100,121393.8213,100,100,691369.0088,578414.0713,784350.7588,306935.4151,395578.2901,852117.6875,C19H16N2O3,CC(=O)Nc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1,0
