mz,rt,X700_900_Pos_jgu1.mzXML,X700_900_Pos_jgu2.mzXML,X700_900_Pos_jgw1.mzXML,X700_900_Pos_jgw2.mzXML,X700_900_Pos_nju1.mzXML,X700_900_Pos_nju2.mzXML,X700_900_Pos_njw1.mzXML,X700_900_Pos_njw2.mzXML,X700_900_Pos_oju2.mzXML,X700_900_Pos_ojw1.mzXML,formula.pred,SMILES,allscore
740.7293905,6.433816667,100,100,100,100,351054.7413,443518.8975,539341.085,396362.2725,100,100,C22H18Br4Cl2O4,CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2.Oc3ccccc3.ClC(Cl)=O,0
740.7293905,6.433816667,100,100,100,100,351054.7413,443518.8975,539341.085,396362.2725,100,100,C22H18Br4Cl2O4,CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2.Oc3ccccc3.ClC(Cl)=O,0
741.18868,6.550533333,100,100,100,100,217720.1719,241151.7969,257334.6406,187396.8906,100,100,C36H34Cl2N6O6,CCOc1ccc(NC(=O)C(N=Nc2ccc(c(Cl)c2)c3ccc(cc3Cl)N=NC(C(C)=O)C(=O)Nc4ccc(OCC)cc4)C(C)=O)cc1,0
741.18868,6.550533333,100,100,100,100,217720.1719,241151.7969,257334.6406,187396.8906,100,100,C36H34Cl2N6O6,CCOc1ccc(NC(=O)C(N=Nc2ccc(cc2Cl)c3ccc(N=NC(C(C)=O)C(=O)Nc4ccc(OCC)cc4)c(Cl)c3)C(C)=O)cc1,0
741.18868,6.550533333,100,100,100,100,217720.1719,241151.7969,257334.6406,187396.8906,100,100,C44H26N4O8,O=C(Nc1cccc2C(=O)c3c(NC(=O)c4ccccc4)cccc3C(=O)c12)C(=O)Nc5cccc6C(=O)c7c(NC(=O)c8ccccc8)cccc7C(=O)c56,-0.594082348
742.0230103,10.99768333,11885041.16,8947181.156,14531715.16,7661294.656,100,100,100,100,100,54907.30078,C21H9N15O18,[O-][N+](=O)c1cc(c(Nc2nc(Nc3c(cc(cc3[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)nc(Nc4c(cc(cc4[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)n2)c(c1)[N+]([O-])=O)[N+]([O-])=O,0
742.0230103,10.99768333,11885041.16,8947181.156,14531715.16,7661294.656,100,100,100,100,100,54907.30078,C26H19N5O12S4,Nc1ccc(N=Nc2ccc(N=Nc3cc(ccc3[S](O)(=O)=O)[S](O)(=O)=O)c4cc(ccc24)[S](O)(=O)=O)c5cccc(c15)[S](O)(=O)=O,-4.961257441
742.0230103,10.99768333,11885041.16,8507684.156,14531715.16,7661294.656,100,100,100,100,100,54907.30078,C21H9N15O18,[O-][N+](=O)c1cc(c(Nc2nc(Nc3c(cc(cc3[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)nc(Nc4c(cc(cc4[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)n2)c(c1)[N+]([O-])=O)[N+]([O-])=O,0
742.0230103,10.99768333,11885041.16,8507684.156,14531715.16,7661294.656,100,100,100,100,100,54907.30078,C26H19N5O12S4,Nc1ccc(N=Nc2ccc(N=Nc3cc(ccc3[S](O)(=O)=O)[S](O)(=O)=O)c4cc(ccc24)[S](O)(=O)=O)c5cccc(c15)[S](O)(=O)=O,-4.961257441
742.0229492,10.99768333,1876431.531,1331507.531,2003352.406,868016.2813,100,100,100,100,100,100,C21H9N15O18,[O-][N+](=O)c1cc(c(Nc2nc(Nc3c(cc(cc3[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)nc(Nc4c(cc(cc4[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)n2)c(c1)[N+]([O-])=O)[N+]([O-])=O,0
742.0229492,10.99768333,1876431.531,1331507.531,2003352.406,868016.2813,100,100,100,100,100,100,C26H19N5O12S4,Nc1ccc(N=Nc2ccc(N=Nc3cc(ccc3[S](O)(=O)=O)[S](O)(=O)=O)c4cc(ccc24)[S](O)(=O)=O)c5cccc(c15)[S](O)(=O)=O,-4.040938901
743.4897868,8.093616667,98389770.89,65683978.89,82180002.89,63210390.89,100,100,100,100,100,139512.3438,C38H59N7O6,CCCCCCCCCc1ccccc1O.CC(C)(c2ccc(O)cc2)c3ccc(O)cc3.Nc4nc(N)nc(N)n4.OCCNCCO.C=O,-0.505604829
743.4897868,8.093616667,98389770.89,65683978.89,82180002.89,63210390.89,100,100,100,100,100,139512.3438,C38H59N7O6,CCCCCCCCCc1ccccc1O.CC(C)(c2ccc(O)cc2)c3ccc(O)cc3.Nc4nc(N)nc(N)n4.OCCNCCO.C=O,-0.505604829
743.4897868,8.093616667,98389770.89,65683978.89,82180002.89,63210390.89,100,100,100,100,100,139512.3438,C38H59N7O6,CCCCCCCCCc1ccccc1O.CC(C)(c2ccc(O)cc2)c3ccc(O)cc3.Nc4nc(N)nc(N)n4.OCCNCCO.C=O,-0.505604829
744.4925944,8.093616667,41507073.51,28157409.51,34075597.51,26582049.51,100,100,100,100,100,100,C38H59N7O6,CCCCCCCCCc1ccccc1O.CC(C)(c2ccc(O)cc2)c3ccc(O)cc3.Nc4nc(N)nc(N)n4.OCCNCCO.C=O,-0.624283811
744.4938354,8.093616667,11386737.51,6870377.012,8860498.512,6176323.012,100,100,2418637.512,100,100,100,C38H59N7O6,CCCCCCCCCc1ccccc1O.CC(C)(c2ccc(O)cc2)c3ccc(O)cc3.Nc4nc(N)nc(N)n4.OCCNCCO.C=O,-3.903027904
747.4289144,9.902316667,100,100,100,100,100,100,1084668.75,100,100,100,C43H57N2O6S,CC[N+](C)(CC)CCOC12C=CC=CC1(C=C2)c3ccc(cc3)c4ccc(cc4)C56C=CC=CC5(OCC[N+](C)(CC)CC)C=C6.CO[S]([O-])(=O)=O,0
747.4289144,9.902316667,100,100,100,100,100,100,1084668.75,100,100,100,C44H67O2PS2,CCCCCCCCCCCCc1cccc(O[P@@](=S)(Oc2cccc(CCCCCCCCCCCC)c2)SCCc3ccccc3)c1,0
748.4958293,7.521783333,523840.5215,308499.1465,177941.584,223850.1153,1667497.584,1109619.209,2134561.334,2735496.084,100,100,C36H65N3O11,CCC(CO)(CO)CO.CC1(C)CC(N)CC(C)(CN)C1.NC2CCCCC2.OC(=O)CCCCC(O)=O.OC(=O)c3cccc(c3)C(O)=O,-0.083332062
749.5001628,7.521783333,211884.2266,100,100,100,599268.8516,933418.5391,806664.4141,1121132.914,100,555867.8125,C36H65N3O11,CCC(CO)(CO)CO.CC1(C)CC(N)CC(C)(CN)C1.NC2CCCCC2.OC(=O)CCCCC(O)=O.OC(=O)c3cccc(c3)C(O)=O,-5.04717173
