"mz","rt","X300_500_Neg_JeansA.mzXML","X300_500_Neg_JeansB.mzXML","X300_500_Neg_JeansC.mzXML","X300_500_Neg_JeansD.mzXML","X300_500_Neg_JeansDx.mzXML","X300_500_Neg_JeansE.mzXML","X300_500_Neg_JeansF.mzXML","X300_500_Neg_JeansG.mzXML","X300_500_Neg_JeansGx.mzXML","SampleID","formula.pred","isoscore","mserror","ms1score","SMILES","DbID","Adducts","neutralscore","ionmodescore","adductscore"
101.93372853597,7.90265,235729.046875,310868.8125,334227.03125,341754.78125,136015.65625,263387,510486.25,403723.28125,279040.8125,7,"0","0","0","0","0","0","0","0","0","0"
101.93372853597,7.90265,235729.046875,310868.8125,334227.03125,341754.78125,84253.8046875,263387,510486.25,244219.46875,279040.8125,7,"0","0","0","0","0","0","0","0","0","0"
102.931966145833,7.88131666666667,50586.75,92169.2578125,68675.9296875,88125.1953125,10704.6044921875,68067.5078125,124255.9140625,125796.125,80960.0546875,8,"0","0","0","0","0","0","0","0","0","0"
102.95681254069,4.9553,122878.4140625,119139.8671875,162075.265625,149712.1875,112236.7890625,134789.765625,95998.5703125,125356.3671875,113213.265625,3,"0","0","0","0","0","0","0","0","0","0"
102.956855773926,0.75639,201565.234375,172450.234375,162075.265625,149712.1875,116243.1015625,134789.765625,146332.125,77648.6953125,159405.765625,1,"0","0","0","0","0","0","0","0","0","0"
102.956766764323,4.8223,122878.4140625,137029.625,113824.4453125,123063.5,114802.4765625,92722.3046875,120497.5546875,111465.5625,170490.484375,9,"0","0","0","0","0","0","0","0","0","0"
110.975748697917,11.7050333333333,170016.203125,237793.859375,178000.078125,263149.40625,150932.015625,239968.453125,376176.65625,295906.65625,185277.421875,7,"0","0","0","0","0","0","0","0","0","0"
110.975766499837,11.83985,148385.40625,149890.078125,151974.359375,158664.921875,146957.953125,146415.921875,145665.15625,147786.5625,142655.78125,4,"0","0","0","0","0","0","0","0","0","0"
113.926325480143,7.90265,627825.6875,634284.5625,718791,765552.625,366626,599831.375,900124.6875,750587,673001.3125,7,"0","0","0","0","0","0","0","0","0","0"
112.98558807373,4.8223,30513.779296875,25831.2421875,70365.7421875,28336.3984375,26692.37890625,29248.16796875,26051.35546875,26434.62890625,132493.234375,9,"0","0","0","0","0","0","0","0","0","0"
115.920743306478,7.87395,29118740,29697686,32503630,33409336,17086532,28811770,40721264,34879280,31392638,7,"0","0","0","0","0","0","0","0","0","0"
115.954709370931,7.88445,48220.1630859375,76470.7734375,39064.35546875,133774.640625,65081.36328125,96093.953125,85368.6796875,106817.625,52537.2578125,4,"0","0","0","0","0","0","0","0","0","0"
116.895172119141,7.88131666666667,43107.19921875,85802.6484375,34359.89453125,63398.671875,33710.32421875,73773.21875,101871.984375,104009.5078125,71287.640625,8,"0","0","0","0","0","0","0","0","0","0"
116.920984903971,7.96078333333333,948210.25,969415,1049662.625,1282639.375,1194308.875,1062129,1173152.25,1205847.75,1299102.875,9,"0","0","0","0","0","0","0","0","0","0"
116.920989990234,7.87395,3813232,4183483.25,4568234.5,4573287.5,2390672.5,4026206.5,5789380.5,2060470.25,4379227.5,7,"0","0","0","0","0","0","0","0","0","0"
115.920761108398,7.87395,1097825,1176307,1236797,1306986.25,655111,1076166.5,1546643.25,1313440.125,1187878.5,7,"0","0","0","0","0","0","0","0","0","0"
116.921005249023,7.90265,305868.4375,335291.09375,311613.09375,371157.59375,189148.21875,313054.28125,436117.09375,208820.703125,181412.53125,7,"0","0","0","0","0","0","0","0","0","0"
118.924240112305,7.17396666666667,771779.5625,517254.09375,584233.5,866542,790070,606113.6875,1143960,1101040.875,1087448.125,7,"0","0","0","0","0","0","0","0","0","0"
119.924303690592,6.85378333333333,55188.40234375,82927.375,61640.05078125,78800.359375,75333.0703125,92517.203125,34172.55078125,109009.1328125,94960.2109375,8,"0","0","0","0","0","0","0","0","0","0"
119.92441813151,7.17396666666667,71466.515625,47354.62109375,61640.05078125,69465.9296875,75412.75,60212.0703125,104834.1953125,93208.4375,100092.4296875,7,"0","0","0","0","0","0","0","0","0","0"
122.894218444824,0.726631666666667,135777.703125,125721.0625,134768.015625,89285.1015625,84766.109375,76187.015625,112559.8984375,95813.0546875,109148.015625,1,"0","0","0","0","0","0","0","0","0","0"
125.097183227539,3.06311666666667,36387.953125,30973.056640625,29937.24609375,30285.09765625,31130.69921875,38004.453125,104276.234375,58994.35546875,36063.42578125,7,"C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H14O;C8H16O2;C8H16O2;C8H16O2;C8H16O2;C8H16O2;C8H16O2;C8H16O2;C8H16O2;C8H16O2;C8H16O2;C8H16O2;C8H16O2;C8H16O2;C8H16O2;C8H16O2;C8H16CrO2;C8H16O2;C8H16O2;C8H16O2;C8H16O2;C8H16O2;C8H16O2;C8H16O2;C8H16O2;C8H16O2;C8H16O2;C8H16O2","0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305;0.00994737521634305","0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809","0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111;0.0198977060695111","CC(C)=CCCC(C)=O;CC(C)=CCCC(C)=O;O=C1CCCCCCC1;CCC\C=C(/CC)C=O;CCCCCC(O)C#C;OCCCCCCC#C;C=COC1CCCCC1;CCCCC\C=C\C=O;CC1CC=CCC1CO;CCCCC\C=C\C=O;CC1(C)CCCC(=O)C1;CCCCC(=O)/C=C/C;CCCCC#CCCO;CCCCCC(=O)C=C;CC1CC(C)(C)CC1=O;OCC1CC2CCC1C2;CC\C(C=O)=C/C(C)C;CCC/C=C/C=C/CO;CC\C=C\CCC(C)=O;CCCCC\C=C/C=O;CCCC\C(=C\C)C=O;CCC\C=C(/CC)C=O;C[C@@H]1CC(=O)C(C)(C)C1;OC1(CCCC1)CC=C;CC\C=C/CCCC=O;CCC(C)C(=O)\C=C\C;CCCCCCC(=O)OC;CC(C)COC(=O)C(C)C;CCC(=O)OCCC(C)C;CC(C)CC(C)OC(C)=O;CCCCOC(=O)CCC;CCCCCCCOC=O;CCCCCC(=O)OCC;CCCCCCCC(O)=O;CCCCC(CC)C(O)=O;CCCCCCOC(C)=O;CCCC(=O)OCC(C)C;CCCCCOC(=O)CC;CCC(C)COC(=O)CC;OCC1CCCC(CO)C1;CCCC(C)COC(C)=O;[Cr].CCCCC(CC)C(O)=O;CCCC(C)C1OCCO1;CCCCCCCC(O)=O;CCC/C=C/C(OC)OC;CC(C)CC1OCC(C)O1;CC(C)CCCCC(O)=O;CCOC(=O)CCC(C)C;CC(C)CC(=O)OC(C)C;CC\C=C/CC(OC)OC;CCCC(C)C(=O)OCC;CCCCCCCC(O)=O;CCCCCCOC(C)=O","2969;4639;4863;5966;6235;6379;8323;8500;8722;8998;9616;9839;10063;11150;11585;11819;13768;15616;15703;16245;17500;17885;18591;21481;23077;43256;353;2544;2743;2892;2922;3150;3491;3520;3699;4227;4984;5726;6181;8641;10694;10948;13522;13843;15215;15583;15585;15628;17267;17502;20101;20413;22130","[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-","0","-0.5;-0.5;-0.5;0;0;0;-0.5;0;0;0;-0.5;-0.5;0;-0.5;-0.5;0;0;0;-0.5;0;0;0;-0.5;0;0;-0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
125.892395019531,0.726631666666667,127642.8359375,105419.0625,119054.421875,73518.09375,54153.45703125,68279.1328125,83529.109375,85118.890625,90417.8359375,1,"0","0","0","0","0","0","0","0","0","0"
