"mz","rt","X300_500_Neg_JeansA.mzXML","X300_500_Neg_JeansB.mzXML","X300_500_Neg_JeansC.mzXML","X300_500_Neg_JeansD.mzXML","X300_500_Neg_JeansDx.mzXML","X300_500_Neg_JeansE.mzXML","X300_500_Neg_JeansF.mzXML","X300_500_Neg_JeansG.mzXML","X300_500_Neg_JeansGx.mzXML","SampleID","formula.pred","isoscore","mserror","ms1score","SMILES","DbID","Adducts","neutralscore","ionmodescore","adductscore","MS2score","allscore","X","X460","rows"
353.270223,8.113616667,100,100,100,100,100,100,366901.096191406,387193.502491406,124928.486791406,8,"C21H38O4;C21H38O4;C21H40O5;C21H40O5;C20H36O2","0.00993237585205801;0.00993237585205801;0.00993237585205801;0.00993237585205801;0.00993237585205801","-3.44192645329544;-3.44192645329544;-3.18089676499581;-3.18089676499581;-4.1456681638963","-2.93199407744338;-2.93199407744338;-2.67096438914375;-2.67096438914375;-4.13573578804424","CCCCCCC(C\C=C/CCCCCCCC(=O)OC)OC(C)=O;CCCCCCCCCCCCOC(=O)C(C)=C.COC(=O)C(C)=C;CCCCCCC(O)C/C=C/CCCCCCCC(=O)OCC(O)CO;CCCCCC[C@@H](O)C\C=C/CCCCCCCC(=O)OCC(O)CO;CCCCC/C=C\C\C=C/CCCCCCCC(=O)OCC","4084;19609;4128;7196;3044","[M-H]-;[M-H]-;[M-H-H2O]-;[M-H-H2O]-;[M+CH2O2-H]-","0.5;0.5;0.5;0.5;0.5","-0.5;-0.5;0;0;0","1;1;0;0;0","1;1;1;1;1","0;0;-1.27096438914375;-1.27096438914375;-2.73573578804424",NA,NA,""
353.2007751,6.0577,100,100,12272765.0625,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
354.2200724,8.12745,100,100,237174.7188,100,100,100,100,100,100,3,"C23H30O3;C23H30O3;C23H30O3;C23H30O3;C16H38Br2N2","-4.60513352479208;-4.60513352479208;-4.60513352479208;-4.60513352479208;-0.474768609944721","0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;-3.52212950079393","-5.59518319393891;-5.59518319393891;-5.59518319393891;-5.59518319393891;-4.99689811073865","CCCCCCCCCCOc1ccc(c(O)c1)C(=O)c2ccccc2;CCCCCCOc1ccc(cc1)C(=O)Oc2ccc(CCCC)cc2;CCCCCCOc1ccc(OC(=O)c2ccc(CCCC)cc2)cc1;CCCCCOc1ccc(cc1)C(=O)Oc2ccc(CCCCC)cc2;[Br-].[Br-].C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C","8295;21966;21974;23712;412","[M]-;[M]-;[M]-;[M]-;[M-Br+O]-","0;0;0;0;0","0;0;0;0;0","0.5;0.5;0.5;0.5;0.5","0;0;0;0;0","0;0;0;0;-4.49689811073865",NA,NA,""
353.21698,8.12745,100,100,230831.456104688,100,100,100,100,100,100,3,"C19H31NO5;C16H38Br2N2;C19H33NO6","-0.484010287625438;-0.471471300273213;-0.484010287625438","-4.54069042634537;0.00995033085316809;-4.48040882372899","-6.02470071397081;-1.46152096942005;-5.96441911135442","COC(=O)C(C)=C.CC(=C)C(=O)OCCN1CCOC12CCCCC2;[Br-].[Br-].C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C;CCCCC(CC)COC(=O)C=C.CC(=O)OC=C.OCNC(=O)C=C","17450;412;18001","[M-H]-;[M-Br+O]-;[M-H-H2O]-","0;0;0","-0.5;0;0","1;0.5;0","0;0;0","0;-0.96152096942005;-5.96441911135442",NA,NA,""
353.1639404,7.87395,810017.38671875,1684528.82421875,434780.63671875,1566225.82421875,100,1129710.32421875,5144499.32421875,4580407.82421875,1512453.44921875,7,"C13H30BrN3","-4.434177541","0.009950331","-5.389744451","[Br-].CCN(CC)C(N(CC)CC)=[N+](CC)CC","44682","[M+CH2O2-H]-","0","0","0","0","0",NA,NA,""
355.1963094,6.0577,100,100,3242248.24804688,100,100,100,290300.341846875,100,100,3,"C21H34Cl2","-4.605170186","0.009950331","-5.554403529","CCCCCCCCCCCCc1cc(CCl)c(C)c(CCl)c1","32147","[M-H]-","0","-0.5","1","0","0",NA,NA,""
355.2858582,8.816483333,100,100,100,100,100,100,100,149898.629882812,100,8,"C21H40O4;C21H40O4;C21H40O4;C21H40O4;C21H40O4;C21H40O4;C21H40O4;C21H40O4;C21H40O4;C21H40O4;C21H42O5;C21H42O5;C21H42O5;C20H38O2;C20H38O2;C20H38O2;C20H38O2;C20H38O2","0.0094422975682481;0.0094422975682481;0.0094422975682481;0.0094422975682481;0.0094422975682481;0.0094422975682481;0.0094422975682481;0.0094422975682481;0.0094422975682481;0.0094422975682481;0.0094422975682481;0.0094422975682481;0.0094422975682481;0.0094422975682481;0.0094422975682481;0.0094422975682481;0.0094422975682481;0.0094422975682481","-3.25003832304823;-3.25003832304823;-3.25003832304823;-3.25003832304823;-3.25003832304823;-3.25003832304823;-3.25003832304823;-3.25003832304823;-3.25003832304823;-3.25003832304823;-2.99268605462962;-2.99268605462962;-2.99268605462962;-3.99454199396011;-3.99454199396011;-3.99454199396011;-3.99454199396011;-3.99454199396011","-3.24059602547999;-3.24059602547999;-3.24059602547999;-3.24059602547999;-3.24059602547999;-3.24059602547999;-3.24059602547999;-3.24059602547999;-3.24059602547999;-3.24059602547999;-2.98324375706137;-2.98324375706137;-2.98324375706137;-3.98509969639186;-3.98509969639186;-3.98509969639186;-3.98509969639186;-3.98509969639186","CCCCCCOC(=O)CCCCCCCC(=O)OCCCCCC;CCCCC(CC)COC(=O)CCCC(=O)OCC(CC)CCCC;CCCCC(CC)C(=O)OCC(C)(C)COC(=O)C(CC)CCCC;CC(C)CCCCCOC(=O)CCCC(=O)OCCCCCC(C)C;CCCCCCCC(=O)OCC(C)(C)COC(=O)CCCCCCC;CCCCCCCCC(=O)OCC(C)OC(=O)CCCCCCCC;CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)CO;CCCCCCCCCCCCCCCCCCC(C(O)=O)C(O)=O;CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)CO;CCCCCCC(O)C\C=C/CCCCCCCC(=O)OCC(C)O;CCCCCCCCCCCCCCCCC(O)C(=O)OC(CO)CO;CCCCCCC(O)CCCCCCCCCCC(=O)OCC(O)CO;CCCCCCCC\C=C/CCCCCCCC(O)=O.OCC(O)CO;CCCCCCCC/C=C/CCCCCCCC(=O)OCC;CCCCCCCCCCCCCCCCCC(=O)OC=C;CCOC(CCCCCCCCC\C=C\C=C\CC)OCC;CCCCC","","","","","","","",NA,NA,""
358.0992432,3.8116,320895.75,174779.6406,100,1420885.75,335636.4375,700438.0625,442050.5938,232983.9063,102479.1406,4,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
358.0992432,3.8116,320895.75,174779.6406,924495,1420885.75,335636.4375,700438.0625,442050.5938,232983.9063,102479.1406,4,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
359.102712,3.8116,100,100,250177.4531,357167.4375,100,174867.1406,112552.5391,100,100,4,"C12H18N4O4S","-4.569292368","-2.543623413","-7.112915781","NC(=O)CCN(CCC(N)=O)[S](=O)(=O)c1ccc(N)cc1","44328","[M+CH2O2-H]-","0","0","0","0","0",NA,NA,""
361.1670024,6.230866667,185607.84765625,185397.06645625,1338877.66015625,253428.69145625,100,100,716648.28515625,663169.28515625,386426.62895625,3,"C26H20N2;C26H20N2","-0.48379193230541;-0.48379193230541","-2.91229355989206;-2.91229355989206","-3.39608549219747;-3.39608549219747","N(c1ccc(Nc2ccc3ccccc3c2)cc1)c4ccc5ccccc5c4;Cc1cc(c2ccccc2)c3ccc4c(cc(C)nc4c3n1)c5ccccc5","2326;11627","[M]-;[M]-","0;0","0;0","0.5;0.5","0;0","-2.89608549219747;-2.89608549219747",NA,NA,""
362.1701965,6.230866667,100,100,218720.84765625,100,100,100,104739.15235625,134644.00395625,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
363.2158813,5.5659,100,100,100,100,100,100,233262.0469,100,150563.9688,7,"C18H34O5S","-0.485997582","-4.565810718","-4.8518083","CCCCCCCC/C=C(/CCCCCCCC(O)=O)[S](O)(=O)=O","15272","[M]-","0.5","0","0.5","1","-2.9518083",NA,NA,""
363.2215474,8.516966667,100,100,100,100,100,100,276817.447803906,220568.760303906,100,7,"C18H36O5S","0.009705979","-3.17055712","-4.160851142","CCCCCCCCCCCCCCCCC(C(O)=O)[S](O)(=O)=O","6717","[M-H]-","0.5","0","1","0","-2.760851142",NA,NA,""
365.0733337,5.12935,171742.875,270641.875,1372173.375,100,118261.875,100,100,138968.625,237713.25,3,"C17H18N2O3S;C14H22O7S2;C18H15ClN6O2","-0.11971489285082;-0.0269253838661243;-0.506203556189056","0.00995033085316809;0.00995033085316809;0.00995033085316809","-1.10976456199765;-1.01697505301296;-1.18856091764358","[NH4+].Cc1ccc(Nc2cccc3cccc(c23)[S]([O-])(=O)=O)cc1;CC(C)CCCCCc1c(O)ccc(c1[S](O)(=O)=O)[S](O)(=O)=O;[O-][N+](=O)c1ccc(N=Nc2ccc(cc2)N(CCC","","","","","","","",NA,NA,""
365.073466,11.55786667,171742.875,270641.875,1372173.375,100,687800.375,100,100,161949.375,100,3,"C14H22O7S2;C17H18N2O3S;C18H15ClN6O2","-0.00573580783225823;-0.0745336183544553;-0.504589453395495","0.00995033085316809;0.00995033085316809;0.00995033085316809","0.00421452302090986;-0.0645832875012873;-0.494639122542327","CC(C)CCCCCc1c(O)ccc(c1[S](O)(=O)=O)[S](O)(=O)=O;[NH4+].Cc1ccc(Nc2cccc3cccc(c23)[S]([O-])(=O)=O)cc1;[O-][N+](=O)c1ccc(N=Nc2ccc(cc2)N(CCC","","","","","","","",NA,NA,""
365.1406657,5.273683333,100,100,859358.125,100,100,100,118334.3125,100,100,3,"C15H28N4S2;C20H20ClN5","-0.49748354624647;-0.0445414359370475","0.00995033085316809;-4.26448299129588","-1.4875332153933;-5.30902442723292","SC","","","","","","","",NA,NA,""
365.218689,4.11135,100,100,100,100,100,100,809927.401245117,4147465.96374512,1853397.83874512,8,"C23H28N2O2;C23H28N2O2;C17H36O9;C16H32O6","-0.484020874901085;-0.484020874901085;0.00965036450937639;0.00965036450937639","0.00995033085316809;0.00995033085316809;-4.005634034514;-4.52042324217223","-0.474070544047917;-0.474070544047917;-3.99598367000463;-4.51077287766285","CN(C)c1ccc(cc1)C=CC2=[N+](C)c3ccccc3C2(C)C.CC([O-])=O;CCCCC(CC)CNc1ccc(NC)c2C(=O)c3ccccc3C(=O)c12;CCC(CO)(CO)CO.CC(C)(CO)CO.OC(=O)CCCCC(O)=O;OCCCCCCO.OC(=O)CCCCCCCCC(O)=O","39162;43015;20904;18181","[M]-;[M]-;[M-H-H2O]-;[M+CH2O2-H]-","0;0;0;0","0;0;0;0","0.5;0.5;0;0","0;0;0;0","0.025929455952083;0.025929455952083;-3.99598367000463;-4.51077287766285",NA,NA,""
365.2371623,10.13696667,243931.542455469,100,2184201.33935547,134331.667455469,100,100,1834520.58935547,1555773.96435547,608601.714355469,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
366.0750427,5.12935,100,100,224424.06255,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
366.1440633,5.273683333,100,100,192149.77739375,100,100,100,100,100,100,3,"C20H20ClN5","-0.04325332","-3.973988686","-4.017242006","[Cl-].Cn1c(C)cc(N\N=C\2C(=Nc3ccccc23)C)[n+]1c4ccccc4","13776","[M]-","0","0","0.5","0","-3.517242006",NA,NA,""
365.2371216,10.13696667,100,100,417751.276855469,100,100,100,359290.808155469,274602.526855469,120051.792455469,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
367.2164307,6.756616667,857794.420043945,561403.420043945,11647236.7325439,1718806.85754395,393295.701343945,100,301844.420043945,708270.545043945,210340.576343945,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
367.231425,7.892916667,100,100,242934.21875,100,100,100,184995.23435,127454.50005,100,3,"C20H35NO6;C20H35NO6;C20H35NO6","-0.483942151859343;-0.483942151859343;-0.483942151859343","-3.38291426215316;-3.38291426215316;-3.38291426215316","-4.8668564140125;-4.8668564140125;-4.8668564140125","CCOC(=O)C=C.CCN(CC)CCOC(=O)C(C)=C.COC(=O)C(C)=C;CCOC(=O)C=C.COC(=O)C(C)=C.CC(=C)C(=O)OCCNC(C)(C)C;COC(=O)C(C)=C.CC(C)COC(=O)C(C)=C.CC1CN1.CC(=C)C(O)=O","19010;19202;29065","[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-","0;0;0","0;0;0","0;0;0","0;0;0","-4.8668564140125;-4.8668564140125;-4.8668564140125",NA,NA,""
367.2164307,6.756616667,168311.982543945,100,2206729.23254395,319311.982543945,100,100,100,123493.123143945,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
367.2164307,6.756616667,100,100,503771.982543945,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
368.2198181,6.756616667,100,100,245726.7656,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
369.3013407,7.26235,100,100,100,100,100,100,162686.4765625,100,100,7,"C22H42O4;C22H42O4;C22H42O4;C21H40O2;C21H40O2;C21H40O2;C21H40O2;C21H40O2;C21H40O2;C22H42O4;C22H42O4;C22H42O4;C22H42O4;C22H42O4;C22H42O4;C22H42O4;C22H42O4","0.00885581074936347;0.00885581074936347;0.00885581074936347;0.00885581074936347;0.00885581074936347;0.00885581074936347;0.00885581074936347;0.00885581074936347;0.00885581074936347;0.00885581074936347;0.00885581074936347;0.00885581074936347;0.00885581074936347;0.00885581074936347;0.00885581074936347;0.00885581074936347;0.00885581074936347","0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809","0.0188061416025316;0.0188061416025316;0.0188061416025316;0.0188061416025316;0.0188061416025316;0.0188061416025316;0.0188061416025316;0.0188061416025316;0.0188061416025316;0.0188061416025316;0.0188061416025316;0.0188061416025316;0.0188061416025316;0.0188061416025316;0.0188061416025316;0.0188061416025316;0.0188061416025316","CCCCCCCC\C=C/CCCCCCCC(=O)OCCOCCO;CCCCCCCCCCCCCCCCCCOC(=O)CCC(O)=O;CCCCCCCCCCCCCCCCOC(=O)CCCCC(O)=O;CCCCCCCC\C=C/CCCCCCCC(=O)OCCC;CCCCCCCC\C=C/CCCCCCCC(=O)OC(C)C;CCCCCCCCCCCCCCCCCCOC(=O)C=C;CCCCCCCC\C=C/CCCCCCCC(=O)OCCC;CCOC(CCCCCCC","","","","","","","",NA,NA,""
375.1825765,7.0198,100,100,219347.0625,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
375.1825765,7.0198,260295.3125,188376.7969,748361.75,155677.9688,100,100,141804.7188,235134.9844,110555.1953,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
376.1863403,7.0198,100,100,106082.1719,100,100,100,100,100,100,3,"C22H30ClNO2","-1.996067576","0.009950331","-1.986117245","[Cl-].CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2.[H+]","5438","[M-H]-","0","-0.5","1","0","0",NA,NA,""
377.1430054,6.937,100,100,100,100,100,100,735594.132446289,722745.132446289,388444.288746289,7,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
377.1617737,5.680033333,100,100,805269.71484375,160600.18364375,100,100,459061.15234375,100,147404.93364375,3,"C23H24ClN3","-0.537283208","0.009950331","-1.241618592","[Cl-].CN(N=CC1=[N+](C)c2ccccc2C1(C)C)c3ccc4ccccc4c3","22078","[M-H]-","0","-0.5","1","0","0",NA,NA,""
377.2372538,9.843416667,100,100,1657729,100,100,100,147330.5781,203880.3438,100,3,"C17H33NO5;C19H38O5S;C19H40O6S","-0.484413847122742;0.00957472376464867;0.00957472376464867","0.00995033085316809;-3.55781751214913;-3.31397237485487","-1.34113018293624;-3.88157612171781;-3.63773098442355","CCCCOC(=O)CCN(CCCO)CCC(=O)OCCCC;CCCCCCCCCCCCCCCCC(C(=O)OC)[S](O)(=O)=O;CSC[C@@H](C)OC[C@H](C)OC[C@H](C)OC[C@H](C)OC[C@H](C)OC[C@H](C)O","37450;9721;40161","[M+CH2O2-H]-;[M-H]-;[M-H-H2O]-","0.5;0.5;0","0;0;0","0;1;0","0;1;1","-0.94113018293624;-1.48157612171781;-2.63773098442355",NA,NA,""
378.1653035,5.680033333,100,100,136878.383350781,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
377.2373352,9.843416667,100,100,367694.25,100,100,100,100,100,100,3,"C17H33NO5;C19H38O5S;C19H40O6S","-0.484387644287847;0.00863580390616192;0.00863580390616192","0.00995033085316809;-4.19962078866729;-4.01697513266624","-0.474437313434679;-4.19098498476113;-4.00833932876008","CCCCOC(=O)CCN(CCCO)CCC(=O)OCCCC;CCCCCCCCCCCCCCCCC(C(=O)OC)[S](O)(=O)=O;CSC[C@@H](C)OC[C@H](C)OC[C@H](C)OC[C@H](C)OC[C@H](C)OC[C@H](C)O","37450;9721;40161","[M+CH2O2-H]-;[M-H]-;[M-H-H2O]-","0;0;0","0;0;0","0;1;0","0;0;0","-0.474437313434679;-3.19098498476113;-4.00833932876008",NA,NA,""
377.0940552,5.564266667,100,100,705031.625,114626.1172,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
379.1584981,7.4135,100,100,100,100,100,100,100,124593.948620898,100,8,"C23H24BrClN2;C23H24ClN3","-0.0862940948337544;-0.565064080963331","0.00995033085316809;-3.24045713177534","-0.0763437639805863;-3.80552121273868","[Cl-].CCN(CC)c1ccc(cc1)C2=[N+](CC)c3ccc(Br)c4cccc2c34;[Cl-].CN(N=CC1=[N+](C)c2ccccc2C1(C)C)c3ccc4ccccc4c3","21028;22078","[M-Br+O]-;[M-H]-","0;0","0;-0.5","0.5;1","0;0","0.423656236019414;0",NA,NA,""
379.1563721,5.5355,492670.640625,223989.765625,1143042.515625,392798.015625,237157.953125,261362.640625,645910.890625,193829.640625,467769.640625,3,"C16H26O10;C24H20N4O;C21H22ClN5","-0.484169433567248;0.00397103666996504;-0.0454040486566018","0.00995033085316809;0.00995033085316809;-3.68961212453646","-0.47421910271408;0.0139213675231331;-3.73501617319306","OCCCOCCCO.OC(=O)CCCCC(O)=O.O=C1OC(=O)C=C1;Cc1cc(ccc1N\N=C2/C(=O)C=Cc3ccccc23)N=Nc4ccccc4C;[Cl-].Cn1c(C)c(N=Nc2cc(C)n(C)[n+]2c3ccccc3)c4ccccc14","20693;1979;44709","[M]-;[M-H]-;[M]-","0;0;0","0;-0.5;0","0.5;1;0.5","0;0;0","0.02578089728592;0;-3.23501617319306",NA,NA,""
379.2526855,11.46875,100,100,394288.9063,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
379.2526855,11.46875,100,100,187085.2969,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
380.091217,5.564266667,100,100,117247.9922,100,100,100,100,100,100,3,"C19H21ClNO3S;C17H18ClNO4","-2.75682011982802;-4.60516887696029","-3.68591966225191;-4.3880591537431","-6.44273978207993;-8.99322803070338","CC[n+]1ccc(C)c2ccc(Cl)cc12.Cc3ccc(cc3)[S](O)(=O)=O;[O-][Cl](=O)(=O)=O.C1CCC(C1)=[N+](c2ccccc2)c3ccccc3","37224;16296","[M]-;[M+CH2O2-H]-","0;0","0;0","0.5;0","0;0","0;0",NA,NA,""
381.2321472,7.892916667,2362794.4375,1558329.9375,20342426.4375,4963454.4375,997100.0625,100,8955899.4375,9900410.4375,3217500.9375,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
382.2355042,7.892916667,454078.19140625,275013.09770625,3996890.50390625,1050745.62890625,196776.62890625,100,1781355.50390625,1960223.00390625,609776.44140625,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
383.2212626,4.82975,100,100,100,100,100,100,3335081.75,4513230,2590167,8,"C22H29N3O3;C19H32N4O2","-0.0424054423350914;0.00926404931690931","0.00995033085316809;-4.53497032933511","-0.0324551114819233;-4.5257062800182","CCN(CC)c1ccc2nc3ccc(cc3[o+]c2c1)N(CC)CC.CC([O-])=O;CCCCCCCCCC(C)=O.NC(N)=NN/C=C/1C=CC=CC1=O","43681;27261","[M]-;[M+Cl]-","0;0","0;-0.5","0.5;0","0;0","0.467544888518077;0",NA,NA,""
381.2321777,7.892916667,100,100,166271.5625,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
383.2275594,7.892916667,100,100,419702.047851562,214572.313451563,100,100,240430.297851562,240210.141651562,100,3,"C20H35NO7","-4.605164151","-4.366516052","-9.971680203","CCC(CO)(COC(=O)CCCCCN)COC(=O)C1CCCCC1C(O)=O","35985","[M-H-H2O]-","0.5","0","0","0","0",NA,NA,""
382.2355347,7.892916667,100,100,328515.78520625,100,100,100,101013.00390625,115472.73830625,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
383.3535258,7.881316667,100,100,100,100,100,100,100,264025.499511719,100,8,"C23H46O","0.003800537","-3.383230865","-3.288521237","CCCCCCCCCCCC(=O)CCCCCCCCCCC","4988","[M+CH2O2-H]-","0","0","0","1","-2.288521237",NA,NA,""
386.1646729,5.36115,100,100,120758.4063,100,100,100,100,100,100,3,"C21H26ClN3O2;C16H24N2O6;C20H24ClN3;C20H24ClN3;C20H24ClN3","-0.148582633393099;-0.488697481881061;-0.148582633393099;-0.148582633393099;-0.148582633393099","-3.96394518702777;0.00995033085316809;-4.41542084231313;-4.41542084231313;-4.41542084231313","-4.25538496327801;-1.47874715102789;-4.70686061856337;-4.70686061856337;-4.70686061856337","[Cl-].CNc1ccc(NCCC[N+](C)(C)C)c2C(=O)c3ccccc3C(=O)c12;CCOC(=O)C=C.CC(=C)C(O)=O.OCNC(=O)C=C.C=CC","","","","","","","",NA,NA,""
385.91745,7.44705,140247.697265625,103054.306665625,100,100,100,100,100,100,100,1,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
391.1774801,6.376466667,100,100,400994.622314453,196400.966114453,100,100,100,100,100,3,"C14H32Cl2N2O3","-0.204288952","0.009950331","-0.194338621","[Cl-].CC1CO1.NCCCCCCN.ClCC2CO2.C3CO3.[H+]","25488","[M+CH2O2-H]-","0","0","0","0","-0.194338621",NA,NA,""
391.252889,11.46896667,100,100,100,100,100,100,142312.684961523,109935.817761523,100,7,"C19H38O3S","-0.000410386","-3.903239103","-3.903649489","CCCCCCCC/C=C/CCCCCCCCO[S](C)(=O)=O","21370","[M+CH2O2-H]-","0","0","0","0","-3.903649489",NA,NA,""
392.060201,4.57035,100,100,100,100,100,119877.2422,100,100,100,6,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
391.1102905,6.230866667,100,100,629145.5,100,100,100,154557.2188,169840.5,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
393.1720785,6.1154,321456.859375,187106.140675,1960297.421875,110751.171875,100,204531.296875,393922.046875,366236.171875,156734.421875,3,"C15H34O7S;C25H22N4O;C21H27ClN2O3","-0.091938680772174;0.000929964155797014;-0.559720501438512","0.00995033085316809;0.00995033085316809;0.00995033085316809","-0.415321683252339;-0.989119704991035;-1.32754794836312","CCCCCCCCCCC(O)(OCC)OCC.O[S](O)(=O)=O;Cc1cc(N=Nc2ccccc2C)c(C)cc1N\N=C3/C(=O)C=Cc4ccccc34;[Cl-].COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12.[H+]","34681;11301;282","[M+Cl]-;[M-H]-;[M]-","0;0;0","-0.5;-0.5;0","0;1;0.5","0;0;0","0;0;-0.82754794836312",NA,NA,""
393.249939,4.82975,100,100,100,100,100,100,41424460.4746094,56513684.4746094,34301396.4746094,8,"C25H32N2O2","-0.484196532","0.009950331","-1.474246201","CCCCC(CC)CNc1ccc(NC(C)C)c2C(=O)c3ccccc3C(=O)c12","27936","[M]-","0","0","0.5","0","-0.974246201",NA,NA,""
394.1058146,6.230866667,100,100,126855.41814082,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
393.2498779,4.82975,100,100,100,100,100,100,9005530.47460938,12064871.4746094,7264569.47460938,8,"C25H32N2O2","-0.484197178","-2.028149991","-2.312347169","CCCCC(CC)CNc1ccc(NC(C)C)c2C(=O)c3ccccc3C(=O)c12","27936","[M]-","0","0","0.5","1","-0.812347169",NA,NA,""
395.1060588,5.12935,100,100,117372.6015625,100,100,100,100,100,100,3,"C18H22N2O4S2;C18H24BrNO","-0.48801525295429;-0.966867641568311","0.00995033085316809;-2.23537752934552","-0.478064922101122;-3.20224517091383","Cc1ccc(cc1)[S](O)(=O)=O.OC(CN2CCSC2=N)c3ccccc3;[Br-].O=C(CC1CCCCC1=[N+]2CCCC2)c3ccccc3","15491;37455","[M]-;[M+CH2O2-H]-","0;0","0;0","0.5;0","0;0","0.021935077898878;0",NA,NA,""
395.1536051,6.221416667,100,100,100,100,100,100,243995.637354102,219678.387354102,100,7,"C23H24N2O2;C22H23ClN2","-0.0444120601745104;-0.0444120601745104","-2.67471219935057;-2.83691485441257","-3.71912425952508;-3.88132691458708","COc1ccc(NC(C)=O)cc1N(Cc2ccccc2)Cc3ccccc3;[Cl-].Cc1[nH]c2ccccc2c1C=CC3=[N+](C)c4ccccc4C3(C)C","17208;9701","[M+Cl]-;[M+CH2O2-H]-","0;0","-0.5;0","0;0","0;0","0;-3.88132691458708",NA,NA,""
395.2476298,9.843416667,670355.070556641,468307.633056641,23254063.5705566,447020.226856641,100,100,279105.695556641,435460.445556641,102693.039356641,3,"C19H40O6S;C18H38O4S","0.00971119667165154;0.00971119667165154","0.00995033085316809;0.00995033085316809","-0.78033847247518;-0.78033847247518","CSC[C@@H](C)OC[C@H](C)OC[C@H](C)OC[C@H](C)OC[C@H](C)OC[C@H](C)O;CCCCCCCCCCCCCCCCCCO[S](O)(=O)=O","40161;4234","[M-H]-;[M+CH2O2-H]-","0;0","0;0","1;0","1;1","1.21966152752482;0.21966152752482",NA,NA,""
395.2476298,9.843416667,6328120.57055664,3393303.57055664,35167655.5705566,4303817.57055664,1096080.57055664,100,1998708.57055664,4143565.32055664,2621210.82055664,3,"C19H40O6S;C18H38O4S","0.00971119667165154;0.00971119667165154","0.00995033085316809;0.00995033085316809","-0.616702108838817;-0.616702108838817","CSC[C@@H](C)OC[C@H](C)OC[C@H](C)OC[C@H](C)OC[C@H](C)OC[C@H](C)O;CCCCCCCCCCCCCCCCCCO[S](O)(=O)=O","40161;4234","[M-H]-;[M+CH2O2-H]-","0;0","0;0","1;0","1;1","1.38329789116118;0.383297891161183",NA,NA,""
395.2622477,9.51925,100,100,190985.7188,100,100,100,100,100,100,3,"C23H40O3S","0.008357464","0.009950331","0.018307795","CCCCCCCCCCCCCCCCCc1ccc(cc1)[S](O)(=O)=O","22583","[M-H]-","0","0","1","0","1.018307795",NA,NA,""
