mz,,,,max,step 0.002,upper,lower,Match?,Match total,,step 0.001,upper,lower,Match?,Match total,,step 0.0005,upper,lower,Match?,Match total,,step 0.0002,step 0.0001
100.0389786,TRUE,100.039,29,,100.326,100.3265,100.3255,FALSE,,,100.163,100.1635,100.1625,FALSE,,,100.0815,100.082,100.081,FALSE,,,,
100.0389862,TRUE,100.039,29,,100.328,100.3285,100.3275,FALSE,,,100.164,100.1645,100.1635,FALSE,,,100.082,100.0825,100.0815,FALSE,,,,
100.0389938,TRUE,100.039,29,,100.33,100.3305,100.3295,FALSE,,,100.165,100.1655,100.1645,FALSE,,,100.0825,100.083,100.082,FALSE,,,,
100.0390015,TRUE,100.039,29,,100.332,100.3325,100.3315,FALSE,,,100.166,100.1665,100.1655,TRUE,,,100.083,100.0835,100.0825,FALSE,,,,
100.0390015,TRUE,100.039,29,,100.334,100.3345,100.3335,FALSE,,,100.167,100.1675,100.1665,FALSE,,,100.0835,100.084,100.083,FALSE,,,,
100.0390015,TRUE,100.039,29,,100.336,100.3365,100.3355,TRUE,,,100.168,100.1685,100.1675,FALSE,,,100.084,100.0845,100.0835,FALSE,,,,
100.0390167,TRUE,100.039,29,,100.338,100.3385,100.3375,FALSE,,,100.169,100.1695,100.1685,FALSE,,,100.0845,100.085,100.084,FALSE,,,,
100.0390167,TRUE,100.039,29,,100.34,100.3405,100.3395,FALSE,,,100.17,100.1705,100.1695,FALSE,,,100.085,100.0855,100.0845,FALSE,,,,
100.0390167,TRUE,100.039,29,,100.342,100.3425,100.3415,FALSE,,,100.171,100.1715,100.1705,FALSE,,,100.0855,100.086,100.085,FALSE,,,,
100.0390244,TRUE,100.039,29,,100.344,100.3445,100.3435,FALSE,,,100.172,100.1725,100.1715,FALSE,,,100.086,100.0865,100.0855,FALSE,,,,
100.0390244,TRUE,100.039,29,,100.346,100.3465,100.3455,FALSE,,,100.173,100.1735,100.1725,FALSE,,,100.0865,100.087,100.086,FALSE,,,,
100.0390244,TRUE,100.039,29,,100.348,100.3485,100.3475,FALSE,,,100.174,100.1745,100.1735,FALSE,,,100.087,100.0875,100.0865,FALSE,,,,
100.039032,TRUE,100.039,29,,100.35,100.3505,100.3495,FALSE,,,100.175,100.1755,100.1745,FALSE,,,100.0875,100.088,100.087,FALSE,,,,
100.039032,TRUE,100.039,29,,100.352,100.3525,100.3515,FALSE,,,100.176,100.1765,100.1755,FALSE,,,100.088,100.0885,100.0875,FALSE,,,,
100.039032,TRUE,100.039,29,,100.354,100.3545,100.3535,FALSE,,,100.177,100.1775,100.1765,FALSE,,,100.0885,100.089,100.088,FALSE,,,,
100.0390396,TRUE,100.039,29,,100.356,100.3565,100.3555,FALSE,,,100.178,100.1785,100.1775,FALSE,,,100.089,100.0895,100.0885,FALSE,,,,
100.0390396,TRUE,100.039,29,,100.358,100.3585,100.3575,FALSE,,,100.179,100.1795,100.1785,FALSE,,,100.0895,100.09,100.089,FALSE,,,,
100.0390472,TRUE,100.039,29,,100.36,100.3605,100.3595,FALSE,,,100.18,100.1805,100.1795,FALSE,,,100.09,100.0905,100.0895,TRUE,,,,
100.0390472,TRUE,100.039,29,,100.362,100.3625,100.3615,FALSE,,,100.181,100.1815,100.1805,FALSE,,,100.0905,100.091,100.09,TRUE,,,,
100.0390472,TRUE,100.039,29,,100.364,100.3645,100.3635,FALSE,,,100.182,100.1825,100.1815,FALSE,,,100.091,100.0915,100.0905,FALSE,,,,
100.0390549,TRUE,100.0391,13,,100.366,100.3665,100.3655,FALSE,,,100.183,100.1835,100.1825,FALSE,,,100.0915,100.092,100.091,FALSE,,,,
100.0390549,TRUE,100.0391,13,,100.368,100.3685,100.3675,FALSE,,,100.184,100.1845,100.1835,FALSE,,,100.092,100.0925,100.0915,FALSE,,,,
100.0390549,TRUE,100.0391,13,,100.37,100.3705,100.3695,FALSE,,,100.185,100.1855,100.1845,FALSE,,,100.0925,100.093,100.092,TRUE,,,,
100.0390625,TRUE,100.0391,13,,100.372,100.3725,100.3715,FALSE,,,100.186,100.1865,100.1855,FALSE,,,100.093,100.0935,100.0925,TRUE,,,,
100.0390625,TRUE,100.0391,13,,100.374,100.3745,100.3735,FALSE,,,100.187,100.1875,100.1865,FALSE,,,100.0935,100.094,100.093,FALSE,,,,
100.0390625,TRUE,100.0391,13,,100.376,100.3765,100.3755,FALSE,,,100.188,100.1885,100.1875,FALSE,,,100.094,100.0945,100.0935,FALSE,,,,
100.0390778,TRUE,100.0391,13,,100.378,100.3785,100.3775,FALSE,,,100.189,100.1895,100.1885,FALSE,,,100.0945,100.095,100.094,FALSE,,,,
100.0390778,TRUE,100.0391,13,,100.38,100.3805,100.3795,FALSE,,,100.19,100.1905,100.1895,FALSE,,,100.095,100.0955,100.0945,FALSE,,,,
100.0390778,TRUE,100.0391,13,,100.382,100.3825,100.3815,FALSE,,,100.191,100.1915,100.1905,FALSE,,,100.0955,100.096,100.095,FALSE,,,,
100.039093,TRUE,100.0391,13,,100.384,100.3845,100.3835,FALSE,,,100.192,100.1925,100.1915,FALSE,,,100.096,100.0965,100.0955,FALSE,,,,
100.0391083,TRUE,100.0391,13,,100.386,100.3865,100.3855,FALSE,,,100.193,100.1935,100.1925,FALSE,,,100.0965,100.097,100.096,FALSE,,,,
100.0391159,TRUE,100.0391,13,,100.388,100.3885,100.3875,FALSE,,,100.194,100.1945,100.1935,FALSE,,,100.097,100.0975,100.0965,FALSE,,,,
100.0391235,FALSE,100.0391,13,,100.39,100.3905,100.3895,FALSE,,,100.195,100.1955,100.1945,FALSE,,,100.0975,100.098,100.097,FALSE,,,,
100.0423431,FALSE,100.0423,1,,100.392,100.3925,100.3915,FALSE,,,100.196,100.1965,100.1955,TRUE,,,100.098,100.0985,100.0975,FALSE,,,,
100.0459442,FALSE,100.0459,1,,100.394,100.3945,100.3935,FALSE,,,100.197,100.1975,100.1965,FALSE,,,100.0985,100.099,100.098,FALSE,,,,
100.0468216,TRUE,100.0468,2,,100.396,100.3965,100.3955,FALSE,,,100.198,100.1985,100.1975,FALSE,,,100.099,100.0995,100.0985,FALSE,,,,
100.0468445,TRUE,100.0468,2,,100.398,100.3985,100.3975,FALSE,,,100.199,100.1995,100.1985,FALSE,,,100.0995,100.1,100.099,FALSE,,,,
100.0468597,TRUE,100.0469,5,,100.4,100.4005,100.3995,FALSE,,,100.2,100.2005,100.1995,FALSE,,,100.1,100.1005,100.0995,FALSE,,,,
100.0468597,TRUE,100.0469,5,,100.402,100.4025,100.4015,FALSE,,,100.201,100.2015,100.2005,TRUE,,,100.1005,100.101,100.1,FALSE,,,,
100.046875,TRUE,100.0469,5,,100.404,100.4045,100.4035,FALSE,,,100.202,100.2025,100.2015,FALSE,,,100.101,100.1015,100.1005,FALSE,,,,
100.0469055,TRUE,100.0469,5,,100.406,100.4065,100.4055,TRUE,,,100.203,100.2035,100.2025,FALSE,,,100.1015,100.102,100.101,FALSE,,,,
100.0469437,TRUE,100.0469,5,,100.408,100.4085,100.4075,FALSE,,,100.204,100.2045,100.2035,FALSE,,,100.102,100.1025,100.1015,FALSE,,,,
100.0469513,TRUE,100.047,24,,100.41,100.4105,100.4095,FALSE,,,100.205,100.2055,100.2045,FALSE,,,100.1025,100.103,100.102,FALSE,,,,
100.0469513,TRUE,100.047,24,,100.412,100.4125,100.4115,FALSE,,,100.206,100.2065,100.2055,FALSE,,,100.103,100.1035,100.1025,FALSE,,,,
100.0469589,TRUE,100.047,24,,100.414,100.4145,100.4135,FALSE,,,100.207,100.2075,100.2065,FALSE,,,100.1035,100.104,100.103,FALSE,,,,
100.0469589,TRUE,100.047,24,,100.416,100.4165,100.4155,FALSE,,,100.208,100.2085,100.2075,FALSE,,,100.104,100.1045,100.1035,FALSE,,,,
100.0469589,TRUE,100.047,24,,100.418,100.4185,100.4175,FALSE,,,100.209,100.2095,100.2085,TRUE,,,100.1045,100.105,100.104,FALSE,,,,
100.0469666,TRUE,100.047,24,,100.42,100.4205,100.4195,FALSE,,,100.21,100.2105,100.2095,FALSE,,,100.105,100.1055,100.1045,FALSE,,,,
100.0469666,TRUE,100.047,24,,100.422,100.4225,100.4215,FALSE,,,100.211,100.2115,100.2105,FALSE,,,100.1055,100.106,100.105,FALSE,,,,
100.0469742,TRUE,100.047,24,,100.424,100.4245,100.4235,FALSE,,,100.212,100.2125,100.2115,FALSE,,,100.106,100.1065,100.1055,FALSE,,,,
100.0469894,TRUE,100.047,24,,100.426,100.4265,100.4255,FALSE,,,100.213,100.2135,100.2125,FALSE,,,100.1065,100.107,100.106,FALSE,,,,
100.0469971,TRUE,100.047,24,,100.428,100.4285,100.4275,FALSE,,,100.214,100.2145,100.2135,FALSE,,,100.107,100.1075,100.1065,FALSE,,,,
100.0469971,TRUE,100.047,24,,100.43,100.4305,100.4295,FALSE,,,100.215,100.2155,100.2145,FALSE,,,100.1075,100.108,100.107,FALSE,,,,
100.0470047,TRUE,100.047,24,,100.432,100.4325,100.4315,FALSE,,,100.216,100.2165,100.2155,TRUE,,,100.108,100.1085,100.1075,FALSE,,,,
100.0470047,TRUE,100.047,24,,100.434,100.4345,100.4335,FALSE,,,100.217,100.2175,100.2165,FALSE,,,100.1085,100.109,100.108,FALSE,,,,
100.0470123,TRUE,100.047,24,,100.436,100.4365,100.4355,FALSE,,,100.218,100.2185,100.2175,FALSE,,,100.109,100.1095,100.1085,FALSE,,,,
100.0470123,TRUE,100.047,24,,100.438,100.4385,100.4375,FALSE,,,100.219,100.2195,100.2185,FALSE,,,100.1095,100.11,100.109,FALSE,,,,
100.0470123,TRUE,100.047,24,,100.44,100.4405,100.4395,FALSE,,,100.22,100.2205,100.2195,FALSE,,,100.11,100.1105,100.1095,FALSE,,,,
100.04702,TRUE,100.047,24,,100.442,100.4425,100.4415,FALSE,,,100.221,100.2215,100.2205,FALSE,,,100.1105,100.111,100.11,FALSE,,,,
100.04702,TRUE,100.047,24,,100.444,100.4445,100.4435,FALSE,,,100.222,100.2225,100.2215,FALSE,,,100.111,100.1115,100.1105,FALSE,,,,
100.0470276,TRUE,100.047,24,,100.446,100.4465,100.4455,FALSE,,,100.223,100.2235,100.2225,FALSE,,,100.1115,100.112,100.111,FALSE,,,,
100.0470352,TRUE,100.047,24,,100.448,100.4485,100.4475,FALSE,,,100.224,100.2245,100.2235,FALSE,,,100.112,100.1125,100.1115,FALSE,,,,
100.0470352,TRUE,100.047,24,,100.45,100.4505,100.4495,FALSE,,,100.225,100.2255,100.2245,TRUE,,,100.1125,100.113,100.112,FALSE,,,,
100.0470428,TRUE,100.047,24,,100.452,100.4525,100.4515,FALSE,,,100.226,100.2265,100.2255,FALSE,,,100.113,100.1135,100.1125,FALSE,,,,
100.0470428,TRUE,100.047,24,,100.454,100.4545,100.4535,FALSE,,,100.227,100.2275,100.2265,FALSE,,,100.1135,100.114,100.113,FALSE,,,,
100.0470428,TRUE,100.047,24,,100.456,100.4565,100.4555,TRUE,,,100.228,100.2285,100.2275,FALSE,,,100.114,100.1145,100.1135,FALSE,,,,
100.0470581,TRUE,100.0471,21,,100.458,100.4585,100.4575,TRUE,,,100.229,100.2295,100.2285,FALSE,,,100.1145,100.115,100.114,FALSE,,,,
100.0470657,TRUE,100.0471,21,,100.46,100.4605,100.4595,FALSE,,,100.23,100.2305,100.2295,FALSE,,,100.115,100.1155,100.1145,TRUE,,,,
100.0470657,TRUE,100.0471,21,,100.462,100.4625,100.4615,FALSE,,,100.231,100.2315,100.2305,FALSE,,,100.1155,100.116,100.115,TRUE,,,,
100.0470734,TRUE,100.0471,21,,100.464,100.4645,100.4635,FALSE,,,100.232,100.2325,100.2315,FALSE,,,100.116,100.1165,100.1155,FALSE,,,,
100.0470734,TRUE,100.0471,21,,100.466,100.4665,100.4655,FALSE,,,100.233,100.2335,100.2325,FALSE,,,100.1165,100.117,100.116,FALSE,,,,
100.047081,TRUE,100.0471,21,,100.468,100.4685,100.4675,FALSE,,,100.234,100.2345,100.2335,FALSE,,,100.117,100.1175,100.1165,FALSE,,,,
100.047081,TRUE,100.0471,21,,100.47,100.4705,100.4695,FALSE,,,100.235,100.2355,100.2345,FALSE,,,100.1175,100.118,100.117,FALSE,,,,
100.047081,TRUE,100.0471,21,,100.472,100.4725,100.4715,FALSE,,,100.236,100.2365,100.2355,FALSE,,,100.118,100.1185,100.1175,FALSE,,,,
100.0470886,TRUE,100.0471,21,,100.474,100.4745,100.4735,FALSE,,,100.237,100.2375,100.2365,FALSE,,,100.1185,100.119,100.118,FALSE,,,,
100.0470886,TRUE,100.0471,21,,100.476,100.4765,100.4755,FALSE,,,100.238,100.2385,100.2375,FALSE,,,100.119,100.1195,100.1185,FALSE,,,,
100.0470886,TRUE,100.0471,21,,100.478,100.4785,100.4775,FALSE,,,100.239,100.2395,100.2385,FALSE,,,100.1195,100.12,100.119,FALSE,,,,
100.0471039,TRUE,100.0471,21,,100.48,100.4805,100.4795,FALSE,,,100.24,100.2405,100.2395,FALSE,,,100.12,100.1205,100.1195,FALSE,,,,
100.0471039,TRUE,100.0471,21,,100.482,100.4825,100.4815,FALSE,,,100.241,100.2415,100.2405,FALSE,,,100.1205,100.121,100.12,FALSE,,,,
100.0471039,TRUE,100.0471,21,,100.484,100.4845,100.4835,FALSE,,,100.242,100.2425,100.2415,FALSE,,,100.121,100.1215,100.1205,FALSE,,,,
100.0471115,TRUE,100.0471,21,,100.486,100.4865,100.4855,FALSE,,,100.243,100.2435,100.2425,FALSE,,,100.1215,100.122,100.121,FALSE,,,,
100.0471115,TRUE,100.0471,21,,100.488,100.4885,100.4875,FALSE,,,100.244,100.2445,100.2435,FALSE,,,100.122,100.1225,100.1215,FALSE,,,,
100.0471191,TRUE,100.0471,21,,100.49,100.4905,100.4895,TRUE,,,100.245,100.2455,100.2445,FALSE,,,100.1225,100.123,100.122,FALSE,,,,
100.0471191,TRUE,100.0471,21,,100.492,100.4925,100.4915,FALSE,,,100.246,100.2465,100.2455,FALSE,,,100.123,100.1235,100.1225,FALSE,,,,
100.0471191,TRUE,100.0471,21,,100.494,100.4945,100.4935,FALSE,,,100.247,100.2475,100.2465,FALSE,,,100.1235,100.124,100.123,FALSE,,,,
100.0471268,TRUE,100.0471,21,,100.496,100.4965,100.4955,FALSE,,,100.248,100.2485,100.2475,FALSE,,,100.124,100.1245,100.1235,FALSE,,,,
100.047142,TRUE,100.0471,21,,100.498,100.4985,100.4975,FALSE,,,100.249,100.2495,100.2485,FALSE,,,100.1245,100.125,100.124,FALSE,,,,
100.0471649,TRUE,100.0472,4,,100.5,100.5005,100.4995,FALSE,,,100.25,100.2505,100.2495,FALSE,,,100.125,100.1255,100.1245,FALSE,,,,
100.0472107,TRUE,100.0472,4,,100.502,100.5025,100.5015,FALSE,,,100.251,100.2515,100.2505,FALSE,,,100.1255,100.126,100.125,FALSE,,,,
100.047226,TRUE,100.0472,4,,100.504,100.5045,100.5035,FALSE,,,100.252,100.2525,100.2515,FALSE,,,100.126,100.1265,100.1255,FALSE,,,,
100.0472336,FALSE,100.0472,4,,100.506,100.5065,100.5055,TRUE,,,100.253,100.2535,100.2525,FALSE,,,100.1265,100.127,100.126,FALSE,,,,
100.0511169,FALSE,100.0511,1,,100.508,100.5085,100.5075,FALSE,,,100.254,100.2545,100.2535,FALSE,,,100.127,100.1275,100.1265,FALSE,,,,
100.0514679,TRUE,100.0515,12,,100.51,100.5105,100.5095,FALSE,,,100.255,100.2555,100.2545,FALSE,,,100.1275,100.128,100.127,FALSE,,,,
100.0514755,TRUE,100.0515,12,,100.512,100.5125,100.5115,FALSE,,,100.256,100.2565,100.2555,FALSE,,,100.128,100.1285,100.1275,FALSE,,,,
100.0514755,TRUE,100.0515,12,,100.514,100.5145,100.5135,FALSE,,,100.257,100.2575,100.2565,FALSE,,,100.1285,100.129,100.128,FALSE,,,,
100.0514908,TRUE,100.0515,12,,100.516,100.5165,100.5155,TRUE,,,100.258,100.2585,100.2575,FALSE,,,100.129,100.1295,100.1285,FALSE,,,,
100.0515137,TRUE,100.0515,12,,100.518,100.5185,100.5175,FALSE,,,100.259,100.2595,100.2585,FALSE,,,100.1295,100.13,100.129,FALSE,,,,
100.0515137,TRUE,100.0515,12,,100.52,100.5205,100.5195,FALSE,,,100.26,100.2605,100.2595,FALSE,,,100.13,100.1305,100.1295,FALSE,,,,
100.0515137,TRUE,100.0515,12,,100.522,100.5225,100.5215,FALSE,,,100.261,100.2615,100.2605,FALSE,,,100.1305,100.131,100.13,FALSE,,,,
100.0515213,TRUE,100.0515,12,,100.524,100.5245,100.5235,FALSE,,,100.262,100.2625,100.2615,FALSE,,,100.131,100.1315,100.1305,FALSE,,,,
100.0515213,TRUE,100.0515,12,,100.526,100.5265,100.5255,FALSE,,,100.263,100.2635,100.2625,FALSE,,,100.1315,100.132,100.131,FALSE,,,,
100.0515213,TRUE,100.0515,12,,100.528,100.5285,100.5275,FALSE,,,100.264,100.2645,100.2635,FALSE,,,100.132,100.1325,100.1315,FALSE,,,,
100.0515442,TRUE,100.0515,12,,100.53,100.5305,100.5295,FALSE,,,100.265,100.2655,100.2645,FALSE,,,100.1325,100.133,100.132,FALSE,,,,
100.0515442,TRUE,100.0515,12,,100.532,100.5325,100.5315,TRUE,,,100.266,100.2665,100.2655,FALSE,,,100.133,100.1335,100.1325,FALSE,,,,
100.0515671,TRUE,100.0516,10,,100.534,100.5345,100.5335,FALSE,,,100.267,100.2675,100.2665,FALSE,,,100.1335,100.134,100.133,FALSE,,,,
100.0515671,TRUE,100.0516,10,,100.536,100.5365,100.5355,FALSE,,,100.268,100.2685,100.2675,FALSE,,,100.134,100.1345,100.1335,FALSE,,,,
100.0515747,TRUE,100.0516,10,,100.538,100.5385,100.5375,FALSE,,,100.269,100.2695,100.2685,FALSE,,,100.1345,100.135,100.134,FALSE,,,,
100.0515747,TRUE,100.0516,10,,100.54,100.5405,100.5395,FALSE,,,100.27,100.2705,100.2695,FALSE,,,100.135,100.1355,100.1345,FALSE,,,,
100.0515976,TRUE,100.0516,10,,100.542,100.5425,100.5415,FALSE,,,100.271,100.2715,100.2705,FALSE,,,100.1355,100.136,100.135,FALSE,,,,
100.0516052,TRUE,100.0516,10,,100.544,100.5445,100.5435,FALSE,,,100.272,100.2725,100.2715,FALSE,,,100.136,100.1365,100.1355,FALSE,,,,
100.0516052,TRUE,100.0516,10,,100.546,100.5465,100.5455,FALSE,,,100.273,100.2735,100.2725,FALSE,,,100.1365,100.137,100.136,FALSE,,,,
100.0516129,TRUE,100.0516,10,,100.548,100.5485,100.5475,FALSE,,,100.274,100.2745,100.2735,FALSE,,,100.137,100.1375,100.1365,FALSE,,,,
100.0516205,TRUE,100.0516,10,,100.55,100.5505,100.5495,FALSE,,,100.275,100.2755,100.2745,FALSE,,,100.1375,100.138,100.137,FALSE,,,,
100.0516434,TRUE,100.0516,10,,100.552,100.5525,100.5515,FALSE,,,100.276,100.2765,100.2755,FALSE,,,100.138,100.1385,100.1375,TRUE,,,,
100.0516663,FALSE,100.0517,1,,100.554,100.5545,100.5535,FALSE,,,100.277,100.2775,100.2765,FALSE,,,100.1385,100.139,100.138,TRUE,,,,
100.0596619,FALSE,100.0597,1,,100.556,100.5565,100.5555,FALSE,,,100.278,100.2785,100.2775,FALSE,,,100.139,100.1395,100.1385,FALSE,,,,
100.0606918,FALSE,100.0607,1,,100.558,100.5585,100.5575,FALSE,,,100.279,100.2795,100.2785,FALSE,,,100.1395,100.14,100.139,FALSE,,,,
100.0802765,FALSE,100.0803,1,,100.56,100.5605,100.5595,FALSE,,,100.28,100.2805,100.2795,FALSE,,,100.14,100.1405,100.1395,FALSE,,,,
100.090004,FALSE,100.09,1,,100.562,100.5625,100.5615,FALSE,,,100.281,100.2815,100.2805,FALSE,,,100.1405,100.141,100.14,FALSE,,,,
100.0926437,FALSE,100.0926,1,,100.564,100.5645,100.5635,FALSE,,,100.282,100.2825,100.2815,FALSE,,,100.141,100.1415,100.1405,TRUE,,,,
100.1154709,FALSE,100.1155,1,,100.566,100.5665,100.5655,FALSE,,,100.283,100.2835,100.2825,FALSE,,,100.1415,100.142,100.141,TRUE,,,,
100.1382446,FALSE,100.1382,1,,100.568,100.5685,100.5675,FALSE,,,100.284,100.2845,100.2835,FALSE,,,100.142,100.1425,100.1415,FALSE,,,,
100.1413422,FALSE,100.1413,1,,100.57,100.5705,100.5695,FALSE,,,100.285,100.2855,100.2845,FALSE,,,100.1425,100.143,100.142,FALSE,,,,
100.1525269,FALSE,100.1525,1,,100.572,100.5725,100.5715,FALSE,,,100.286,100.2865,100.2855,FALSE,,,100.143,100.1435,100.1425,FALSE,,,,
100.1549149,FALSE,100.1549,1,,100.574,100.5745,100.5735,FALSE,,,100.287,100.2875,100.2865,FALSE,,,100.1435,100.144,100.143,FALSE,,,,
100.1660004,FALSE,100.166,1,,100.576,100.5765,100.5755,TRUE,,,100.288,100.2885,100.2875,FALSE,,,100.144,100.1445,100.1435,FALSE,,,,
100.1959915,FALSE,100.196,1,,100.578,100.5785,100.5775,FALSE,,,100.289,100.2895,100.2885,FALSE,,,100.1445,100.145,100.144,FALSE,,,,
100.2012253,FALSE,100.2012,1,,100.58,100.5805,100.5795,FALSE,,,100.29,100.2905,100.2895,TRUE,,,100.145,100.1455,100.1445,FALSE,,,,
100.208847,FALSE,100.2088,1,,100.582,100.5825,100.5815,FALSE,,,100.291,100.2915,100.2905,FALSE,,,100.1455,100.146,100.145,FALSE,,,,
100.2163773,FALSE,100.2164,1,,100.584,100.5845,100.5835,FALSE,,,100.292,100.2925,100.2915,FALSE,,,100.146,100.1465,100.1455,FALSE,,,,
100.225441,FALSE,100.2254,1,,100.586,100.5865,100.5855,FALSE,,,100.293,100.2935,100.2925,FALSE,,,100.1465,100.147,100.146,FALSE,,,,
100.2901306,FALSE,100.2901,1,,100.588,100.5885,100.5875,FALSE,,,100.294,100.2945,100.2935,FALSE,,,100.147,100.1475,100.1465,FALSE,,,,
100.3085861,FALSE,100.3086,1,,100.59,100.5905,100.5895,FALSE,,,100.295,100.2955,100.2945,FALSE,,,100.1475,100.148,100.147,FALSE,,,,
100.3139725,FALSE,100.314,1,,100.592,100.5925,100.5915,FALSE,,,100.296,100.2965,100.2955,FALSE,,,100.148,100.1485,100.1475,FALSE,,,,
100.3360901,FALSE,100.3361,1,,100.594,100.5945,100.5935,FALSE,,,100.297,100.2975,100.2965,FALSE,,,100.1485,100.149,100.148,FALSE,,,,
100.3708191,FALSE,100.3708,1,,100.596,100.5965,100.5955,FALSE,,,100.298,100.2985,100.2975,FALSE,,,100.149,100.1495,100.1485,FALSE,,,,
100.3867264,FALSE,100.3867,1,,100.598,100.5985,100.5975,FALSE,,,100.299,100.2995,100.2985,FALSE,,,100.1495,100.15,100.149,FALSE,,,,
100.3989639,FALSE,100.399,1,,100.6,100.6005,100.5995,FALSE,,,100.3,100.3005,100.2995,FALSE,,,100.15,100.1505,100.1495,FALSE,,,,
100.4061432,FALSE,100.4061,1,,100.602,100.6025,100.6015,FALSE,,,100.301,100.3015,100.3005,FALSE,,,100.1505,100.151,100.15,FALSE,,,,
100.4331665,FALSE,100.4332,1,,100.604,100.6045,100.6035,FALSE,,,100.302,100.3025,100.3015,FALSE,,,100.151,100.1515,100.1505,FALSE,,,,
100.4409485,FALSE,100.4409,1,,100.606,100.6065,100.6055,FALSE,,,100.303,100.3035,100.3025,FALSE,,,100.1515,100.152,100.151,FALSE,,,,
100.4560776,FALSE,100.4561,1,,100.608,100.6085,100.6075,FALSE,,,100.304,100.3045,100.3035,FALSE,,,100.152,100.1525,100.1515,FALSE,,,,
100.4580002,FALSE,100.458,1,,100.61,100.6105,100.6095,FALSE,,,100.305,100.3055,100.3045,FALSE,,,100.1525,100.153,100.152,TRUE,,,,
100.4609833,FALSE,100.461,1,,100.612,100.6125,100.6115,FALSE,,,100.306,100.3065,100.3055,FALSE,,,100.153,100.1535,100.1525,TRUE,,,,
100.4898071,TRUE,100.4898,1,,100.614,100.6145,100.6135,TRUE,,,100.307,100.3075,100.3065,FALSE,,,100.1535,100.154,100.153,FALSE,,,,
100.4898758,FALSE,100.4899,1,,100.616,100.6165,100.6155,FALSE,,,100.308,100.3085,100.3075,FALSE,,,100.154,100.1545,100.1535,FALSE,,,,
100.5059128,FALSE,100.5059,1,,100.618,100.6185,100.6175,FALSE,,,100.309,100.3095,100.3085,TRUE,,,100.1545,100.155,100.154,TRUE,,,,
100.5128555,FALSE,100.5129,1,,100.62,100.6205,100.6195,FALSE,,,100.31,100.3105,100.3095,FALSE,,,100.155,100.1555,100.1545,TRUE,,,,
100.5161514,FALSE,100.5162,1,,100.622,100.6225,100.6215,FALSE,,,100.311,100.3115,100.3105,FALSE,,,100.1555,100.156,100.155,FALSE,,,,
100.5166321,FALSE,100.5166,1,,100.624,100.6245,100.6235,FALSE,,,100.312,100.3125,100.3115,FALSE,,,100.156,100.1565,100.1555,FALSE,,,,
100.5321121,FALSE,100.5321,1,,100.626,100.6265,100.6255,FALSE,,,100.313,100.3135,100.3125,FALSE,,,100.1565,100.157,100.156,FALSE,,,,
100.5374756,FALSE,100.5375,1,,100.628,100.6285,100.6275,FALSE,,,100.314,100.3145,100.3135,TRUE,,,100.157,100.1575,100.1565,FALSE,,,,
100.5529404,FALSE,100.5529,1,,100.63,100.6305,100.6295,FALSE,,,100.315,100.3155,100.3145,FALSE,,,100.1575,100.158,100.157,FALSE,,,,
100.553215,TRUE,100.5532,1,,100.632,100.6325,100.6315,TRUE,,,100.316,100.3165,100.3155,FALSE,,,100.158,100.1585,100.1575,FALSE,,,,
100.5533447,FALSE,100.5533,1,,100.634,100.6345,100.6335,FALSE,,,100.317,100.3175,100.3165,FALSE,,,100.1585,100.159,100.158,FALSE,,,,
100.5550537,FALSE,100.5551,1,,100.636,100.6365,100.6355,FALSE,,,100.318,100.3185,100.3175,FALSE,,,100.159,100.1595,100.1585,FALSE,,,,
100.5764236,FALSE,100.5764,1,,100.638,100.6385,100.6375,FALSE,,,100.319,100.3195,100.3185,FALSE,,,100.1595,100.16,100.159,FALSE,,,,
100.6073761,FALSE,100.6074,1,,100.64,100.6405,100.6395,FALSE,,,100.32,100.3205,100.3195,FALSE,,,100.16,100.1605,100.1595,FALSE,,,,
100.6130219,FALSE,100.613,1,,100.642,100.6425,100.6415,FALSE,,,100.321,100.3215,100.3205,FALSE,,,100.1605,100.161,100.16,FALSE,,,,
100.6137619,FALSE,100.6138,1,,100.644,100.6445,100.6435,FALSE,,,100.322,100.3225,100.3215,FALSE,,,100.161,100.1615,100.1605,FALSE,,,,
100.625473,FALSE,100.6255,1,,100.646,100.6465,100.6455,FALSE,,,100.323,100.3235,100.3225,FALSE,,,100.1615,100.162,100.161,FALSE,,,,
100.6320114,TRUE,100.632,1,,100.648,100.6485,100.6475,FALSE,,,100.324,100.3245,100.3235,FALSE,,,100.162,100.1625,100.1615,FALSE,,,,
100.6322021,FALSE,100.6322,1,,100.65,100.6505,100.6495,FALSE,,,100.325,100.3255,100.3245,FALSE,,,100.1625,100.163,100.162,FALSE,,,,
100.6563797,FALSE,100.6564,1,,100.652,100.6525,100.6515,FALSE,,,100.326,100.3265,100.3255,FALSE,,,100.163,100.1635,100.1625,FALSE,,,,
100.6647186,FALSE,100.6647,1,,100.654,100.6545,100.6535,FALSE,,,100.327,100.3275,100.3265,FALSE,,,100.1635,100.164,100.163,FALSE,,,,
100.7030716,FALSE,100.7031,1,,100.656,100.6565,100.6555,TRUE,,,100.328,100.3285,100.3275,FALSE,,,100.164,100.1645,100.1635,FALSE,,,,
100.7468948,FALSE,100.7469,1,,100.658,100.6585,100.6575,FALSE,,,100.329,100.3295,100.3285,FALSE,,,100.1645,100.165,100.164,FALSE,,,,
