"mz","rt","X300_500_Neg_Blank1.mzXML","X300_500_Neg_Blank2.mzXML","X300_500_Neg_JeansA.mzXML","X300_500_Neg_JeansB.mzXML","X300_500_Neg_JeansC.mzXML","X300_500_Neg_JeansD.mzXML","X300_500_Neg_JeansDx.mzXML","X300_500_Neg_JeansE.mzXML","X300_500_Neg_JeansF.mzXML","X300_500_Neg_JeansG.mzXML","X300_500_Neg_JeansGx.mzXML","MeOH_20190615135739.mzXML","SampleID","formula.pred","isoscore","mserror","ms1score","SMILES","DbID","Adducts","neutralscore","ionmodescore","adductscore","MS2score","rtscore","allscore"
310.85508219401,0.154071666666667,114276.4140625,117649.5390625,112111.828125,102373.3828125,108899.703125,121681.0859375,113601.0234375,111024.6171875,98718.140625,108745.984375,123046.1484375,108694.984375,11,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
310.931264241536,4.313,198224.609375,265988.53125,250771.71875,250011.734375,194830.859375,237532.296875,234790.578125,175675.078125,202744.375,215933.78125,231613.015625,231638.8125,2,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
310.931467692057,3.9294,196078.453125,202939.53125,210655.671875,193194,206664.734375,235107.109375,252492.375,201239.09375,204553.46875,204733.796875,202084.546875,193267.640625,7,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
311.169057210286,5.8972,771938.625,820291.5,676315.5,984116.75,554541.5,873661.6875,1012406.25,966520.4375,1134983.25,1287849.375,714822.625,672796.4375,10,"C16H25NO5;C16H27NO6;C15H18N8;C15H23NO3;C15H23NO3;C15H23NO3","-0.484028474343239;-0.484028474343239;-0.484385376914002;-0.484028474343239;-0.484028474343239;-0.484028474343239","0.00995033085316809;0.00995033085316809;0.00995033085316809;-2.27756910840851;-2.27756910840851;-2.27756910840851","-0.474078143490071;-0.474078143490071;-0.474435046060834;-2.76159758275175;-2.76159758275175;-2.76159758275175","CCOC(=O)C(C)=C.CC(=C)C(O)=O.C=CN1CCCC1=O;CCCCOC(=O)C=C.COC(=O)C(C)=C.OCNC(=O)C=C;Cc1ccccc1N=C(N)N=C(N)N.[nH]2nc3ccccc3n2;CC(C)(N)CO.OC(=O)C=C.C=Cc1ccccc1;CC(C)(C)c1ccc(cc1)C(=O)N(CCO)CCO;CN(C)CCO.OC(=O)C=C.C=Cc1ccccc1","18077;18371;28585;23941;26586;36789","[M-H]-;[M-H-H2O]-;[M]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-","0","0;0;0;0;0;0","1;0;0.5;0;0;0","0",0,"0.525921856509929;-0.474078143490071;0.025564953939166;-2.76159758275175;-2.76159758275175;-2.76159758275175"
311.169311523438,5.56426666666667,4821045,9247047,13067613,10721806,57065224,11448016,9404708,10390603,15683255,7325949,11190425,8965665,5,"C16H25NO5;C16H27NO6;C15H23NO3;C15H23NO3;C15H23NO3;C15H18N8","-0.484044112514073;-0.484044112514073;-0.484044112514073;-0.484044112514073;-0.484044112514073;-0.484400036745348","0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809","-0.474093781660905;-0.474093781660905;-0.474093781660905;-0.474093781660905;-0.474093781660905;-0.47444970589218","CCOC(=O)C(C)=C.CC(=C)C(O)=O.C=CN1CCCC1=O;CCCCOC(=O)C=C.COC(=O)C(C)=C.OCNC(=O)C=C;CC(C)(N)CO.OC(=O)C=C.C=Cc1ccccc1;CC(C)(C)c1ccc(cc1)C(=O)N(CCO)CCO;CN(C)CCO.OC(=O)C=C.C=Cc1ccccc1;Cc1ccccc1N=C(N)N=C(N)N.[nH]2nc3ccccc3n2","18077;18371;23941;26586;36789;28585","[M-H]-;[M-H-H2O]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M]-","0","0;0;0;0;0;0","1;0;0;0;0;0.5","0",0,"0.525906218339095;-0.474093781660905;-0.474093781660905;-0.474093781660905;-0.474093781660905;0.02555029410782"
311.223215738932,4.85638333333333,11724.93359375,15827.845703125,15297.75,19208.296875,43918.28125,17903.35546875,15841.607421875,20680.01171875,254217.296875,225391.6875,103583.2734375,15606.05859375,9,"C16H36ClOP;C18H32O4;C18H32O4;C17H30O2;C17H30O2;C17H30O2;C17H30O2;C17H30O2","-0.536096946092146;0.008891313667307;0.008891313667307;0.008891313667307;0.008891313667307;0.008891313667307;0.008891313667307;0.008891313667307","0.00995033085316809;-3.4521483051958;-3.4521483051958;-4.2302058863231;-4.2302058863231;-4.2302058863231;-4.2302058863231;-4.2302058863231","-0.526146615238978;-3.44325699152849;-3.44325699152849;-4.2213145726558;-4.2213145726558;-4.2213145726558;-4.2213145726558;-4.2213145726558","[Cl-].CCCC[P+](CCCC)(CCCC)CC(C)OC;CCCCCCCCCCCC(=O)OC=C.CC(=O)OC=C;CCCCOC(=O)C=C.CCCCC(CC)COC(=O)C=C;CC(C)CCOC1=CC(C)(C)C(C(C)=O)C(C)(C)C1;C/C=C/C=C/CCCCCCCO[C@@H]1CCCCO1;COC1CC(CCC1O)C2CC3CCC2(C)C3(C)C;C#CCCCCCCCCCCOC1CCCCO1;CCCCCCC(=O)OC\C=C(C)\CCC=C(C)C","46814;17940;18190;15103;21871;33676;38351;42142","[M]-;[M-H]-;[M-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-","0","0;-0.5;-0.5;0;0;0;0;0","0.5;1;1;0;0;0;0;0","0",0,"-0.026146615238978;0;0;-4.2213145726558;-4.2213145726558;-4.2213145726558;-4.2213145726558;-4.2213145726558"
312.172729492188,5.5355,912987.1875,1712715.375,2438574,1976089.625,10479090,2034881.25,1751280.625,1955095.625,2828798.5,1345902.5,2042061.25,1733851.5,5,"C20H24O3","-4.60513436766971","-2.57913207222512","-7.18426643989483","CC(C)=CCC/C(C)=C/COc1ccc2C(=CC(=O)Oc2c1)C","3805","[M]-","0","0","0.5","0",0,"0"
311.168701171875,5.89163333333333,138815.984375,152122.796875,144367.8125,182925.796875,117748.6328125,188332.34375,203714.890625,195140.234375,237776.171875,206516.21875,119988.125,144978.109375,9,"C16H27NO6","-0.483995744579996","-4.56438970619446","-5.04838545077445","CCCCOC(=O)C=C.COC(=O)C(C)=C.OCNC(=O)C=C","18371","[M-H-H2O]-","0","0","0","0",0,"-5.04838545077445"
310.841735839844,7.87395,400136.5,503259.9375,369677.4375,413161.40625,24748.912109375,188890.296875,158353.734375,370058.78125,576384.375,453948.9375,432017.4375,195271.625,9,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
313.07861328125,10.63985,19695.0546875,15644.7080078125,19803.9375,19860.728515625,16392.03125,35016.89453125,92976.140625,87300.4765625,190717.546875,103098.8515625,28186.63671875,16773.19921875,9,"C22H14;C22H14;C10H12N4O5","-0.0586233319414767;-0.0586233319414767;-0.00509384937920375","-2.73903191585127;-2.73903191585127;-3.23854785834523","-2.79765524779275;-2.79765524779275;-3.24364170772444","c1ccc2c(c1)ccc3cc4c(ccc5ccccc45)cc23;c1ccc2cc3cc4cc5ccccc5cc4cc3cc2c1;OCC1OC(C(O)C1O)n2cnc3C(=O)N=CNc23","18925;69;363","[M+Cl]-;[M+Cl]-;[M+CH2O2-H]-","0","-0.5;-0.5;0","0;0;0","0",0,"0;0;-3.24364170772444"
313.07861328125,10.63985,19695.0546875,15644.7080078125,19803.9375,19860.728515625,16477.494140625,35016.89453125,92976.140625,87300.4765625,190717.546875,103098.8515625,28186.63671875,16773.19921875,9,"C22H14;C22H14;C10H12N4O5","-0.0586233319414767;-0.0586233319414767;-0.00509384937920375","-2.73903191585127;-2.73903191585127;-3.23854785834523","-2.79765524779275;-2.79765524779275;-3.24364170772444","c1ccc2c(c1)ccc3cc4c(ccc5ccccc45)cc23;c1ccc2cc3cc4cc5ccccc5cc4cc3cc2c1;OCC1OC(C(O)C1O)n2cnc3C(=O)N=CNc23","18925;69;363","[M+Cl]-;[M+Cl]-;[M+CH2O2-H]-","0","-0.5;-0.5;0","0;0;0","0",0,"0;0;-3.24364170772444"
311.116973876953,6.52411666666667,6700.9072265625,5699.873046875,7530.69287109375,22511.38671875,100,6561.900390625,5872.99951171875,3782.6240234375,285083.9375,301650.8125,182716.53125,5209.65283203125,10,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
311.169158935547,5.56426666666667,222089.1875,402414.96875,597930.625,496785.71875,2536942.75,518858.5,425940.5,487836.96875,704733.6875,367187.84375,502176.4375,407732.0625,5,"C16H25NO5;C16H27NO6;C15H23NO3;C15H23NO3;C15H23NO3;C15H18N8","-0.483826392950334;-0.483826392950334;-0.483826392950334;-0.483826392950334;-0.483826392950334;-0.484168235385281","0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809","-1.29205788027898;-1.29205788027898;-1.29205788027898;-1.29205788027898;-1.29205788027898;-1.47421790453211","CCOC(=O)C(C)=C.CC(=C)C(O)=O.C=CN1CCCC1=O;CCCCOC(=O)C=C.COC(=O)C(C)=C.OCNC(=O)C=C;CC(C)(N)CO.OC(=O)C=C.C=Cc1ccccc1;CC(C)(C)c1ccc(cc1)C(=O)N(CCO)CCO;CN(C)CCO.OC(=O)C=C.C=Cc1ccccc1;Cc1ccccc1N=C(N)N=C(N)N.[nH]2nc3ccccc3n2","18077;18371;23941;26586;36789;28585","[M-H]-;[M-H-H2O]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M]-","0","0;0;0;0;0;0","1;0;0;0;0;0.5","0;0;0;0;0;0",0,"-0.29205788027898;-1.29205788027898;-1.29205788027898;-1.29205788027898;-1.29205788027898;-0.97421790453211"
313.164805094401,5.65393333333333,73639.8984375,75497.578125,48830.1953125,68939.859375,53694.34375,91734.5390625,37932.38671875,44920.0078125,126414.2734375,104768.9921875,67532.953125,36005.23046875,9,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
312.173034667969,5.5355,81742.984375,178239.15625,222809.390625,200303.3125,1054021.25,220310.546875,162320.5,198798.5,294344.59375,132971.46875,222953.109375,172594.65625,5,"C20H24O3;C17H27NO2;C17H27NO2;C17H27NO2","-4.60513432461443;-4.60513595238108;-4.60513595238108;-4.60513595238108","0.00995033085316809;-4.55963952657992;-4.55963952657992;-4.55963952657992","-5.44133783991511;-9.78016009434561;-9.78016009434561;-9.78016009434561","CC(C)=CCC/C(C)=C/COc1ccc2C(=CC(=O)Oc2c1)C;CCCCCCCCCCOC(=O)c1ccccc1N;C\C(NO)=C/1C=C(CCCCCC(C)(C)C)C=CC1=O;CCCCC(CC)COC(=O)c1ccccc1N(C)C","3805;23678;15531;29072","[M]-;[M+Cl]-;[M+Cl]-;[M+Cl]-",";0;0;0;0","0;-0.5;-0.5;-0.5","0.5;0;0;0","0;0;0;0",0,"0;0;0;0"
313.238596598307,7.78653333333333,34777.171875,37911.4609375,48915.78125,72522,118160.4296875,79882.609375,24093.982421875,86238.1640625,550653.6875,197904.796875,73921.3984375,16484.271484375,9,"C18H33BO4;C18H34O4;C18H34O4;C18H34O4;C17H32O2;C17H32O2;C17H32O2","0.00968717110612697;0.00968717110612697;0.00968717110612697;0.00968717110612697;0.00968717110612697;0.00968717110612697;0.00968717110612697","0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809","0.0196375019592951;0.0196375019592951;0.0196375019592951;0.0196375019592951;0.0196375019592951;0.0196375019592951;0.0196375019592951","CCCCCCCC\C=C/CCCCCCCC(=O)OB([O-])[O-];CCCCCCCCC(=O)OOC(=O)CCCCCCCC;OC(=O)CCCCCCCCCCCCCCCCC(O)=O;CCC[C@@H](CC)OC(=O)CCCCC(=O)OCC[C@H](C)CC;CCCCCCCCCCCCCCOC(=O)C=C;CC(CCC=C(C)C)CCC1OC(C)CC(C)(C)O1;CC/C=C/CCCCCCCCO[C@@H]1CCCCO1","39568;6163;6376;19350;19354;21252;23617","[M]-;[M-H]-;[M-H]-;[M-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-","0","0;-0.5;0;-0.5;0;0;0","0.5;1;1;1;0;0;0","0",0,"0.519637501959295;0;1.0196375019593;0;0.0196375019592951;0.0196375019592951;0.0196375019592951"
313.238596598307,7.78653333333333,37160.3671875,47277.06640625,53389.58203125,72522,118160.4296875,79882.609375,23958.919921875,86238.1640625,550653.6875,197904.796875,73921.3984375,46873.984375,9,"C18H33BO4;C18H34O4;C18H34O4;C18H34O4;C17H32O2;C17H32O2;C17H32O2","0.00968717110612697;0.00968717110612697;0.00968717110612697;0.00968717110612697;0.00968717110612697;0.00968717110612697;0.00968717110612697","0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809","0.0196375019592951;0.0196375019592951;0.0196375019592951;0.0196375019592951;0.0196375019592951;0.0196375019592951;0.0196375019592951","CCCCCCCC\C=C/CCCCCCCC(=O)OB([O-])[O-];CCCCCCCCC(=O)OOC(=O)CCCCCCCC;OC(=O)CCCCCCCCCCCCCCCCC(O)=O;CCC[C@@H](CC)OC(=O)CCCCC(=O)OCC[C@H](C)CC;CCCCCCCCCCCCCCOC(=O)C=C;CC(CCC=C(C)C)CCC1OC(C)CC(C)(C)O1;CC/C=C/CCCCCCCCO[C@@H]1CCCCO1","39568;6163;6376;19350;19354;21252;23617","[M]-;[M-H]-;[M-H]-;[M-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-","0","0;-0.5;0;-0.5;0;0;0","0.5;1;1;1;0;0;0","0",0,"0.519637501959295;0;1.0196375019593;0;0.0196375019592951;0.0196375019592951;0.0196375019592951"
313.836303710938,7.90265,84938.734375,108354.2578125,78982.078125,88820.2890625,100,38958.66015625,35206.375,87862.21875,155379.703125,56404.46484375,100358.5703125,40684.09765625,9,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
313.836191813151,7.91468333333333,84938.734375,108354.2578125,78982.078125,88820.2890625,11503.6533203125,42293.125,40899.984375,87862.21875,101071.2734375,106431.8203125,100358.5703125,44207.296875,2,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
313.863545735677,0.244626666666667,118153.7890625,116538.7890625,100477.7265625,97611.296875,106797.8359375,139703.859375,142924.53125,114301.2578125,134097.671875,132605.46875,112889.6328125,124722.8671875,7,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
312.172576904297,5.56426666666667,46645.14453125,77559.8671875,111158.75,91882,513656.28125,94935.5390625,83267.421875,79725.5390625,136459.84375,68807.1015625,110495.0703125,81880.65625,5,"C20H24O3","-4.60513575066554","-4.25629436530213","-9.63920789374545","CC(C)=CCC/C(C)=C/COc1ccc2C(=CC(=O)Oc2c1)C","3805","[M]-","0","0","0.5","0",0,"0"
314.861165364583,0.0640978333333333,175405.625,169281.625,166421.21875,183192.859375,172061.75,172948.5625,184924.578125,169327.46875,177589.0625,151903.1875,173842.90625,195877.28125,12,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
314.861185709635,0.06353,178882.140625,160078.515625,150497.296875,150974.84375,197443.359375,186628.890625,144332.421875,149993.859375,177589.0625,143163.546875,216413.09375,137022.5625,11,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
