mz,rt,X300_500_Neg_JeansA.mzXML,X300_500_Neg_JeansB.mzXML,X300_500_Neg_JeansC.mzXML,X300_500_Neg_JeansD.mzXML,X300_500_Neg_JeansDx.mzXML,X300_500_Neg_JeansE.mzXML,X300_500_Neg_JeansF.mzXML,X300_500_Neg_JeansG.mzXML,X300_500_Neg_JeansGx.mzXML,SampleID,formula.pred,isoscore,mserror,ms1score,SMILES,DbID,Adducts,neutralscore,ionmodescore,adductscore,MS2score,allscore,,460,rows
314.8612061,0.154043167,166421.2188,183192.8594,172061.75,172948.5625,184924.5781,169327.4688,177589.0625,151903.1875,173842.9063,5,0,0,0,0,0,0,0,0,0,0,0,0,,,
314.8611857,0.06353,140813.3594,147147.8125,197443.3594,186628.8906,141505.2656,160035.3281,177589.0625,143163.5469,216413.0938,9,0,0,0,0,0,0,0,0,0,0,0,0,,,
315.1818034,4.048416667,32966.9375,34010.62891,33793.02344,37957.1875,35894.20313,37045.19141,155858.7188,73197.48438,54055.86719,7,C12H30NO6P;C12H30NO6P;C12H30NO6P;C15H26O4;C15H26O4,0.00808968510535193;0.00808968510535193;0.00808968510535193;0.00973547962787502;0.00973547962787502,0.00995033085316809;0.00995033085316809;0.00995033085316809;-4.48993886689261;-4.48993886689261,0.351373349291853;0.351373349291853;0.351373349291853;-4.1468700539314;-4.1468700539314,CC(C)CCCCCO[P](O)(O)=O.OCCNCCO;CCCCN(CCCC)CCOCCO.O[P](O)(O)=O;CCCCC(CC)CO[P](O)(O)=O.OCCNCCO;O=C1CCCCCCCCCCCC(=O)OCCO1;CCCCC(CC)COC(=O)C=C.COC(=O)C=C,26617;40200;42272;15419;2762,[M]-;[M]-;[M]-;[M+CH2O2-H]-;[M+CH2O2-H]-,0;0;0;0;0,0;0;0;0;0,0.5;0.5;0.5;0;0,0;0;0;1;1,0.851373349291853;0.851373349291853;0.851373349291853;-3.1468700539314;-3.1468700539314,,,
315.2544454,5.21285,177066.2188,198498.4531,115730.9844,146522.4219,146815.6875,60370,833529.4375,489486.9375,286168.8438,7,C17H34O2;C17H34O2;C17H34O2;C17H34O2;C17H34O2;C17H34O2;C17H34O2;C17H34O2;C17H34O2,0.00981495315325816;0.00981495315325816;0.00981495315325816;0.00981495315325816;0.00981495315325816;0.00981495315325816;0.00981495315325816;0.00981495315325816;0.00981495315325816,-3.3492267871679;-3.3492267871679;-3.3492267871679;-3.3492267871679;-3.3492267871679;-3.3492267871679;-3.3492267871679;-3.3492267871679;-3.3492267871679,-2.58941183401464;-2.58941183401464;-2.58941183401464;-2.58941183401464;-2.58941183401464;-2.58941183401464;-2.58941183401464;-2.58941183401464;-2.58941183401464,CCCCCCCCCCCCCCCC(=O)OC;CCCCCCCCCCCCCCOC(=O)CC;CCCCCCCCCCCC(=O)OCCC(C)C;CCCCCCCCCCCCCCC(C)C(O)=O;CCCCCCCCCCCCCCCCC(O)=O;CCCCCCCCCCCCCC(CC)C(O)=O;CCCCC(CC)COC(=O)CC(C)CC(C)(C)C;CCCCC(CC)COC(=O)CCCCCC(C)C;CCCCCCCCCCCCCCOCC1CO1,687;8760;12345;18312;25252;30734;38091;39126;22087,[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-,0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0,0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1,-1.18941183401464;-1.18941183401464;-1.18941183401464;-1.18941183401464;-1.18941183401464;-1.18941183401464;-1.18941183401464;-1.18941183401464;-1.58941183401464,,,
316.2576803,5.21285,31267.00195,38710.24219,24795.20117,31041.20117,33505.57422,30576.10547,154366.8594,106409.5781,59794.80859,7,C17H34O2;C17H34O2;C17H34O2;C17H34O2;C17H34O2;C17H34O2;C17H34O2;C17H34O2;C17H34O2,0.00719389709624054;0.00719389709624054;0.00719389709624054;0.00719389709624054;0.00719389709624054;0.00719389709624054;0.00719389709624054;0.00719389709624054;0.00719389709624054,0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809,0.617144227949409;0.617144227949409;0.617144227949409;0.617144227949409;0.617144227949409;0.617144227949409;0.617144227949409;0.617144227949409;0.617144227949409,CCCCCCCCCCCCCCCC(=O)OC;CCCCCCCCCCCCCCOC(=O)CC;CCCCCCCCCCCC(=O)OCCC(C)C;CCCCCCCCCCCCCCC(C)C(O)=O;CCCCCCCCCCCCCCCCC(O)=O;CCCCCCCCCCCCCC(CC)C(O)=O;CCCCC(CC)COC(=O)CC(C)CC(C)(C)C;CCCCC(CC)COC(=O)CCCCCC(C)C;CCCCCCCCCCCCCCOCC1CO1,687;8760;12345;18312;25252;30734;38091;39126;22087,[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-,0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0,0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1,2.01714422794941;2.01714422794941;2.01714422794941;2.01714422794941;2.01714422794941;2.01714422794941;2.01714422794941;2.01714422794941;1.61714422794941,,,
316.9479777,4.967766667,366248.3438,407991.625,142765.9844,385822.0938,343411.25,321287.9375,316434.7813,339313.1563,374429.6563,2,0,0,0,0,0,0,0,0,0,0,0,0,,,
316.9485372,0.666386667,196111.7344,200008.5938,188698.3594,193782.1563,338601.1875,210816.9219,199343.5,198855.4531,200428.2656,5,C11H11Cl3O2,-0.423379533,-3.247223722,-3.670603255,CCC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,19847,[M+Cl]-,0,0,0,0,-3.670603255,,,
319.2317708,7.892916667,100,100,248227.5156,5507.77002,100,9426.395508,32324.71875,91435.05469,21368.59375,3,C15H31NO3;C15H31NO3,-0.484102931304752;-0.484102931304752,0.00995033085316809;0.00995033085316809,-0.474152600451583;-0.474152600451583,CCCCCCCCCCC(=O)N(CCO)CCO;CCCCCCCCCCC(=O)NCCOCCO,6365;24773,[M+CH2O2-H]-;[M+CH2O2-H]-,0;0,0;0,0;0,0;0,-0.474152600451583;-0.474152600451583,,,
319.8733521,0.755491667,95248.73438,101335.9375,95847.78125,93728.71875,90859.89063,84860.71094,85790.84375,92325.96094,91150.63281,2,0,0,0,0,0,0,0,0,0,0,0,0,,,
319.8733521,0.75616,111784.4453,101340.25,93872.66406,96594.26563,94733.5625,104233.5078,101113.3906,137218.7031,159701.7969,9,0,0,0,0,0,0,0,0,0,0,0,0,,,
321.1745097,5.301816667,100,5015.842773,617198.6875,11063.3418,6449.897949,4346.466309,216580.4844,617600.25,226033.3438,8,C15H30O5S,0.008655071,-2.760168121,-2.751513049,CCCCCCCCCCCCC(C(=O)OC)[S](O)(=O)=O,19255,[M-H]-,0,0,1,0,-1.751513049,,,
321.2109477,8.428766667,1046846.25,5463046.5,4008185.5,784957.4375,270494.2813,105875.875,8815507,7039425,3097530.5,7,C15H32O2S,0.009770567,-4.187978638,-4.178208071,CCCCCCCCCCCCSCC(O)CO,15456,[M+CH2O2-H]-,0,0,0,0,-4.178208071,,,
322.1779175,5.301816667,100,100,104837.1875,100,100,100,47336.75391,108462.0703,34264.42969,8,C15H30O5S,0.003083235,-3.399971042,-3.396887807,CCCCCCCCCCCCC(C(=O)OC)[S](O)(=O)=O,19255,[M-H]-,0,0,1,0,-2.396887807,,,
321.2107849,8.377783333,196450.1406,915384.6875,701228.6875,135163.9531,46832.52344,30620.07227,143516.7813,1236368.375,590668.9375,8,C15H32O2S,0.008911071,-2.053121606,-2.044210535,CCCCCCCCCCCCSCC(O)CO,15456,[M+CH2O2-H]-,0,0,0,0,-2.044210535,,,
322.2143453,8.428766667,170020.5469,684385.4375,431058.25,135163.9531,46832.52344,30620.07227,1627645.625,1236368.375,590668.9375,7,C19H30O4;C15H32O2S,-4.60512810955031;0.00503018660767992,-4.53625785322378;-4.43137900709428,-9.14138596277409;-4.4263488204866,COC(=O)C(C)=C.CC(=C)C(=O)O[C@H]1C[C@H]2CC[C@]1(C)C2(C)C;CCCCCCCCCCCCSCC(O)CO,17873;15456,[M]-;[M+CH2O2-H]-,0;0,0;0,0.5;0,0;0,0;-4.4263488204866,,,
322.8874919,0.636281667,124260.3438,130257.3984,123757.2969,124324.2109,130483.9609,120159.3984,128126.7266,139285.8281,134971.7656,8,C9H8Br2O3,-0.735160747,-3.282278254,-4.017439001,BrC1C(Br)C2CC1C3C2C(=O)OC3=O,11987,[M]-,0,0,0.5,0,0,,,
322.8874919,0.636281667,123631.5703,130257.3984,127679.9219,124475.9375,120130.7891,129472.3828,127360.7422,140073.8125,129265.2031,8,C9H8Br2O3,-0.735160747,-3.282278254,-4.017439001,BrC1C(Br)C2CC1C3C2C(=O)OC3=O,11987,[M]-,0,0,0.5,0,0,,,
323.1068522,5.208633333,260486.7656,224929.4844,203787.8906,232161.375,235604.6094,225997.625,204406.3281,242168.1406,218717.5938,1,0,0,0,0,0,0,0,0,0,0,0,0,,,
323.1689962,5.448883333,133310.1406,83373.07031,843831.4375,84749.3125,83243.61719,103376.0156,133189.4844,76864.08594,89638.17969,3,0,0,0,0,0,0,0,0,0,0,0,0,,,
323.1902161,6.376466667,1084323.375,988988.375,15071011,2797051,635718.5,11033.28125,440870.375,1014738.188,403778.375,3,C13H27NO5,-0.4839319,0.009950331,-1.473981569,OCCNCCO.OC(=O)CCCCCCCC=O,32156,[M+CH2O2-H]-,0,0,0,0,-1.473981569,,,
321.2109375,8.428766667,50596.08594,234055.2969,172526.0781,40930.625,12389.37695,8644.580078,418409.9375,295233.7188,131145.5,7,C15H32O2S,-0.005009525,-4.100965894,-5.105975419,CCCCCCCCCCCCSCC(O)CO,15456,[M+CH2O2-H]-,0,0,0,0,-5.105975419,,,
323.206543,8.081766667,36979.33984,234055.2969,172526.0781,100,100,100,44490.56641,34358.84766,9935.083008,2,0,0,0,0,0,0,0,0,0,0,0,0,,,
322.214325,8.428766667,19658.98438,87623.8125,68795.25,17141.17773,6921.125977,4805.496582,149863.6719,126043.4375,52745.40625,7,C19H30O4;C15H32O2S,-4.60512807099913;0.00505733960759846,-4.56233747847011;-4.33077873951328,-10.1674655494692;-5.32572139990568,COC(=O)C(C)=C.CC(=C)C(=O)O[C@H]1C[C@H]2CC[C@]1(C)C2(C)C;CCCCCCCCCCCCSCC(O)CO,17873;15456,[M]-;[M+CH2O2-H]-,0;0,0;0,0.5;0,0;0,0;-5.32572139990568,,,
323.885203,0.636281667,169064.8281,181855.7969,161361.9531,172458.8438,148644.9844,167379.9219,197634.4844,209393.5469,149938.9375,8,0,0,0,0,0,0,0,0,0,0,0,0,,,
324.1725972,5.448883333,24088.47461,16927.31055,172234.5156,18686.77148,10817.16113,18478.53711,28265.93945,13206.12305,27991.34766,3,C21H24O3,-4.604575426,-3.952752729,-9.557328155,OCC=C.C=CCOC(=O)c1ccccc1.C=Cc2ccccc2,34314,[M]-,0,0,0.5,0,0,,,
323.1902466,6.34725,169351.4375,158162.9375,2416601.5,476773.75,103547.4688,100,74548.88281,174143.0469,65590.11719,3,C13H27NO5,-0.4839319,0.009950331,-1.473981569,OCCNCCO.OC(=O)CCCCCCCC=O,32156,[M+CH2O2-H]-,0,0,0,0,-1.473981569,,,
325.1845398,8.736,343321.7188,339267.3125,301160.9375,386199,361213.5,317195.1563,319819.375,294220.4375,303803.0625,4,C18H30O3S;C18H30O3S;C18H30O3S;C18H30O3S;C17H29NO6;C16H20N8;C17H27NO5,-0.00916695420611312;-0.00916695420611312;-0.00916695420611312;-0.00916695420611312;-0.483881273300378;-0.484215353247547;-0.483881273300378,0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;-3.2994035393141;-3.51790178501621;-3.58089491190407,0.000783376647054976;0.000783376647054976;0.000783376647054976;0.000783376647054976;-3.78328481261448;-4.00211713826375;-4.06477618520445,CCCCCCCCCCCCc1ccc(cc1)[S](O)(=O)=O;CCCCCCCCCC(CC)c1ccc(cc1)[S](O)(=O)=O;CCC(C(C)CC(C)CC(C)C)c1ccc(cc1)[S](O)(=O)=O;CCCCCCCCCCCCO[S](=O)(=O)c1ccccc1;CCOC(=O)C=C.COC(=O)C(C)=C.CC1CN1.CC(=C)C(O)=O;Cc1ccc2n[nH]nc2c1.Cc3ccccc3N=C(N)N=C(N)N;OC(=O)\C=C\C(=O)OCCNC(=O)CCCCCCCCC=C,28583;8002;24641;3371;43018;18336;27209,[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H-H2O]-;[M]-;[M-H]-,0;0;0;0;0;0;0,0;0;0;-0.5;0;0;0,0;0;0;0;0;0;0,0;0;0;0;0;0;0,0.000783376647054976;0.000783376647054976;0.000783376647054976;0;-3.78328481261448;-4.00211713826375;-4.06477618520445,,,
325.1847534,6.1154,8124228.5,5425843,87439464,4535233,4537940,5109961,9355110,8835979,5334828,3,C17H27NO5;C18H30O3S;C16H20N8;C17H29NO6;C18H30O3S;C18H30O3S;C18H30O3S,-0.48417874212272;0.00986538968512802;-0.484529649711436;-0.48417874212272;0.00986538968512802;0.00986538968512802;0.00986538968512802,0.00995033085316809;-3.5926091082867;0.00995033085316809;0.00995033085316809;-3.5926091082867;-3.5926091082867;-3.5926091082867,-0.974228411269552;-3.41607705193491;-1.3079126521916;-0.974228411269552;-3.41607705193491;-3.41607705193491;-3.41607705193491,OC(=O)\C=C\C(=O)OCCNC(=O)CCCCCCCCC=C;CCCCCCCCCCCCO[S](=O)(=O)c1ccccc1;Cc1ccc2n[nH]nc2c1.Cc3ccccc3N=C(N)N=C(N)N;CCOC(=O)C=C.COC(=O)C(C)=C.CC1CN1.CC(=C)C(O)=O;CCCCCCCCCCCCc1ccc(cc1)[S](O)(=O)=O;CCCCCCCCCC(CC)c1ccc(cc1)[S](O)(=O)=O;CCC(C(C)CC(C)CC(C)C)c1ccc(cc1)[S](O)(=O)=O,27209;3371;18336;43018;28583;8002;24641,[M-H]-;[M-H]-;[M]-;[M-H-H2O]-;[M-H]-;[M-H]-;[M-H]-,0;0;0;0;0;0;0,0;-0.5;0;0;0;0;0,1;1;0.5;0;1;1;1,0;1;0;0;1;1;1,0.025771588730448;0;-0.8079126521916;-0.974228411269552;-1.41607705193491;-1.41607705193491;-1.41607705193491,,,
325.1843567,9.3284,564796.375,550239.25,454825.6875,594252.375,1122806.625,576103.1875,565167.4375,477986.3125,522454.5938,5,C18H30O3S;C18H30O3S;C18H30O3S;C18H30O3S;C17H27NO5;C16H20N8;C17H29NO6,0.00879808834452949;0.00879808834452949;0.00879808834452949;0.00879808834452949;-0.484100129611752;-0.484458420886351;-0.484100129611752,0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;-4.56661718257081;-4.56174676083705;-4.52137790855957,0.0187484191976976;0.0187484191976976;0.0187484191976976;0.0187484191976976;-5.05071731218257;-5.0462051817234;-5.00547803817132,CCCCCCCCCCCCc1ccc(cc1)[S](O)(=O)=O;CCCCCCCCCC(CC)c1ccc(cc1)[S](O)(=O)=O;CCC(C(C)CC(C)CC(C)C)c1ccc(cc1)[S](O)(=O)=O;CCCCCCCCCCCCO[S](=O)(=O)c1ccccc1;OC(=O)\C=C\C(=O)OCCNC(=O)CCCCCCCCC=C;Cc1ccc2n[nH]nc2c1.Cc3ccccc3N=C(N)N=C(N)N;CCOC(=O)C=C.COC(=O)C(C)=C.CC1CN1.CC(=C)C(O)=O,28583;8002;24641;3371;27209;18336;43018,[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M]-;[M-H-H2O]-,0;0;0;0;0;0;0,0;0;0;-0.5;0;0;0,1;1;1;1;1;0.5;0,0;0;0;0;0;0;0,1.0187484191977;1.0187484191977;1.0187484191977;0;-4.05071731218257;-4.5462051817234;-5.00547803817132,,,
326.1881002,6.1154,1643813.125,1043710.375,17603882,886116.125,919762.125,1004571.313,1831383.25,1716563.875,1040922.625,3,C18H30O3S;C21H26O3;C21H26O3;C21H26O3;C18H30O3S;C18H30O3S;C18H30O3S,0.00784494685913679;-4.60473813292978;-4.60473813292978;-4.60473813292978;0.00784494685913679;0.00784494685913679;0.00784494685913679,-3.48358918912937;-4.56427571834972;-4.56427571834972;-4.56427571834972;-3.48358918912937;-3.48358918912937;-3.48358918912937,-3.1424109089369;-10.0023471846128;-10.0023471846128;-10.0023471846128;-3.1424109089369;-3.1424109089369;-3.1424109089369,CCCCCCCCCCCCO[S](=O)(=O)c1ccccc1;CCCCCCCCOc1ccc(c(O)c1)C(=O)c2ccccc2;CC(C)(C)CC(C)(C)c1ccc(OC(=O)c2ccccc2O)cc1;CC(C)CCCCCOc1ccc(c(O)c1)C(=O)c2ccccc2;CCCCCCCCCCCCc1ccc(cc1)[S](O)(=O)=O;CCCCCCCCCC(CC)c1ccc(cc1)[S](O)(=O)=O;CCC(C(C)CC(C)CC(C)C)c1ccc(cc1)[S](O)(=O)=O,3371;7953;9138;18336;18984;8002;24641,[M-H]-;[M]-;[M]-;[M]-;[M-H]-;[M-H]-;[M-H]-,0;0;0;0;0;0;0,-0.5;0;0;0;0;0;0,1;0.5;0.5;0.5;1;1;1,0;0;0;0;0;0;0,0;0;0;0;-2.1424109089369;-2.1424109089369;-2.1424109089369,,,
326.1880798,7.889366667,116526.0781,115711.0625,84322.07031,110044.4688,112505.625,112863.2344,82016.60938,89834.11719,98751.34375,1,C18H30O3S;C18H30O3S;C18H30O3S;C18H30O3S,0.00733981096389824;0.00733981096389824;0.00733981096389824;0.00733981096389824,-3.24323477211755;-3.24323477211755;-3.24323477211755;-3.24323477211755,-3.23589496115365;-3.23589496115365;-3.23589496115365;-3.23589496115365,CCCCCCCCCCCCO[S](=O)(=O)c1ccccc1;CCCCCCCCCCCCc1ccc(cc1)[S](O)(=O)=O;CCCCCCCCCC(CC)c1ccc(cc1)[S](O)(=O)=O;CCC(C(C)CC(C)CC(C)C)c1ccc(cc1)[S](O)(=O)=O,3371;18336;8002;24641,[M-H]-;[M-H]-;[M-H]-;[M-H]-,0;0;0;0,-0.5;0;0;0,1;1;1;1,0;0;0;0,0;-2.23589496115365;-2.23589496115365;-2.23589496115365,,,
324.9250183,0.846326667,22369.59375,16265.50391,17745.98633,18692.79883,15913.12109,20497.11133,117674.8984,39573.33984,32678.6582,7,0,0,0,0,0,0,0,0,0,0,0,0,,,
325.1329346,7.115216667,401944.75,950280.1875,86058.42188,366395.0625,148638.5156,168783.8125,2923065.25,2423900,2585954.25,7,0,0,0,0,0,0,0,0,0,0,0,0,,,
325.1847534,6.1154,349481.375,239586.0781,3884967.75,202861.2656,211308.6719,230862.9375,433669.5313,379257.9688,221613.1406,3,C17H27NO5;C18H30O3S;C16H20N8;C17H29NO6;C18H30O3S;C18H30O3S;C18H30O3S,-0.483857529514497;-0.00900078974875944;-0.484194320806176;-0.483857529514497;-0.00900078974875944;-0.00900078974875944;-0.00900078974875944,0.00995033085316809;-3.5926091082867;0.00995033085316809;0.00995033085316809;-3.5926091082867;-3.5926091082867;-3.5926091082867,-0.873907198661329;-3.00160989803546;-1.27424398995301;-0.873907198661329;-3.00160989803546;-3.00160989803546;-3.00160989803546,OC(=O)\C=C\C(=O)OCCNC(=O)CCCCCCCCC=C;CCCCCCCCCCCCO[S](=O)(=O)c1ccccc1;Cc1ccc2n[nH]nc2c1.Cc3ccccc3N=C(N)N=C(N)N;CCOC(=O)C=C.COC(=O)C(C)=C.CC1CN1.CC(=C)C(O)=O;CCCCCCCCCCCCc1ccc(cc1)[S](O)(=O)=O;CCCCCCCCCC(CC)c1ccc(cc1)[S](O)(=O)=O;CCC(C(C)CC(C)CC(C)C)c1ccc(cc1)[S](O)(=O)=O,27209;3371;18336;43018;28583;8002;24641,[M-H]-;[M-H]-;[M]-;[M-H-H2O]-;[M-H]-;[M-H]-;[M-H]-,0;0;0;0;0;0;0,0;-0.5;0;0;0;0;0,1;1;0.5;0;1;1;1,0;1;0;0;1;1;1,0.126092801338671;0;-0.77424398995301;-0.873907198661329;-1.00160989803546;-1.00160989803546;-1.00160989803546,,,
326.1880798,6.1154,175401.4688,113853.6406,1843192.125,93131.57813,95839.36719,102255.6719,185265.1094,164367.2344,112060.2188,3,C18H30O3S;C18H30O3S;C18H30O3S;C18H30O3S,0.0078736674433802;0.0078736674433802;0.0078736674433802;0.0078736674433802,-3.24323477211755;-3.24323477211755;-3.24323477211755;-3.24323477211755,-4.09250396181703;-4.09250396181703;-4.09250396181703;-4.09250396181703,CCCCCCCCCCCCO[S](=O)(=O)c1ccccc1;CCCCCCCCCCCCc1ccc(cc1)[S](O)(=O)=O;CCCCCCCCCC(CC)c1ccc(cc1)[S](O)(=O)=O;CCC(C(C)CC(C)CC(C)C)c1ccc(cc1)[S](O)(=O)=O,3371;18336;8002;24641,[M-H]-;[M-H]-;[M-H]-;[M-H]-,0;0;0;0,-0.5;0;0;0,1;1;1;1,0;0;0;0,0;-3.09250396181703;-3.09250396181703;-3.09250396181703,,,
327.2543437,8.047916667,102422.9453,122078.8828,97686.08594,112073.5,87791.15625,126188.2891,905917.875,733054.8125,291058.625,7,C19H36O4;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C19H36O4;C19H36O4;C19H36O4,0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243,0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809,0.219748468014311;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;0.219748468014311;0.219748468014311;0.219748468014311,CCCCCCCCCC(CCCCCCCC(O)=O)C(O)=O;CCCCCCCC/C=C/CCCCCCCC(O)=O;CCCCCCCCCCCCCCCC(=O)OC=C;CCCCCCCC/C=C/CCCCCCCC(O)=O;CCCCCCCCCCCCCCOC(=O)C(C)=C;CCCCCCCCC\C=C/CCCCCCC(O)=O;CCCC\C=C/CCCCCCCCCCOC(C)=O;CCCCCCCOC(=O)CCCCCCCCC=C;CCCCCCCC\C=C/CCCCCCCC(O)=O;CCCCC(CC)C(O)C#CC(O)C(CC)CCCC;CCCCCCCCC#CCCCCCC(OC)OC;CCCCC#CCCCCCCCC(OCC)OCC;CCCCC#CCCCCCCCCCC(OC)OC;CCCCCCC#CCCCCCCCC(OC)OC;CCOC(CCCCCCCCCC#CCC)OCC;CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC;CCCCCCCCOC(=O)CC(=O)OCCCCCCCC;CCCCCCC(=O)OCC(C)(C)COC(=O)CCCCCC,22652;719;6035;7516;9000;17509;18204;23152;24381;14995;21001;27283;36341;38630;38838;12965;15166;18526,[M-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-;[M-H]-;[M-H]-;[M-H]-,0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;0.5;0.5;0.5,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.5;-0.5;-0.5,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2.61974846801431;1.21974846801431;1.21974846801431;1.21974846801431;1.21974846801431;1.21974846801431;1.21974846801431;1.21974846801431;1.21974846801431;0.819748468014311;0.819748468014311;0.819748468014311;0.819748468014311;0.819748468014311;0.819748468014311;0;0;0,,,
