"mz","formula","SMILES","matchscore"
520.385477701823,"C27H55O4P","CC(C)CCCCCCCCCCC/C=C/CCCCCCCO[P](O)(=O)OCC(C)C",0.518600521448157
523.363891601562,"C30H54O8","CCCCCCC(O)CCCCCCCCCCC(O)=O.COC(=O)C(C)=C.CC(=C)C(=O)OCC1CO1",1.01778902219612
525.379638671875,"C29H52O5","CCCCCCCCCCCCCCCC(O)=O.CC(C)(C)c1ccc(O)cc1.C=O.C2CO2",1.2053461665927
526.383056640625,"C29H52O5","CCCCCCCCCCCCCCCC(O)=O.CC(C)(C)c1ccc(O)cc1.C=O.C2CO2",1.12330081716395
530.33095296224,"C24H50O12","OCCCOCC(OCCCO)C(OCCCO)C(OCCCO)C(COCCCO)OCCCO",0.517870010457712
534.273844401042,"C27H45ClO8","CCCCOC(=O)C=C.CCCCC(CC)COC(=O)C=C.OC(=O)CC=C.OC(=O)C=C.ClC=C",0.432916650964623
585.343933105469,"C34H50O8","Cc1cc(CCC(=O)OCCOCCOCCOC(=O)CCc2cc(C)c(O)c(c2)C(C)(C)C)cc(c1O)C(C)(C)C",0.37843975285208
585.34375,"C34H50O8","Cc1cc(CCC(=O)OCCOCCOCCOC(=O)CCc2cc(C)c(O)c(c2)C(C)(C)C)cc(c1O)C(C)(C)C",2.53997846091899
585.34375,"C34H52O9","CCCCOC(=O)C=C.CCCCC(CC)COC(=O)C=C.OCCOC(=O)C=C.OC(=O)C=C.C=Cc1ccccc1",1.53997846091899
601.432291666667,"C32H60O7","CCCCCCO.CCCCCCCCO.CCCCCCCCCCO.OC(=O)c1ccccc1C(O)=O",0.0107034984439211
611.46836344401,"C39H66O6","CCCCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCCCC)c(c1)C(=O)OCCCCCCCCCC",0.0127602414720517
611.46836344401,"C39H66O6","CC(C)CCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC(C)C)c(c1)C(=O)OCCCCCCCC(C)C",0.0127602414720517
627.411600748698,"C34H60O10","CCCCCCC(O)CCCCCCCCCCC(O)=O.COC(=O)C(C)=C.CC(=C)C(O)=O.CC(=C)C(=O)OCC1CO1",2.23781566686772
627.411600748698,"C34H62O11","CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)c(c1)C(C)(C)C",1.72720883107928
641.426676432292,"C35H64O11","CCCCCCCCCc1cccc(OCCCOCCOCCOCCOCCOCCOCCOCCOCCOCO)c1",0.00826706743250531
655.442891438802,"C35H62O8","CCCCCCCCOC(=O)\C=C/C(=O)OCCCCCCCC.CCCCC(CC)COC(=O)C=C.CC(=O)OC=C",1.46263757164267
655.442891438802,"C36H66O11","CCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)c(CCCCC)c1",1.09412587385189
655.479248046875,"C37H70O10","CCCCCCCCCCC(=O)OCC(CO)(COCC(CO)(CO)COC(=O)CCCCCCCC)COC(=O)CCCCCC",0.0167211456612413
681.615397135417,"C40H80N2O3","CCCCCCCCCCCCCCCCCC(=O)NCCN(CCO)C(=O)CCCCCCCCCCCCCCCCC",0.0185812275327957
681.615397135417,"C40H80N2O3","CCCCCCCCCCCCCCCCCC(=O)NCCNCCOC(=O)CCCCCCCCCCCCCCCCC",0.0185812275327957
682.61875406901,"C40H80N2O3","CCCCCCCCCCCCCCCCCC(=O)NCCN(CCO)C(=O)CCCCCCCCCCCCCCCCC",0.683001508878618
682.61875406901,"C40H80N2O3","CCCCCCCCCCCCCCCCCC(=O)NCCNCCOC(=O)CCCCCCCCCCCCCCCCC",0.683001508878618
682.61875406901,"C40H80N2O3","CCCCCCCCCCCCCCCCCC(=O)NCCN(CCO)C(=O)CCCCCCCCCCCCCCCCC",0.016334842211951
682.61875406901,"C40H80N2O3","CCCCCCCCCCCCCCCCCC(=O)NCCNCCOC(=O)CCCCCCCCCCCCCCCCC",0.016334842211951
685.526346842448,"C38H72O7","CCCCCCCCCCCCCCCC(=O)O[C@H](CO)[C@H]1OC[C@H](O)[C@H]1OC(=O)CCCCCCCCCCCCCCC",0.0101806950824887
