"mz","minintensity","sampleID"
214.252,71023.328125,2
216.122,37359.58203125,2
219.173,57459.6015625,2
220.117,34651.40234375,2
223.093,70652.3203125,2
225.072,41703.25,2
227.199,40154.765625,2
235.093,17726.919921875,2
237.078,20503.265625,2
242.283,48089.0390625,2
248.148,13505.0361328125,2
258.132,14451.54296875,2
259.074,72331.0625,2
260.148,10581.50390625,2
262.127,9133.1318359375,2
265.103,25904.947265625,2
267.119,18911.521484375,2
274.163,10841.26171875,2
277.103,66226.3359375,2
281.098,10266.828125,2
302.158,16015.583984375,2
321.129,26848.306640625,2
331.207,34322.50390625,2
371.099,372572.5,2
391.282,461731.46875,2
100.112,136946.46875,3
102.128,331820.15625,3
103.131,15949.59375,3
118.086,64711.5625,3
118.122,933691.375,3
119.126,50486.8359375,3
122.081,17743796,3
123.055,380198.25,3
123.084,728794.75,3
123.087,26303.595703125,3
124.058,13439.759765625,3
125.059,117938,3
130.987,76092.359375,3
132.065,505646.84375,3
160.096,143660.90625,3
162.075,88896.3125,3
171.148,123443.2109375,3
176.091,148762.234375,3
180.086,78451.609375,3
180.101,79257.6484375,3
195.062,56190.01171875,3
200.236,95371.109375,3
220.117,32941,3
259.074,78214.8203125,3
277.103,53718.76953125,3
