mz_Sample 100
100.0026501
100.0515184
100.9321237
100.9321386
100.9321413
100.9321461
100.932147
100.9321479
100.9321508
100.9321515
100.932164
100.9322209
101.0229622
101.0593256
102.0182404
102.0182424
102.9554275
103.0750649
105.0363734
105.9590888
107.0156338
107.04117
107.0412367
107.0594013
108.0152216
109.007201
109.0072026
109.0112033
109.0128227
109.9660276
109.9660374
109.9666425
109.9893391
110.9686862
110.9743278
112.0026842
112.039094
112.929406
112.9294235
112.9520503
112.9785089
112.9976644
113.0342431
113.973447
114.9746223
114.9885415
115.0023284
115.0134894
115.0193344
115.0750721
115.9215332
115.9322122
115.9322423
116.0056699
116.0338619
116.0338649
116.0339284
116.0703193
116.0784204
116.9194567
116.9194673
116.9194699
116.9194712
116.9194714
116.9194844
116.9194851
116.9194872
117.0180002
117.0180658
117.0543829
117.0793257
118.0351255
118.0396787
118.0577207
118.085889
118.9057371
118.9407426
118.9964108
119.0336083
119.0488655
119.0585949
119.0609587
119.0700046
119.085107
119.9401413
120.0157546
120.0198475
120.0619158
120.0733877
120.0804808
120.0804977
120.9365141
120.9449271
120.9768553
120.9950557
121.004027
121.0120906
121.0281426
121.0281507
121.0387948
121.0645006
121.0837946
121.1008798
122.0314735
122.0597792
122.0677997
122.9743332
123.0108394
123.0323588
123.0347988
123.0463491
124.0104004
124.0141393
124.9795955
124.9901441
125.0067172
125.015147
125.0208227
125.0958206
125.0958352
125.0958393
125.0958509
125.0958536
126.0184436
126.0265574
126.0325567
126.0547965
126.9036616
126.9346585
126.999983
127.0178328
127.017837
127.0178777
127.0179468
127.0500144
127.0558567
127.0581359
127.1114806
127.1115482
127.9365024
127.9365308
128.0089222
128.0339627
128.0534243
128.9317352
128.948297
128.9483294
128.9483352
128.9483379
128.9483401
128.9483568
128.9483582
128.9483583
128.9483655
128.9483681
128.9483688
128.9483701
128.9483906
128.9483926
128.9484044
128.958288
128.9734028
128.9839362
128.9964307
129.0180202
129.0180733
129.018081
129.0180865
129.0373838
129.0907464
129.0907519
129.1271198
130.021398
130.0316597
130.0860673
130.0941078
130.9043605
131.0156845
131.0336684
131.033708
131.0337147
131.0700468
131.0700497
131.0893859
131.9797568
131.9819914
132.028902
132.0475546
132.073396
132.8665127
