mz,rt,X100_300_Pos_jgu1.mzXML,X100_300_Pos_jgu2.mzXML,X100_300_Pos_jgw1.mzXML,X100_300_Pos_jgw2.mzXML,X100_300_Pos_nju1.mzXML,X100_300_Pos_nju2.mzXML,X100_300_Pos_njw1.mzXML,X100_300_Pos_njw2.mzXML,X100_300_Pos_oju2.mzXML,X100_300_Pos_ojw1.mzXML,SampleID,formula.pred,isoscore,mserror,ms1score,SMILES,DbID,Adducts,neutralscore,chracaterscore,ionmodescore,adductscore,MS2score,allscore,temp.scorevalues
102.5013072,2.9094,100,100,100,100,211634.2813,377526.0313,379908.3125,390922.0938,773424.9375,524258.3125,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.947169,0.006533733,116451.4609,86000.63281,103038.9688,111714.4219,138118.5625,104437.3984,152856.5781,110927.3516,182343.2656,71306.77344,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.967603,0.006576817,191087.1094,185074.5313,219082.7656,178167.9375,192230.5,211277.75,281338.6875,215138.2969,223591.2969,209481.25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.969663,0.643335,2935833.75,661310.4375,3654396.5,856600.4375,3930205,3912465,4646115.5,4228871.5,4777630,4481650.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.9696681,0.35202,646121.375,661310.4375,618479.125,856600.4375,339095.25,235356.0781,350110.3438,318989.9063,679523.0625,1005343.875,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.9983775,0.870825,99751.86719,96037.32813,105517.0469,117680.9453,107210.4141,83560.44531,139905.8281,151371.3594,150837.1563,195532.5625,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.0060755,2.9875,2326585.5,2675625.25,2746140.5,855367.0625,2261972.75,2267886.5,1848111.25,2142164.75,1943866.875,1448578,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.0063273,10.97185,100,100,100,100,106366.0234,115774.875,272990.0625,121687.7813,693574.5,271533.3438,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.0069402,0.897766667,1770915.125,2201009.75,1512043,3018952,238093.6094,224970.0781,354367.6875,213089.2344,270522.5313,325740.3438,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.074646,3.691716667,120820.375,526950.8125,74471.38281,81241.64844,41427.06641,29394.76758,30903.71289,33212.65625,44225.28516,132943.3438,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.1310425,0.785026667,1708754,1897419.375,1075285.5,641732.9375,1258890.875,1131990.875,1127968,1154710,1170438.75,1034764.938,2,C6H12;C6H12;C6H12;C6H12;C6H12;C6H12;C6H12;C6H12;C6H12;C6H12;C6H12;C6H12;C6H12;C6H12;C6H12;C6H12;C6H12;C6H12;C6H15N;C6H15N;C6H15N;C6H15N;C6H15N;C6H15N;C6H15N,-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356;-0.483647225720356,0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809,-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719,CC1CCCC1;C1CCCCC1;CC(C)(C)C=C;CC(C)=C(C)C;CCCCC=C;CCC\C=C/C;CC(C)CC=C;CCC(=C)CC;CCCC(C)=C;CC\C(C)=C/C;CCC=C.C=C;CCC\C=C\C;CCCCC=C;C1CCCCC1;CC\C=C\CC;CCCCC=C;CC\C=C\CC;CC\C=C\CC;CC(C)CC(C)N;CC(C)NC(C)C;CCCCCCN;CCN(CC)CC;CCCNCCC;CCCCC(C)N;CCNC(C)CC,2471;2960;5138;5166;5497;5499;6018;6150;6170;6446;17251;17423;24697;27252;29146;29190;37999;38000;2836;2843;2998;3356;4221;11863;16305,[M+NH4]+;[M+NH4]+;[M+NH4]+;[M+NH4]+;[M+NH4]+;[M+NH4]+;[M+NH4]+;[M+NH4]+;[M+NH4]+;[M+NH4]+;[M+NH4]+;[M+NH4]+;[M+NH4]+;[M+NH4]+;[M+NH4]+;[M+NH4]+;[M+NH4]+;[M+NH4]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0,-0.5;-0.5;-0.5;-0.5;-0.5;-0.5;-0.5;-0.5;-0.5;-0.5;-0.5;-0.5;-0.5;-0.5;-0.5;-0.5;-0.5;-0.5;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719;-1.47369689486719,0
103.7437464,7.583183333,100,100,100,100,100,28308.04883,100,100,1594302.75,62504.71094,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.9658483,0.035662333,229325.4531,150040.6719,200961.3594,170275.7969,213039.9063,176381.6875,300591.875,255325.7813,228955.4219,188567,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
