"mz","rt","X300_500_Neg_jgu1.mzXML","X300_500_Neg_jgu2.mzXML","X300_500_Neg_jgw1.mzXML","X300_500_Neg_jgw2.mzXML","X300_500_Neg_nju1.mzXML","X300_500_Neg_nju2.mzXML","X300_500_Neg_njw1.mzXML","X300_500_Neg_njw2.mzXML","X300_500_Neg_oju2.mzXML","X300_500_Neg_ojw1.mzXML","SampleID","formula.pred","isoscore","mserror","ms1score","SMILES","DbID","Adducts","neutralscore","chracaterscore","ionmodescore","adductscore","MS2score","allscore","temp.scorevalues"
302.872131347656,0.99404,97919.6484375,113277.25,40918.19140625,50644.6796875,28964.724609375,17997.689453125,15487.5517578125,26224.37109375,11485.38671875,17642.361328125,2,"C9H5Br2NO","-0.244637330968444","0.00995033085316809","-0.234687000115276","Oc1c(Br)cc(Br)c2cccnc12","1397","[M]-","0","0","0","0.5","0","0.265312999884724",0
302.973327636719,5.97461666666667,100,100,100,100,139384.765625,121103.4609375,153336.84375,176544.09375,100,49202.95703125,8,"C7H7BrN4O2;C14H8Cl2N2O3","-0.00430784579866209;-0.0731304239755277","0.00995033085316809;0.00995033085316809","-0.994357514945494;-1.06318009312236","CN1C(=O)N(C)c2nc(Br)[nH]c2C1=O;ClC(=O)c1ccc([N-][N+](=O)c2ccc(cc2)C(Cl)=O)cc1","11455;23579","[M+CH2O2-H]-;[M-H-H2O]-","0;0","0","0;0","0;0","0;0","-0.994357514945494;-1.06318009312236",0
303.009287516276,6.92673333333333,100,100,100,100,548517.75,514895.59375,548200.0625,762906.625,155575.375,358444.4375,8,"C13H11N3O3S2","-1.82396521756233","-3.01498850327696","-5.83895372083929","Cc1ccc(cc1)[S](=O)(=O)/C(=C/N2CC(=O)NC2=S)C#N","11480","[M-H-H2O]-","0","0","0","0","0","0",0
303.010162353516,4.73813333333333,100,100,100,100,827134.625,813241.625,711252.375,763413.5625,100,67984.3359375,5,"C13H11N3O3S2","-0.49107820395512","-3.66855762207756","-4.65963582603268","Cc1ccc(cc1)[S](=O)(=O)/C(=C/N2CC(=O)NC2=S)C#N","11480","[M-H-H2O]-","0","0","0","0","0","-4.65963582603268",0
303.031443277995,4.822,420957.5,504030.21875,439243.53125,456542.09375,36505.0703125,115137.78125,17449.259765625,15596.326171875,15835.818359375,36285.8046875,2,"C13H12N3O5S;C18H11NO3S","-4.21655517312418;-0.683502758915113","-3.86028949694459;0.00995033085316809","-8.07684467006877;-1.67355242806194","COc1cc(Nc2ccccc2)ccc1[N+]#N.[O-][S]([O-])(=O)=O;Nc1ccccc1Sc2ccc3C(=O)OC(=O)c4cccc2c34","20156;23023","[M-H-H2O]-;[M-H-H2O]-","0;0","0","0;0","0;0","0;0","0;-1.67355242806194",0
303.037384033203,5.80011666666667,358193.28125,437900.84375,237682.453125,892278,100,100,100,100,100,100,4,"C14H15ClO3","-0.500504584590473","0.00995033085316809","-0.490554253737305","Cc1cc(Cl)cc(C)c1O.Oc2cccc(O)c2","27212","[M+Cl]-","0","0","0","0","0","-0.490554253737305",0
303.037363688151,5.72736666666667,71717160,78838248,79167192,77345672,100,100,100,100,100,100,3,"C14H15ClO3","-0.500511290611616","0.00995033085316809","-1.49056095975845","Cc1cc(Cl)cc(C)c1O.Oc2cccc(O)c2","27212","[M+Cl]-","0","0","0","0","0","-1.49056095975845",0
303.038848876953,3.72496666666667,100,62888.1875,100,100,33042.1484375,52628.71484375,19195.625,15165.1044921875,45114.4921875,460285.15625,10,"0","0","0","0","0","0","0","0","0","0","0","0","0",0
303.055185953776,6.37665,100,50180.73828125,100,115855.09375,382759.875,431545.84375,501033.90625,473935.4375,604615.75,561713.625,9,"C14H16Cl2;C11H23BrO2","-0.703003095052874;-0.539352812876","0.00995033085316809;-2.56337598522183","-0.693052764199706;-3.10272879809783","ClC(Cl)=C.C=CC=C.C=Cc1ccccc1;COC(CCCC(C)CO)C(C)(C)Br","19856;29261","[M+CH2O2-H]-;[M+Cl]-","0;0","0","0;-0.5","0;0","0;0","0;0",0
303.055328369141,6.37066666666667,100,50180.73828125,100,115855.09375,273169.28125,385823.40625,267972.78125,411843.03125,430386.90625,510362.9375,10,"C11H23BrO2;C14H16Cl2","-0.552467257064159;-0.702989784525898","0.00995033085316809;0.00995033085316809","-0.542516926210991;-0.69303945367273","COC(CCCC(C)CO)C(C)(C)Br;ClC(Cl)=C.C=CC=C.C=Cc1ccccc1","29261;19856","[M+Cl]-;[M+CH2O2-H]-","0;0","0","-0.5;0","0;0","0;0","0;0",0
