mz,rt,X500_700_Pos_jgu1.mzXML,X500_700_Pos_jgu2.mzXML,X500_700_Pos_jgw1.mzXML,X500_700_Pos_jgw2.mzXML,X500_700_Pos_nju1.mzXML,X500_700_Pos_nju2.mzXML,X500_700_Pos_njw1.mzXML,X500_700_Pos_njw2.mzXML,X500_700_Pos_oju2.mzXML,X500_700_Pos_ojw1.mzXML,SampleID,formula.pred,isoscore,mserror,ms1score,SMILES,DbID,Adducts,neutralscore,chracaterscore,ionmodescore,adductscore,MS2score,allscore,temp.scorevalues
502.670105,10.38051667,843630.8125,568949.5625,933760.125,416199.2188,100,100,100,100,100,18583.38281,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502.6797791,11.15896667,293018.8438,277763.125,380364.9063,224195.8906,100,100,100,100,100,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502.7812805,4.801816667,1707616.75,1479303.25,727360,912567.3125,100,100,100,100,100,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502.829895,8.956733333,994480.25,838938.9375,1511243.625,1909144.5,100,100,100,100,100,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502.8482971,9.798666667,538107.1875,335823.2813,327329.9375,211008.0781,1302855.375,1089616.875,543184.625,741954.8125,100,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502.8483276,9.81815,211317.3594,175520.375,186856.4531,124768.7188,3304116,3425969.25,6549098,3849112.5,100,74850.47656,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502.8646952,0.956115,157585.0156,100,94169.71094,73707.15625,206213.6719,185210.5625,189370.0469,186392.0313,225638.5938,171911.2813,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503.0044352,10.32286667,702939.75,383385.5313,859066,483288.625,100,100,100,100,100,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503.1198425,3.826433333,20895962,22566496,21136362,21997112,100,100,100,100,100,100,2,C23H23IN2O;C22H25ClN2O8,0.00826963710007369;-4.09007686187871,-4.46032797401307;-3.5344809310456,-5.41124201038239;-7.23680269088349,[I-].CCN1C(C=Cc2ccccc12)=Cc3occ(c4ccccc4)[n+]3CC;[Cl-].CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O.[H+],36902;279,[M+CH3OH+H]+;[M+Na]+,0;0,0,-0.5;0,0;0,0;0,0;0,0
503.1514587,4.73475,272732.7813,508882.2813,670179,371928.1875,100,100,32860.35156,100,100,100,3,C23H26ClN5O7,-4.090076862,-3.195434158,-8.28551102,CCC(=O)Nc1cc(ccc1N=Nc2ccc(cc2Cl)[N+]([O-])=O)N(CCOC(C)=O)CCOC(C)=O,14488,[M+H-H2O]+,0,0,0,1,0,0,0
503.1514587,4.7154,1582891.625,846376.6875,1177772.5,791916.1875,140917.4844,192091.9063,100,100,142821.1875,176431.9688,1,C23H26ClN5O7,-4.090076862,-3.195434158,-6.856939592,CCC(=O)Nc1cc(ccc1N=Nc2ccc(cc2Cl)[N+]([O-])=O)N(CCOC(C)=O)CCOC(C)=O,14488,[M+H-H2O]+,0.5,0,0,1,0,0,0
