"mz","rt","X500_700_Neg_jgu1.mzXML","X500_700_Neg_jgu2.mzXML","X500_700_Neg_jgw1.mzXML","X500_700_Neg_jgw2.mzXML","X500_700_Neg_nju1.mzXML","X500_700_Neg_nju2.mzXML","X500_700_Neg_njw1.mzXML","X500_700_Neg_njw2.mzXML","X500_700_Neg_oju2.mzXML","X500_700_Neg_ojw1.mzXML","SampleID","formula.pred","isoscore","mserror","ms1score","SMILES","DbID","Adducts","neutralscore","chracaterscore","ionmodescore","adductscore","MS2score","allscore","temp.scorevalues"
649.141621907552,5.60921666666667,723836,675162.9375,947829.0625,715342,100,100,100,100,100,100,3,"C42H22N2O6;C42H22N2O6","-4.60517018598809;-4.60517018598809","-4.34830571887972;-4.34830571887972","-8.95347590486781;-8.95347590486781","O=C1c2ccccc2C(=O)c3c(Nc4ccc(Nc5cccc6C(=O)c7ccccc7C(=O)c56)c8C(=O)c9ccccc9C(=O)c48)cccc13;O=C1c2ccccc2C(=O)c3c(Nc4cccc5C(=O)c6c(Nc7cccc8C(=O)c9ccccc9C(=O)c78)cccc6C(=O)c45)cccc13","36118;3212","[M-H]-;[M-H]-","0;0",0,"-0.5;-0.5","1;1","0;0","0;0",0
649.340759277344,7.1355,402465,236625.09375,336414.90625,400882.875,100,100,100,100,1032618.75,863405.9375,9,"C36H58O7S2","-0.582661473842899","0.00995033085316809","-0.572711142989731","O[S](=O)(=O)c1ccc(CCCCCCCCCCCCOCCCCCCCCCCCCc2ccc(cc2)[S](O)(=O)=O)cc1","36616","[M-H-H2O]-","0",0,"0","0","0","-0.572711142989731",0
648.357177734375,11.3036333333333,35539.6328125,100,100,100,444537.84375,562003.8125,424668.6875,581178,100,100,8,"C33H50N2O8;C33H50N2O8","-0.505087396262931;-0.505087396262931","-4.47440233417206;-4.47440233417206","-4.97948973043499;-4.97948973043499","CCC(COCC=C)(COCC=C)COC(=O)Nc1cccc(NC(=O)OCC(CC)(COCC=C)COCC=C)c1C;CCC(COCC=C)(COCC=C)COC(=O)Nc1ccc(C)c(NC(=O)OCC(CC)(COCC=C)COCC=C)c1","20232;23456","[M+CH2O2-H]-;[M+CH2O2-H]-","0;0",0,"0;0","0;0","0;0","-4.97948973043499;-4.97948973043499",0
649.363972981771,9.19473333333333,100,100,100,100,658270.375,613587.75,328221.5625,741736.125,100,100,8,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
649.403015136719,9.23566666666667,100,100,100,100,412644.1875,399418.21875,499180.0625,535872.625,2747901,100,9,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
649.43701171875,10.1776166666667,100,100,100,100,287638.65625,399441.34375,358501.09375,435722.03125,100,100,8,"C35H64O8","-0.61461051408159","-2.99971550616888","-3.61432602025047","CCCCCCCCCC(=O)OCC(COC(=O)CCCC)(COC(=O)CCCCCC)COC(=O)CCCCCCC","38190","[M+Cl]-","0",0,"-0.5","0","0","0",0
649.481180826823,11.7096833333333,100,100,100,100,100,100,100,100,338281.625,1093503.125,10,"C35H70O11","-0.556722856702648","0.00995033085316809","-0.54677252584948","CCCCCCCC\C=C/CCCCCCCC(O)=O.CCCCCCC(O)=O.OCC(CO)(CO)COCC(CO)(CO)CO","38320","[M-H-H2O]-","0",0,"0","0","0","-0.54677252584948",0
649.51894124349,7.62551666666667,100,100,100,100,100,100,40033.1796875,100,2544216,100,9,"C35H75N2O7P","-0.555719831155247","-4.28414443403146","-4.8398642651867","CCCCCCCCCCCCCO.CCCCCCCC\C=C/CCCCCCCC(=O)N(CCN)CCO.O[P](O)(O)=O","26240","[M-H-H2O]-","0",0,"0","0","0","-4.8398642651867",0
649.58876546224,9.68103333333333,100,100,100,100,100,100,473163,100,100,100,7,"C45H76O2","-0.977853535500252","0.00995033085316809","-0.967903204647084","CCCCC\C=C/C\C=C/CCCCCCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CC=C2C1)[C@H](C)CCCC(C)C","5643","[M]-","0",0,"0","0.5","0","0",0
649.59775797526,10.8173666666667,285598.21875,538437.0625,157959.34375,226539.265625,100,100,100,100,100,100,2,"C43H80O","-4.32680172166219","-2.67526144263832","-7.00206316430051","CCCCCCCCCCCCCCCCC(C)c1cc(C)cc(C(C)CCCCCCCCCCCCCCCC)c1O","11714","[M+Cl]-","0",0,"-0.5","0","0","0",0
648.605773925781,11.6262166666667,32895300,39959504,15217446,23641992,100,100,855740.375,48852.3828125,100,100,2,"C42H80O4","0.00992884608272879","0.00995033085316809","0.0198791769358969","CCCCCCCCCCCCCCCCCCOC(=O)C(C)=C.CCCCCCCCCCCCCCCCOC(=O)C(C)=C","19180","[M]-","0",0,"0","0.5","0","0.519879176935897",0
650.008992513021,8.48251666666667,5288418,7173064.5,736863.0625,886278.25,100,100,100,100,100,100,2,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
650.008992513021,8.48251666666667,3596160.75,7173064.5,250216,443223.34375,100,100,100,100,100,100,2,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
648.357238769531,11.1592166666667,100,100,100,100,280446.46875,445078.3125,351450.875,468723.15625,100,100,8,"C33H50N2O8;C33H50N2O8","-0.494327741583438;-0.494327741583438","-4.3543802728812;-4.3543802728812","-4.84870801446464;-4.84870801446464","CCC(COCC=C)(COCC=C)COC(=O)Nc1cccc(NC(=O)OCC(CC)(COCC=C)COCC=C)c1C;CCC(COCC=C)(COCC=C)COC(=O)Nc1ccc(C)c(NC(=O)OCC(CC)(COCC=C)COCC=C)c1","20232;23456","[M+CH2O2-H]-;[M+CH2O2-H]-","0;0",0,"0;0","0;0","0;0","-4.84870801446464;-4.84870801446464",0
650.468078613281,9.99846666666667,100,100,100,100,356385.3125,379124.96875,447897.5625,336296.75,100,100,7,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
649.608581542969,11.6262166666667,7539069,8693043,3332374,5208190.5,116614.59375,78423.703125,183232.1875,280366.46875,100,100,2,"C42H80O4","0.0098552802587174","-3.89464017841867","-3.88478489815995","CCCCCCCCCCCCCCCCCCOC(=O)C(C)=C.CCCCCCCCCCCCCCCCOC(=O)C(C)=C","19180","[M]-","0",0,"0","0.5","0","-3.38478489815995",0
650.619934082031,8.8866,649822.5,453605.53125,100,200450.953125,100,100,100,100,100,100,1,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
651.011962890625,8.5401,1601173.625,1680391.75,161652.859375,179568.265625,100,100,100,100,100,100,2,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
650.00927734375,8.5401,1601173.625,1742455,159674.046875,179568.265625,100,100,100,100,100,100,2,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
649.36376953125,9.19473333333333,100,100,100,100,371850.65625,406712.78125,280598.8125,449315.125,100,100,8,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
651.375549316406,8.60313333333333,100,100,100,100,100,100,100,100,2579270.25,100,9,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
651.438151041667,11.7315,100,100,100,100,238175.5,526250.4375,186882.171875,179919.0625,100,100,6,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
