"mz","rt","X700_900_Neg_JeansA.mzXML","X700_900_Neg_JeansB.mzXML","X700_900_Neg_JeansC.mzXML","X700_900_Neg_JeansD.mzXML","X700_900_Neg_JeansDx.mzXML","X700_900_Neg_JeansE.mzXML","X700_900_Neg_JeansF.mzXML","X700_900_Neg_JeansG.mzXML","X700_900_Neg_JeansGx.mzXML","SampleID","formula.pred","isoscore","mserror","ms1score","SMILES","DbID","Adducts","neutralscore","ionmodescore","adductscore","MS2score","rtscore","allscore"
703.431355794271,11.1041666666667,190252.890625,98290.6875,932045.0625,141346.484375,43484.921875,100,45889.953125,115831.3828125,52726.04296875,3,"0","0","0","0","0","0","0",0,"0","0","0",0,"0"
704.434692382812,11.1041666666667,73557.9921875,34569.33984375,315866.21875,59105.484375,13422.2802734375,100,17064.228515625,44345.59375,19574.244140625,3,"0","0","0","0","0","0","0",0,"0","0","0",0,"0"
705.410624186198,6.78031666666667,37557.88671875,39730.0625,66223.3828125,42587.69921875,40748.421875,44760.81640625,116013.375,53778.546875,41613.21484375,7,"C44H67O2PS2","-0.601230888446585","0.00995033085316809","-1.59128055759342","CCCCCCCCCCCCc1cccc(O[P@@](=S)(Oc2cccc(CCCCCCCCCCCC)c2)SCCc3ccccc3)c1","28524","[M-H-H2O]-",0,"0","0","0",0,"-1.59128055759342"
708.50937906901,5.80718333333333,100,100,359375.71875,18287.421875,100,100,4478.45654296875,100,100,3,"0","0","0","0","0","0","0",0,"0","0","0",0,"0"
709.512980143229,5.80718333333333,100,100,154423.109375,6752.6572265625,100,100,100,100,100,3,"0","0","0","0","0","0","0",0,"0","0","0",0,"0"
709.196594238281,7.91851666666667,100,100,100,100,100,100,135310.328125,49429.08984375,16971.37109375,7,"C34H40Cl2N4O6","-1.50401208077471","0.00995033085316809","-1.49406174992154","[Cl-].[Cl-].CC(O)c1c(C)c2[nH]c1cc3[nH]c(cc4nc(cc5nc(c2)c(C)c5CCC(O)=O)c(CCC(O)=O)c4C)c(C(C)O)c3C.[H+].[H+]","15362","[M+Cl]-",0,"-0.5","0","0",0,"0"
711.193786621094,7.88913333333333,100,100,100,100,100,100,146296.484375,27258.626953125,15376.921875,7,"C38H36N2O3S3","-0.584771603218269","0.00995033085316809","-0.574821272365101","CCN1/C(Sc2cc3ccccc3cc12)=C/C(CC)=Cc4sc5cc6ccccc6cc5[n+]4CC.Cc7ccc(cc7)[S]([O-])(=O)=O","42958","[M+CH2O2-H]-",0,"0","0","0",0,"-0.574821272365101"
713.394653320312,6.13351666666667,8877.21875,3093.18676757812,108033.140625,5495.5625,100,100,62236.265625,20483.34375,8538.3564453125,3,"0","0","0","0","0","0","0",0,"0","0","0",0,"0"
714.589558919271,9.19456666666667,100,100,178315.34375,100,100,100,100,100,100,3,"0","0","0","0","0","0","0",0,"0","0","0",0,"0"
724.574096679688,8.16746666666667,100,100,473984.1875,100,3506.95239257812,100,100,100,100,3,"0","0","0","0","0","0","0",0,"0","0","0",0,"0"
725.577473958333,8.16746666666667,100,100,205789.953125,100,100,100,100,100,100,3,"0","0","0","0","0","0","0",0,"0","0","0",0,"0"
726.520182291667,5.62958333333333,100,7396.6875,1326019.5,9315.96875,100,100,13663.185546875,100,100,3,"0","0","0","0","0","0","0",0,"0","0","0",0,"0"
726.589619954427,8.4102,100,100,1000689.6875,100,100,100,100,100,100,3,"0","0","0","0","0","0","0",0,"0","0","0",0,"0"
727.592854817708,8.4102,100,100,467029.46875,100,100,100,100,100,100,3,"C42H82O4S","-2.23535030361452","-4.5162588605138","-6.75160916412832","CCCCCCCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCCCCCCC","6034","[M+CH2O2-H]-",0,"0","0","0",0,"0"
728.514282226562,5.62958333333333,100,5582.08251953125,945350.1875,26136.58203125,100,100,27513.583984375,27552.388671875,7735.23583984375,3,"0","0","0","0","0","0","0",0,"0","0","0",0,"0"
728.595825195312,8.4102,100,100,132612.28125,100,100,100,100,100,100,3,"C42H82O4S","-4.47476935883099","-3.13387905537512","-7.60864841420611","CCCCCCCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCCCCCCC","6034","[M+CH2O2-H]-",0,"0","0","0",0,"0"
728.605611165365,9.46813333333333,100,100,452334.09375,100,100,100,100,100,4722.466796875,3,"0","0","0","0","0","0","0",0,"0","0","0",0,"0"
729.517781575521,5.60003333333333,100,100,415637.65625,14544.927734375,7539.54345703125,100,14686.32421875,24045.13671875,100,3,"C41H72N4O8","-4.58970297569145","0.00995033085316809","-4.57975264483828","CC(C)(c1ccc(OCC(O)CNCCCOCCOCCCCCN)cc1)c2ccc(OCC(O)CNCCCOCCOCCCCCN)cc2","32137","[M-H-H2O]-",0,"0","0","0",0,"0"
729.608846028646,9.46813333333333,100,100,219312.625,100,100,100,100,100,100,3,"0","0","0","0","0","0","0",0,"0","0","0",0,"0"
731.1376953125,7.88913333333333,100,100,100,100,100,100,101999.4609375,27213.162109375,12457.3515625,7,"C37H36N2O9S3","-0.985667943955909","-4.54688335468273","-5.53255129863864","CCN(Cc1cccc(c1)[S](O)(=O)=O)c2ccc(cc2)[C+](c3ccc(cc3)N(CC)Cc4cccc(c4)[S]([O-])(=O)=O)c5ccccc5[S](O)(=O)=O","33613","[M-H-H2O]-",0,"0","0","0",0,"0"
733.442077636719,9.08121666666667,42973.8046875,21566.11328125,150476.421875,43414.328125,22349.6796875,100,163241.640625,33560.97265625,10565.74609375,7,"0","0","0","0","0","0","0",0,"0","0","0",0,"0"
736.540934244792,5.80718333333333,100,100,121494.46875,100,100,100,100,100,100,3,"C9H15Br6O4P","-1.75833272985115","-3.31832694465977","-6.07665967451092","BrCC(Br)CO[P](=O)(OCC(Br)CBr)OCC(Br)CBr","3576","[M+Cl]-",0,"-0.5","0","0",0,"0"
