mz10ppm,matches10ppm,mz5ppm,matches5ppm,mz1ppm,matches1ppm
385.1657206,13,385.1657206,10,385.1657206,5
385.165741,13,385.165741,10,385.165741,5
385.165741,13,385.165741,10,385.165741,5
385.1658732,13,385.1658732,8,385.1658732,5
385.1659546,13,385.1659546,7,385.1659546,5
385.1722005,8,385.1722005,4,385.1722005,3
385.178538,2,385.178538,1,385.178538,0
385.178538,2,385.178538,1,385.178538,0
385.1786194,2,385.1786194,1,385.1786194,0
385.1787211,2,385.1787211,0,385.1787211,0
385.1787313,2,385.1787313,0,385.1787313,0
385.1787415,2,385.1787415,0,385.1787415,0
385.2391764,10,385.2391764,5,385.2391764,0
385.2543844,7,385.2543844,5,385.2543844,0
385.3112895,2,385.3112895,0,385.3112895,0
385.3112895,2,385.3112895,0,385.3112895,0
385.3478292,1,385.3478292,1,385.3478292,1
385.3478292,1,385.3478292,1,385.3478292,1
385.9869283,2,385.9869283,2,385.9869283,0
385.9958089,2,385.9958089,1,385.9958089,0
385.9966329,2,385.9966329,1,385.9966329,1
385.996877,2,385.996877,2,385.996877,1
386.0084839,6,386.0084839,3,386.0084839,2
386.0910034,4,386.0910034,2,386.0910034,0
386.0955404,5,386.0955404,3,386.0955404,1
386.1218058,15,386.1218058,10,386.1218058,0
386.1218058,15,386.1218058,10,386.1218058,0
386.1218058,15,386.1218058,10,386.1218058,0
386.1218567,15,386.1218567,10,386.1218567,2
386.1218567,15,386.1218567,10,386.1218567,2
386.1218567,15,386.1218567,10,386.1218567,2
386.1218567,15,386.1218567,10,386.1218567,2
386.1218567,15,386.1218567,10,386.1218567,2
386.122762,14,386.122762,9,386.122762,4
386.161377,12,386.161377,2,386.161377,0
386.161377,12,386.161377,2,386.161377,0
386.1614685,12,386.1614685,2,386.1614685,0
386.1615906,13,386.1615906,2,386.1615906,0
386.1615906,13,386.1615906,2,386.1615906,0
386.1626485,11,386.1626485,5,386.1626485,0
386.1690572,12,386.1690572,9,386.1690572,5
386.1690674,12,386.1690674,9,386.1690674,5
386.1817627,1,386.1817627,1,386.1817627,1
386.1818848,1,386.1818848,1,386.1818848,1
386.1819458,1,386.1819458,1,386.1819458,1
386.2674561,6,386.2674561,4,386.2674561,3
386.2677002,6,386.2677002,4,386.2677002,3
386.2677002,6,386.2677002,4,386.2677002,3
386.2677714,6,386.2677714,3,386.2677714,3
386.314799,0,386.314799,0,386.314799,0
386.9782308,0,386.9782308,0,386.9782308,0
387.0069173,7,387.0069173,4,387.0069173,0
387.0124308,4,387.0124308,2,387.0124308,1
387.0718384,6,387.0718384,2,387.0718384,0
387.0718384,6,387.0718384,2,387.0718384,0
387.1086222,5,387.1086222,1,387.1086222,0
387.1086222,5,387.1086222,1,387.1086222,0
387.1260681,10,387.1260681,4,387.1260681,0
387.1260681,10,387.1260681,4,387.1260681,0
387.1655273,10,387.1655273,5,387.1655273,0
387.165802,13,387.165802,8,387.165802,1
387.165802,13,387.165802,8,387.165802,1
387.1666565,12,387.1666565,6,387.1666565,1
387.1712443,11,387.1712443,5,387.1712443,2
387.1844788,5,387.1844788,2,387.1844788,0
387.1944784,6,387.1944784,3,387.1944784,0
387.1944784,6,387.1944784,3,387.1944784,0
387.2080994,7,387.2080994,3,387.2080994,1
387.2080994,7,387.2080994,3,387.2080994,1
387.2539063,4,387.2539063,4,387.2539063,1
387.2707621,6,387.2707621,4,387.2707621,3
387.2910156,2,387.2910156,1,387.2910156,0
387.2910156,2,387.2910156,1,387.2910156,0
387.3268636,1,387.3268636,0,387.3268636,0
387.3268636,1,387.3268636,0,387.3268636,0
387.9774272,1,387.9774272,0,387.9774272,0
387.9774272,1,387.9774272,0,387.9774272,0
387.9873759,1,387.9873759,1,387.9873759,0
388.1177368,16,388.1177368,14,388.1177368,10
388.1177368,16,388.1177368,14,388.1177368,10
388.1289063,4,388.1289063,2,388.1289063,0
388.1301676,6,388.1301676,4,388.1301676,2
388.1304626,6,388.1304626,4,388.1304626,1
388.1736043,10,388.1736043,8,388.1736043,0
388.1853333,6,388.1853333,4,388.1853333,0
388.1857402,7,388.1857402,4,388.1857402,1
388.2118225,11,388.2118225,6,388.2118225,1
388.2831624,1,388.2831624,0,388.2831624,0
388.2831726,1,388.2831726,0,388.2831726,0
388.283193,1,388.283193,0,388.283193,0
388.2832031,1,388.2832031,0,388.2832031,0
388.2832031,1,388.2832031,0,388.2832031,0
388.2834778,1,388.2834778,0,388.2834778,0
388.2834778,1,388.2834778,0,388.2834778,0
388.2835388,1,388.2835388,0,388.2835388,0
388.306366,7,388.306366,7,388.306366,2
388.3557739,1,388.3557739,1,388.3557739,1
388.3557739,1,388.3557739,1,388.3557739,1
388.9864705,3,388.9864705,0,388.9864705,0
388.9864705,3,388.9864705,0,388.9864705,0
389.0458272,1,389.0458272,1,389.0458272,1
389.0662333,4,389.0662333,2,389.0662333,1
389.117157,10,389.117157,2,389.117157,0
389.1172078,10,389.1172078,2,389.1172078,0
389.1172078,10,389.1172078,2,389.1172078,0
389.1253866,13,389.1253866,7,389.1253866,1
389.1254578,11,389.1254578,8,389.1254578,2
389.1268921,15,389.1268921,5,389.1268921,0
389.1322327,11,389.1322327,3,389.1322327,0
389.1709595,10,389.1709595,6,389.1709595,0
389.1709595,10,389.1709595,6,389.1709595,0
389.1709595,10,389.1709595,6,389.1709595,0
389.1795146,8,389.1795146,3,389.1795146,0
389.1795146,8,389.1795146,3,389.1795146,0
389.1888936,12,389.1888936,6,389.1888936,5
389.2125753,5,389.2125753,1,389.2125753,1
389.2147725,8,389.2147725,4,389.2147725,1
389.2336222,4,389.2336222,2,389.2336222,2
389.2341715,4,389.2341715,2,389.2341715,0
389.2472636,7,389.2472636,5,389.2472636,3
389.2694295,13,389.2694295,12,389.2694295,11
389.3063253,1,389.3063253,0,389.3063253,0
389.306366,1,389.306366,0,389.306366,0
389.306366,1,389.306366,0,389.306366,0
389.3425903,2,389.3425903,2,389.3425903,2
389.3426717,2,389.3426717,2,389.3426717,2
390.0732931,7,390.0732931,6,390.0732931,2
390.0739441,7,390.0739441,6,390.0739441,1
390.119751,13,390.119751,1,390.119751,0
390.1329956,14,390.1329956,9,390.1329956,3
390.1329956,14,390.1329956,9,390.1329956,3
390.2084961,5,390.2084961,2,390.2084961,0
390.27771,16,390.27771,14,390.27771,11
390.2779948,17,390.2779948,14,390.2779948,1
390.2780457,16,390.2780457,14,390.2780457,1
390.2780457,16,390.2780457,14,390.2780457,1
390.2780457,16,390.2780457,14,390.2780457,1
390.2988586,2,390.2988586,1,390.2988586,1
390.2988586,2,390.2988586,1,390.2988586,1
390.2988586,2,390.2988586,1,390.2988586,1
390.2988586,2,390.2988586,1,390.2988586,1
390.2989604,2,390.2989604,1,390.2989604,1
390.2989604,2,390.2989604,1,390.2989604,1
390.2990316,2,390.2990316,1,390.2990316,1
390.3099467,0,390.3099467,0,390.3099467,0
390.9728495,0,390.9728495,0,390.9728495,0
390.9832764,3,390.9832764,1,390.9832764,0
390.9836426,3,390.9836426,2,390.9836426,1
390.9836426,3,390.9836426,2,390.9836426,1
391.0606486,6,391.0606486,4,391.0606486,2
391.0606486,6,391.0606486,4,391.0606486,2
391.0606486,6,391.0606486,4,391.0606486,2
391.0606995,6,391.0606995,4,391.0606995,2
391.0718791,5,391.0718791,2,391.0718791,0
391.072347,4,391.072347,0,391.072347,0
391.0924683,15,391.0924683,9,391.0924683,0
391.0924683,15,391.0924683,9,391.0924683,0
391.1752116,7,391.1752116,3,391.1752116,1
391.191925,12,391.191925,5,391.191925,0
391.2129517,4,391.2129517,3,391.2129517,1
391.2129517,4,391.2129517,3,391.2129517,1
391.213328,4,391.213328,3,391.213328,0
391.2154338,4,391.2154338,2,391.2154338,0
391.2154338,4,391.2154338,2,391.2154338,0
391.2154338,4,391.2154338,2,391.2154338,0
391.2154338,4,391.2154338,2,391.2154338,0
391.2286479,7,391.2286479,1,391.2286479,0
391.2625529,13,391.2625529,13,391.2625529,0
391.2639669,13,391.2639669,1,391.2639669,1
391.2651978,15,391.2651978,1,391.2651978,0
391.2816162,15,391.2816162,13,391.2816162,3
391.2816162,15,391.2816162,13,391.2816162,3
391.2857463,5,391.2857463,3,391.2857463,1
391.2858887,4,391.2858887,3,391.2858887,0
391.2983907,8,391.2983907,4,391.2983907,4
391.2983907,8,391.2983907,4,391.2983907,4
391.302297,4,391.302297,4,391.302297,1
391.3220723,5,391.3220723,4,391.3220723,4
391.3584595,3,391.3584595,3,391.3584595,3
391.3586222,3,391.3586222,3,391.3586222,0
391.3586833,3,391.3586833,3,391.3586833,0
391.3954875,1,391.3954875,1,391.3954875,0
391.3954875,1,391.3954875,1,391.3954875,0
391.9506938,3,391.9506938,3,391.9506938,2
392.0683899,7,392.0683899,4,392.0683899,1
392.0683899,7,392.0683899,4,392.0683899,1
392.0683899,7,392.0683899,4,392.0683899,1
392.0684814,7,392.0684814,4,392.0684814,1
392.0684814,7,392.0684814,4,392.0684814,1
392.0684814,7,392.0684814,4,392.0684814,1
392.0684814,7,392.0684814,4,392.0684814,1
392.0684814,7,392.0684814,4,392.0684814,1
392.068634,7,392.068634,4,392.068634,1
392.068634,7,392.068634,4,392.068634,1
392.0751343,5,392.0751343,2,392.0751343,0
392.0766195,5,392.0766195,2,392.0766195,0
392.0766195,5,392.0766195,2,392.0766195,0
392.0998332,16,392.0998332,8,392.0998332,3
392.0998332,16,392.0998332,8,392.0998332,3
392.183075,7,392.183075,3,392.183075,0
392.2231445,2,392.2231445,1,392.2231445,0
392.2232361,2,392.2232361,1,392.2232361,0
392.2232361,2,392.2232361,1,392.2232361,0
392.2232869,2,392.2232869,1,392.2232869,0
392.2234192,2,392.2234192,2,392.2234192,0
392.2573446,3,392.2573446,1,392.2573446,0
392.2712504,5,392.2712504,3,392.2712504,0
392.2712504,5,392.2712504,3,392.2712504,0
392.2854411,4,392.2854411,2,392.2854411,1
392.2891846,4,392.2891846,2,392.2891846,0
392.333079,8,392.333079,3,392.333079,0
392.333079,8,392.333079,3,392.333079,0
392.9971415,5,392.9971415,3,392.9971415,0
392.9971415,5,392.9971415,3,392.9971415,0
392.9971415,5,392.9971415,3,392.9971415,0
393.0162659,6,393.0162659,5,393.0162659,1
393.0164286,6,393.0164286,5,393.0164286,2
393.0165405,6,393.0165405,5,393.0165405,2
393.0165609,6,393.0165609,5,393.0165609,2
393.0165609,6,393.0165609,5,393.0165609,2
393.0165609,6,393.0165609,5,393.0165609,2
393.0165914,6,393.0165914,5,393.0165914,2
393.0166016,6,393.0166016,5,393.0166016,2
393.0166626,6,393.0166626,5,393.0166626,3
393.0166626,6,393.0166626,5,393.0166626,3
393.0166626,6,393.0166626,5,393.0166626,3
393.0577393,8,393.0577393,4,393.0577393,1
393.0577901,8,393.0577901,4,393.0577901,1
393.1064453,5,393.1064453,1,393.1064453,0
393.1064453,5,393.1064453,1,393.1064453,0
393.1064453,5,393.1064453,1,393.1064453,0
393.1071574,3,393.1071574,2,393.1071574,0
393.1075745,3,393.1075745,2,393.1075745,0
393.186086,6,393.186086,2,393.186086,0
393.1922099,10,393.1922099,8,393.1922099,3
393.1922099,10,393.1922099,8,393.1922099,3
393.1922099,10,393.1922099,8,393.1922099,3
393.2264404,2,393.2264404,1,393.2264404,0
393.2264404,2,393.2264404,1,393.2264404,0
393.2438253,8,393.2438253,1,393.2438253,1
393.2438761,8,393.2438761,1,393.2438761,1
393.2439575,8,393.2439575,1,393.2439575,0
393.2439575,8,393.2439575,1,393.2439575,0
393.2602132,4,393.2602132,3,393.2602132,2
393.264384,5,393.264384,5,393.264384,4
393.280131,9,393.280131,4,393.280131,2
393.280131,9,393.280131,4,393.280131,2
393.3161519,6,393.3161519,5,393.3161519,4
393.3164571,5,393.3164571,5,393.3164571,4
393.337616,18,393.337616,12,393.337616,12
393.3378398,18,393.3378398,12,393.3378398,0
393.3378398,18,393.3378398,12,393.3378398,0
393.3378398,18,393.3378398,12,393.3378398,0
393.3735962,4,393.3735962,4,393.3735962,4
393.3735962,4,393.3735962,4,393.3735962,4
393.3738912,4,393.3738912,4,393.3738912,4
393.3739319,4,393.3739319,4,393.3739319,4
393.3739319,4,393.3739319,4,393.3739319,4
393.3739319,4,393.3739319,4,393.3739319,4
393.3739929,4,393.3739929,4,393.3739929,4
393.3739929,4,393.3739929,4,393.3739929,4
393.4100647,1,393.4100647,1,393.4100647,1
393.4104207,1,393.4104207,1,393.4104207,1
394.0230815,8,394.0230815,4,394.0230815,0
394.0230815,8,394.0230815,4,394.0230815,0
394.0230815,8,394.0230815,4,394.0230815,0
394.0234375,8,394.0234375,3,394.0234375,0
394.0234375,8,394.0234375,3,394.0234375,0
394.0238342,7,394.0238342,3,394.0238342,1
394.0240682,7,394.0240682,3,394.0240682,1
394.0241496,7,394.0241496,3,394.0241496,2
394.0241699,7,394.0241699,3,394.0241699,2
394.0652771,8,394.0652771,2,394.0652771,0
394.0652771,8,394.0652771,2,394.0652771,0
394.0654602,8,394.0654602,2,394.0654602,1
394.1111857,2,394.1111857,0,394.1111857,0
394.12146,8,394.12146,6,394.12146,2
394.12146,8,394.12146,6,394.12146,2
394.1953227,8,394.1953227,6,394.1953227,5
394.2023519,9,394.2023519,4,394.2023519,2
394.2023519,9,394.2023519,4,394.2023519,2
394.2290344,2,394.2290344,0,394.2290344,0
394.2290344,2,394.2290344,0,394.2290344,0
394.3196004,4,394.3196004,4,394.3196004,3
394.3196004,4,394.3196004,4,394.3196004,3
394.3196004,4,394.3196004,4,394.3196004,3
394.3409526,17,394.3409526,12,394.3409526,12
394.3777873,7,394.3777873,4,394.3777873,0
394.4051819,1,394.4051819,1,394.4051819,1
394.4051819,1,394.4051819,1,394.4051819,1
394.9318949,3,394.9318949,0,394.9318949,0
394.9319153,3,394.9319153,0,394.9319153,0
394.9325562,3,394.9325562,0,394.9325562,0
394.9501953,2,394.9501953,2,394.9501953,0
394.9501953,2,394.9501953,2,394.9501953,0
394.9948324,3,394.9948324,3,394.9948324,2
395.0131124,4,395.0131124,2,395.0131124,1
395.0132446,4,395.0132446,2,395.0132446,1
395.0132446,4,395.0132446,2,395.0132446,1
395.0132446,4,395.0132446,2,395.0132446,1
395.0132446,4,395.0132446,2,395.0132446,1
395.0263163,3,395.0263163,1,395.0263163,0
395.0318197,3,395.0318197,3,395.0318197,1
395.0319214,3,395.0319214,3,395.0319214,1
395.0319417,3,395.0319417,3,395.0319417,1
395.2017314,7,395.2017314,4,395.2017314,0
395.2017314,7,395.2017314,4,395.2017314,0
395.2051493,7,395.2051493,3,395.2051493,0
395.2051493,7,395.2051493,3,395.2051493,0
395.2437134,5,395.2437134,4,395.2437134,2
395.2438253,6,395.2438253,4,395.2438253,2
395.243866,6,395.243866,4,395.243866,2
395.243866,6,395.243866,4,395.243866,2
395.2469482,4,395.2469482,2,395.2469482,2
395.2470093,4,395.2470093,2,395.2470093,2
395.2472331,4,395.2472331,2,395.2472331,2
395.2472331,4,395.2472331,2,395.2472331,2
395.259552,8,395.259552,4,395.259552,4
395.259552,8,395.259552,4,395.259552,4
395.2595927,8,395.2595927,4,395.2595927,0
395.2956645,4,395.2956645,1,395.2956645,0
395.2956645,4,395.2956645,1,395.2956645,0
395.2957458,3,395.2957458,1,395.2957458,0
395.3163859,9,395.3163859,7,395.3163859,6
395.3163859,9,395.3163859,7,395.3163859,6
395.3318481,7,395.3318481,4,395.3318481,1
395.3318481,7,395.3318481,4,395.3318481,1
395.3319702,5,395.3319702,4,395.3319702,1
395.3531494,2,395.3531494,2,395.3531494,2
395.3531494,2,395.3531494,2,395.3531494,2
395.3531494,2,395.3531494,2,395.3531494,2
395.3890991,9,395.3890991,9,395.3890991,9
395.3891296,9,395.3891296,9,395.3891296,9
395.3893534,9,395.3893534,9,395.3893534,9
395.389384,9,395.389384,9,395.389384,9
395.3893941,9,395.3893941,9,395.3893941,9
395.3894348,9,395.3894348,9,395.3894348,9
395.3895264,9,395.3895264,9,395.3895264,9
395.3895365,9,395.3895365,9,395.3895365,9
395.3895365,9,395.3895365,9,395.3895365,9
395.3895874,9,395.3895874,9,395.3895874,9
395.9662781,1,395.9662781,0,395.9662781,0
396.0026449,1,396.0026449,1,396.0026449,0
396.002655,1,396.002655,1,396.002655,0
396.019928,6,396.019928,4,396.019928,3
396.0201111,7,396.0201111,4,396.0201111,2
396.0201111,7,396.0201111,4,396.0201111,2
396.0201111,7,396.0201111,4,396.0201111,2
396.0201111,7,396.0201111,4,396.0201111,2
396.0393372,1,396.0393372,0,396.0393372,0
396.0394185,1,396.0394185,0,396.0394185,0
396.0394185,1,396.0394185,0,396.0394185,0
396.1352539,13,396.1352539,6,396.1352539,4
396.1352539,13,396.1352539,6,396.1352539,4
396.1941935,5,396.1941935,3,396.1941935,0
396.1941935,5,396.1941935,3,396.1941935,0
396.2473653,5,396.2473653,3,396.2473653,2
396.2505697,4,396.2505697,2,396.2505697,2
396.2665405,6,396.2665405,4,396.2665405,0
396.3027547,2,396.3027547,1,396.3027547,0
396.3027547,2,396.3027547,1,396.3027547,0
396.303599,2,396.303599,1,396.303599,1
396.303599,2,396.303599,1,396.303599,1
396.3353373,4,396.3353373,4,396.3353373,1
396.3564351,3,396.3564351,2,396.3564351,2
396.3929952,10,396.3929952,9,396.3929952,9
396.3929952,10,396.3929952,9,396.3929952,9
396.3931173,10,396.3931173,9,396.3931173,9
396.3931173,10,396.3931173,9,396.3931173,9
396.9737447,4,396.9737447,1,396.9737447,0
396.973877,4,396.973877,1,396.973877,0
396.9739075,4,396.9739075,2,396.9739075,0
396.9739075,4,396.9739075,2,396.9739075,0
396.973938,4,396.973938,2,396.973938,0
396.9739583,4,396.9739583,2,396.9739583,0
396.973999,4,396.973999,2,396.973999,0
396.9898987,1,396.9898987,0,396.9898987,0
396.9901733,1,396.9901733,0,396.9901733,0
397.0288493,5,397.0288493,3,397.0288493,1
397.0290222,5,397.0290222,3,397.0290222,1
397.0462341,2,397.0462341,1,397.0462341,0
397.0462341,2,397.0462341,1,397.0462341,0
397.0465698,2,397.0465698,1,397.0465698,0
397.0465698,2,397.0465698,1,397.0465698,0
397.0465698,2,397.0465698,1,397.0465698,0
397.0465698,2,397.0465698,1,397.0465698,0
397.0983988,9,397.0983988,5,397.0983988,1
397.0983988,9,397.0983988,5,397.0983988,1
397.1294556,10,397.1294556,4,397.1294556,1
397.1294556,10,397.1294556,4,397.1294556,1
397.1294556,10,397.1294556,4,397.1294556,1
397.1294657,10,397.1294657,4,397.1294657,1
397.1294657,10,397.1294657,4,397.1294657,1
397.143158,13,397.143158,9,397.143158,3
397.143158,13,397.143158,9,397.143158,3
397.1546021,9,397.1546021,5,397.1546021,1
397.1546021,9,397.1546021,5,397.1546021,1
397.1778971,5,397.1778971,5,397.1778971,0
397.1782532,7,397.1782532,5,397.1782532,0
397.1783244,7,397.1783244,5,397.1783244,0
397.1783244,7,397.1783244,5,397.1783244,0
397.2020467,4,397.2020467,3,397.2020467,0
397.2020467,4,397.2020467,3,397.2020467,0
397.2261759,4,397.2261759,2,397.2261759,1
397.2261759,4,397.2261759,2,397.2261759,1
397.2261759,4,397.2261759,2,397.2261759,1
397.2385457,10,397.2385457,2,397.2385457,2
397.2385763,10,397.2385763,2,397.2385763,2
397.2749125,3,397.2749125,2,397.2749125,1
397.3112183,5,397.3112183,2,397.3112183,1
397.3112284,5,397.3112284,2,397.3112284,1
397.3112284,5,397.3112284,2,397.3112284,1
397.3112284,5,397.3112284,2,397.3112284,1
397.3114421,5,397.3114421,2,397.3114421,1
397.3316345,17,397.3316345,12,397.3316345,0
397.331838,14,397.331838,12,397.331838,0
397.331838,14,397.331838,12,397.331838,0
397.3435364,8,397.3435364,5,397.3435364,4
397.3689067,0,397.3689067,0,397.3689067,0
397.3689067,0,397.3689067,0,397.3689067,0
397.4056193,2,397.4056193,2,397.4056193,0
397.901886,1,397.901886,1,397.901886,0
397.901886,1,397.901886,1,397.901886,0
397.9745789,2,397.9745789,1,397.9745789,1
397.9965515,3,397.9965515,1,397.9965515,0
397.9965515,3,397.9965515,1,397.9965515,0
398.017039,7,398.017039,6,398.017039,2
398.0171204,7,398.0171204,6,398.0171204,2
398.0171204,7,398.0171204,6,398.0171204,2
398.1158447,8,398.1158447,4,398.1158447,1
398.1159566,8,398.1159566,3,398.1159566,1
398.1462809,14,398.1462809,8,398.1462809,2
398.1510213,13,398.1510213,6,398.1510213,1
398.1811422,4,398.1811422,4,398.1811422,0
398.2082825,4,398.2082825,3,398.2082825,1
398.2082825,4,398.2082825,3,398.2082825,1
398.2295227,1,398.2295227,1,398.2295227,1
398.3182882,7,398.3182882,5,398.3182882,1
398.3182882,7,398.3182882,5,398.3182882,1
398.3182882,7,398.3182882,5,398.3182882,1
398.3185425,8,398.3185425,5,398.3185425,0
398.3185425,8,398.3185425,5,398.3185425,0
398.4088033,2,398.4088033,2,398.4088033,1
398.4088033,2,398.4088033,2,398.4088033,1
398.9778137,4,398.9778137,3,398.9778137,1
398.9778748,4,398.9778748,3,398.9778748,1
398.9863485,7,398.9863485,3,398.9863485,0
398.9863485,7,398.9863485,3,398.9863485,0
398.9863485,7,398.9863485,3,398.9863485,0
399.0259399,5,399.0259399,3,399.0259399,0
399.0436401,4,399.0436401,3,399.0436401,0
399.0436401,4,399.0436401,3,399.0436401,0
399.0438232,4,399.0438232,3,399.0438232,0
399.0438232,4,399.0438232,3,399.0438232,0
399.0714925,7,399.0714925,4,399.0714925,0
399.0978902,7,399.0978902,3,399.0978902,0
399.10849,6,399.10849,3,399.10849,0
399.10849,6,399.10849,3,399.10849,0
399.1197611,5,399.1197611,3,399.1197611,0
399.1337992,10,399.1337992,6,399.1337992,1
399.1337992,10,399.1337992,6,399.1337992,1
399.142629,9,399.142629,2,399.142629,1
399.142629,9,399.142629,2,399.142629,1
399.1813965,8,399.1813965,5,399.1813965,2
399.1934713,3,399.1934713,2,399.1934713,0
399.193929,3,399.193929,3,399.193929,1
399.1940511,4,399.1940511,3,399.1940511,1
399.1940918,4,399.1940918,3,399.1940918,1
399.1941528,5,399.1941528,3,399.1941528,1
399.1941732,5,399.1941732,3,399.1941732,1
399.2024536,1,399.2024536,1,399.2024536,1
399.202474,1,399.202474,1,399.202474,1
399.202535,1,399.202535,1,399.202535,1
399.2177734,11,399.2177734,6,399.2177734,6
399.2177734,11,399.2177734,6,399.2177734,6
399.2177734,11,399.2177734,6,399.2177734,6
399.2178345,12,399.2178345,6,399.2178345,6
399.2539368,4,399.2539368,1,399.2539368,0
399.2539876,4,399.2539876,1,399.2539876,0
399.2743327,6,399.2743327,3,399.2743327,0
399.2906596,14,399.2906596,13,399.2906596,12
399.2906596,14,399.2906596,13,399.2906596,12
399.3272095,3,399.3272095,3,399.3272095,1
399.3272196,3,399.3272196,3,399.3272196,1
399.3272603,3,399.3272603,3,399.3272603,0
399.9778646,2,399.9778646,0,399.9778646,0
399.9778646,2,399.9778646,0,399.9778646,0
399.9855754,9,399.9855754,4,399.9855754,0
399.9855754,9,399.9855754,4,399.9855754,0
400.0228577,6,400.0228577,3,400.0228577,0
400.0300903,3,400.0300903,2,400.0300903,1
400.0300903,3,400.0300903,2,400.0300903,1
400.0304565,3,400.0304565,2,400.0304565,1
400.0304565,3,400.0304565,2,400.0304565,1
400.033254,5,400.033254,0,400.033254,0
400.0859375,10,400.0859375,8,400.0859375,2
400.1057129,4,400.1057129,1,400.1057129,0
400.1117249,7,400.1117249,4,400.1117249,0
400.1302999,7,400.1302999,3,400.1302999,1
400.1302999,7,400.1302999,3,400.1302999,1
400.1408386,12,400.1408386,4,400.1408386,0
400.1408386,12,400.1408386,4,400.1408386,0
400.1409709,12,400.1409709,5,400.1409709,0
400.1499023,11,400.1499023,4,400.1499023,3
400.1499736,11,400.1499736,4,400.1499736,3
400.1655273,6,400.1655273,4,400.1655273,0
400.1655273,6,400.1655273,4,400.1655273,0
400.1966756,5,400.1966756,4,400.1966756,1
400.2062683,2,400.2062683,1,400.2062683,0
400.2164103,5,400.2164103,2,400.2164103,0
400.2203064,10,400.2203064,8,400.2203064,0
400.2578634,4,400.2578634,2,400.2578634,1
400.2943929,13,400.2943929,12,400.2943929,2
400.2963359,13,400.2963359,0,400.2963359,0
400.3305461,3,400.3305461,3,400.3305461,3
400.9749146,4,400.9749146,3,400.9749146,1
400.9823303,5,400.9823303,3,400.9823303,0
400.9847209,3,400.9847209,1,400.9847209,0
400.9847209,3,400.9847209,1,400.9847209,0
400.9935404,9,400.9935404,4,400.9935404,1
400.9935404,9,400.9935404,4,400.9935404,1
400.9935913,9,400.9935913,4,400.9935913,1
400.9935913,9,400.9935913,4,400.9935913,1
401.019694,6,401.019694,3,401.019694,0
401.0506083,3,401.0506083,3,401.0506083,0
401.0506083,3,401.0506083,3,401.0506083,0
401.0511576,3,401.0511576,3,401.0511576,0
401.0512695,3,401.0512695,3,401.0512695,0
401.0868632,7,401.0868632,3,401.0868632,0
401.0873718,7,401.0873718,6,401.0873718,0
401.0873718,7,401.0873718,6,401.0873718,0
401.0873922,7,401.0873922,6,401.0873922,0
401.0873922,7,401.0873922,6,401.0873922,0
401.0873922,7,401.0873922,6,401.0873922,0
401.0877075,7,401.0877075,6,401.0877075,1
401.1097412,8,401.1097412,3,401.1097412,0
401.1133423,8,401.1133423,6,401.1133423,2
401.1133423,8,401.1133423,6,401.1133423,2
401.1133423,8,401.1133423,6,401.1133423,2
401.1133423,8,401.1133423,6,401.1133423,2
401.1133423,8,401.1133423,6,401.1133423,2
401.1134033,8,401.1134033,6,401.1134033,2
401.1134033,8,401.1134033,6,401.1134033,2
401.1243083,11,401.1243083,6,401.1243083,4
401.1243286,11,401.1243286,6,401.1243286,4
401.1246541,12,401.1246541,6,401.1246541,1
401.1334229,8,401.1334229,2,401.1334229,0
401.1334229,8,401.1334229,2,401.1334229,0
401.1334229,8,401.1334229,2,401.1334229,0
401.1538493,5,401.1538493,2,401.1538493,0
401.1605937,12,401.1605937,6,401.1605937,4
401.1607768,12,401.1607768,6,401.1607768,4
401.1608276,12,401.1608276,6,401.1608276,4
401.1608276,12,401.1608276,6,401.1608276,4
401.1731262,15,401.1731262,9,401.1731262,0
401.1731873,15,401.1731873,9,401.1731873,0
401.1732483,15,401.1732483,9,401.1732483,0
401.1732483,15,401.1732483,9,401.1732483,0
401.1732686,15,401.1732686,9,401.1732686,0
401.1733704,15,401.1733704,9,401.1733704,3
401.190684,5,401.190684,4,401.190684,0
401.190684,5,401.190684,4,401.190684,0
401.1997375,4,401.1997375,3,401.1997375,1
401.1998088,4,401.1998088,3,401.1998088,2
401.2123413,2,401.2123413,2,401.2123413,0
401.2123413,2,401.2123413,2,401.2123413,0
401.2158407,5,401.2158407,0,401.2158407,0
401.2179871,6,401.2179871,5,401.2179871,4
401.2229614,6,401.2229614,3,401.2229614,1
401.223053,5,401.223053,3,401.223053,2
401.223053,5,401.223053,3,401.223053,2
401.2336426,5,401.2336426,3,401.2336426,1
401.2336426,5,401.2336426,3,401.2336426,1
401.2486471,4,401.2486471,1,401.2486471,1
401.2906189,18,401.2906189,16,401.2906189,15
401.2909444,18,401.2909444,16,401.2909444,15
401.2909444,18,401.2909444,16,401.2909444,15
401.2912699,18,401.2912699,16,401.2912699,0
401.3066915,3,401.3066915,0,401.3066915,0
401.3158976,3,401.3158976,1,401.3158976,0
401.3423462,3,401.3423462,2,401.3423462,2
401.3424988,3,401.3424988,2,401.3424988,2
401.3425191,2,401.3425191,2,401.3425191,2
401.3426208,2,401.3426208,2,401.3426208,2
401.3426514,2,401.3426514,2,401.3426514,2
401.342865,2,401.342865,2,401.342865,2
401.9979553,2,401.9979553,2,401.9979553,1
402.0275879,6,402.0275879,3,402.0275879,1
402.0564982,6,402.0564982,2,402.0564982,0
