mz,minintensity,sampleID,,IsUnique,,mz,,lockmass mz
174.048,95578.125,71,,FALSE,,,,
201.076,137505.1875,71,,FALSE,,,,
213.076,74425.24219,71,,FALSE,,,,
112.984,249836.1406,72,,FALSE,,,,
129.054,542081.5625,72,,FALSE,,,,
132.922,16432.20703,72,,FALSE,,,,
143.07,482134.8125,72,,FALSE,,,,
145.086,44136.88281,72,,FALSE,,,,
148.06,247107.8906,72,,FALSE,,,,
157.086,130197.9375,72,,FALSE,,,,
201.076,132017.1094,72,,FALSE,,,,
213.076,80597.76563,72,,FALSE,,,,
100.932,3129.740479,73,,FALSE,,,,
112.984,250086.2344,73,,FALSE,,,,
117.054,186707.7188,73,,FALSE,,,,
129.054,528159.5625,73,,FALSE,,,,
132.922,13557.83008,73,,FALSE,,,,
143.07,388342.0625,73,,FALSE,,,,
148.06,250589.5,73,,FALSE,,,,
157.086,133530.9219,73,,FALSE,,,,
199.06,110927.9297,73,,FALSE,,,,
201.076,134806.7188,73,,FALSE,,,,
213.076,80033.10938,73,,FALSE,,,,
100.932,2572.195801,74,,FALSE,,,,
112.984,269630.9375,74,,FALSE,,,,
129.054,616735.875,74,,FALSE,,,,
131.07,79741.03906,74,,FALSE,,,,
132.922,18415.32031,74,,FALSE,,,,
143.07,440256.25,74,,FALSE,,,,
148.06,252420.9531,74,,FALSE,,,,
157.086,154015.0313,74,,FALSE,,,,
201.076,150402.625,74,,FALSE,,,,
