"mz","rt","X700_900_Neg_JeansA.mzXML","X700_900_Neg_JeansB.mzXML","X700_900_Neg_JeansC.mzXML","X700_900_Neg_JeansD.mzXML","X700_900_Neg_JeansDx.mzXML","X700_900_Neg_JeansE.mzXML","X700_900_Neg_JeansF.mzXML","X700_900_Neg_JeansG.mzXML","X700_900_Neg_JeansGx.mzXML","SampleID","formula.pred","isoscore","mserror","ms1score","SMILES","DbID","Adducts","neutralscore","ionmodescore","adductscore","MS2score","rtscore","allscore"
703.431355794271,11.1041666666667,190252.890625,98290.6875,932045.0625,141346.484375,43484.921875,100,45889.953125,115831.3828125,52726.04296875,3,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
704.434692382812,11.1041666666667,73557.9921875,34569.33984375,315866.21875,59105.484375,13422.2802734375,100,17064.228515625,44345.59375,19574.244140625,3,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
705.410624186198,6.78031666666667,37557.88671875,39730.0625,66223.3828125,42587.69921875,40748.421875,44760.81640625,116013.375,53778.546875,41613.21484375,7,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
708.50937906901,5.80718333333333,100,100,359375.71875,18287.421875,100,100,4478.45654296875,100,100,3,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
709.512980143229,5.80718333333333,100,100,154423.109375,6752.6572265625,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
709.196594238281,7.91851666666667,100,100,100,100,100,100,135310.328125,49429.08984375,16971.37109375,7,"C32H45N3S6S4;C31H54N2S8","-1.23902611079321;-4.34565103394385","-4.53885433268058;-4.56174680842306","-5.77788044347378;-8.90739784236691","CCN(CC)CC.CC(C=C1Sc2ccccc2N1CCCC[S](S)(=S)=S)=Cc3sc4ccccc4[n+]3CCCC[S]([S-])(=S)=S;CCSC(=S)CC(NC1CCC(CC2CCC(NC(CC(=S)SCC)C(=S)SCC)C(C)C2)CC1C)C(=S)SCC","21879;47843","[M+CH2O2-H]-;[M-H]-","0","0;-0.5","0;1","0",0,"0;0"
711.193786621094,7.88913333333333,100,100,100,100,100,100,146296.484375,27258.626953125,15376.921875,7,"C31H54N2S8","-0.799212587145173","0.00995033085316809","-0.789262256292005","CCSC(=S)CC(NC1CCC(CC2CCC(NC(CC(=S)SCC)C(=S)SCC)C(C)C2)CC1C)C(=S)SCC","47843","[M-H]-","0","-0.5","1","0",0,"0"
713.394653320312,6.13351666666667,8877.21875,3093.18676757812,108033.140625,5495.5625,100,100,62236.265625,20483.34375,8538.3564453125,3,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
714.589558919271,9.19456666666667,100,100,178315.34375,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
724.574096679688,8.16746666666667,100,100,473984.1875,100,3506.95239257812,100,100,100,100,3,"C15H16Br4S7;C42H87BS3","-0.710493697962303;NA","-2.04164165967547;-3.69292390996438","-3.75213535763777;-5.40341760792669","CC(S)CSC(=S)c1c(Br)c(Br)c(Br)c(Br)c1C(=S)SCCSCCS;CCCCCCCCCCCCCCSB(SCCCCCCCCCCCCCC)SCCCCCCCCCCCCCC","16217;16637","[M-H-H2O]-;[M+Cl]-","0","0;-0.5","0;0","0;0",0,"0;0"
725.577473958333,8.16746666666667,100,100,205789.953125,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
726.520182291667,5.62958333333333,100,7396.6875,1326019.5,9315.96875,100,100,13663.185546875,100,100,3,"C38H81NS4S","-0.590329693558319","-3.77442386916978","-4.8647535627281","CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.S[S]([S-])(=S)=S","46947","[M+CH2O2-H]-","0","0","0","0",0,"-4.8647535627281"
726.589619954427,8.4102,100,100,1000689.6875,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
727.592854817708,8.4102,100,100,467029.46875,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
728.514282226562,5.62958333333333,100,5582.08251953125,945350.1875,26136.58203125,100,100,27513.583984375,27552.388671875,7735.23583984375,3,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
728.595825195312,8.4102,100,100,132612.28125,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
728.605611165365,9.46813333333333,100,100,452334.09375,100,100,100,100,100,4722.466796875,3,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
729.517781575521,5.60003333333333,100,100,415637.65625,14544.927734375,7539.54345703125,100,14686.32421875,24045.13671875,100,3,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
729.608846028646,9.46813333333333,100,100,219312.625,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
731.1376953125,7.88913333333333,100,100,100,100,100,100,101999.4609375,27213.162109375,12457.3515625,7,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
733.442077636719,9.08121666666667,42973.8046875,21566.11328125,150476.421875,43414.328125,22349.6796875,100,163241.640625,33560.97265625,10565.74609375,7,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
736.540934244792,5.80718333333333,100,100,121494.46875,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
738.520263671875,5.68848333333333,100,42448.61328125,107799.2578125,100,100,100,30286.744140625,100,100,3,"C16H6Br6S4","-1.26488057843908","0.00995033085316809","-1.25493024758591","Brc1cc(Br)c(SC(=S)\C=C\C(=S)Sc2c(Br)cc(Br)cc2Br)c(Br)c1","16944","[M-Br+O]-","0","0","0.5","0",0,"0"
738.556640625,6.2824,100,100,185945.265625,100,100,100,4895.3388671875,6740.92431640625,4306.79931640625,3,"0","0","0","0","0","0","0","0","0","0","0",0,"0"
